seed,fold_id,consumer_train_count,held_out_count,checkpoint_count,export_count,alignment_role_count,schema_id,schema_sha256
17,leave_one_sortie_out__fold01,30,60,6,12,2,dingxin_future_prediction_common_observed.v1,cbbdb9fb3148d255c368243d6ec5f371d57875343eff49d1f83d03732b8a3949
