seed,method_name,role,status,sample_count,checkpoint_sha256,representation_sha256,output_root
29,vehicle_only,validation,completed,96,13939bf62743833bb9d09739d1ed008c533eb82e65a20f9156354f79fa188acd,357fd1b8d6f15114986b499126e0c2c1129faf0f42a1daa344b8eaef7b8b3af6,artifacts/application_evaluation/2026-07-12_simulation-locked-representations/representations/seed_29/vehicle_only/validation
29,vehicle_only,held_out,completed,192,13939bf62743833bb9d09739d1ed008c533eb82e65a20f9156354f79fa188acd,2c1f1e8dde9b06724e949eee4a698b74d8b83f83f47e48cc9ac3f5cd715e89d0,artifacts/application_evaluation/2026-07-12_simulation-locked-representations/representations/seed_29/vehicle_only/held_out
29,naive_time_sync,train,completed,384,a173a9a720a49e137ef963f46d8af5db63cd72bfefad9c568210d896b467cf92,842ba766aca89d23f8336251165346a8d438227a0e2ff3fa3077fb2e878b3e7d,artifacts/application_evaluation/2026-07-12_simulation-locked-representations/representations/seed_29/naive_time_sync/train
29,naive_time_sync,validation,completed,96,a173a9a720a49e137ef963f46d8af5db63cd72bfefad9c568210d896b467cf92,005e2b17b44971601b3eb83774621b22e6e3cf9e547692e7700c6cfd42ee5655,artifacts/application_evaluation/2026-07-12_simulation-locked-representations/representations/seed_29/naive_time_sync/validation
29,naive_time_sync,held_out,completed,192,a173a9a720a49e137ef963f46d8af5db63cd72bfefad9c568210d896b467cf92,c6f09365a2f7e876486a3da3de4e43e45ac2eb78a1b6b3a522d76e32b9899c12,artifacts/application_evaluation/2026-07-12_simulation-locked-representations/representations/seed_29/naive_time_sync/held_out
29,mult,train,completed,384,12d22389da27f4527ca194e142ad305c23bdf3150f32ea1cc9b8a9bbb605fb24,d399fa09f87f63a445bae2c50576d71da75cca578accf5b34bc475ae29aff6e0,artifacts/application_evaluation/2026-07-12_simulation-locked-representations/representations/seed_29/mult/train
29,mult,validation,completed,96,12d22389da27f4527ca194e142ad305c23bdf3150f32ea1cc9b8a9bbb605fb24,bf8bf011466c663bc870cd33680a823bf5e6acc3645972e3933603b6f5d55d1a,artifacts/application_evaluation/2026-07-12_simulation-locked-representations/representations/seed_29/mult/validation
29,mult,held_out,completed,192,12d22389da27f4527ca194e142ad305c23bdf3150f32ea1cc9b8a9bbb605fb24,169067c549a9c8fcdfefca1465f66efb69a44a0fc4f718509c161f9f0c5dfb6e,artifacts/application_evaluation/2026-07-12_simulation-locked-representations/representations/seed_29/mult/held_out
29,contiformer,train,completed,384,fe4d0fddd0f34aa9d2c34e1aea7e636580c3736b645f5963a8abab54b8ab15b7,11ee116ac77ed8c3b3b8ef4ecfaadb5ca08c640af0b18592b8fbde25cc80885e,artifacts/application_evaluation/2026-07-12_simulation-locked-representations/representations/seed_29/contiformer/train
29,contiformer,validation,completed,96,fe4d0fddd0f34aa9d2c34e1aea7e636580c3736b645f5963a8abab54b8ab15b7,9614941afcc0488f990efcc134dd536105336aa84a08cd05fe9b0d36571660ec,artifacts/application_evaluation/2026-07-12_simulation-locked-representations/representations/seed_29/contiformer/validation
29,contiformer,held_out,completed,192,fe4d0fddd0f34aa9d2c34e1aea7e636580c3736b645f5963a8abab54b8ab15b7,c254bdae7bd071603e6a9a43010d4aaf8115baf66a3fd13cfbe004bedd2f655d,artifacts/application_evaluation/2026-07-12_simulation-locked-representations/representations/seed_29/contiformer/held_out
29,chronaris,train,completed,384,769ded96b5674497fbbc9263179377ca3f7a513fae820d792414c31b0d482eba,759b626f649a615b3a3dc1a68df482aa63a147d298670906bf6bf3a8edaafc4c,artifacts/application_evaluation/2026-07-12_simulation-locked-representations/representations/seed_29/chronaris/train
29,chronaris,validation,completed,96,769ded96b5674497fbbc9263179377ca3f7a513fae820d792414c31b0d482eba,87f5add05312073aa2b224ba360aed404215c4d53666009120ffbe57ea20ffbb,artifacts/application_evaluation/2026-07-12_simulation-locked-representations/representations/seed_29/chronaris/validation
29,chronaris,held_out,completed,192,769ded96b5674497fbbc9263179377ca3f7a513fae820d792414c31b0d482eba,2397d52487a5675baab968f15098eed99fd531c8f37d8309c433411e24527c41,artifacts/application_evaluation/2026-07-12_simulation-locked-representations/representations/seed_29/chronaris/held_out
43,physiology_only,train,completed,384,818b906cc6eeaaa9840da30e67162b3a5b28474866f76e61b9e3c0137fa5c8cb,f64da4ca16c302904169d59e656c8aca19b334954dc6d1093e0df5c7e77a620e,artifacts/application_evaluation/2026-07-12_simulation-locked-representations/representations/seed_43/physiology_only/train
43,physiology_only,validation,completed,96,818b906cc6eeaaa9840da30e67162b3a5b28474866f76e61b9e3c0137fa5c8cb,795bb185776df084c9844d0f5902dbe701b7f12675fd5c0c759cd35e28c677cc,artifacts/application_evaluation/2026-07-12_simulation-locked-representations/representations/seed_43/physiology_only/validation
43,physiology_only,held_out,completed,192,818b906cc6eeaaa9840da30e67162b3a5b28474866f76e61b9e3c0137fa5c8cb,b1e9e0a432933031a6e7c7aae8d386f1ac87b33ab274dea983a0f9aef728af89,artifacts/application_evaluation/2026-07-12_simulation-locked-representations/representations/seed_43/physiology_only/held_out
43,vehicle_only,train,completed,384,6b7b3cb8350ec24d37bd062d52369b06634c8fbf32d4c3164228ea50094a2824,1054c94da82a880aa72359df84e474db5c5307d6553225cad0a6de94628205c5,artifacts/application_evaluation/2026-07-12_simulation-locked-representations/representations/seed_43/vehicle_only/train
43,vehicle_only,validation,completed,96,6b7b3cb8350ec24d37bd062d52369b06634c8fbf32d4c3164228ea50094a2824,ec7b2a902e59a6bf00da67f9f2cba751742744624b0861ebf5c8c06f71e217c4,artifacts/application_evaluation/2026-07-12_simulation-locked-representations/representations/seed_43/vehicle_only/validation
43,vehicle_only,held_out,completed,192,6b7b3cb8350ec24d37bd062d52369b06634c8fbf32d4c3164228ea50094a2824,4582a116c8117343277de2089b3c699256f17b91ac9b30669c9b50ba89fcf0e7,artifacts/application_evaluation/2026-07-12_simulation-locked-representations/representations/seed_43/vehicle_only/held_out
43,naive_time_sync,train,completed,384,a173a9a720a49e137ef963f46d8af5db63cd72bfefad9c568210d896b467cf92,842ba766aca89d23f8336251165346a8d438227a0e2ff3fa3077fb2e878b3e7d,artifacts/application_evaluation/2026-07-12_simulation-locked-representations/representations/seed_43/naive_time_sync/train
43,naive_time_sync,validation,completed,96,a173a9a720a49e137ef963f46d8af5db63cd72bfefad9c568210d896b467cf92,005e2b17b44971601b3eb83774621b22e6e3cf9e547692e7700c6cfd42ee5655,artifacts/application_evaluation/2026-07-12_simulation-locked-representations/representations/seed_43/naive_time_sync/validation
43,naive_time_sync,held_out,completed,192,a173a9a720a49e137ef963f46d8af5db63cd72bfefad9c568210d896b467cf92,c6f09365a2f7e876486a3da3de4e43e45ac2eb78a1b6b3a522d76e32b9899c12,artifacts/application_evaluation/2026-07-12_simulation-locked-representations/representations/seed_43/naive_time_sync/held_out
43,mult,train,completed,384,6873e3c0ca791937d2eb89b0a5fef58a7f15e2499dbbfa289728a30cbf1fee00,361e4d4900dae0c12071434ba2b8f63c81c00102a3e1eec2e64c33b2b4f03631,artifacts/application_evaluation/2026-07-12_simulation-locked-representations/representations/seed_43/mult/train
43,mult,validation,completed,96,6873e3c0ca791937d2eb89b0a5fef58a7f15e2499dbbfa289728a30cbf1fee00,28976b13d5b19bcfa43e8324cf08f77ebf94bc9afdfd31005acc09c2499deb23,artifacts/application_evaluation/2026-07-12_simulation-locked-representations/representations/seed_43/mult/validation
43,mult,held_out,completed,192,6873e3c0ca791937d2eb89b0a5fef58a7f15e2499dbbfa289728a30cbf1fee00,a3f6b6592674242f535dd8b6c7990fa1b0803d13c2dad5061fc4ea755d8fdc5d,artifacts/application_evaluation/2026-07-12_simulation-locked-representations/representations/seed_43/mult/held_out
43,contiformer,train,completed,384,cee99c8c8bf4139a6ed66c9fd219071937e6db6ea5275ab4101a31ae559d8d2e,1491959c0caf11602bca4070a448857464e997384825fd0df0a4dfb0784afe76,artifacts/application_evaluation/2026-07-12_simulation-locked-representations/representations/seed_43/contiformer/train
43,contiformer,validation,completed,96,cee99c8c8bf4139a6ed66c9fd219071937e6db6ea5275ab4101a31ae559d8d2e,90fe2fb4865ee15c77d846d157f38eb5ca46c7c581b504e078d31e257eb1d123,artifacts/application_evaluation/2026-07-12_simulation-locked-representations/representations/seed_43/contiformer/validation
43,contiformer,held_out,completed,192,cee99c8c8bf4139a6ed66c9fd219071937e6db6ea5275ab4101a31ae559d8d2e,9f3c6fa884e04153bcd90e3accddcd4d9c49418d2730db84c81a2573d6d0539e,artifacts/application_evaluation/2026-07-12_simulation-locked-representations/representations/seed_43/contiformer/held_out
43,chronaris,train,completed,384,9a0c430f1d0319193f1d9315f0def70ba5b17ca8b98ffd36cd80f86681fca292,d61800d49da9d7786bf82ac56b1e04e2c359bcc0dba7422b1909fa3c0cc49f44,artifacts/application_evaluation/2026-07-12_simulation-locked-representations/representations/seed_43/chronaris/train
43,chronaris,validation,completed,96,9a0c430f1d0319193f1d9315f0def70ba5b17ca8b98ffd36cd80f86681fca292,7804a0bbf6e015a56b39db8bb9c7c5cb760b449c4cc87b8264996ccc8c744d15,artifacts/application_evaluation/2026-07-12_simulation-locked-representations/representations/seed_43/chronaris/validation
43,chronaris,held_out,completed,192,9a0c430f1d0319193f1d9315f0def70ba5b17ca8b98ffd36cd80f86681fca292,3b9ebd92f362bb497faf6acf5b68c676da62b86a2981a3d383ef72f563badfa5,artifacts/application_evaluation/2026-07-12_simulation-locked-representations/representations/seed_43/chronaris/held_out
