seed,method_name,role,status,sample_count,checkpoint_sha256,representation_sha256,output_root
17,physiology_only,train,completed,384,f1a13dcf2f7e0e55a4b03573e6e610beed0adeb5595559c886a95a3c9b1e638c,74c9dab51ef5b0dbfa2ff1be0d5fc1a049aae87e8963761b935be71de6da7f8e,artifacts/application_evaluation/2026-07-12_simulation-locked-representations/representations/seed_17/physiology_only/train
17,physiology_only,validation,completed,96,f1a13dcf2f7e0e55a4b03573e6e610beed0adeb5595559c886a95a3c9b1e638c,3e6588399510a7237350cb217b01eddf77f7c9f25012fc8e37735786331c7c70,artifacts/application_evaluation/2026-07-12_simulation-locked-representations/representations/seed_17/physiology_only/validation
17,physiology_only,held_out,completed,192,f1a13dcf2f7e0e55a4b03573e6e610beed0adeb5595559c886a95a3c9b1e638c,3893f393b10d180a07696af6cf2500b9658f6c58c015ac151461236f6a6aafd6,artifacts/application_evaluation/2026-07-12_simulation-locked-representations/representations/seed_17/physiology_only/held_out
17,vehicle_only,train,completed,384,c3173c7b1465574ff2d687caea9f42e5f4bbcb5088f34bc39819df0e51f21d89,26fa9c8a785566c4fdd2ceb002dafaaaa815af61d223aa1b0863a5bdb636deda,artifacts/application_evaluation/2026-07-12_simulation-locked-representations/representations/seed_17/vehicle_only/train
17,vehicle_only,validation,completed,96,c3173c7b1465574ff2d687caea9f42e5f4bbcb5088f34bc39819df0e51f21d89,d330d9a12b952f4a402316d4a9b720324dc75978da5be91d4ebde05327072038,artifacts/application_evaluation/2026-07-12_simulation-locked-representations/representations/seed_17/vehicle_only/validation
17,vehicle_only,held_out,completed,192,c3173c7b1465574ff2d687caea9f42e5f4bbcb5088f34bc39819df0e51f21d89,6e28e0d88d188bc4ef72140c1a1f57308a64beb3a18a3983d5602b866f22d55c,artifacts/application_evaluation/2026-07-12_simulation-locked-representations/representations/seed_17/vehicle_only/held_out
17,naive_time_sync,train,completed,384,a173a9a720a49e137ef963f46d8af5db63cd72bfefad9c568210d896b467cf92,842ba766aca89d23f8336251165346a8d438227a0e2ff3fa3077fb2e878b3e7d,artifacts/application_evaluation/2026-07-12_simulation-locked-representations/representations/seed_17/naive_time_sync/train
17,naive_time_sync,validation,completed,96,a173a9a720a49e137ef963f46d8af5db63cd72bfefad9c568210d896b467cf92,005e2b17b44971601b3eb83774621b22e6e3cf9e547692e7700c6cfd42ee5655,artifacts/application_evaluation/2026-07-12_simulation-locked-representations/representations/seed_17/naive_time_sync/validation
17,naive_time_sync,held_out,completed,192,a173a9a720a49e137ef963f46d8af5db63cd72bfefad9c568210d896b467cf92,c6f09365a2f7e876486a3da3de4e43e45ac2eb78a1b6b3a522d76e32b9899c12,artifacts/application_evaluation/2026-07-12_simulation-locked-representations/representations/seed_17/naive_time_sync/held_out
17,mult,train,completed,384,5303906a85268b5f25af9e4010790f847d12484b597e07ae6fdf7c3445cc82f2,a2403fd500ad5172ed6f5d4c1552bbc23474e77f95b2e5eed9d49b902e9f615c,artifacts/application_evaluation/2026-07-12_simulation-locked-representations/representations/seed_17/mult/train
17,mult,validation,completed,96,5303906a85268b5f25af9e4010790f847d12484b597e07ae6fdf7c3445cc82f2,70948ee0ae8bd31465ac83bb4b49f6357530c35220377d225be64c61d344f75c,artifacts/application_evaluation/2026-07-12_simulation-locked-representations/representations/seed_17/mult/validation
17,mult,held_out,completed,192,5303906a85268b5f25af9e4010790f847d12484b597e07ae6fdf7c3445cc82f2,d56e0e1c67b1329507a762cd5ad17f8cd4b14736ed9893512c88d12f2caa8d19,artifacts/application_evaluation/2026-07-12_simulation-locked-representations/representations/seed_17/mult/held_out
17,contiformer,train,completed,384,1274b44c1221eadcf12051277769d56c1a9a2af930214349dde56e7c2e098ba0,e006d5c66243bed2d92bd1ec619121009f123a2c4282eb2e23d7df20aee2ad7f,artifacts/application_evaluation/2026-07-12_simulation-locked-representations/representations/seed_17/contiformer/train
17,contiformer,validation,completed,96,1274b44c1221eadcf12051277769d56c1a9a2af930214349dde56e7c2e098ba0,aa30518699a67f3eec78dcf0283297591803c1545e200ec79824c68dd3b0fa10,artifacts/application_evaluation/2026-07-12_simulation-locked-representations/representations/seed_17/contiformer/validation
17,contiformer,held_out,completed,192,1274b44c1221eadcf12051277769d56c1a9a2af930214349dde56e7c2e098ba0,c03c4ee02399ebb1a7d0d774c4c4a3d6c54254e60f5235801eaeb6f94ccf5679,artifacts/application_evaluation/2026-07-12_simulation-locked-representations/representations/seed_17/contiformer/held_out
17,chronaris,train,completed,384,011878f38c480566357fa923b42d548824ae7ce67dd4e0c79b03f91622f8a650,6abca4159dca0c13915d9c67eca48946a3973ea419d0e4829d6e4fdb4a612afe,artifacts/application_evaluation/2026-07-12_simulation-locked-representations/representations/seed_17/chronaris/train
17,chronaris,validation,completed,96,011878f38c480566357fa923b42d548824ae7ce67dd4e0c79b03f91622f8a650,543de75461e9a9a5296ff160c6f3a03323ced71debc845d3916564b1fabbfe3b,artifacts/application_evaluation/2026-07-12_simulation-locked-representations/representations/seed_17/chronaris/validation
17,chronaris,held_out,completed,192,011878f38c480566357fa923b42d548824ae7ce67dd4e0c79b03f91622f8a650,d3b1a364c521dfcaf27813cc66e3ab5e7c93ff4b7b7ea402d780dfba1d8e8aa2,artifacts/application_evaluation/2026-07-12_simulation-locked-representations/representations/seed_17/chronaris/held_out
29,physiology_only,train,completed,384,15b57d6c2c15699eae671637bc1f48252bf253e2c473227b2c88c684cb197e28,6c9771c7480a68205adb386cb0a3aed10011babc0e9e3ebac33237acd1d5059f,artifacts/application_evaluation/2026-07-12_simulation-locked-representations/representations/seed_29/physiology_only/train
29,physiology_only,validation,completed,96,15b57d6c2c15699eae671637bc1f48252bf253e2c473227b2c88c684cb197e28,a0cd4eead61b91ed22b5ca4cb842a339671b9556295ad7cc4ba60ea1053ccaf4,artifacts/application_evaluation/2026-07-12_simulation-locked-representations/representations/seed_29/physiology_only/validation
29,physiology_only,held_out,completed,192,15b57d6c2c15699eae671637bc1f48252bf253e2c473227b2c88c684cb197e28,2d058af1738a5c5339e54b5470bca58604c41ccc6023840199dbd487b649e51a,artifacts/application_evaluation/2026-07-12_simulation-locked-representations/representations/seed_29/physiology_only/held_out
29,vehicle_only,train,completed,384,13939bf62743833bb9d09739d1ed008c533eb82e65a20f9156354f79fa188acd,1ad5b9c145efc748ebd4731df628bb51ee0eea35f882e84077149e85fd09bca1,artifacts/application_evaluation/2026-07-12_simulation-locked-representations/representations/seed_29/vehicle_only/train
