sortie_id,reference_pilot_id,comparison_pilot_id,delta_representation_stability,delta_attention_entropy,delta_top_event_concentration,delta_event_mask_interference
20251002_单01_ACT-8_翼云_J16_12#01,10033,10035,-0.01988783535099614,-0.024434030055999756,0.012759285978972912,-0.09272819012403488
