seed,fold_id,method_name,candidate_id,status,best_epoch,completed_epochs,stopped_early,best_public_selection_loss,training_elapsed_s,parameter_count,training_device,training_device_history,checkpoint_path,checkpoint_sha256,maximum_rss_mb,task_targets_opened,outer_test_accessed,transfer_initialized,transfer_source_sha256,transfer_copied_element_fraction
17,leave_one_view_out__fold01,physiology_only,A,resumed,1,1,False,0.7608070820569992,16.4643749082461,111168,cuda,"[""cuda""]",artifacts/application_evaluation/2026-07-12_dingxin-coalesced-pretraining-smoke/checkpoints/seed_17/leave_one_view_out__fold01/physiology_only/A/best.pt,87c7ba8fa47f85afaedab6fd035d70fc1a85a36851fad9488114bb14ba6a6dec,757.9921875,False,False,False,,
17,leave_one_view_out__fold01,vehicle_only,C,resumed,1,1,False,0.6776475310325623,8.87999710580334,121600,cuda,"[""cuda""]",artifacts/application_evaluation/2026-07-12_dingxin-coalesced-pretraining-smoke/checkpoints/seed_17/leave_one_view_out__fold01/vehicle_only/C/best.pt,7b71a8fe33383eaa459850240daf25ccfb273507265928dab500adff719732ce,761.4921875,False,False,False,,
17,leave_one_view_out__fold01,mult,A,resumed,1,1,False,0.7402807176113129,14.496040778234601,1196800,cuda,"[""cuda""]",artifacts/application_evaluation/2026-07-12_dingxin-coalesced-pretraining-smoke/checkpoints/seed_17/leave_one_view_out__fold01/mult/A/best.pt,0538d514917f37e80c7404734a6d8cd81b81dc6436e693994515c0a5faf484cb,787.4921875,False,False,False,,
17,leave_one_view_out__fold01,contiformer,A,resumed,1,1,False,0.7928068041801453,8.590598439797759,294528,cuda,"[""cuda""]",artifacts/application_evaluation/2026-07-12_dingxin-coalesced-pretraining-smoke/checkpoints/seed_17/leave_one_view_out__fold01/contiformer/A/best.pt,b2046b785602a7bcf38a75c8e9e45ffbfd1dcce2268bd31803c3d2c8f821d16b,787.4921875,False,False,False,,
17,leave_one_view_out__fold01,chronaris,A,resumed,1,1,False,0.7131393402814865,91.86469727475196,306186,cpu,"[""cpu""]",artifacts/application_evaluation/2026-07-12_dingxin-coalesced-pretraining-smoke/checkpoints/seed_17/leave_one_view_out__fold01/chronaris/best.pt,ef079c6776d9b49f889f6f5b70a932f62a659e7e96c93b37e5f3d2f4188a0183,787.4921875,False,False,False,,
