sortie_id,view_id,stream_kind,feature_name,total_window_count,missing_window_count,missing_window_ratio
20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,physiology,eeg.af3,37,0,0.0
20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,physiology,eeg.af4,37,0,0.0
20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,physiology,eeg.f3,37,0,0.0
20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,physiology,eeg.f4,37,0,0.0
20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,physiology,eeg.f7,37,0,0.0
20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,physiology,eeg.f8,37,0,0.0
20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,physiology,eeg.fp1,37,0,0.0
20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,physiology,eeg.fp2,37,0,0.0
20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,physiology,eeg.fpz,37,0,0.0
20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,physiology,eeg.fz,37,0,0.0
20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,physiology,spo2.toi1,37,0,0.0
20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,physiology,spo2.toi2,37,0,0.0
20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,vehicle,BUS6000019110021.code1002,37,32,0.8648648648648649
20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,vehicle,BUS6000019110021.code1003,37,32,0.8648648648648649
20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,vehicle,BUS6000019110021.code1004,37,32,0.8648648648648649
20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,vehicle,BUS6000019110021.code1005,37,32,0.8648648648648649
20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,vehicle,BUS6000019110021.code1006,37,32,0.8648648648648649
20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,vehicle,BUS6000019110021.code1007,37,32,0.8648648648648649
20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,vehicle,BUS6000019110021.code1016,37,32,0.8648648648648649
20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,vehicle,BUS6000019110021.code1017,37,32,0.8648648648648649
20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,vehicle,BUS6000019110021.code1018,37,32,0.8648648648648649
20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,vehicle,BUS6000019110021.code1019,37,32,0.8648648648648649
20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,vehicle,BUS6000019110021.code1020,37,32,0.8648648648648649
20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,vehicle,BUS6000019110021.code1021,37,32,0.8648648648648649
20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,vehicle,BUS6000019110021.code1022,37,32,0.8648648648648649
20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,vehicle,BUS6000019110021.code1023,37,32,0.8648648648648649
20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,vehicle,BUS6000019110021.code1024,37,32,0.8648648648648649
20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,vehicle,BUS6000019110021.code1033,37,32,0.8648648648648649
20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,vehicle,BUS6000019110021.code1034,37,32,0.8648648648648649
20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,vehicle,BUS6000019110021.code1035,37,32,0.8648648648648649
20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,vehicle,BUS6000019110021.code1036,37,32,0.8648648648648649
20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,vehicle,BUS6000019110021.code1037,37,32,0.8648648648648649
20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,vehicle,BUS6000019110021.code1038,37,32,0.8648648648648649
20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,vehicle,BUS6000019110021.code1039,37,32,0.8648648648648649
20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,vehicle,BUS6000019110021.code1040,37,32,0.8648648648648649
20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,vehicle,BUS6000019110021.code1041,37,32,0.8648648648648649
20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,vehicle,BUS6000019110021.code1050,37,32,0.8648648648648649
20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,vehicle,BUS6000019110021.code1051,37,32,0.8648648648648649
20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,vehicle,BUS6000019110021.code1052,37,32,0.8648648648648649
20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,vehicle,BUS6000019110021.code1053,37,32,0.8648648648648649
20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,vehicle,BUS6000019110021.code1054,37,32,0.8648648648648649
20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,vehicle,BUS6000019110021.code1055,37,32,0.8648648648648649
20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,vehicle,BUS6000019110021.code1056,37,32,0.8648648648648649
20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,vehicle,BUS6000019110021.code1057,37,32,0.8648648648648649
20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,vehicle,BUS6000019110021.code1058,37,32,0.8648648648648649
20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,vehicle,BUS6000019110021.code1067,37,32,0.8648648648648649
20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,vehicle,BUS6000019110021.code1068,37,32,0.8648648648648649
20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,vehicle,BUS6000019110021.code1069,37,32,0.8648648648648649
20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,vehicle,BUS6000019110021.code1070,37,32,0.8648648648648649
20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,vehicle,BUS6000019110021.code1071,37,32,0.8648648648648649
20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,vehicle,BUS6000019110021.code1072,37,32,0.8648648648648649
20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,vehicle,BUS6000019110021.code1073,37,32,0.8648648648648649
20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,vehicle,BUS6000019110021.code1074,37,32,0.8648648648648649
20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,vehicle,BUS6000019110021.code1075,37,32,0.8648648648648649
20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,vehicle,BUS6000019110021.code1084,37,32,0.8648648648648649
20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,vehicle,BUS6000019110021.code1085,37,32,0.8648648648648649
20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,vehicle,BUS6000019110021.code1086,37,32,0.8648648648648649
20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,vehicle,BUS6000019110021.code1087,37,32,0.8648648648648649
20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,vehicle,BUS6000019110021.code1088,37,32,0.8648648648648649
20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,vehicle,BUS6000019110021.code1089,37,32,0.8648648648648649
20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,vehicle,BUS6000019110021.code1090,37,32,0.8648648648648649
20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,vehicle,BUS6000019110021.code1091,37,32,0.8648648648648649
20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,vehicle,BUS6000019110021.code1092,37,32,0.8648648648648649
20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,vehicle,BUS6000019110021.code1101,37,32,0.8648648648648649
20251002_单01_ACT-8_翼云_J16_12#01,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,vehicle,BUS6000019110021.code1102,37,32,0.8648648648648649
