fold_id,split_strategy,held_out_group,task_id,parameter_type,parameter_name,median_std,iqr_std,median_abs_delta,iqr_abs_delta,fit_sample_hash,exclusion_reason,lower_bound,upper_bound,iqr_delta,train_valid_ratio,representative_statistic,high_response_threshold
leave_one_view_out__fold01,leave_one_view_out,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,dingxin_maneuver_intensity_weak_classification_v2,semantic_scaler,acceleration_north,0.05455115623772144,0.07006116956472397,0.04139999931794591,0.10069999936968088,d78562fbcd98e27ad11950b425176c9a00fbb4b97247cce00e9c76ae20178da1,,,,,,,
leave_one_view_out__fold01,leave_one_view_out,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,dingxin_maneuver_intensity_weak_classification_v2,semantic_scaler,acceleration_up,0.04191514290869236,0.05523965507745743,0.039249999448657036,0.08415000117383897,d78562fbcd98e27ad11950b425176c9a00fbb4b97247cce00e9c76ae20178da1,,,,,,,
leave_one_view_out__fold01,leave_one_view_out,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,dingxin_maneuver_intensity_weak_classification_v2,semantic_scaler,acceleration_west,0.060563432052731514,0.08686082623898983,0.061449999222531915,0.1075749967712909,d78562fbcd98e27ad11950b425176c9a00fbb4b97247cce00e9c76ae20178da1,,,,,,,
leave_one_view_out__fold01,leave_one_view_out,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,dingxin_maneuver_intensity_weak_classification_v2,semantic_scaler_excluded,normal_load_normal,0.0,0.0,0.0,0.0,d78562fbcd98e27ad11950b425176c9a00fbb4b97247cce00e9c76ae20178da1,both_train_iqrs_are_zero,,,,,,
leave_one_view_out__fold01,leave_one_view_out,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,dingxin_maneuver_intensity_weak_classification_v2,semantic_scaler,pitch,0.007454992271959782,0.003816123236902058,0.008499622344970703,0.012250900268554688,d78562fbcd98e27ad11950b425176c9a00fbb4b97247cce00e9c76ae20178da1,,,,,,,
leave_one_view_out__fold01,leave_one_view_out,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,dingxin_maneuver_intensity_weak_classification_v2,semantic_scaler,roll,0.014135707169771194,0.013904230203479528,0.014500021934509277,0.018999963998794556,d78562fbcd98e27ad11950b425176c9a00fbb4b97247cce00e9c76ae20178da1,,,,,,,
leave_one_view_out__fold01,leave_one_view_out,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,dingxin_maneuver_intensity_weak_classification_v2,semantic_scaler_excluded,speed_north,0.0,0.0,0.0,0.0,d78562fbcd98e27ad11950b425176c9a00fbb4b97247cce00e9c76ae20178da1,both_train_iqrs_are_zero,,,,,,
leave_one_view_out__fold01,leave_one_view_out,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,dingxin_maneuver_intensity_weak_classification_v2,semantic_scaler_excluded,speed_up,0.0,0.0,0.0,0.0,d78562fbcd98e27ad11950b425176c9a00fbb4b97247cce00e9c76ae20178da1,both_train_iqrs_are_zero,,,,,,
leave_one_view_out__fold01,leave_one_view_out,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,dingxin_maneuver_intensity_weak_classification_v2,semantic_scaler_excluded,speed_west,0.0,0.0,0.0,0.0,d78562fbcd98e27ad11950b425176c9a00fbb4b97247cce00e9c76ae20178da1,both_train_iqrs_are_zero,,,,,,
leave_one_view_out__fold01,leave_one_view_out,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,dingxin_maneuver_intensity_weak_classification_v2,semantic_scaler_excluded,yaw_or_heading,0.0,0.0,0.0,0.0,d78562fbcd98e27ad11950b425176c9a00fbb4b97247cce00e9c76ae20178da1,both_train_iqrs_are_zero,,,,,,
leave_one_view_out__fold01,leave_one_view_out,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,dingxin_maneuver_intensity_weak_classification_v2,class_bounds,low_medium_high,,,,,d78562fbcd98e27ad11950b425176c9a00fbb4b97247cce00e9c76ae20178da1,,0.2722712886565713,0.6045567323548064,,,,
leave_one_view_out__fold01,leave_one_view_out,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,dingxin_future_physiology_response_v2,response_field_scale,eeg.af3,,,,,06b9029ad2047b06329f2954e820e97993d8bc9e3d5aee555cbca8dbed6d59ba,,,,69.81735229492188,1.0,window_mean_fallback,
leave_one_view_out__fold01,leave_one_view_out,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,dingxin_future_physiology_response_v2,response_field_scale,eeg.af4,,,,,06b9029ad2047b06329f2954e820e97993d8bc9e3d5aee555cbca8dbed6d59ba,,,,65.23051452636719,1.0,window_mean_fallback,
leave_one_view_out__fold01,leave_one_view_out,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,dingxin_future_physiology_response_v2,response_field_scale,eeg.f3,,,,,06b9029ad2047b06329f2954e820e97993d8bc9e3d5aee555cbca8dbed6d59ba,,,,74.218994140625,1.0,window_mean_fallback,
leave_one_view_out__fold01,leave_one_view_out,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,dingxin_future_physiology_response_v2,response_field_scale,eeg.f4,,,,,06b9029ad2047b06329f2954e820e97993d8bc9e3d5aee555cbca8dbed6d59ba,,,,57.3013916015625,1.0,window_mean_fallback,
