sortie_id,analysis_id,measurement,source_field,feature_name,display_label,metadata_source
20251002_单01_ACT-8_翼云_J16_12#01,6000019110021,BUS6000019110021,code1100,BUS6000019110021.code1100,[IFF空空询问目标参数[5]][IFF空空询问目标参数有效性][有效性_辅波束指向],analysis_detail
20251002_单01_ACT-8_翼云_J16_12#01,6000019110021,BUS6000019110021,code1101,BUS6000019110021.code1101,[IFF空空询问目标参数[5]][目标方位_机体系][_角度_毫弧度],analysis_detail
20251002_单01_ACT-8_翼云_J16_12#01,6000019110021,BUS6000019110021,code1102,BUS6000019110021.code1102,[IFF空空询问目标参数[5]][目标斜距][_距离],analysis_detail
20251002_单01_ACT-8_翼云_J16_12#01,6000019110021,BUS6000019110021,code1103,BUS6000019110021.code1103,[IFF空空询问目标参数[5]][目标高度][_高度],analysis_detail
20251002_单01_ACT-8_翼云_J16_12#01,6000019110021,BUS6000019110021,code1104,BUS6000019110021.code1104,[IFF空空询问目标参数[5]][敌我识别_识别码],analysis_detail
20251002_单01_ACT-8_翼云_J16_12#01,6000019110021,BUS6000019110021,code1105,BUS6000019110021.code1105,[IFF空空询问目标参数[5]][目标方位角精度],analysis_detail
20251002_单01_ACT-8_翼云_J16_12#01,6000019110021,BUS6000019110021,code1106,BUS6000019110021.code1106,[IFF空空询问目标参数[5]][目标斜距精度],analysis_detail
20251002_单01_ACT-8_翼云_J16_12#01,6000019110021,BUS6000019110021,code1107,BUS6000019110021.code1107,[IFF空空询问目标参数[5]][IFF主波束指向],analysis_detail
20251002_单01_ACT-8_翼云_J16_12#01,6000019110021,BUS6000019110021,code1108,BUS6000019110021.code1108,[IFF空空询问目标参数[5]][IFF辅波束指向],analysis_detail
20251002_单01_ACT-8_翼云_J16_12#01,6000019110021,BUS6000019110021,code1109,BUS6000019110021.code1109,[IFF空空询问目标参数[6]][IFF目标序号],analysis_detail
20251002_单01_ACT-8_翼云_J16_12#01,6000019110021,BUS6000019110021,code1110,BUS6000019110021.code1110,[IFF空空询问目标参数[6]][IFF目标敌我属性],analysis_detail
20251002_单01_ACT-8_翼云_J16_12#01,6000019110021,BUS6000019110021,code1111,BUS6000019110021.code1111,[IFF空空询问目标参数[6]][IFF询问_交织状态],analysis_detail
20251002_单01_ACT-8_翼云_J16_12#01,6000019110021,BUS6000019110021,code1112,BUS6000019110021.code1112,[IFF空空询问目标参数[6]][IFF空空询问目标参数有效性][有效性_目标方位],analysis_detail
20251002_单01_ACT-8_翼云_J16_12#01,6000019110021,BUS6000019110021,code1113,BUS6000019110021.code1113,[IFF空空询问目标参数[6]][IFF空空询问目标参数有效性][有效性_目标距离],analysis_detail
20251002_单01_ACT-8_翼云_J16_12#01,6000019110021,BUS6000019110021,code1114,BUS6000019110021.code1114,[IFF空空询问目标参数[6]][IFF空空询问目标参数有效性][有效性_目标高度],analysis_detail
20251002_单01_ACT-8_翼云_J16_12#01,6000019110021,BUS6000019110021,code1115,BUS6000019110021.code1115,[IFF空空询问目标参数[6]][IFF空空询问目标参数有效性][有效性_目标识别码],analysis_detail
20251002_单01_ACT-8_翼云_J16_12#01,6000019110021,BUS6000019110021,code1116,BUS6000019110021.code1116,[IFF空空询问目标参数[6]][IFF空空询问目标参数有效性][有效性_主波束指向],analysis_detail
20251002_单01_ACT-8_翼云_J16_12#01,6000019110021,BUS6000019110021,code1117,BUS6000019110021.code1117,[IFF空空询问目标参数[6]][IFF空空询问目标参数有效性][有效性_辅波束指向],analysis_detail
20251002_单01_ACT-8_翼云_J16_12#01,6000019110021,BUS6000019110021,code1118,BUS6000019110021.code1118,[IFF空空询问目标参数[6]][目标方位_机体系][_角度_毫弧度],analysis_detail
20251002_单01_ACT-8_翼云_J16_12#01,6000019110021,BUS6000019110021,code1119,BUS6000019110021.code1119,[IFF空空询问目标参数[6]][目标斜距][_距离],analysis_detail
20251002_单01_ACT-8_翼云_J16_12#01,6000019110021,BUS6000019110021,code1120,BUS6000019110021.code1120,[IFF空空询问目标参数[6]][目标高度][_高度],analysis_detail
20251002_单01_ACT-8_翼云_J16_12#01,6000019110021,BUS6000019110021,code1121,BUS6000019110021.code1121,[IFF空空询问目标参数[6]][敌我识别_识别码],analysis_detail
20251002_单01_ACT-8_翼云_J16_12#01,6000019110021,BUS6000019110021,code1122,BUS6000019110021.code1122,[IFF空空询问目标参数[6]][目标方位角精度],analysis_detail
20251002_单01_ACT-8_翼云_J16_12#01,6000019110021,BUS6000019110021,code1123,BUS6000019110021.code1123,[IFF空空询问目标参数[6]][目标斜距精度],analysis_detail
20251002_单01_ACT-8_翼云_J16_12#01,6000019110021,BUS6000019110021,code1124,BUS6000019110021.code1124,[IFF空空询问目标参数[6]][IFF主波束指向],analysis_detail
20251002_单01_ACT-8_翼云_J16_12#01,6000019110021,BUS6000019110021,code1125,BUS6000019110021.code1125,[IFF空空询问目标参数[6]][IFF辅波束指向],analysis_detail
20251002_单01_ACT-8_翼云_J16_12#01,6000019110021,BUS6000019110021,code1126,BUS6000019110021.code1126,[IFF空空询问目标参数[7]][IFF目标序号],analysis_detail
20251002_单01_ACT-8_翼云_J16_12#01,6000019110021,BUS6000019110021,code1127,BUS6000019110021.code1127,[IFF空空询问目标参数[7]][IFF目标敌我属性],analysis_detail
20251002_单01_ACT-8_翼云_J16_12#01,6000019110021,BUS6000019110021,code1128,BUS6000019110021.code1128,[IFF空空询问目标参数[7]][IFF询问_交织状态],analysis_detail
20251002_单01_ACT-8_翼云_J16_12#01,6000019110021,BUS6000019110021,code1129,BUS6000019110021.code1129,[IFF空空询问目标参数[7]][IFF空空询问目标参数有效性][有效性_目标方位],analysis_detail
20251002_单01_ACT-8_翼云_J16_12#01,6000019110021,BUS6000019110021,code1130,BUS6000019110021.code1130,[IFF空空询问目标参数[7]][IFF空空询问目标参数有效性][有效性_目标距离],analysis_detail
20251002_单01_ACT-8_翼云_J16_12#01,6000019110021,BUS6000019110021,code1131,BUS6000019110021.code1131,[IFF空空询问目标参数[7]][IFF空空询问目标参数有效性][有效性_目标高度],analysis_detail
20251002_单01_ACT-8_翼云_J16_12#01,6000019110021,BUS6000019110021,code1132,BUS6000019110021.code1132,[IFF空空询问目标参数[7]][IFF空空询问目标参数有效性][有效性_目标识别码],analysis_detail
20251002_单01_ACT-8_翼云_J16_12#01,6000019110021,BUS6000019110021,code1133,BUS6000019110021.code1133,[IFF空空询问目标参数[7]][IFF空空询问目标参数有效性][有效性_主波束指向],analysis_detail
20251002_单01_ACT-8_翼云_J16_12#01,6000019110021,BUS6000019110021,code1134,BUS6000019110021.code1134,[IFF空空询问目标参数[7]][IFF空空询问目标参数有效性][有效性_辅波束指向],analysis_detail
20251002_单01_ACT-8_翼云_J16_12#01,6000019110021,BUS6000019110021,code1135,BUS6000019110021.code1135,[IFF空空询问目标参数[7]][目标方位_机体系][_角度_毫弧度],analysis_detail
20251002_单01_ACT-8_翼云_J16_12#01,6000019110021,BUS6000019110021,code1136,BUS6000019110021.code1136,[IFF空空询问目标参数[7]][目标斜距][_距离],analysis_detail
20251002_单01_ACT-8_翼云_J16_12#01,6000019110021,BUS6000019110021,code1137,BUS6000019110021.code1137,[IFF空空询问目标参数[7]][目标高度][_高度],analysis_detail
20251002_单01_ACT-8_翼云_J16_12#01,6000019110021,BUS6000019110021,code1138,BUS6000019110021.code1138,[IFF空空询问目标参数[7]][敌我识别_识别码],analysis_detail
20251002_单01_ACT-8_翼云_J16_12#01,6000019110021,BUS6000019110021,code1139,BUS6000019110021.code1139,[IFF空空询问目标参数[7]][目标方位角精度],analysis_detail
20251002_单01_ACT-8_翼云_J16_12#01,6000019110021,BUS6000019110021,code1140,BUS6000019110021.code1140,[IFF空空询问目标参数[7]][目标斜距精度],analysis_detail
20251002_单01_ACT-8_翼云_J16_12#01,6000019110021,BUS6000019110021,code1141,BUS6000019110021.code1141,[IFF空空询问目标参数[7]][IFF主波束指向],analysis_detail
20251002_单01_ACT-8_翼云_J16_12#01,6000019110021,BUS6000019110021,code1142,BUS6000019110021.code1142,[IFF空空询问目标参数[7]][IFF辅波束指向],analysis_detail
20251002_单01_ACT-8_翼云_J16_12#01,6000019110021,BUS6000019110021,code1143,BUS6000019110021.code1143,[IFF空空询问目标参数[8]][IFF目标序号],analysis_detail
20251002_单01_ACT-8_翼云_J16_12#01,6000019110021,BUS6000019110021,code1144,BUS6000019110021.code1144,[IFF空空询问目标参数[8]][IFF目标敌我属性],analysis_detail
20251002_单01_ACT-8_翼云_J16_12#01,6000019110021,BUS6000019110021,code1145,BUS6000019110021.code1145,[IFF空空询问目标参数[8]][IFF询问_交织状态],analysis_detail
20251002_单01_ACT-8_翼云_J16_12#01,6000019110021,BUS6000019110021,code1146,BUS6000019110021.code1146,[IFF空空询问目标参数[8]][IFF空空询问目标参数有效性][有效性_目标方位],analysis_detail
20251002_单01_ACT-8_翼云_J16_12#01,6000019110021,BUS6000019110021,code1147,BUS6000019110021.code1147,[IFF空空询问目标参数[8]][IFF空空询问目标参数有效性][有效性_目标距离],analysis_detail
