candidate_id,public_self_supervised_validation_loss,vehicle_fidelity_ratio,physiology_fidelity_ratio,worst_fold_fidelity_ratio,effective_rank,near_zero_variance_fraction,clock_offset_mae_s,response_lag_mae_s,v1_clock_offset_mae_s,v1_response_lag_mae_s,causal_future_invariance_passed,invalid_query_pooling_passed,lag_mask_passed,parameter_count,task_labels_opened,outer_test_opened,sealed_confirmation_opened,time_mechanism_ratio,gate_passed
direct_residual_00_complete_v2_reference,0.32546574249863625,1.1649191763748126,0.5571224611734616,0.5571224611734616,26.95354773758163,0.0,0.08914685088380601,0.5,0.1056770017240493,7.129851055145264,True,True,True,101527,False,False,False,0.8435785405474703,False
direct_residual_01_causal_query,0.3398083597421646,1.1396333068241273,2.3465569147172944,1.1396333068241273,25.702031979685266,0.0,0.09303774530478577,0.5,0.1056770017240493,7.129851055145264,True,True,True,101527,False,False,False,0.8803972840536488,True
