seed,method,epoch,train_loss,selection_loss,selection_role,improved,epochs_without_improvement,gradient_norm_before_clip,valid_query_count
17,naive_time_sync,29,0.6710641980171204,0.6755964756011963,validation,True,0,0.3923032581806183,36864
17,naive_time_sync,30,0.6605328917503357,0.6734547019004822,validation,True,0,0.3542330861091614,36864
17,naive_time_sync,31,0.6536970734596252,0.6697449088096619,validation,True,0,0.3728843331336975,36864
17,naive_time_sync,32,0.6420639157295227,0.6638720631599426,validation,True,0,0.3520472049713135,36864
17,naive_time_sync,33,0.6363441348075867,0.6577845215797424,validation,True,0,0.349399209022522,36864
17,naive_time_sync,34,0.6290567517280579,0.6520354151725769,validation,True,0,0.40441465377807617,36864
17,naive_time_sync,35,0.621652364730835,0.6472243070602417,validation,True,0,0.2974005937576294,36864
17,naive_time_sync,36,0.6189484596252441,0.6406221985816956,validation,True,0,0.4243321418762207,36864
17,naive_time_sync,37,0.6088922023773193,0.6343763470649719,validation,True,0,0.44812798500061035,36864
17,naive_time_sync,38,0.6080966591835022,0.6320899724960327,validation,True,0,0.3248574733734131,36864
17,naive_time_sync,39,0.5974083542823792,0.6303369402885437,validation,True,0,0.41817688941955566,36864
17,naive_time_sync,40,0.5916928648948669,0.6274142861366272,validation,True,0,0.4583841860294342,36864
17,mult,1,1.8758447170257568,1.693375587463379,validation,True,0,2.3290534019470215,36864
17,mult,2,1.6890395879745483,1.597482442855835,validation,True,0,1.5356305837631226,36864
17,mult,3,1.5826867818832397,1.5447407960891724,validation,True,0,0.9816206693649292,36864
17,mult,4,1.5236185789108276,1.4837532043457031,validation,True,0,1.1178594827651978,36864
17,mult,5,1.4629660844802856,1.4118258953094482,validation,True,0,1.1820093393325806,36864
17,mult,6,1.398190975189209,1.3444170951843262,validation,True,0,0.9593654870986938,36864
17,mult,7,1.3350791931152344,1.288184404373169,validation,True,0,0.7768642902374268,36864
17,mult,8,1.2815992832183838,1.2387522459030151,validation,True,0,0.80719393491745,36864
17,mult,9,1.23275887966156,1.1911708116531372,validation,True,0,0.8818718791007996,36864
17,mult,10,1.1832399368286133,1.1429425477981567,validation,True,0,0.9111478328704834,36864
17,mult,11,1.1351656913757324,1.0950027704238892,validation,True,0,0.8623619079589844,36864
17,mult,12,1.0831137895584106,1.0505882501602173,validation,True,0,0.7238008379936218,36864
17,mult,13,1.0378302335739136,1.0109446048736572,validation,True,0,0.613441526889801,36864
17,mult,14,0.9958919882774353,0.9744874238967896,validation,True,0,0.6102470755577087,36864
17,mult,15,0.9587149024009705,0.9396334886550903,validation,True,0,0.6433325409889221,36864
17,mult,16,0.9233723878860474,0.9075467586517334,validation,True,0,0.6140353679656982,36864
17,mult,17,0.8929564952850342,0.8799117803573608,validation,True,0,0.5453413724899292,36864
17,mult,18,0.8603335022926331,0.8561508059501648,validation,True,0,0.5229672789573669,36864
17,mult,19,0.8367886543273926,0.8342385292053223,validation,True,0,0.5357747673988342,36864
17,mult,20,0.8140904903411865,0.8131393790245056,validation,True,0,0.5197543501853943,36864
17,mult,21,0.7910162806510925,0.7940501570701599,validation,True,0,0.41244053840637207,36864
17,mult,22,0.7686235904693604,0.7768285274505615,validation,True,0,0.36494776606559753,36864
17,mult,23,0.7514604926109314,0.7607074975967407,validation,True,0,0.3806191682815552,36864
17,mult,24,0.7353502511978149,0.7456186413764954,validation,True,0,0.37160319089889526,36864
17,mult,25,0.7213113307952881,0.7323247194290161,validation,True,0,0.32515156269073486,36864
17,mult,26,0.7071661949157715,0.72144615650177,validation,True,0,0.29695558547973633,36864
17,mult,27,0.6957294344902039,0.7122077345848083,validation,True,0,0.292586088180542,36864
17,mult,28,0.6837848424911499,0.7035212516784668,validation,True,0,0.29713794589042664,36864
17,mult,29,0.6744658946990967,0.6946796774864197,validation,True,0,0.27452319860458374,36864
17,mult,30,0.6642798185348511,0.6858500242233276,validation,True,0,0.24858275055885315,36864
17,mult,31,0.6536399126052856,0.6774201989173889,validation,True,0,0.2319924533367157,36864
17,mult,32,0.647149384021759,0.6691130995750427,validation,True,0,0.21577754616737366,36864
17,mult,33,0.6398846507072449,0.6612119674682617,validation,True,0,0.2203003466129303,36864
17,mult,34,0.6288875341415405,0.6541882157325745,validation,True,0,0.19977042078971863,36864
17,mult,35,0.6217975616455078,0.6483737230300903,validation,True,0,0.18399812281131744,36864
17,mult,36,0.6191999912261963,0.6433526277542114,validation,True,0,0.1964786946773529,36864
17,mult,37,0.6112265586853027,0.6391047239303589,validation,True,0,0.18222545087337494,36864
17,mult,38,0.6072525978088379,0.6357408165931702,validation,True,0,0.1769438087940216,36864
17,mult,39,0.5956039428710938,0.6325317621231079,validation,True,0,0.1717740148305893,36864
17,mult,40,0.5955535769462585,0.6292514204978943,validation,True,0,0.17736035585403442,36864
17,contiformer,1,1.7710920572280884,1.622401237487793,validation,True,0,2.2008445262908936,36864
17,contiformer,2,1.6058087348937988,1.5417566299438477,validation,True,0,1.0739284753799438,36864
17,contiformer,3,1.5357623100280762,1.506191611289978,validation,True,0,0.6932162642478943,36864
17,contiformer,4,1.5016980171203613,1.4605193138122559,validation,True,0,1.083192229270935,36864
17,contiformer,5,1.4529203176498413,1.408748984336853,validation,True,0,1.037858247756958,36864
17,contiformer,6,1.3965096473693848,1.3634170293807983,validation,True,0,0.7810101509094238,36864
17,contiformer,7,1.3457082509994507,1.3259716033935547,validation,True,0,0.6381003260612488,36864
17,contiformer,8,1.3022419214248657,1.2922040224075317,validation,True,0,0.6649959683418274,36864
17,contiformer,9,1.2613354921340942,1.2576156854629517,validation,True,0,0.7411937117576599,36864
17,contiformer,10,1.2184795141220093,1.219817042350769,validation,True,0,0.7853705883026123,36864
17,contiformer,11,1.1780339479446411,1.1800436973571777,validation,True,0,0.7614760398864746,36864
17,contiformer,12,1.133272647857666,1.142609715461731,validation,True,0,0.6567685604095459,36864
17,contiformer,13,1.0935547351837158,1.1109528541564941,validation,True,0,0.5514804124832153,36864
17,contiformer,14,1.0629665851593018,1.0846067667007446,validation,True,0,0.5512568950653076,36864
17,contiformer,15,1.0320003032684326,1.0615993738174438,validation,True,0,0.6030226945877075,36864
17,contiformer,16,1.002864122390747,1.042130708694458,validation,True,0,0.5849848389625549,36864
17,contiformer,17,0.9747419357299805,1.026833176612854,validation,True,0,0.49886584281921387,36864
17,contiformer,18,0.9515613913536072,1.0135396718978882,validation,True,0,0.4603009819984436,36864
17,contiformer,19,0.929702877998352,0.9976364970207214,validation,True,0,0.5173998475074768,36864
17,contiformer,20,0.9065794348716736,0.9770700931549072,validation,True,0,0.552165150642395,36864
17,contiformer,21,0.8825010061264038,0.9549277424812317,validation,True,0,0.4947616159915924,36864
17,contiformer,22,0.8602237701416016,0.93426913022995,validation,True,0,0.43460631370544434,36864
17,contiformer,23,0.8355490565299988,0.9150155782699585,validation,True,0,0.43153226375579834,36864
17,contiformer,24,0.8183128833770752,0.8956345319747925,validation,True,0,0.4656834304332733,36864
17,contiformer,25,0.7970888018608093,0.8764882683753967,validation,True,0,0.39874425530433655,36864
17,contiformer,26,0.7785864472389221,0.8577937483787537,validation,True,0,0.3234219253063202,36864
17,contiformer,27,0.759213924407959,0.8383879661560059,validation,True,0,0.3543812930583954,36864
17,contiformer,28,0.7414606213569641,0.8169968128204346,validation,True,0,0.41969066858291626,36864
17,contiformer,29,0.727859377861023,0.7966110706329346,validation,True,0,0.3643723428249359,36864
17,contiformer,30,0.7101951241493225,0.7796106934547424,validation,True,0,0.2969970107078552,36864
17,contiformer,31,0.6975274085998535,0.7650784850120544,validation,True,0,0.30495133996009827,36864
17,contiformer,32,0.6825493574142456,0.7513076663017273,validation,True,0,0.33798348903656006,36864
17,contiformer,33,0.6741642355918884,0.7391117811203003,validation,True,0,0.286643385887146,36864
17,contiformer,34,0.6612060070037842,0.7288779020309448,validation,True,0,0.22485759854316711,36864
17,contiformer,35,0.6497766971588135,0.7196598649024963,validation,True,0,0.26516395807266235,36864
17,contiformer,36,0.6468580961227417,0.7102962136268616,validation,True,0,0.2781333923339844,36864
17,contiformer,37,0.6352567672729492,0.700298011302948,validation,True,0,0.23976583778858185,36864
17,contiformer,38,0.6303375959396362,0.6918895244598389,validation,True,0,0.19896432757377625,36864
17,contiformer,39,0.6235318183898926,0.684800386428833,validation,True,0,0.2504350543022156,36864
17,contiformer,40,0.6147971153259277,0.6789261102676392,validation,True,0,0.23031771183013916,36864
17,chronaris,1,2.168801784515381,1.7816758155822754,validation,True,0,10.427011489868164,36864
17,chronaris,2,1.7649941444396973,1.7061495780944824,validation,True,0,4.519913673400879,36864
17,chronaris,3,1.6584547758102417,1.680906057357788,validation,True,0,2.6303014755249023,36864
17,chronaris,4,1.6173248291015625,1.6251118183135986,validation,True,0,2.311110734939575,36864
17,chronaris,5,1.5698764324188232,1.5599786043167114,validation,True,0,2.213709831237793,36864
17,chronaris,6,1.5216379165649414,1.519576907157898,validation,True,0,1.8588407039642334,36864
17,chronaris,7,1.4914817810058594,1.502231240272522,validation,True,0,2.0823092460632324,36864
17,chronaris,8,1.4690563678741455,1.4989806413650513,validation,True,0,1.9255341291427612,36864
17,chronaris,9,1.4487648010253906,1.492812991142273,validation,True,0,1.7211427688598633,36864
17,chronaris,10,1.4193555116653442,1.4766607284545898,validation,True,0,1.512092113494873,36864
17,chronaris,11,1.3947947025299072,1.4608688354492188,validation,True,0,0.8663614392280579,36864
17,chronaris,12,1.374876618385315,1.445490837097168,validation,True,0,0.9748650193214417,36864
17,chronaris,13,1.358931541442871,1.4242560863494873,validation,True,0,1.288478970527649,36864
17,chronaris,14,1.3377156257629395,1.4046920537948608,validation,True,0,1.0440517663955688,36864
17,chronaris,15,1.3119335174560547,1.390066385269165,validation,True,0,0.587081253528595,36864
17,chronaris,16,1.2884868383407593,1.3670510053634644,validation,True,0,0.8553773760795593,36864
17,chronaris,17,1.2692131996154785,1.334326148033142,validation,True,0,0.9876867532730103,36864
17,chronaris,18,1.243739128112793,1.3040871620178223,validation,True,0,0.7767623066902161,36864
17,chronaris,19,1.221488118171692,1.282378911972046,validation,True,0,0.6417454481124878,36864
17,chronaris,20,1.197055459022522,1.2631803750991821,validation,True,0,0.6275792121887207,36864
17,chronaris,21,1.1775997877120972,1.2417800426483154,validation,True,0,0.696148157119751,36864
17,chronaris,22,1.154792070388794,1.2184383869171143,validation,True,0,0.7366448640823364,36864
17,chronaris,23,1.1269021034240723,1.194498896598816,validation,True,0,0.5364147424697876,36864
17,chronaris,24,1.1044681072235107,1.174086570739746,validation,True,0,0.49864721298217773,36864
17,chronaris,25,1.0831971168518066,1.1632115840911865,validation,True,0,0.7448452115058899,36864
17,chronaris,26,1.0641025304794312,1.1574206352233887,validation,True,0,0.5894777774810791,36864
17,chronaris,27,1.0429118871688843,1.1388518810272217,validation,True,0,0.5827476978302002,36864
17,chronaris,28,1.0238004922866821,1.1205061674118042,validation,True,0,0.5278452038764954,36864
17,chronaris,29,1.0093003511428833,1.110947847366333,validation,True,0,0.5970386862754822,36864
17,chronaris,30,0.9928885698318481,1.0968225002288818,validation,True,0,0.6131332516670227,36864
17,chronaris,31,0.9731359481811523,1.0848630666732788,validation,True,0,0.36311936378479004,36864
17,chronaris,32,0.95993572473526,1.0749338865280151,validation,True,0,0.6069594025611877,36864
17,chronaris,33,0.9450826644897461,1.0541918277740479,validation,True,0,0.5240201950073242,36864
17,chronaris,34,0.9321821928024292,1.0445079803466797,validation,True,0,0.4074709117412567,36864
17,chronaris,35,0.9155125021934509,1.0443013906478882,validation,True,0,0.4067372977733612,36864
17,chronaris,36,0.9078648686408997,1.0271812677383423,validation,True,0,0.5922021269798279,36864
17,chronaris,37,0.8963117599487305,1.0167994499206543,validation,True,0,0.36778637766838074,36864
17,chronaris,38,0.8886066675186157,1.013759732246399,validation,True,0,0.3878844976425171,36864
17,chronaris,39,0.8744891285896301,1.0064536333084106,validation,True,0,0.3405131995677948,36864
17,chronaris,40,0.8669759631156921,0.9934104084968567,validation,True,0,0.35822033882141113,36864
29,physiology_only,1,1.7272238731384277,1.6531577110290527,validation,True,0,1.9593830108642578,36864
29,physiology_only,2,1.6180208921432495,1.5758270025253296,validation,True,0,1.10394287109375,36864
29,physiology_only,3,1.5592200756072998,1.5287848711013794,validation,True,0,1.0089733600616455,36864
29,physiology_only,4,1.5151437520980835,1.5199763774871826,validation,True,0,0.6672768592834473,36864
29,physiology_only,5,1.491829514503479,1.5303901433944702,validation,False,1,0.4577963650226593,36864
29,physiology_only,6,1.4837069511413574,1.5348398685455322,validation,False,2,0.5795997381210327,36864
29,physiology_only,7,1.479372501373291,1.5291061401367188,validation,False,3,0.5935423374176025,36864
29,physiology_only,8,1.4730775356292725,1.5253134965896606,validation,False,4,0.3976503610610962,36864
29,physiology_only,9,1.467916488647461,1.5261790752410889,validation,False,5,0.3814986050128937,36864
29,physiology_only,10,1.4621684551239014,1.529223084449768,validation,False,6,0.4295061528682709,36864
29,vehicle_only,1,1.7113206386566162,1.6173630952835083,validation,True,0,0.7944378852844238,36864
29,vehicle_only,2,1.630448818206787,1.5547503232955933,validation,True,0,0.5970248579978943,36864
29,vehicle_only,3,1.5697230100631714,1.5030015707015991,validation,True,0,0.4841182827949524,36864
29,vehicle_only,4,1.5183278322219849,1.457054853439331,validation,True,0,0.4398353099822998,36864
29,vehicle_only,5,1.473649501800537,1.4136544466018677,validation,True,0,0.43812739849090576,36864
29,vehicle_only,6,1.4316182136535645,1.3710644245147705,validation,True,0,0.4576473832130432,36864
29,vehicle_only,7,1.3903825283050537,1.3287785053253174,validation,True,0,0.47604668140411377,36864
29,vehicle_only,8,1.3493880033493042,1.2868796586990356,validation,True,0,0.488226979970932,36864
29,vehicle_only,9,1.3092297315597534,1.2457125186920166,validation,True,0,0.49430784583091736,36864
29,vehicle_only,10,1.268314003944397,1.205726981163025,validation,True,0,0.4944959580898285,36864
29,vehicle_only,11,1.231651782989502,1.1673638820648193,validation,True,0,0.48602887988090515,36864
29,vehicle_only,12,1.1926014423370361,1.1314500570297241,validation,True,0,0.46961525082588196,36864
29,vehicle_only,13,1.1571651697158813,1.0987316370010376,validation,True,0,0.441850483417511,36864
29,vehicle_only,14,1.1218377351760864,1.0695016384124756,validation,True,0,0.4128316640853882,36864
29,vehicle_only,15,1.0904040336608887,1.0431333780288696,validation,True,0,0.3984873592853546,36864
29,vehicle_only,16,1.0623875856399536,1.0184470415115356,validation,True,0,0.40210503339767456,36864
29,vehicle_only,17,1.0342663526535034,0.9949263334274292,validation,True,0,0.40794065594673157,36864
29,vehicle_only,18,1.0085455179214478,0.9722387790679932,validation,True,0,0.400409072637558,36864
29,vehicle_only,19,0.978931188583374,0.950844943523407,validation,True,0,0.38004034757614136,36864
29,vehicle_only,20,0.9558013081550598,0.9311176538467407,validation,True,0,0.35809242725372314,36864
29,vehicle_only,21,0.931494951248169,0.9134731888771057,validation,True,0,0.3365674316883087,36864
29,vehicle_only,22,0.9072104692459106,0.8971740007400513,validation,True,0,0.3245501220226288,36864
29,vehicle_only,23,0.8843419551849365,0.8807774782180786,validation,True,0,0.3320232927799225,36864
29,vehicle_only,24,0.8650094866752625,0.8648027181625366,validation,True,0,0.32015541195869446,36864
29,vehicle_only,25,0.8476226925849915,0.8495171070098877,validation,True,0,0.30134251713752747,36864
29,vehicle_only,26,0.8292396068572998,0.8359673023223877,validation,True,0,0.2850572168827057,36864
29,vehicle_only,27,0.8115502595901489,0.8235717415809631,validation,True,0,0.2747044265270233,36864
29,vehicle_only,28,0.7966420650482178,0.8119910359382629,validation,True,0,0.27539965510368347,36864
29,vehicle_only,29,0.7808892726898193,0.800829291343689,validation,True,0,0.27922675013542175,36864
29,vehicle_only,30,0.7678318023681641,0.7896429896354675,validation,True,0,0.26203498244285583,36864
29,vehicle_only,31,0.7533391714096069,0.7787995934486389,validation,True,0,0.234745055437088,36864
29,vehicle_only,32,0.7423496246337891,0.7689827084541321,validation,True,0,0.219051331281662,36864
29,vehicle_only,33,0.7267947196960449,0.7591977119445801,validation,True,0,0.20062385499477386,36864
29,vehicle_only,34,0.7164790630340576,0.749666690826416,validation,True,0,0.19660580158233643,36864
29,vehicle_only,35,0.7045458555221558,0.7398870587348938,validation,True,0,0.19212459027767181,36864
29,vehicle_only,36,0.6935067176818848,0.7302560806274414,validation,True,0,0.1789577603340149,36864
29,vehicle_only,37,0.6887458562850952,0.7216570973396301,validation,True,0,0.16431985795497894,36864
29,vehicle_only,38,0.6769990921020508,0.7144296169281006,validation,True,0,0.18800075352191925,36864
29,vehicle_only,39,0.6708279848098755,0.708498477935791,validation,True,0,0.17207960784435272,36864
29,vehicle_only,40,0.6668363213539124,0.7020682692527771,validation,True,0,0.15426583588123322,36864
29,naive_time_sync,1,2.767808198928833,2.5024573802948,validation,True,0,9.526371955871582,36864
29,naive_time_sync,2,2.320908308029175,2.1474223136901855,validation,True,0,7.41485595703125,36864
29,naive_time_sync,3,2.0202884674072266,1.897958755493164,validation,True,0,6.366710662841797,36864
29,naive_time_sync,4,1.806099534034729,1.6835416555404663,validation,True,0,5.904487133026123,36864
29,naive_time_sync,5,1.6184358596801758,1.4972704648971558,validation,True,0,5.088138580322266,36864
29,naive_time_sync,6,1.4678943157196045,1.35954749584198,validation,True,0,3.808058500289917,36864
29,naive_time_sync,7,1.354724645614624,1.274775505065918,validation,True,0,2.4662864208221436,36864
29,naive_time_sync,8,1.2804194688796997,1.2154006958007812,validation,True,0,1.9525920152664185,36864
29,naive_time_sync,9,1.2186905145645142,1.1577662229537964,validation,True,0,2.055018424987793,36864
29,naive_time_sync,10,1.1570048332214355,1.0971039533615112,validation,True,0,1.9141008853912354,36864
29,naive_time_sync,11,1.1083616018295288,1.0366392135620117,validation,True,0,1.6717945337295532,36864
29,naive_time_sync,12,1.0542362928390503,0.9814167618751526,validation,True,0,1.3642011880874634,36864
29,naive_time_sync,13,1.0079345703125,0.937431275844574,validation,True,0,1.1051721572875977,36864
29,naive_time_sync,14,0.9714457392692566,0.9001285433769226,validation,True,0,1.188994288444519,36864
29,naive_time_sync,15,0.9398137331008911,0.8656213283538818,validation,True,0,1.2962617874145508,36864
29,naive_time_sync,16,0.9030371904373169,0.8370867967605591,validation,True,0,1.1024693250656128,36864
29,naive_time_sync,17,0.870304524898529,0.8126348257064819,validation,True,0,0.9099685549736023,36864
29,naive_time_sync,18,0.8433719873428345,0.7903077602386475,validation,True,0,0.7881802320480347,36864
29,naive_time_sync,19,0.8165018558502197,0.7709754109382629,validation,True,0,0.7340356111526489,36864
29,naive_time_sync,20,0.793357789516449,0.752373456954956,validation,True,0,0.795074462890625,36864
29,naive_time_sync,21,0.7728333473205566,0.7336766719818115,validation,True,0,0.732754647731781,36864
29,naive_time_sync,22,0.7493516802787781,0.7170621752738953,validation,True,0,0.5931292772293091,36864
29,naive_time_sync,23,0.7308784127235413,0.7025247812271118,validation,True,0,0.6219764947891235,36864
29,naive_time_sync,24,0.7179046273231506,0.6904132962226868,validation,True,0,0.6687725186347961,36864
29,naive_time_sync,25,0.7009074687957764,0.6823816895484924,validation,True,0,0.5517967343330383,36864
29,naive_time_sync,26,0.6869297623634338,0.6757013201713562,validation,True,0,0.5325059294700623,36864
29,naive_time_sync,27,0.677068829536438,0.6690210103988647,validation,True,0,0.48161420226097107,36864
29,naive_time_sync,28,0.6670337915420532,0.6640320420265198,validation,True,0,0.4098353683948517,36864
29,naive_time_sync,29,0.6533235311508179,0.6567935347557068,validation,True,0,0.5162824392318726,36864
29,naive_time_sync,30,0.6442863941192627,0.6492816209793091,validation,True,0,0.4003713130950928,36864
29,naive_time_sync,31,0.6330573558807373,0.6407610774040222,validation,True,0,0.3753308057785034,36864
29,naive_time_sync,32,0.623967170715332,0.6335964202880859,validation,True,0,0.4662329852581024,36864
29,naive_time_sync,33,0.620978832244873,0.6294142603874207,validation,True,0,0.42511212825775146,36864
29,naive_time_sync,34,0.6120284795761108,0.6243083477020264,validation,True,0,0.46996504068374634,36864
29,naive_time_sync,35,0.6079293489456177,0.6161448359489441,validation,True,0,0.5644843578338623,36864
29,naive_time_sync,36,0.5960234999656677,0.6137924790382385,validation,True,0,0.34206685423851013,36864
