dataset,task,consumer,seed,fold,role,metric,fusion_method,best_single_value,fusion_value,fusion_gain,direction_normalized,status
model_independent_aviation_simulation,simulated_future_workload_classification,linear,17,simulation_g1_to_g2_clean_locked__seed_17,held_out,balanced_accuracy,naive_time_sync,0.45623270224335744,0.35385329383193254,-0.1023794084114249,higher_is_better,available
model_independent_aviation_simulation,simulated_future_workload_classification,linear,17,simulation_g1_to_g2_clean_locked__seed_17,held_out,balanced_accuracy,mult,0.45623270224335744,0.40391453795652305,-0.05231816428683439,higher_is_better,available
model_independent_aviation_simulation,simulated_future_workload_classification,linear,17,simulation_g1_to_g2_clean_locked__seed_17,held_out,balanced_accuracy,contiformer,0.45623270224335744,0.4377280760868183,-0.01850462615653914,higher_is_better,available
model_independent_aviation_simulation,simulated_future_workload_classification,linear,17,simulation_g1_to_g2_clean_locked__seed_17,held_out,balanced_accuracy,chronaris,0.45623270224335744,0.48846321749929006,0.032230515255932624,higher_is_better,available
model_independent_aviation_simulation,simulated_future_workload_classification,linear,17,simulation_g1_to_g2_clean_locked__seed_17,held_out,brier_score,naive_time_sync,0.5419422179957244,0.7614685346587251,-0.2195263166630007,higher_is_better,available
model_independent_aviation_simulation,simulated_future_workload_classification,linear,17,simulation_g1_to_g2_clean_locked__seed_17,held_out,brier_score,mult,0.5419422179957244,0.6079450673977184,-0.06600284940199397,higher_is_better,available
model_independent_aviation_simulation,simulated_future_workload_classification,linear,17,simulation_g1_to_g2_clean_locked__seed_17,held_out,brier_score,contiformer,0.5419422179957244,0.6507548905394195,-0.10881267254369509,higher_is_better,available
model_independent_aviation_simulation,simulated_future_workload_classification,linear,17,simulation_g1_to_g2_clean_locked__seed_17,held_out,brier_score,chronaris,0.5419422179957244,0.5760469619434102,-0.03410474394768581,higher_is_better,available
model_independent_aviation_simulation,simulated_future_workload_classification,linear,17,simulation_g1_to_g2_clean_locked__seed_17,held_out,ece_10_bins,naive_time_sync,0.13586361369475072,0.2649114852995035,-0.12904787160475276,higher_is_better,available
model_independent_aviation_simulation,simulated_future_workload_classification,linear,17,simulation_g1_to_g2_clean_locked__seed_17,held_out,ece_10_bins,mult,0.13586361369475072,0.21920346656553283,-0.0833398528707821,higher_is_better,available
model_independent_aviation_simulation,simulated_future_workload_classification,linear,17,simulation_g1_to_g2_clean_locked__seed_17,held_out,ece_10_bins,contiformer,0.13586361369475072,0.216330199574518,-0.08046658587976727,higher_is_better,available
model_independent_aviation_simulation,simulated_future_workload_classification,linear,17,simulation_g1_to_g2_clean_locked__seed_17,held_out,ece_10_bins,chronaris,0.13586361369475072,0.21800459701543146,-0.08214098332068073,higher_is_better,available
model_independent_aviation_simulation,simulated_future_workload_classification,linear,17,simulation_g1_to_g2_clean_locked__seed_17,held_out,macro_auprc,naive_time_sync,0.5124972880024171,0.3441554946672078,-0.16834179333520932,higher_is_better,available
model_independent_aviation_simulation,simulated_future_workload_classification,linear,17,simulation_g1_to_g2_clean_locked__seed_17,held_out,macro_auprc,mult,0.5124972880024171,0.46310980510222094,-0.04938748290019618,higher_is_better,available
model_independent_aviation_simulation,simulated_future_workload_classification,linear,17,simulation_g1_to_g2_clean_locked__seed_17,held_out,macro_auprc,contiformer,0.5124972880024171,0.41858382872832306,-0.09391345927409406,higher_is_better,available
