split_id,candidate_id,variant,task,metric,direction,value,direct_value,direction_normalized_delta,outer_test_opened
leave_one_view_out__fold01__candidate_327,fixed015_full_shared,full,response,rmse,lower,1.1379074289629145,1.1377419994354308,-0.0001654295274837736,False
leave_one_view_out__fold01__candidate_327,fixed015_full_shared,full,response,mae,diagnostic,0.9186701634826141,0.9184632956288136,0.00020686785380052974,False
leave_one_view_out__fold01__candidate_327,fixed015_full_shared,full,response,validation_std,diagnostic,0.7424450098311778,0.7424450098311778,0.0,False
leave_one_view_out__fold01__candidate_327,fixed015_full_shared,full,response,validation_iqr,diagnostic,0.8094986823286678,0.8094986823286678,0.0,False
leave_one_view_out__fold01__candidate_327,fixed015_full_shared,full,response,nrmse_std,diagnostic,1.5326487671075595,1.5324259498951152,0.00022281721244432617,False
leave_one_view_out__fold01__candidate_327,fixed015_full_shared,full,response,nrmse_iqr,diagnostic,1.405693985429995,1.4054896249645672,0.00020436046542782194,False
leave_one_view_out__fold01__candidate_327,fixed015_full_shared,full,response,train_mean_baseline_rmse,diagnostic,0.9686999988458442,0.9686999988458442,0.0,False
leave_one_view_out__fold01__candidate_327,fixed015_full_shared,full,response,rmse_ratio,diagnostic,1.1746747499934678,1.174503975215228,0.0001707747782397906,False
leave_one_view_out__fold01__candidate_327,fixed015_full_shared,full,response,response_skill,diagnostic,-0.37986076827221593,-0.37945958779637246,-0.0004011804758434767,False
leave_one_view_out__fold01__candidate_327,fixed015_full_shared,full,response,spearman,diagnostic,0.3356643356643357,0.3356643356643357,0.0,False
leave_one_view_out__fold01__candidate_327,fixed015_full_shared,full,high_response,auprc,higher,0.8125,0.8125,0.0,False
leave_one_view_out__fold01__candidate_327,fixed015_full_shared,full,high_response,prevalence,diagnostic,0.6666666666666666,0.6666666666666666,0.0,False
leave_one_view_out__fold01__candidate_327,fixed015_full_shared,full,high_response,random_baseline_auprc,diagnostic,0.6666666666666666,0.6666666666666666,0.0,False
leave_one_view_out__fold01__candidate_327,fixed015_full_shared,full,high_response,normalized_ap,diagnostic,0.43750000000000006,0.43750000000000006,0.0,False
leave_one_view_out__fold01__candidate_327,fixed015_full_shared,full,high_response,auprc_lift,diagnostic,0.14583333333333337,0.14583333333333337,0.0,False
leave_one_view_out__fold01__candidate_327,fixed015_full_shared,full,high_response,auroc,diagnostic,0.625,0.625,0.0,False
leave_one_view_out__fold01__candidate_327,fixed015_full_shared,full,high_response,balanced_accuracy,diagnostic,0.5,0.5,0.0,False
leave_one_view_out__fold01__candidate_327,fixed025_residual_task,direct_only,maneuver,macro_f1,higher,0.8222222222222223,,,False
leave_one_view_out__fold01__candidate_327,fixed025_residual_task,direct_only,maneuver,support_aware_macro_f1,diagnostic,0.8222222222222223,,,False
leave_one_view_out__fold01__candidate_327,fixed025_residual_task,direct_only,maneuver,majority_macro_f1,diagnostic,0.19607843137254902,,,False
leave_one_view_out__fold01__candidate_327,fixed025_residual_task,direct_only,maneuver,macro_f1_lift,diagnostic,0.6261437908496733,,,False
leave_one_view_out__fold01__candidate_327,fixed025_residual_task,direct_only,maneuver,recall_low,diagnostic,0.8,,,False
leave_one_view_out__fold01__candidate_327,fixed025_residual_task,direct_only,maneuver,recall_medium,diagnostic,0.6666666666666666,,,False
leave_one_view_out__fold01__candidate_327,fixed025_residual_task,direct_only,maneuver,recall_high,diagnostic,1.0,,,False
leave_one_view_out__fold01__candidate_327,fixed025_residual_task,direct_only,maneuver,minimum_class_recall,diagnostic,0.6666666666666666,,,False
leave_one_view_out__fold01__candidate_327,fixed025_residual_task,direct_only,maneuver,ordinal_mae,diagnostic,0.16666666666666666,,,False
leave_one_view_out__fold01__candidate_327,fixed025_residual_task,direct_only,maneuver,score_mae,diagnostic,0.19611800698507378,,,False
leave_one_view_out__fold01__candidate_327,fixed025_residual_task,direct_only,maneuver,score_spearman,diagnostic,0.9510489510489512,,,False
leave_one_view_out__fold01__candidate_327,fixed025_residual_task,direct_only,response,rmse,lower,1.1377419994354308,,,False
leave_one_view_out__fold01__candidate_327,fixed025_residual_task,direct_only,response,mae,diagnostic,0.9184632956288136,,,False
leave_one_view_out__fold01__candidate_327,fixed025_residual_task,direct_only,response,validation_std,diagnostic,0.7424450098311778,,,False
leave_one_view_out__fold01__candidate_327,fixed025_residual_task,direct_only,response,validation_iqr,diagnostic,0.8094986823286678,,,False
leave_one_view_out__fold01__candidate_327,fixed025_residual_task,direct_only,response,nrmse_std,diagnostic,1.5324259498951152,,,False
leave_one_view_out__fold01__candidate_327,fixed025_residual_task,direct_only,response,nrmse_iqr,diagnostic,1.4054896249645672,,,False
leave_one_view_out__fold01__candidate_327,fixed025_residual_task,direct_only,response,train_mean_baseline_rmse,diagnostic,0.9686999988458442,,,False
leave_one_view_out__fold01__candidate_327,fixed025_residual_task,direct_only,response,rmse_ratio,diagnostic,1.174503975215228,,,False
leave_one_view_out__fold01__candidate_327,fixed025_residual_task,direct_only,response,response_skill,diagnostic,-0.37945958779637246,,,False
leave_one_view_out__fold01__candidate_327,fixed025_residual_task,direct_only,response,spearman,diagnostic,0.3356643356643357,,,False
leave_one_view_out__fold01__candidate_327,fixed025_residual_task,direct_only,high_response,auprc,higher,0.8125,,,False
leave_one_view_out__fold01__candidate_327,fixed025_residual_task,direct_only,high_response,prevalence,diagnostic,0.6666666666666666,,,False
leave_one_view_out__fold01__candidate_327,fixed025_residual_task,direct_only,high_response,random_baseline_auprc,diagnostic,0.6666666666666666,,,False
leave_one_view_out__fold01__candidate_327,fixed025_residual_task,direct_only,high_response,normalized_ap,diagnostic,0.43750000000000006,,,False
leave_one_view_out__fold01__candidate_327,fixed025_residual_task,direct_only,high_response,auprc_lift,diagnostic,0.14583333333333337,,,False
leave_one_view_out__fold01__candidate_327,fixed025_residual_task,direct_only,high_response,auroc,diagnostic,0.625,,,False
leave_one_view_out__fold01__candidate_327,fixed025_residual_task,direct_only,high_response,balanced_accuracy,diagnostic,0.5,,,False
leave_one_view_out__fold01__candidate_327,fixed025_residual_task,full,maneuver,macro_f1,higher,1.0,0.8222222222222223,0.1777777777777777,False
leave_one_view_out__fold01__candidate_327,fixed025_residual_task,full,maneuver,support_aware_macro_f1,diagnostic,1.0,0.8222222222222223,0.1777777777777777,False
leave_one_view_out__fold01__candidate_327,fixed025_residual_task,full,maneuver,majority_macro_f1,diagnostic,0.19607843137254902,0.19607843137254902,0.0,False
leave_one_view_out__fold01__candidate_327,fixed025_residual_task,full,maneuver,macro_f1_lift,diagnostic,0.803921568627451,0.6261437908496733,0.1777777777777777,False
leave_one_view_out__fold01__candidate_327,fixed025_residual_task,full,maneuver,recall_low,diagnostic,1.0,0.8,0.19999999999999996,False
leave_one_view_out__fold01__candidate_327,fixed025_residual_task,full,maneuver,recall_medium,diagnostic,1.0,0.6666666666666666,0.33333333333333337,False
leave_one_view_out__fold01__candidate_327,fixed025_residual_task,full,maneuver,recall_high,diagnostic,1.0,1.0,0.0,False
leave_one_view_out__fold01__candidate_327,fixed025_residual_task,full,maneuver,minimum_class_recall,diagnostic,1.0,0.6666666666666666,0.33333333333333337,False
leave_one_view_out__fold01__candidate_327,fixed025_residual_task,full,maneuver,ordinal_mae,diagnostic,0.0,0.16666666666666666,-0.16666666666666666,False
leave_one_view_out__fold01__candidate_327,fixed025_residual_task,full,maneuver,score_mae,diagnostic,0.3462478032106757,0.19611800698507378,0.15012979622560194,False
leave_one_view_out__fold01__candidate_327,fixed025_residual_task,full,maneuver,score_spearman,diagnostic,0.9440559440559443,0.9510489510489512,-0.006993006993006867,False
leave_one_view_out__fold01__candidate_327,fixed025_residual_task,full,response,rmse,lower,0.9854431331480127,1.1377419994354308,0.15229886628741807,False
leave_one_view_out__fold01__candidate_327,fixed025_residual_task,full,response,mae,diagnostic,0.7573396006258765,0.9184632956288136,-0.1611236950029371,False
leave_one_view_out__fold01__candidate_327,fixed025_residual_task,full,response,validation_std,diagnostic,0.7424450098311778,0.7424450098311778,0.0,False
leave_one_view_out__fold01__candidate_327,fixed025_residual_task,full,response,validation_iqr,diagnostic,0.8094986823286678,0.8094986823286678,0.0,False
leave_one_view_out__fold01__candidate_327,fixed025_residual_task,full,response,nrmse_std,diagnostic,1.327294439452276,1.5324259498951152,-0.20513151044283906,False
leave_one_view_out__fold01__candidate_327,fixed025_residual_task,full,response,nrmse_iqr,diagnostic,1.217349891556598,1.4054896249645672,-0.1881397334079693,False
leave_one_view_out__fold01__candidate_327,fixed025_residual_task,full,response,train_mean_baseline_rmse,diagnostic,0.9686999988458442,0.9686999988458442,0.0,False
leave_one_view_out__fold01__candidate_327,fixed025_residual_task,full,response,rmse_ratio,diagnostic,1.0172841275132827,1.174503975215228,-0.1572198477019453,False
leave_one_view_out__fold01__candidate_327,fixed025_residual_task,full,response,response_skill,diagnostic,-0.034866996090461067,-0.37945958779637246,0.3445925917059114,False
leave_one_view_out__fold01__candidate_327,fixed025_residual_task,full,response,spearman,diagnostic,0.30069930069930073,0.3356643356643357,-0.03496503496503495,False
leave_one_view_out__fold01__candidate_327,fixed025_residual_task,full,high_response,auprc,higher,0.8258928571428572,0.8125,0.013392857142857206,False
leave_one_view_out__fold01__candidate_327,fixed025_residual_task,full,high_response,prevalence,diagnostic,0.6666666666666666,0.6666666666666666,0.0,False
leave_one_view_out__fold01__candidate_327,fixed025_residual_task,full,high_response,random_baseline_auprc,diagnostic,0.6666666666666666,0.6666666666666666,0.0,False
leave_one_view_out__fold01__candidate_327,fixed025_residual_task,full,high_response,normalized_ap,diagnostic,0.4776785714285717,0.43750000000000006,0.04017857142857162,False
leave_one_view_out__fold01__candidate_327,fixed025_residual_task,full,high_response,auprc_lift,diagnostic,0.15922619047619058,0.14583333333333337,0.013392857142857206,False
leave_one_view_out__fold01__candidate_327,fixed025_residual_task,full,high_response,auroc,diagnostic,0.65625,0.625,0.03125,False
leave_one_view_out__fold01__candidate_327,fixed025_residual_task,full,high_response,balanced_accuracy,diagnostic,0.5,0.5,0.0,False
leave_one_view_out__fold01__candidate_327,global015_residual_task,direct_only,maneuver,macro_f1,higher,0.8222222222222223,,,False
leave_one_view_out__fold01__candidate_327,global015_residual_task,direct_only,maneuver,support_aware_macro_f1,diagnostic,0.8222222222222223,,,False
leave_one_view_out__fold01__candidate_327,global015_residual_task,direct_only,maneuver,majority_macro_f1,diagnostic,0.19607843137254902,,,False
leave_one_view_out__fold01__candidate_327,global015_residual_task,direct_only,maneuver,macro_f1_lift,diagnostic,0.6261437908496733,,,False
leave_one_view_out__fold01__candidate_327,global015_residual_task,direct_only,maneuver,recall_low,diagnostic,0.8,,,False
leave_one_view_out__fold01__candidate_327,global015_residual_task,direct_only,maneuver,recall_medium,diagnostic,0.6666666666666666,,,False
leave_one_view_out__fold01__candidate_327,global015_residual_task,direct_only,maneuver,recall_high,diagnostic,1.0,,,False
leave_one_view_out__fold01__candidate_327,global015_residual_task,direct_only,maneuver,minimum_class_recall,diagnostic,0.6666666666666666,,,False
leave_one_view_out__fold01__candidate_327,global015_residual_task,direct_only,maneuver,ordinal_mae,diagnostic,0.16666666666666666,,,False
leave_one_view_out__fold01__candidate_327,global015_residual_task,direct_only,maneuver,score_mae,diagnostic,0.19611800698507378,,,False
leave_one_view_out__fold01__candidate_327,global015_residual_task,direct_only,maneuver,score_spearman,diagnostic,0.9510489510489512,,,False
leave_one_view_out__fold01__candidate_327,global015_residual_task,direct_only,response,rmse,lower,1.1377419994354308,,,False
leave_one_view_out__fold01__candidate_327,global015_residual_task,direct_only,response,mae,diagnostic,0.9184632956288136,,,False
leave_one_view_out__fold01__candidate_327,global015_residual_task,direct_only,response,validation_std,diagnostic,0.7424450098311778,,,False
leave_one_view_out__fold01__candidate_327,global015_residual_task,direct_only,response,validation_iqr,diagnostic,0.8094986823286678,,,False
leave_one_view_out__fold01__candidate_327,global015_residual_task,direct_only,response,nrmse_std,diagnostic,1.5324259498951152,,,False
leave_one_view_out__fold01__candidate_327,global015_residual_task,direct_only,response,nrmse_iqr,diagnostic,1.4054896249645672,,,False
leave_one_view_out__fold01__candidate_327,global015_residual_task,direct_only,response,train_mean_baseline_rmse,diagnostic,0.9686999988458442,,,False
leave_one_view_out__fold01__candidate_327,global015_residual_task,direct_only,response,rmse_ratio,diagnostic,1.174503975215228,,,False
leave_one_view_out__fold01__candidate_327,global015_residual_task,direct_only,response,response_skill,diagnostic,-0.37945958779637246,,,False
leave_one_view_out__fold01__candidate_327,global015_residual_task,direct_only,response,spearman,diagnostic,0.3356643356643357,,,False
leave_one_view_out__fold01__candidate_327,global015_residual_task,direct_only,high_response,auprc,higher,0.8125,,,False
leave_one_view_out__fold01__candidate_327,global015_residual_task,direct_only,high_response,prevalence,diagnostic,0.6666666666666666,,,False
leave_one_view_out__fold01__candidate_327,global015_residual_task,direct_only,high_response,random_baseline_auprc,diagnostic,0.6666666666666666,,,False
leave_one_view_out__fold01__candidate_327,global015_residual_task,direct_only,high_response,normalized_ap,diagnostic,0.43750000000000006,,,False
leave_one_view_out__fold01__candidate_327,global015_residual_task,direct_only,high_response,auprc_lift,diagnostic,0.14583333333333337,,,False
leave_one_view_out__fold01__candidate_327,global015_residual_task,direct_only,high_response,auroc,diagnostic,0.625,,,False
leave_one_view_out__fold01__candidate_327,global015_residual_task,direct_only,high_response,balanced_accuracy,diagnostic,0.5,,,False
leave_one_view_out__fold01__candidate_327,global015_residual_task,full,maneuver,macro_f1,higher,1.0,0.8222222222222223,0.1777777777777777,False
leave_one_view_out__fold01__candidate_327,global015_residual_task,full,maneuver,support_aware_macro_f1,diagnostic,1.0,0.8222222222222223,0.1777777777777777,False
leave_one_view_out__fold01__candidate_327,global015_residual_task,full,maneuver,majority_macro_f1,diagnostic,0.19607843137254902,0.19607843137254902,0.0,False
leave_one_view_out__fold01__candidate_327,global015_residual_task,full,maneuver,macro_f1_lift,diagnostic,0.803921568627451,0.6261437908496733,0.1777777777777777,False
leave_one_view_out__fold01__candidate_327,global015_residual_task,full,maneuver,recall_low,diagnostic,1.0,0.8,0.19999999999999996,False
leave_one_view_out__fold01__candidate_327,global015_residual_task,full,maneuver,recall_medium,diagnostic,1.0,0.6666666666666666,0.33333333333333337,False
leave_one_view_out__fold01__candidate_327,global015_residual_task,full,maneuver,recall_high,diagnostic,1.0,1.0,0.0,False
leave_one_view_out__fold01__candidate_327,global015_residual_task,full,maneuver,minimum_class_recall,diagnostic,1.0,0.6666666666666666,0.33333333333333337,False
leave_one_view_out__fold01__candidate_327,global015_residual_task,full,maneuver,ordinal_mae,diagnostic,0.0,0.16666666666666666,-0.16666666666666666,False
leave_one_view_out__fold01__candidate_327,global015_residual_task,full,maneuver,score_mae,diagnostic,0.3080100241198738,0.19611800698507378,0.11189201713480004,False
leave_one_view_out__fold01__candidate_327,global015_residual_task,full,maneuver,score_spearman,diagnostic,0.965034965034965,0.9510489510489512,0.013986013986013845,False
leave_one_view_out__fold01__candidate_327,global015_residual_task,full,response,rmse,lower,0.9408694927786689,1.1377419994354308,0.19687250665676181,False
leave_one_view_out__fold01__candidate_327,global015_residual_task,full,response,mae,diagnostic,0.7503063754769602,0.9184632956288136,-0.16815692015185335,False
leave_one_view_out__fold01__candidate_327,global015_residual_task,full,response,validation_std,diagnostic,0.7424450098311778,0.7424450098311778,0.0,False
leave_one_view_out__fold01__candidate_327,global015_residual_task,full,response,validation_iqr,diagnostic,0.8094986823286678,0.8094986823286678,0.0,False
leave_one_view_out__fold01__candidate_327,global015_residual_task,full,response,nrmse_std,diagnostic,1.2672581542336856,1.5324259498951152,-0.26516779566142956,False
leave_one_view_out__fold01__candidate_327,global015_residual_task,full,response,nrmse_iqr,diagnostic,1.1622866266713239,1.4054896249645672,-0.24320299829324332,False
leave_one_view_out__fold01__candidate_327,global015_residual_task,full,response,train_mean_baseline_rmse,diagnostic,0.9686999988458442,0.9686999988458442,0.0,False
leave_one_view_out__fold01__candidate_327,global015_residual_task,full,response,rmse_ratio,diagnostic,0.9712702528127037,1.174503975215228,-0.20323372240252424,False
leave_one_view_out__fold01__candidate_327,global015_residual_task,full,response,response_skill,diagnostic,0.05663409600114666,-0.37945958779637246,0.4360936837975191,False
leave_one_view_out__fold01__candidate_327,global015_residual_task,full,response,spearman,diagnostic,0.2797202797202798,0.3356643356643357,-0.05594405594405588,False
leave_one_view_out__fold01__candidate_327,global015_residual_task,full,high_response,auprc,higher,0.8258928571428572,0.8125,0.013392857142857206,False
leave_one_view_out__fold01__candidate_327,global015_residual_task,full,high_response,prevalence,diagnostic,0.6666666666666666,0.6666666666666666,0.0,False
leave_one_view_out__fold01__candidate_327,global015_residual_task,full,high_response,random_baseline_auprc,diagnostic,0.6666666666666666,0.6666666666666666,0.0,False
leave_one_view_out__fold01__candidate_327,global015_residual_task,full,high_response,normalized_ap,diagnostic,0.4776785714285717,0.43750000000000006,0.04017857142857162,False
leave_one_view_out__fold01__candidate_327,global015_residual_task,full,high_response,auprc_lift,diagnostic,0.15922619047619058,0.14583333333333337,0.013392857142857206,False
leave_one_view_out__fold01__candidate_327,global015_residual_task,full,high_response,auroc,diagnostic,0.65625,0.625,0.03125,False
leave_one_view_out__fold01__candidate_327,global015_residual_task,full,high_response,balanced_accuracy,diagnostic,0.5,0.5,0.0,False
leave_one_view_out__fold01__candidate_327,conditional015_residual_task,direct_only,maneuver,macro_f1,higher,0.8222222222222223,,,False
leave_one_view_out__fold01__candidate_327,conditional015_residual_task,direct_only,maneuver,support_aware_macro_f1,diagnostic,0.8222222222222223,,,False
leave_one_view_out__fold01__candidate_327,conditional015_residual_task,direct_only,maneuver,majority_macro_f1,diagnostic,0.19607843137254902,,,False
leave_one_view_out__fold01__candidate_327,conditional015_residual_task,direct_only,maneuver,macro_f1_lift,diagnostic,0.6261437908496733,,,False
leave_one_view_out__fold01__candidate_327,conditional015_residual_task,direct_only,maneuver,recall_low,diagnostic,0.8,,,False
leave_one_view_out__fold01__candidate_327,conditional015_residual_task,direct_only,maneuver,recall_medium,diagnostic,0.6666666666666666,,,False
leave_one_view_out__fold01__candidate_327,conditional015_residual_task,direct_only,maneuver,recall_high,diagnostic,1.0,,,False
leave_one_view_out__fold01__candidate_327,conditional015_residual_task,direct_only,maneuver,minimum_class_recall,diagnostic,0.6666666666666666,,,False
leave_one_view_out__fold01__candidate_327,conditional015_residual_task,direct_only,maneuver,ordinal_mae,diagnostic,0.16666666666666666,,,False
leave_one_view_out__fold01__candidate_327,conditional015_residual_task,direct_only,maneuver,score_mae,diagnostic,0.19611800698507378,,,False
leave_one_view_out__fold01__candidate_327,conditional015_residual_task,direct_only,maneuver,score_spearman,diagnostic,0.9510489510489512,,,False
leave_one_view_out__fold01__candidate_327,conditional015_residual_task,direct_only,response,rmse,lower,1.1377419994354308,,,False
leave_one_view_out__fold01__candidate_327,conditional015_residual_task,direct_only,response,mae,diagnostic,0.9184632956288136,,,False
leave_one_view_out__fold01__candidate_327,conditional015_residual_task,direct_only,response,validation_std,diagnostic,0.7424450098311778,,,False
leave_one_view_out__fold01__candidate_327,conditional015_residual_task,direct_only,response,validation_iqr,diagnostic,0.8094986823286678,,,False
leave_one_view_out__fold01__candidate_327,conditional015_residual_task,direct_only,response,nrmse_std,diagnostic,1.5324259498951152,,,False
leave_one_view_out__fold01__candidate_327,conditional015_residual_task,direct_only,response,nrmse_iqr,diagnostic,1.4054896249645672,,,False
leave_one_view_out__fold01__candidate_327,conditional015_residual_task,direct_only,response,train_mean_baseline_rmse,diagnostic,0.9686999988458442,,,False
leave_one_view_out__fold01__candidate_327,conditional015_residual_task,direct_only,response,rmse_ratio,diagnostic,1.174503975215228,,,False
leave_one_view_out__fold01__candidate_327,conditional015_residual_task,direct_only,response,response_skill,diagnostic,-0.37945958779637246,,,False
leave_one_view_out__fold01__candidate_327,conditional015_residual_task,direct_only,response,spearman,diagnostic,0.3356643356643357,,,False
leave_one_view_out__fold01__candidate_327,conditional015_residual_task,direct_only,high_response,auprc,higher,0.8125,,,False
leave_one_view_out__fold01__candidate_327,conditional015_residual_task,direct_only,high_response,prevalence,diagnostic,0.6666666666666666,,,False
leave_one_view_out__fold01__candidate_327,conditional015_residual_task,direct_only,high_response,random_baseline_auprc,diagnostic,0.6666666666666666,,,False
leave_one_view_out__fold01__candidate_327,conditional015_residual_task,direct_only,high_response,normalized_ap,diagnostic,0.43750000000000006,,,False
leave_one_view_out__fold01__candidate_327,conditional015_residual_task,direct_only,high_response,auprc_lift,diagnostic,0.14583333333333337,,,False
leave_one_view_out__fold01__candidate_327,conditional015_residual_task,direct_only,high_response,auroc,diagnostic,0.625,,,False
leave_one_view_out__fold01__candidate_327,conditional015_residual_task,direct_only,high_response,balanced_accuracy,diagnostic,0.5,,,False
leave_one_view_out__fold01__candidate_327,conditional015_residual_task,full,maneuver,macro_f1,higher,1.0,0.8222222222222223,0.1777777777777777,False
leave_one_view_out__fold01__candidate_327,conditional015_residual_task,full,maneuver,support_aware_macro_f1,diagnostic,1.0,0.8222222222222223,0.1777777777777777,False
leave_one_view_out__fold01__candidate_327,conditional015_residual_task,full,maneuver,majority_macro_f1,diagnostic,0.19607843137254902,0.19607843137254902,0.0,False
leave_one_view_out__fold01__candidate_327,conditional015_residual_task,full,maneuver,macro_f1_lift,diagnostic,0.803921568627451,0.6261437908496733,0.1777777777777777,False
leave_one_view_out__fold01__candidate_327,conditional015_residual_task,full,maneuver,recall_low,diagnostic,1.0,0.8,0.19999999999999996,False
leave_one_view_out__fold01__candidate_327,conditional015_residual_task,full,maneuver,recall_medium,diagnostic,1.0,0.6666666666666666,0.33333333333333337,False
leave_one_view_out__fold01__candidate_327,conditional015_residual_task,full,maneuver,recall_high,diagnostic,1.0,1.0,0.0,False
leave_one_view_out__fold01__candidate_327,conditional015_residual_task,full,maneuver,minimum_class_recall,diagnostic,1.0,0.6666666666666666,0.33333333333333337,False
leave_one_view_out__fold01__candidate_327,conditional015_residual_task,full,maneuver,ordinal_mae,diagnostic,0.0,0.16666666666666666,-0.16666666666666666,False
leave_one_view_out__fold01__candidate_327,conditional015_residual_task,full,maneuver,score_mae,diagnostic,0.20879656795978918,0.19611800698507378,0.012678560974715397,False
leave_one_view_out__fold01__candidate_327,conditional015_residual_task,full,maneuver,score_spearman,diagnostic,0.9440559440559443,0.9510489510489512,-0.006993006993006867,False
leave_one_view_out__fold01__candidate_327,conditional015_residual_task,full,response,rmse,lower,0.9508711574110065,1.1377419994354308,0.18687084202442428,False
leave_one_view_out__fold01__candidate_327,conditional015_residual_task,full,response,mae,diagnostic,0.7428224510483382,0.9184632956288136,-0.17564084458047535,False
