split_id,candidate_id,task,minimum,median,mean,maximum,lower_saturation_fraction,upper_saturation_fraction,outer_test_opened
leave_one_view_out__fold01__candidate_353,conditional015_residual_task_distill,maneuver,0.15000000596046448,0.15000000596046448,0.15000000596046448,0.15000000596046448,0.0,0.0,False
leave_one_view_out__fold01__candidate_353,conditional015_residual_task_distill,maneuver_score,0.15000000596046448,0.15000000596046448,0.15000000596046448,0.15000000596046448,0.0,0.0,False
leave_one_view_out__fold01__candidate_353,conditional015_residual_task_distill,response,0.23568134009838104,0.2631535530090332,0.27893611912926036,0.3949063718318939,0.0,0.0,False
leave_one_view_out__fold01__candidate_353,conditional015_residual_task_distill,high_response,0.21803316473960876,0.2765391170978546,0.2759532543520133,0.3276016116142273,0.0,0.0,False
leave_one_view_out__fold01__candidate_353,conditional025_residual_task_distill,maneuver,0.25,0.25,0.25,0.25,0.0,0.0,False
leave_one_view_out__fold01__candidate_353,conditional025_residual_task_distill,maneuver_score,0.25,0.25,0.25,0.25,0.0,0.0,False
leave_one_view_out__fold01__candidate_353,conditional025_residual_task_distill,response,0.36632072925567627,0.44358858466148376,0.4406905546784401,0.49075135588645935,0.0,0.0,False
leave_one_view_out__fold01__candidate_353,conditional025_residual_task_distill,high_response,0.29185518622398376,0.3138628453016281,0.31471800059080124,0.3522871732711792,0.0,0.0,False
leave_one_view_out__fold01__candidate_353,global025_residual_task_distill,maneuver,0.25,0.25,0.25,0.25,0.0,0.0,False
leave_one_view_out__fold01__candidate_353,global025_residual_task_distill,maneuver_score,0.25,0.25,0.25,0.25,0.0,0.0,False
leave_one_view_out__fold01__candidate_353,global025_residual_task_distill,response,0.25499826669692993,0.25499826669692993,0.25499826669692993,0.25499826669692993,0.0,0.0,False
leave_one_view_out__fold01__candidate_353,global025_residual_task_distill,high_response,0.2524935305118561,0.2524935305118561,0.2524935305118561,0.2524935305118561,0.0,0.0,False
leave_one_view_out__fold02__candidate_328,fixed015_full_shared,maneuver,0.15000000596046448,0.15000000596046448,0.15000000596046448,0.15000000596046448,0.0,0.0,False
leave_one_view_out__fold02__candidate_328,fixed015_full_shared,maneuver_score,0.15000000596046448,0.15000000596046448,0.15000000596046448,0.15000000596046448,0.0,0.0,False
leave_one_view_out__fold02__candidate_328,fixed015_full_shared,response,0.15000000596046448,0.15000000596046448,0.15000000596046448,0.15000000596046448,0.0,0.0,False
leave_one_view_out__fold02__candidate_328,fixed015_full_shared,high_response,0.15000000596046448,0.15000000596046448,0.15000000596046448,0.15000000596046448,0.0,0.0,False
leave_one_view_out__fold02__candidate_328,fixed025_residual_task,maneuver,0.25,0.25,0.25,0.25,0.0,0.0,False
leave_one_view_out__fold02__candidate_328,fixed025_residual_task,maneuver_score,0.25,0.25,0.25,0.25,0.0,0.0,False
leave_one_view_out__fold02__candidate_328,fixed025_residual_task,response,0.25,0.25,0.25,0.25,0.0,0.0,False
leave_one_view_out__fold02__candidate_328,fixed025_residual_task,high_response,0.25,0.25,0.25,0.25,0.0,0.0,False
leave_one_view_out__fold02__candidate_328,global015_residual_task,maneuver,0.15000000596046448,0.15000000596046448,0.15000000596046448,0.15000000596046448,0.0,0.0,False
leave_one_view_out__fold02__candidate_328,global015_residual_task,maneuver_score,0.15000000596046448,0.15000000596046448,0.15000000596046448,0.15000000596046448,0.0,0.0,False
leave_one_view_out__fold02__candidate_328,global015_residual_task,response,0.15647293627262115,0.15647293627262115,0.15647293627262115,0.15647293627262115,0.0,0.0,False
leave_one_view_out__fold02__candidate_328,global015_residual_task,high_response,0.1583453267812729,0.1583453267812729,0.1583453267812729,0.1583453267812729,0.0,0.0,False
leave_one_view_out__fold02__candidate_328,conditional015_residual_task,maneuver,0.3097635805606842,0.3825589120388031,0.373945027589798,0.4175613522529602,0.0,0.0,False
leave_one_view_out__fold02__candidate_328,conditional015_residual_task,maneuver_score,0.11463967710733414,0.13879909366369247,0.13757551026841006,0.1647619754076004,0.0,0.0,False
leave_one_view_out__fold02__candidate_328,conditional015_residual_task,response,0.1604537069797516,0.27487221360206604,0.26051206762592,0.3476564288139343,0.0,0.0,False
leave_one_view_out__fold02__candidate_328,conditional015_residual_task,high_response,0.13558319211006165,0.24617819488048553,0.23406148826082548,0.3217407464981079,0.0,0.0,False
leave_one_view_out__fold02__candidate_328,conditional025_residual_task,maneuver,0.3058900535106659,0.38151296973228455,0.3723221148053805,0.4306740164756775,0.0,0.0,False
leave_one_view_out__fold02__candidate_328,conditional025_residual_task,maneuver_score,0.23748955130577087,0.2629067748785019,0.26060467461744946,0.2812299430370331,0.0,0.0,False
leave_one_view_out__fold02__candidate_328,conditional025_residual_task,response,0.2871819734573364,0.33245451748371124,0.3297003507614136,0.353113055229187,0.0,0.0,False
leave_one_view_out__fold02__candidate_328,conditional025_residual_task,high_response,0.24473576247692108,0.2934993803501129,0.2866954232255618,0.324103981256485,0.0,0.0,False
leave_one_view_out__fold02__candidate_328,conditional015_residual_task_distill,maneuver,0.1687866747379303,0.23138783127069473,0.2345804584523042,0.32011961936950684,0.0,0.0,False
leave_one_view_out__fold02__candidate_328,conditional015_residual_task_distill,maneuver_score,0.14128777384757996,0.16040289402008057,0.16105138137936592,0.17940427362918854,0.0,0.0,False
leave_one_view_out__fold02__candidate_328,conditional015_residual_task_distill,response,0.18010646104812622,0.28500300645828247,0.27263102556268376,0.34380969405174255,0.0,0.0,False
leave_one_view_out__fold02__candidate_328,conditional015_residual_task_distill,high_response,0.15413765609264374,0.21225601434707642,0.20559322958191237,0.2532387375831604,0.0,0.0,False
leave_one_view_out__fold02__candidate_328,conditional025_residual_task_distill,maneuver,0.2635039985179901,0.33006925880908966,0.33234674980243045,0.4146454632282257,0.0,0.0,False
leave_one_view_out__fold02__candidate_328,conditional025_residual_task_distill,maneuver_score,0.23393002152442932,0.24361564218997955,0.24390353138248125,0.25399190187454224,0.0,0.0,False
leave_one_view_out__fold02__candidate_328,conditional025_residual_task_distill,response,0.19436697661876678,0.3434585779905319,0.32603923107186955,0.40192142128944397,0.0,0.0,False
leave_one_view_out__fold02__candidate_328,conditional025_residual_task_distill,high_response,0.2302527278661728,0.2819679081439972,0.27535204216837883,0.30680668354034424,0.0,0.0,False
leave_one_view_out__fold02__candidate_328,global025_residual_task_distill,maneuver,0.2518731355667114,0.2518731355667114,0.2518731355667114,0.2518731355667114,0.0,0.0,False
leave_one_view_out__fold02__candidate_328,global025_residual_task_distill,maneuver_score,0.24824224412441254,0.24824224412441254,0.24824224412441254,0.24824224412441254,0.0,0.0,False
leave_one_view_out__fold02__candidate_328,global025_residual_task_distill,response,0.25439661741256714,0.25439661741256714,0.25439661741256714,0.25439661741256714,0.0,0.0,False
leave_one_view_out__fold02__candidate_328,global025_residual_task_distill,high_response,0.25124338269233704,0.25124338269233704,0.25124338269233704,0.25124338269233704,0.0,0.0,False
leave_one_view_out__fold02__candidate_329,fixed015_full_shared,maneuver,0.15000000596046448,0.15000000596046448,0.15000000596046448,0.15000000596046448,0.0,0.0,False
leave_one_view_out__fold02__candidate_329,fixed015_full_shared,maneuver_score,0.15000000596046448,0.15000000596046448,0.15000000596046448,0.15000000596046448,0.0,0.0,False
leave_one_view_out__fold02__candidate_329,fixed015_full_shared,response,0.15000000596046448,0.15000000596046448,0.15000000596046448,0.15000000596046448,0.0,0.0,False
leave_one_view_out__fold02__candidate_329,fixed015_full_shared,high_response,0.15000000596046448,0.15000000596046448,0.15000000596046448,0.15000000596046448,0.0,0.0,False
leave_one_view_out__fold02__candidate_329,fixed025_residual_task,maneuver,0.25,0.25,0.25,0.25,0.0,0.0,False
leave_one_view_out__fold02__candidate_329,fixed025_residual_task,maneuver_score,0.25,0.25,0.25,0.25,0.0,0.0,False
leave_one_view_out__fold02__candidate_329,fixed025_residual_task,response,0.25,0.25,0.25,0.25,0.0,0.0,False
leave_one_view_out__fold02__candidate_329,fixed025_residual_task,high_response,0.25,0.25,0.25,0.25,0.0,0.0,False
leave_one_view_out__fold02__candidate_329,global015_residual_task,maneuver,0.15000000596046448,0.15000000596046448,0.15000000596046448,0.15000000596046448,0.0,0.0,False
leave_one_view_out__fold02__candidate_329,global015_residual_task,maneuver_score,0.15000000596046448,0.15000000596046448,0.15000000596046448,0.15000000596046448,0.0,0.0,False
leave_one_view_out__fold02__candidate_329,global015_residual_task,response,0.15000000596046448,0.15000000596046448,0.15000000596046448,0.15000000596046448,0.0,0.0,False
leave_one_view_out__fold02__candidate_329,global015_residual_task,high_response,0.15000000596046448,0.15000000596046448,0.15000000596046448,0.15000000596046448,0.0,0.0,False
leave_one_view_out__fold02__candidate_329,conditional015_residual_task,maneuver,0.15000000596046448,0.15000000596046448,0.15000000596046448,0.15000000596046448,0.0,0.0,False
leave_one_view_out__fold02__candidate_329,conditional015_residual_task,maneuver_score,0.15000000596046448,0.15000000596046448,0.15000000596046448,0.15000000596046448,0.0,0.0,False
leave_one_view_out__fold02__candidate_329,conditional015_residual_task,response,0.22769950330257416,0.32242149114608765,0.31316032881538075,0.34191593527793884,0.0,0.0,False
leave_one_view_out__fold02__candidate_329,conditional015_residual_task,high_response,0.07744424790143967,0.15077228844165802,0.1785130805025498,0.33853715658187866,0.0,0.0,False
leave_one_view_out__fold02__candidate_329,conditional025_residual_task,maneuver,0.25,0.25,0.25,0.25,0.0,0.0,False
leave_one_view_out__fold02__candidate_329,conditional025_residual_task,maneuver_score,0.25,0.25,0.25,0.25,0.0,0.0,False
leave_one_view_out__fold02__candidate_329,conditional025_residual_task,response,0.3569174110889435,0.42534299194812775,0.42412567387024563,0.4474218785762787,0.0,0.0,False
leave_one_view_out__fold02__candidate_329,conditional025_residual_task,high_response,0.25,0.25,0.25,0.25,0.0,0.0,False
leave_one_view_out__fold02__candidate_329,conditional015_residual_task_distill,maneuver,0.15000000596046448,0.15000000596046448,0.15000000596046448,0.15000000596046448,0.0,0.0,False
leave_one_view_out__fold02__candidate_329,conditional015_residual_task_distill,maneuver_score,0.15000000596046448,0.15000000596046448,0.15000000596046448,0.15000000596046448,0.0,0.0,False
