split_id,teacher_predictions_are_cross_fitted,teacher_training_sample_seen_by_predictor,maneuver_selected_fraction,maneuver_score_selected_fraction,response_selected_fraction,high_response_selected_fraction,mean_maneuver_weight,mean_response_weight,mean_high_response_weight,outer_test_opened
leave_one_view_out__fold01__candidate_327,True,False,0.4117647058823529,0.6470588235294118,0.625,0.375,0.3351893723011017,0.3450220823287964,0.09357190877199173,False
leave_one_view_out__fold01__candidate_339,True,False,0.5238095238095238,0.6666666666666666,0.45,0.5,0.35582271218299866,0.25867000222206116,0.28778403997421265,False
leave_one_view_out__fold01__candidate_340,True,False,0.42105263157894735,0.6842105263157895,0.4444444444444444,0.3333333333333333,0.25437378883361816,0.2752579152584076,0.1447567492723465,False
leave_one_view_out__fold01__candidate_353,True,False,0.5238095238095238,0.6190476190476191,0.45,0.55,0.3894665241241455,0.2460915595293045,0.3486347198486328,False
leave_one_view_out__fold02__candidate_328,True,False,0.26666666666666666,0.6666666666666666,0.35714285714285715,0.14285714285714285,0.15180106461048126,0.1943601667881012,0.04202785715460777,False
leave_one_view_out__fold02__candidate_329,True,False,0.46153846153846156,0.6923076923076923,0.5,0.4166666666666667,0.4272223711013794,0.2796301543712616,0.15733805298805237,False
