sortie_id,reference_pilot_id,comparison_pilot_id,delta_representation_stability,delta_attention_entropy,delta_top_event_concentration,delta_event_mask_interference
20251002_单01_ACT-8_翼云_J16_12#01,10033,10035,0.015861177028494766,-0.018965065479278564,0.006943784654140472,-0.019390329718589783
