seed,scenario_id,method_name,metric_count,consumer_refit,source_model_protocol_sha256,prediction_sha256
17,clock_offset_+0.25s,contiformer,32,False,45cb7d08426946fc275d63046fffe47a3683f9fa757269042d3f5c8d13a2419b,4073e297ad34e2498d1b0909564cca42d7c0b5db1772e61bdbf545ba93006c33
17,clock_offset_+0.25s,chronaris,32,False,736eb5bfd8bcaba7cb205ef26acbafcaee86ab0e4a6e0f22ddfb03fc3cb8a889,61e08f65d07e7ae76e526d2ea52a254f1d060041341cb752383273f4e8cc5b33
29,clock_offset_+0.25s,physiology_only,32,False,b1e15fdbff6f69bbe72a4577899e1b9004fe0fe798c4c9c8ea31f3d8678bb5d0,550dae45572c96a1737f984db798ac88e64f8c2412c47e7af285491a727ff4d2
29,clock_offset_+0.25s,vehicle_only,32,False,c775f93356b9b84ddeac8fc16648f702619b571fa18bf45f672c8b20322fa2d0,d0f0e30dfccb7a6d854fb596cc8816cf639cf1a156195f1e650eb5db6f26976f
29,clock_offset_+0.25s,naive_time_sync,32,False,efa048378ecd92b0893b830f153c9d909a76ee5ab79104273aa90011353ffb90,998a965448d2779ba16e365099671dc1a130387850b4bfc04684eb2f3c3d28f5
29,clock_offset_+0.25s,mult,32,False,48cfe73b079f307b1536471faa41a1138d184b9db411042ff0333947d705fcdb,41117e22cf212481237082c72eab6f62817f12fa411424a498fa645a7dd405e9
29,clock_offset_+0.25s,contiformer,32,False,9959b916844a53ba9c0ba29cd037c27eb3706514c2a1f6f3b55abdfe3a3cfd9d,c58e02c3d5758225488edbcfda9fe6270deaaed602c2a290c25191427cf340ce
29,clock_offset_+0.25s,chronaris,32,False,5aba2cc494422af3a3acde87ab62b650b7b519cf016728d418b989d732c25470,48db5fed5afa924371fb8bd3a2e8b479e39a03117aefe3aa813937cbfe37b4b9
43,clock_offset_+0.25s,physiology_only,32,False,32777b31a44b219ea59ee8ca559d95219a4c925a789fe312bd6c5368b18c8c42,45005446f5b17de3e3864baac3246af4dfc660387b1ef06a70fb2c322b0ffe1c
43,clock_offset_+0.25s,vehicle_only,32,False,cd0eda4ddfb74f699d07268bb94469a603603366deaa3f2445d4a5ec5066c660,48ff14f92372ed8a51f56a1db178307d963a4009bd297ff05cc15d55c9fba1cd
43,clock_offset_+0.25s,naive_time_sync,32,False,fd2fb9b1e4df7e5376d48f94865d8d6f61826a63b2b736a2f3fe090e70e97488,f458996b855012895e88bf6d6126958367f480fdeb4207991659fdcc8b7e8e8b
43,clock_offset_+0.25s,mult,32,False,20fc8b597c84752744b541e6d10fa42dd74929f41da4c901aa7b0687458cf9a1,5db3b4e02d30c972488e0b6e72f162537f97b4c19b375bc6d0504c652a4a3ca9
43,clock_offset_+0.25s,contiformer,32,False,d0fc71ea8334fe717c77629e71179bfe058614ee52d6e0a1cf72e46f6cb0ce40,14f540380f018a349c639a5cc57475ebe20b3e0098f91a37b9fc629ad04aea57
