seed,task,consumer,metric,direction,full_method,ablation_method,full_value,ablation_value,full_advantage_normalized,positive_favors_full
17,simulated_future_workload_classification,minirocket,macro_f1,higher,chronaris,chronaris_no_continuous_evolution,0.536815175901128,0.5107002267662737,0.02611494913485435,True
17,simulated_future_workload_classification,minirocket,macro_f1,higher,chronaris,chronaris_no_physics,0.536815175901128,0.5207179843741424,0.016097191526985632,True
17,simulated_future_workload_classification,minirocket,macro_f1,higher,chronaris,chronaris_no_causal_mask,0.536815175901128,0.5157139641722546,0.02110121172887347,True
17,simulated_future_workload_classification,minirocket,macro_f1,higher,chronaris,chronaris_no_single_stream_bypass,0.536815175901128,0.4748565466875326,0.06195862921359546,True
17,simulated_future_workload_regression,linear,mae,lower,chronaris,chronaris_no_continuous_evolution,0.1712089250795543,0.1626670037706693,-0.008541921308884981,True
17,simulated_future_workload_regression,linear,mae,lower,chronaris,chronaris_no_physics,0.1712089250795543,0.15856323996558785,-0.012645685113966437,True
17,simulated_future_workload_regression,linear,mae,lower,chronaris,chronaris_no_causal_mask,0.1712089250795543,0.18610410764813423,0.01489518256857994,True
17,simulated_future_workload_regression,linear,mae,lower,chronaris,chronaris_no_single_stream_bypass,0.1712089250795543,0.24054233031347394,0.06933340523391965,True
17,simulated_future_workload_regression,linear,rmse,lower,chronaris,chronaris_no_continuous_evolution,0.2137379735706999,0.20558548877119015,-0.008152484799509752,True
17,simulated_future_workload_regression,linear,rmse,lower,chronaris,chronaris_no_physics,0.2137379735706999,0.2041589046277551,-0.009579068942944802,True
17,simulated_future_workload_regression,linear,rmse,lower,chronaris,chronaris_no_causal_mask,0.2137379735706999,0.231657069068193,0.0179190954974931,True
17,simulated_future_workload_regression,linear,rmse,lower,chronaris,chronaris_no_single_stream_bypass,0.2137379735706999,0.28086330561388106,0.06712533204318116,True
17,simulated_future_workload_regression,linear,spearman,higher,chronaris,chronaris_no_continuous_evolution,0.4995644767299625,0.5100458581631507,-0.01048138143318822,True
17,simulated_future_workload_regression,linear,spearman,higher,chronaris,chronaris_no_physics,0.4995644767299625,0.5737623827425639,-0.07419790601260134,True
17,simulated_future_workload_regression,linear,spearman,higher,chronaris,chronaris_no_causal_mask,0.4995644767299625,0.4561062481800624,0.04345822854990011,True
17,simulated_future_workload_regression,linear,spearman,higher,chronaris,chronaris_no_single_stream_bypass,0.4995644767299625,0.043429405598692634,0.4561350711312699,True
17,simulated_future_workload_regression,minirocket,mae,lower,chronaris,chronaris_no_continuous_evolution,0.1620011042493085,0.15725821629166603,-0.0047428879576424665,True
17,simulated_future_workload_regression,minirocket,mae,lower,chronaris,chronaris_no_physics,0.1620011042493085,0.16241952606166402,0.00041842181235551834,True
17,simulated_future_workload_regression,minirocket,mae,lower,chronaris,chronaris_no_causal_mask,0.1620011042493085,0.1624585478566587,0.00045744360735019973,True
17,simulated_future_workload_regression,minirocket,mae,lower,chronaris,chronaris_no_single_stream_bypass,0.1620011042493085,0.16328018608813485,0.001279081838826357,True
17,simulated_future_workload_regression,minirocket,rmse,lower,chronaris,chronaris_no_continuous_evolution,0.2013992403636904,0.19682044458836098,-0.004578795775329408,True
17,simulated_future_workload_regression,minirocket,rmse,lower,chronaris,chronaris_no_physics,0.2013992403636904,0.20096834576590256,-0.00043089459778783423,True
17,simulated_future_workload_regression,minirocket,rmse,lower,chronaris,chronaris_no_causal_mask,0.2013992403636904,0.20043082519907865,-0.0009684151646117412,True
17,simulated_future_workload_regression,minirocket,rmse,lower,chronaris,chronaris_no_single_stream_bypass,0.2013992403636904,0.1993634916498234,-0.002035748713866997,True
17,simulated_future_workload_regression,minirocket,spearman,higher,chronaris,chronaris_no_continuous_evolution,0.616935772715826,0.6012289597755063,0.015706812940319725,True
17,simulated_future_workload_regression,minirocket,spearman,higher,chronaris,chronaris_no_physics,0.616935772715826,0.6049318612717994,0.012003911444026572,True
17,simulated_future_workload_regression,minirocket,spearman,higher,chronaris,chronaris_no_causal_mask,0.616935772715826,0.5991579459578681,0.017777826757957915,True
17,simulated_future_workload_regression,minirocket,spearman,higher,chronaris,chronaris_no_single_stream_bypass,0.616935772715826,0.5483201941650124,0.06861557855081357,True
17,simulated_maneuver_state_segmentation,causal_tcn_duration,boundary_detection_delay_s,lower,chronaris,chronaris_no_continuous_evolution,2.20679012345679,2.4741180981595092,0.2673279747027193,True
17,simulated_maneuver_state_segmentation,causal_tcn_duration,boundary_detection_delay_s,lower,chronaris,chronaris_no_physics,2.20679012345679,2.1367994100294987,-0.06999071342729124,True
17,simulated_maneuver_state_segmentation,causal_tcn_duration,boundary_detection_delay_s,lower,chronaris,chronaris_no_causal_mask,2.20679012345679,2.134452160493827,-0.0723379629629628,True
17,simulated_maneuver_state_segmentation,causal_tcn_duration,boundary_detection_delay_s,lower,chronaris,chronaris_no_single_stream_bypass,2.20679012345679,2.3688756281407035,0.16208550468391358,True
17,simulated_maneuver_state_segmentation,causal_tcn_duration,boundary_f1_1s,higher,chronaris,chronaris_no_continuous_evolution,0.2353854886048191,0.21997568748366927,0.015409801121149813,True
17,simulated_maneuver_state_segmentation,causal_tcn_duration,boundary_f1_1s,higher,chronaris,chronaris_no_physics,0.2353854886048191,0.2809639252968394,-0.0455784366920203,True
17,simulated_maneuver_state_segmentation,causal_tcn_duration,boundary_f1_1s,higher,chronaris,chronaris_no_causal_mask,0.2353854886048191,0.25082520615850723,-0.015439717553688143,True
17,simulated_maneuver_state_segmentation,causal_tcn_duration,boundary_f1_1s,higher,chronaris,chronaris_no_single_stream_bypass,0.2353854886048191,0.13465239015893546,0.10073309844588363,True
17,simulated_maneuver_state_segmentation,causal_tcn_duration,boundary_f1_2s,higher,chronaris,chronaris_no_continuous_evolution,0.3373784640872972,0.3150541360729054,0.022324328014391825,True
17,simulated_maneuver_state_segmentation,causal_tcn_duration,boundary_f1_2s,higher,chronaris,chronaris_no_physics,0.3373784640872972,0.374695024841358,-0.03731656075406081,True
17,simulated_maneuver_state_segmentation,causal_tcn_duration,boundary_f1_2s,higher,chronaris,chronaris_no_causal_mask,0.3373784640872972,0.3388249801937399,-0.0014465161064426968,True
