fold_id,task_slug,threshold_scope,task_id,parameter_type,parameter_name,median_std,iqr_std,median_abs_delta,iqr_abs_delta,fit_sample_hash,exclusion_reason,lower_bound,upper_bound,iqr_delta,train_valid_ratio,high_response_threshold
leave_one_sortie_out__fold01,physiology_response_prediction,inner_train_nested,,response_field_scale,eeg.af4,,,,,ce1c09269685f2de858cbb6711e5ac41db51f3910311fb546fe448825ac4986a,,,,97.5038833618164,1.0,
leave_one_sortie_out__fold01,physiology_response_prediction,inner_train_nested,,response_field_scale,eeg.f3,,,,,ce1c09269685f2de858cbb6711e5ac41db51f3910311fb546fe448825ac4986a,,,,74.0234375,1.0,
leave_one_sortie_out__fold01,physiology_response_prediction,inner_train_nested,,response_field_scale,eeg.f4,,,,,ce1c09269685f2de858cbb6711e5ac41db51f3910311fb546fe448825ac4986a,,,,87.4176025390625,1.0,
leave_one_sortie_out__fold01,physiology_response_prediction,inner_train_nested,,response_field_scale,eeg.f7,,,,,ce1c09269685f2de858cbb6711e5ac41db51f3910311fb546fe448825ac4986a,,,,88.6637670993805,1.0,
leave_one_sortie_out__fold01,physiology_response_prediction,inner_train_nested,,response_field_scale,eeg.f8,,,,,ce1c09269685f2de858cbb6711e5ac41db51f3910311fb546fe448825ac4986a,,,,84.813720703125,1.0,
leave_one_sortie_out__fold01,physiology_response_prediction,inner_train_nested,,response_field_scale,eeg.fp1,,,,,ce1c09269685f2de858cbb6711e5ac41db51f3910311fb546fe448825ac4986a,,,,97.29154205322266,1.0,
leave_one_sortie_out__fold01,physiology_response_prediction,inner_train_nested,,response_field_scale,eeg.fp2,,,,,ce1c09269685f2de858cbb6711e5ac41db51f3910311fb546fe448825ac4986a,,,,106.80230712890625,1.0,
leave_one_sortie_out__fold01,physiology_response_prediction,inner_train_nested,,response_field_scale,eeg.fpz,,,,,ce1c09269685f2de858cbb6711e5ac41db51f3910311fb546fe448825ac4986a,,,,111.78662109375,1.0,
leave_one_sortie_out__fold01,physiology_response_prediction,inner_train_nested,,response_field_scale,eeg.fz,,,,,ce1c09269685f2de858cbb6711e5ac41db51f3910311fb546fe448825ac4986a,,,,491.29296875,1.0,
leave_one_sortie_out__fold01,physiology_response_prediction,inner_train_nested,,response_field_scale,spo2.toi1,,,,,ce1c09269685f2de858cbb6711e5ac41db51f3910311fb546fe448825ac4986a,,,,0.8066082000732422,1.0,
leave_one_sortie_out__fold01,physiology_response_prediction,inner_train_nested,,response_field_scale,spo2.toi2,,,,,ce1c09269685f2de858cbb6711e5ac41db51f3910311fb546fe448825ac4986a,,,,0.48346710205078125,1.0,
