seed,method_name,role,scenario_id,status,sample_count,checkpoint_sha256,representation_sha256,output_root,task_oracle_opened
17,naive_time_sync,validation,block_missing_and_long_lag,completed,96,a173a9a720a49e137ef963f46d8af5db63cd72bfefad9c568210d896b467cf92,504b2523d03cc32d030b82a27aa3b0faddd7e370f99b00608a8ad6d3ae539f36,artifacts/application_evaluation/2026-07-13_chronaris-v2-mechanism-representations/representations/seed_17/naive_time_sync/validation/block_missing_and_long_lag,False
17,mult,validation,block_missing_and_long_lag,completed,96,5303906a85268b5f25af9e4010790f847d12484b597e07ae6fdf7c3445cc82f2,576d554cf9bfc98d82a224a58b1af0f9d1cc2141d52bb4e537ade6dd3bdb313e,artifacts/application_evaluation/2026-07-13_chronaris-v2-mechanism-representations/representations/seed_17/mult/validation/block_missing_and_long_lag,False
17,contiformer,validation,block_missing_and_long_lag,completed,96,1274b44c1221eadcf12051277769d56c1a9a2af930214349dde56e7c2e098ba0,3d2b63b76bf9b52ac3c1d6c4a14b448ee69e90fcdf848de93dcdde199a9717d6,artifacts/application_evaluation/2026-07-13_chronaris-v2-mechanism-representations/representations/seed_17/contiformer/validation/block_missing_and_long_lag,False
17,chronaris,validation,block_missing_and_long_lag,completed,96,66d1478cd67e1ac32612f8c8facb74ea2c660d93cdbec6029afd90c4f4b572db,77f5a4634a92cba1d1435c9723327957d0cb733fab68c7400769298d616c463c,artifacts/application_evaluation/2026-07-13_chronaris-v2-mechanism-representations/representations/seed_17/chronaris/validation/block_missing_and_long_lag,False
17,naive_time_sync,validation,mixed_severe,completed,96,a173a9a720a49e137ef963f46d8af5db63cd72bfefad9c568210d896b467cf92,0ea703c2e66044cef7a9cedaf56b7dcd3c53212d106c27bb6e4e28e9e5e1a9d8,artifacts/application_evaluation/2026-07-13_chronaris-v2-mechanism-representations/representations/seed_17/naive_time_sync/validation/mixed_severe,False
17,mult,validation,mixed_severe,completed,96,5303906a85268b5f25af9e4010790f847d12484b597e07ae6fdf7c3445cc82f2,33751cffcbf409bbc3f46d094310dff4c1dac10740a4c61f2a73fde4cca794bc,artifacts/application_evaluation/2026-07-13_chronaris-v2-mechanism-representations/representations/seed_17/mult/validation/mixed_severe,False
17,contiformer,validation,mixed_severe,completed,96,1274b44c1221eadcf12051277769d56c1a9a2af930214349dde56e7c2e098ba0,84465bbfac48da9b26fb17f14be6482a2c487c365c88158ef31f9b16bb15c17d,artifacts/application_evaluation/2026-07-13_chronaris-v2-mechanism-representations/representations/seed_17/contiformer/validation/mixed_severe,False
17,chronaris,validation,mixed_severe,completed,96,66d1478cd67e1ac32612f8c8facb74ea2c660d93cdbec6029afd90c4f4b572db,64859d742469f4f2d94aa26f76042bed71ede39cf7ef16ee37e054d9b03679ae,artifacts/application_evaluation/2026-07-13_chronaris-v2-mechanism-representations/representations/seed_17/chronaris/validation/mixed_severe,False
29,naive_time_sync,train,clean_asynchronous,completed,384,a173a9a720a49e137ef963f46d8af5db63cd72bfefad9c568210d896b467cf92,ed69895d5b59519e3dbd5cdb32b321987466447bf4ca991dee9960a359349c0d,artifacts/application_evaluation/2026-07-13_chronaris-v2-mechanism-representations/representations/seed_29/naive_time_sync/train/clean_asynchronous,False
29,mult,train,clean_asynchronous,completed,384,12d22389da27f4527ca194e142ad305c23bdf3150f32ea1cc9b8a9bbb605fb24,365ca38b08145d424202ef32fba56d7df7baa3650d29e510fc8ecf502abce06a,artifacts/application_evaluation/2026-07-13_chronaris-v2-mechanism-representations/representations/seed_29/mult/train/clean_asynchronous,False
