candidate_id,candidate_order,evaluation_role,fit_role,metric,outer_pool_id,outer_test_opened,ranking_eligible,split_id,status,task,validation_support_hash,value
vehicle_30s_window,5,inner_validation,inner_train,rmse,leave_one_view_out__fold01,False,True,leave_one_view_out__fold01__candidate_353,completed,response,f1ddae33af89bc208d97290f0e03c19c4d93c0cd3b4e08a59452657e405013ac,1.1244471412357955
vehicle_30s_window,5,inner_validation,inner_train,mae,leave_one_view_out__fold01,False,True,leave_one_view_out__fold01__candidate_353,completed,response,f1ddae33af89bc208d97290f0e03c19c4d93c0cd3b4e08a59452657e405013ac,0.9969983156557807
vehicle_30s_window,5,inner_validation,inner_train,validation_std,leave_one_view_out__fold01,False,True,leave_one_view_out__fold01__candidate_353,completed,response,f1ddae33af89bc208d97290f0e03c19c4d93c0cd3b4e08a59452657e405013ac,0.8091453454981316
vehicle_30s_window,5,inner_validation,inner_train,validation_iqr,leave_one_view_out__fold01,False,True,leave_one_view_out__fold01__candidate_353,completed,response,f1ddae33af89bc208d97290f0e03c19c4d93c0cd3b4e08a59452657e405013ac,1.218839946496964
vehicle_30s_window,5,inner_validation,inner_train,nrmse_std,leave_one_view_out__fold01,False,True,leave_one_view_out__fold01__candidate_353,completed,response,f1ddae33af89bc208d97290f0e03c19c4d93c0cd3b4e08a59452657e405013ac,1.3896726311186474
vehicle_30s_window,5,inner_validation,inner_train,nrmse_iqr,leave_one_view_out__fold01,False,True,leave_one_view_out__fold01__candidate_353,completed,response,f1ddae33af89bc208d97290f0e03c19c4d93c0cd3b4e08a59452657e405013ac,0.922555208719192
vehicle_30s_window,5,inner_validation,inner_train,train_mean_baseline_rmse,leave_one_view_out__fold01,False,True,leave_one_view_out__fold01__candidate_353,completed,response,f1ddae33af89bc208d97290f0e03c19c4d93c0cd3b4e08a59452657e405013ac,0.9551898219217477
vehicle_30s_window,5,inner_validation,inner_train,rmse_ratio,leave_one_view_out__fold01,False,True,leave_one_view_out__fold01__candidate_353,completed,response,f1ddae33af89bc208d97290f0e03c19c4d93c0cd3b4e08a59452657e405013ac,1.1771975741675291
vehicle_30s_window,5,inner_validation,inner_train,response_skill,leave_one_view_out__fold01,False,True,leave_one_view_out__fold01__candidate_353,completed,response,f1ddae33af89bc208d97290f0e03c19c4d93c0cd3b4e08a59452657e405013ac,-0.385794128625915
vehicle_30s_window,5,inner_validation,inner_train,spearman,leave_one_view_out__fold01,False,True,leave_one_view_out__fold01__candidate_353,completed,response,f1ddae33af89bc208d97290f0e03c19c4d93c0cd3b4e08a59452657e405013ac,-0.2447552447552448
vehicle_30s_window,5,inner_validation,inner_train,auprc,leave_one_view_out__fold01,False,True,leave_one_view_out__fold01__candidate_353,completed,high_response,f1ddae33af89bc208d97290f0e03c19c4d93c0cd3b4e08a59452657e405013ac,0.3619408369408369
vehicle_30s_window,5,inner_validation,inner_train,prevalence,leave_one_view_out__fold01,False,True,leave_one_view_out__fold01__candidate_353,completed,high_response,f1ddae33af89bc208d97290f0e03c19c4d93c0cd3b4e08a59452657e405013ac,0.4166666666666667
vehicle_30s_window,5,inner_validation,inner_train,random_baseline_auprc,leave_one_view_out__fold01,False,True,leave_one_view_out__fold01__candidate_353,completed,high_response,f1ddae33af89bc208d97290f0e03c19c4d93c0cd3b4e08a59452657e405013ac,0.4166666666666667
vehicle_30s_window,5,inner_validation,inner_train,normalized_ap,leave_one_view_out__fold01,False,True,leave_one_view_out__fold01__candidate_353,completed,high_response,f1ddae33af89bc208d97290f0e03c19c4d93c0cd3b4e08a59452657e405013ac,-0.0938157081014225
vehicle_30s_window,5,inner_validation,inner_train,auprc_lift,leave_one_view_out__fold01,False,True,leave_one_view_out__fold01__candidate_353,completed,high_response,f1ddae33af89bc208d97290f0e03c19c4d93c0cd3b4e08a59452657e405013ac,-0.05472582972582979
vehicle_30s_window,5,inner_validation,inner_train,auroc,leave_one_view_out__fold01,False,True,leave_one_view_out__fold01__candidate_353,completed,high_response,f1ddae33af89bc208d97290f0e03c19c4d93c0cd3b4e08a59452657e405013ac,0.3142857142857143
vehicle_30s_window,5,inner_validation,inner_train,balanced_accuracy,leave_one_view_out__fold01,False,True,leave_one_view_out__fold01__candidate_353,completed,high_response,f1ddae33af89bc208d97290f0e03c19c4d93c0cd3b4e08a59452657e405013ac,0.3857142857142857
