split_id,outer_pool_id,validation_support_hash,train_count,validation_count,response_count,maneuver_low_count,maneuver_medium_count,maneuver_high_count,minimum_maneuver_class_count,high_response_positive_count,high_response_negative_count,high_response_prevalence,support_overlap_count,minimum_anchor_separation_ms,minimum_support_embargo_ms,outer_test_opened,valid_main_split,target_fit_status,target_fit_error,selected_for_main_ranking
leave_one_view_out__fold03__candidate_023,leave_one_view_out__fold03,f1f16c98dc7c7a4959217449f9b4078eee1b8eaa60545a4589ae0dd3c610bb53,20,10,0,0,0,0,0,0,0,,0,70000,35000,False,False,unavailable,LabelConstructionError: only 2 fitted semantic scalers; require 4,False
leave_one_view_out__fold03__candidate_024,leave_one_view_out__fold03,01a5ffaa2ef6d47c10ff9de798c31f16c5471ee6ceaadf739564ace4f05f4bd2,22,10,0,0,0,0,0,0,0,,0,70000,35000,False,False,unavailable,LabelConstructionError: only 2 fitted semantic scalers; require 4,False
leave_one_view_out__fold03__candidate_025,leave_one_view_out__fold03,a7c81360f878d4c6bde3e512ef9a366633a475b3a32d803b84a3d67c5131368e,24,10,10,0,0,10,0,6,4,0.6,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold03__candidate_026,leave_one_view_out__fold03,bf1ebe2e925515507474651a4689ea0efb9d801927810703db4d16cc3262ecd8,26,10,8,0,0,10,0,6,2,0.75,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold03__candidate_027,leave_one_view_out__fold03,01e19b9260425900245a2f83eb9a2d1655e6adea6e5d11e40b5fc34b46edf128,24,12,12,10,2,0,0,2,10,0.16666666666666666,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold03__candidate_028,leave_one_view_out__fold03,051fa4101c553e9fd033d4aac121ee3679966211e88e9af393ab8b5a83d6dcc7,22,12,12,2,8,2,2,2,10,0.16666666666666666,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold03__candidate_029,leave_one_view_out__fold03,94ca22f4d06aaccef4c9f3250a23008b8d15d74a28c519469642cada3d49feb4,20,12,12,0,6,6,0,0,12,0.0,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold03__candidate_030,leave_one_view_out__fold03,01e19df7a039494760a4bd16871c3382c7e1d9968d0652d444094e8916445455,18,12,12,6,4,2,2,0,12,0.0,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold03__candidate_031,leave_one_view_out__fold03,4d9fdf99ba8e5353fd7fbb646425659396f00ec535dc7c14fffda1bc86102147,16,12,12,6,6,0,0,0,12,0.0,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold03__candidate_032,leave_one_view_out__fold03,ff859562976cd38a140c37e6f0a0073814f28bf2b3058d73532e87c7cd391fca,14,12,12,0,2,10,0,0,12,0.0,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold03__candidate_033,leave_one_view_out__fold03,f361e47e6060a934f9d82427160184f91bebf398116b73b4e762f448e3df989b,12,12,12,0,0,12,0,0,12,0.0,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold03__candidate_046,leave_one_view_out__fold03,b181e16fdb5cb5fe1b629f6ef56ef26385afe5df43037151047c97e0320e17c9,12,12,0,0,0,0,0,0,0,,0,70000,35000,False,False,unavailable,LabelConstructionError: only 2 fitted semantic scalers; require 4,False
leave_one_view_out__fold03__candidate_047,leave_one_view_out__fold03,572dcd9e7b7a467668dc0d045df4cba2df94a1b0fba1f62b4785ca082dcd14ef,14,12,0,0,0,0,0,0,0,,0,70000,35000,False,False,unavailable,LabelConstructionError: only 2 fitted semantic scalers; require 4,False
leave_one_view_out__fold03__candidate_048,leave_one_view_out__fold03,3ff5891096bc1a6bdb30bd648302464c0688412cd345c1b1d5dbbbba4bdf2167,16,12,0,0,0,0,0,0,0,,0,70000,35000,False,False,unavailable,LabelConstructionError: only 2 fitted semantic scalers; require 4,False
leave_one_view_out__fold03__candidate_049,leave_one_view_out__fold03,88bfd041b84bb5f6a88544c49579812b1a75a53e825378a510f855010221908e,18,12,0,0,0,0,0,0,0,,0,70000,35000,False,False,unavailable,LabelConstructionError: only 2 fitted semantic scalers; require 4,False
leave_one_view_out__fold03__candidate_050,leave_one_view_out__fold03,623b01f2088333a798013d7554d35d3eb2e8d1f84fd3bb82fd3020f4b8fd71fd,20,12,0,0,0,0,0,0,0,,0,70000,35000,False,False,unavailable,LabelConstructionError: only 2 fitted semantic scalers; require 4,False
leave_one_view_out__fold03__candidate_051,leave_one_view_out__fold03,de059e64648e7e0e7b2d8c8b95042247801407b813439a932ed809b54f70a46d,22,12,0,0,0,0,0,0,0,,0,70000,35000,False,False,unavailable,LabelConstructionError: only 2 fitted semantic scalers; require 4,False
leave_one_view_out__fold03__candidate_052,leave_one_view_out__fold03,5b718f658b1045402d780c1804d5e30a8ea11f3fec42213e55c0d2ab05c7f2e8,24,12,10,0,0,12,0,6,4,0.6,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold03__candidate_053,leave_one_view_out__fold03,8d2e8800761b434941b62675edc3dabde78f51cee97af1523064a3a01bcc223d,22,14,14,4,8,2,2,2,12,0.14285714285714285,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold03__candidate_054,leave_one_view_out__fold03,10e18b4ad0772c26761f20801a77475c90c599acb993c5acabbffe510c85f51c,20,14,14,0,8,6,0,2,12,0.14285714285714285,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold03__candidate_055,leave_one_view_out__fold03,af2804df9de2f02f7bf2ffcf3a029b87b0b64215278d946ea814c294fffeeb50,18,14,14,6,6,2,2,0,14,0.0,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold03__candidate_056,leave_one_view_out__fold03,02671a4bb0c96e9d5329cab9b0d9978beb12c7f7a5fbc6946cd674235c651161,16,14,14,8,6,0,0,0,14,0.0,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold03__candidate_057,leave_one_view_out__fold03,12845de30dc19777bfa29d64e85e7cedf48803ab971e49c86dfd37558d73a137,14,14,14,0,2,12,0,0,14,0.0,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold03__candidate_058,leave_one_view_out__fold03,67a02ee30d2ddde3c51888399bfb9a397ae7623e3c0da6d250f1ebe3dd4e817b,12,14,14,0,0,14,0,0,14,0.0,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold03__candidate_072,leave_one_view_out__fold03,e1f3b83a09b1699f0bdc743aac13cfdc9d48cf337092256a723c7df5dd208efa,12,14,0,0,0,0,0,0,0,,0,70000,35000,False,False,unavailable,LabelConstructionError: only 2 fitted semantic scalers; require 4,False
leave_one_view_out__fold03__candidate_073,leave_one_view_out__fold03,e3521149cc606b127dbf63c3c7d88fa4ba429703746eb3dac729c4b0e395d928,14,14,0,0,0,0,0,0,0,,0,70000,35000,False,False,unavailable,LabelConstructionError: only 2 fitted semantic scalers; require 4,False
leave_one_view_out__fold03__candidate_074,leave_one_view_out__fold03,1a4eea80ce9f0da4e6a229b7c63c124032c9c2c894f4678b99de7767cedaf7a7,16,14,0,0,0,0,0,0,0,,0,70000,35000,False,False,unavailable,LabelConstructionError: only 2 fitted semantic scalers; require 4,False
leave_one_view_out__fold03__candidate_075,leave_one_view_out__fold03,9794aa8b23d1511030c834d49dc1ee97270bedbfac602e9bdc55a1dd7207f22b,18,14,0,0,0,0,0,0,0,,0,70000,35000,False,False,unavailable,LabelConstructionError: only 2 fitted semantic scalers; require 4,False
leave_one_view_out__fold03__candidate_076,leave_one_view_out__fold03,6698c87a67aa11ccf44c8e5881baeae869e9b0781b337f4acdd959223c3678ac,20,14,0,0,0,0,0,0,0,,0,70000,35000,False,False,unavailable,LabelConstructionError: only 2 fitted semantic scalers; require 4,False
leave_one_view_out__fold03__candidate_077,leave_one_view_out__fold03,d6a9bea3b8e3e9019bf90f99608f3fea76bff9d33301158e5febd9b50a5ef3f8,22,14,0,0,0,0,0,0,0,,0,70000,35000,False,False,unavailable,LabelConstructionError: only 2 fitted semantic scalers; require 4,False
leave_one_view_out__fold03__candidate_078,leave_one_view_out__fold03,648bc79cb663c16f23e7b11680099237e4f75cb12790cc3073fe57cfed9d7a12,20,16,16,0,10,6,0,2,14,0.125,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold03__candidate_079,leave_one_view_out__fold03,bbc5ac68ea99c42ead6898453b24f78dfd1fcea902bb0418161e5d4962af5285,18,16,16,8,6,2,2,2,14,0.125,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold03__candidate_080,leave_one_view_out__fold03,8572f4e24288ae2800fd5139d03ed3016b4844bca1386e247f4855ce4a5a8055,16,16,16,10,6,0,0,0,16,0.0,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold03__candidate_081,leave_one_view_out__fold03,cbb6756f8f405d0a2d7ed41ed5b48d12c5393b5d02d1287fa82fbbe684b61f10,14,16,16,2,2,12,2,0,16,0.0,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold03__candidate_082,leave_one_view_out__fold03,06b044defc5728139505d48e0fd6ab6affe8c90b38088d27c5e342419a1c8c28,12,16,16,0,0,16,0,0,16,0.0,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold03__candidate_097,leave_one_view_out__fold03,10ce32a70cb91474fd0b83c909eca2765ef3ddb8e8f663b3307707ec4450b8d5,12,16,0,0,0,0,0,0,0,,0,70000,35000,False,False,unavailable,LabelConstructionError: only 2 fitted semantic scalers; require 4,False
leave_one_view_out__fold03__candidate_098,leave_one_view_out__fold03,c16a289fd66786ef8592d4d5182f5a8efb96d7a35c2121da2625c403990b2d2a,14,16,0,0,0,0,0,0,0,,0,70000,35000,False,False,unavailable,LabelConstructionError: only 2 fitted semantic scalers; require 4,False
leave_one_view_out__fold03__candidate_099,leave_one_view_out__fold03,3f9c629c975d78b06f01626bcbc447db753a7ddcea9056cea1db2e5e2da1d5b7,16,16,0,0,0,0,0,0,0,,0,70000,35000,False,False,unavailable,LabelConstructionError: only 2 fitted semantic scalers; require 4,False
leave_one_view_out__fold03__candidate_100,leave_one_view_out__fold03,8fbf3229aa7554534123b3c96e13870151ba0bde8be0ecfb653a85237bd6084e,18,16,0,0,0,0,0,0,0,,0,70000,35000,False,False,unavailable,LabelConstructionError: only 2 fitted semantic scalers; require 4,False
leave_one_view_out__fold03__candidate_101,leave_one_view_out__fold03,7cd953f709142d7c9430a067c0a0eccfa2f4273373fc47b093631cdc5ca84273,20,16,0,0,0,0,0,0,0,,0,70000,35000,False,False,unavailable,LabelConstructionError: only 2 fitted semantic scalers; require 4,False
leave_one_view_out__fold03__candidate_102,leave_one_view_out__fold03,e69289ce3449a96d76e7f238c2997d66eb65f0da641ad8bb4ff32123ee6a280b,18,18,18,8,8,2,2,2,16,0.1111111111111111,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold03__candidate_103,leave_one_view_out__fold03,f2fb2984f279d677668e87f642867005e934e93665a8c9dc8d38806cf936fc1e,16,18,18,12,6,0,0,2,16,0.1111111111111111,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold03__candidate_104,leave_one_view_out__fold03,26d041e2da92f2b25ecb91e2179342a08e3efd1d616268aa0d1721771a1287c8,14,18,18,2,2,14,2,0,18,0.0,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold03__candidate_105,leave_one_view_out__fold03,a8e8bdd6802bbe016979a73699390a3073e4207db2a4bf89684256648f02efe2,12,18,18,0,2,16,0,2,16,0.1111111111111111,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold03__candidate_121,leave_one_view_out__fold03,c46cf82ecafb04006e8c28060599aef697b22fd3690d3d878f52914e4ae98e23,12,18,0,0,0,0,0,0,0,,0,70000,35000,False,False,unavailable,LabelConstructionError: only 2 fitted semantic scalers; require 4,False
leave_one_view_out__fold03__candidate_122,leave_one_view_out__fold03,3791bef851b4254b222c08cd86e40bae4759046389132deeb587dc2bd64a4294,14,18,0,0,0,0,0,0,0,,0,70000,35000,False,False,unavailable,LabelConstructionError: only 2 fitted semantic scalers; require 4,False
leave_one_view_out__fold03__candidate_123,leave_one_view_out__fold03,55372b9229805078816f097dacd3f37b85700fbaa574caf6e460a26efe947bb9,16,18,0,0,0,0,0,0,0,,0,70000,35000,False,False,unavailable,LabelConstructionError: only 2 fitted semantic scalers; require 4,False
leave_one_view_out__fold03__candidate_124,leave_one_view_out__fold03,74b7a7399631e2580cab3ac19aaeba8ad14d27083ad89f8f5dfb53f3b1c76063,18,18,0,0,0,0,0,0,0,,0,70000,35000,False,False,unavailable,LabelConstructionError: only 2 fitted semantic scalers; require 4,False
leave_one_view_out__fold03__candidate_125,leave_one_view_out__fold03,dd8536cef947d157776250ce1cab7cb6e392cfddb730a24af2eacf0948457409,16,20,20,14,6,0,0,2,18,0.1,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold03__candidate_126,leave_one_view_out__fold03,2282bf07cda3d1f7461fcab8e89649f507891ec688be31e63729d96b16d6707d,14,20,20,2,2,16,2,2,18,0.1,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold03__candidate_127,leave_one_view_out__fold03,8780964e9aed8c92f7f950172065f7a6a00949955d08598a877b11036e4f9525,12,20,20,0,2,18,0,2,18,0.1,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold03__candidate_144,leave_one_view_out__fold03,dbe2e0463bf4dcae5aea3619a7d98d83430e53be13793d196b44ad5add4d2bae,12,20,0,0,0,0,0,0,0,,0,70000,35000,False,False,unavailable,LabelConstructionError: only 2 fitted semantic scalers; require 4,False
leave_one_view_out__fold03__candidate_145,leave_one_view_out__fold03,b9a6520d58348dbc8d2c22b40d1cb621f2983cdd7cce2cecc89cf631f4152885,14,20,0,0,0,0,0,0,0,,0,70000,35000,False,False,unavailable,LabelConstructionError: only 2 fitted semantic scalers; require 4,False
leave_one_view_out__fold03__candidate_146,leave_one_view_out__fold03,44f57055020e341667c42fa6733c7e8c5bfbf20599ca0677890e79ec1cd4cd80,16,20,0,0,0,0,0,0,0,,0,70000,35000,False,False,unavailable,LabelConstructionError: only 2 fitted semantic scalers; require 4,False
