split_id,outer_pool_id,split_kind,included_in_main_ranking,validation_support_hash,validation_classes,maneuver_low_count,maneuver_medium_count,maneuver_high_count,fixed_macro_f1_ceiling,support_aware_macro_f1_ceiling,majority_macro_f1,maneuver_score_min,maneuver_score_max,response_count,response_std,response_iqr,high_response_prevalence,random_auprc_baseline,outer_test_opened
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,d49030f301fc10972368913bbfc6141aa638775e23f48bc8ad0055d5e48293a1,"0,1,2",4,4,4,1.0,1.0,0.16666666666666666,0.03989872570119198,3.9745794994060035,12,0.9229823964743179,1.5375502327333572,0.6666666666666666,0.6666666666666666,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,f1ddae33af89bc208d97290f0e03c19c4d93c0cd3b4e08a59452657e405013ac,"0,1,2",3,4,5,1.0,1.0,0.13333333333333333,0.1818763538571845,4.506253514807093,12,0.8091453454981316,1.218839946496964,0.4166666666666667,0.4166666666666667,False
leave_one_view_out__fold02__candidate_328,leave_one_view_out__fold02,main_selection,True,76857c61556d36c9eb8d7060ea53eb10f2e65e3f7b2a4854ab4c6016248a0b48,"0,1,2",5,4,3,1.0,1.0,0.19607843137254902,0.11720224670881636,3.9825791793715872,12,0.6661100828266592,0.8168154939282022,0.4166666666666667,0.4166666666666667,False
leave_one_view_out__fold02__candidate_329,leave_one_view_out__fold02,main_selection,True,09bd96f3f28027930e21282cb6cb1e34c79cb76197a270c426bd70e119d43e13,"0,1,2",3,4,5,1.0,1.0,0.13333333333333333,0.3188893488603487,5.298788464007011,12,0.7444107826338696,1.126261329695373,0.4166666666666667,0.4166666666666667,False
leave_one_view_out__fold01__candidate_340,leave_one_view_out__fold01,main_selection,True,c8bb55db2e84fca264b1421bfe060cb36e07fbf025a5f825bde808b31ad5f850,"0,1,2",3,4,5,1.0,1.0,0.13333333333333333,0.18254937391955883,4.493803509446074,12,0.7738225567538186,1.1164541279861386,0.5833333333333334,0.5833333333333334,False
leave_one_view_out__fold01__candidate_327,leave_one_view_out__fold01,main_selection,True,ef23ad8b080593cb9c8caaa4a57c59a5dc23c5987cd8d56c0f61e753cf15435c,"0,1,2",5,3,4,1.0,1.0,0.19607843137254902,0.09949934710896093,4.401810181608908,12,0.7424450098311778,0.8094986823286678,0.6666666666666666,0.6666666666666666,False
legacy_diagnostic__leave_one_view_out__fold01,leave_one_view_out__fold01,distribution_pressure_diagnostic,False,14fb9608cc13a99d9f7770f0270a63b3ccc47c2d6dce8e576f65cbd57cd155e3,"0,1,2",11,10,10,1.0,1.0,0.17460317460317462,0.017864424466840362,4.565061909283425,30,0.7675119227048139,1.0638029972870844,0.43333333333333335,0.43333333333333335,False
legacy_diagnostic__leave_one_view_out__fold02,leave_one_view_out__fold02,distribution_pressure_diagnostic,False,14fb9608cc13a99d9f7770f0270a63b3ccc47c2d6dce8e576f65cbd57cd155e3,"0,1,2",11,10,10,1.0,1.0,0.17460317460317462,0.017864424466840362,4.565061909283425,30,0.7675119227048139,1.0638029972870844,0.43333333333333335,0.43333333333333335,False
legacy_diagnostic__leave_one_view_out__fold03,leave_one_view_out__fold03,distribution_pressure_diagnostic,False,d6a9bea3b8e3e9019bf90f99608f3fea76bff9d33301158e5febd9b50a5ef3f8,"1,2",0,8,6,0.6666666666666666,1.0,0.0,0.6183982883669262,5.44378710276542,12,1.0051640868988556,0.9878572156498654,0.6666666666666666,0.6666666666666666,False
