split_id,outer_pool_id,split_kind,lower_bound,upper_bound,bootstrap_lower_iqr,bootstrap_upper_iqr,bootstrap_mean_label_flip_rate,bootstrap_p95_label_flip_rate,fit_role,outer_test_opened
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,0.33427306530242623,1.0776423380572568,0.1475096723984265,0.1845623519604075,0.1663333333333333,0.3333333333333333,inner_train,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,0.31829265743376484,1.1457396240987108,0.14612091097942453,0.5425049856174392,0.179,0.4166666666666667,inner_train,False
leave_one_view_out__fold02__candidate_328,leave_one_view_out__fold02,main_selection,0.38177526625611896,0.9823705925639625,0.2184953552635186,0.39251450507091235,0.1885,0.3333333333333333,inner_train,False
leave_one_view_out__fold02__candidate_329,leave_one_view_out__fold02,main_selection,0.5528210551950367,1.3601702531050046,0.07610504777968458,0.22747370118908283,0.17833333333333334,0.5833333333333334,inner_train,False
leave_one_view_out__fold01__candidate_340,leave_one_view_out__fold01,main_selection,0.2907199861029491,0.9779078380832957,0.2588313743507294,0.40262288723206663,0.171,0.4166666666666667,inner_train,False
leave_one_view_out__fold01__candidate_327,leave_one_view_out__fold01,main_selection,0.4457601453655961,0.9568295097849866,0.22449879719254212,0.6033117666701088,0.15816666666666668,0.4166666666666667,inner_train,False
legacy_diagnostic__leave_one_view_out__fold01,leave_one_view_out__fold01,distribution_pressure_diagnostic,0.28756083658243436,0.5683197409473026,0.08104243495998326,0.4351634507952751,0.13129032258064516,0.2903225806451613,inner_train,False
legacy_diagnostic__leave_one_view_out__fold02,leave_one_view_out__fold02,distribution_pressure_diagnostic,0.28756083658243436,0.5683197409473026,0.08886537029539901,0.21073852108961122,0.12632258064516128,0.25806451612903225,inner_train,False
legacy_diagnostic__leave_one_view_out__fold03,leave_one_view_out__fold03,distribution_pressure_diagnostic,0.2847171204348149,1.0841579481244639,0.1389207718424762,0.21912711439487742,0.1037142857142857,0.42857142857142855,inner_train,False
