split_id,split_kind,field_name,selected_field_count,mean_jaccard_to_main_splits,train_iqr,validation_iqr,validation_to_train_iqr_ratio,train_mean,validation_mean,validation_to_train_mean_ratio,fit_role,outer_test_opened
leave_one_view_out__fold01__candidate_340,main_selection,eeg.fp1,12,1.0,74.48159527778625,103.19517517089844,1.3855124180144387,71.05556869506836,90.13433170318604,1.2685048245830428,inner_train,False
leave_one_view_out__fold01__candidate_340,main_selection,eeg.fp2,12,1.0,84.07333374023438,129.26296997070312,1.5375026089734165,80.24894205729167,129.55721028645834,1.614441349195162,inner_train,False
leave_one_view_out__fold01__candidate_340,main_selection,eeg.fpz,12,1.0,83.942138671875,116.589599609375,1.3889281528210409,71.51508246527777,97.06233723958333,1.3572289074365445,inner_train,False
leave_one_view_out__fold01__candidate_340,main_selection,eeg.fz,12,1.0,67.46484375,782.0078125,11.591338081176538,63.149088541666664,438.7415364583333,6.947709722981123,inner_train,False
leave_one_view_out__fold01__candidate_340,main_selection,spo2.toi1,12,1.0,0.49100685119628906,0.7924680709838867,1.6139654040531564,0.5558344523111979,0.8426618576049805,1.5160302750236774,inner_train,False
leave_one_view_out__fold01__candidate_340,main_selection,spo2.toi2,12,1.0,0.6298656463623047,0.7447319030761719,1.1823662829958423,0.5901412963867188,0.6695232391357422,1.1345134516683688,inner_train,False
leave_one_view_out__fold01__candidate_327,main_selection,eeg.af3,12,1.0,62.668710708618164,117.68747329711914,1.8779303414157336,79.85648393630981,99.12997500101726,1.2413516112239449,inner_train,False
leave_one_view_out__fold01__candidate_327,main_selection,eeg.af4,12,1.0,66.23939514160156,116.11167526245117,1.7529096546584766,70.64897537231445,125.46591567993164,1.7759056662709727,inner_train,False
leave_one_view_out__fold01__candidate_327,main_selection,eeg.f3,12,1.0,63.1551513671875,104.32958984375,1.6519569280607382,62.790191650390625,84.01729329427083,1.3380639728266883,inner_train,False
leave_one_view_out__fold01__candidate_327,main_selection,eeg.f4,12,1.0,43.440704345703125,71.03402709960938,1.635195104902474,58.88563537597656,71.32442220052083,1.2112363523824503,inner_train,False
