task_name,split_strategy,metric,p37_t3_info_nce_temp0p05_hardw2,p37_t3_info_nce_temp0p10_hardw2,p37_t3_info_nce_temp0p20_hardw1,p37_t3_supcon_margin0p10_hardw2
T3_paired_pilot_window_retrieval,leave_one_view_out,mrr,0.11994791108940953,0.11994791108940953,0.11994791108940953,0.11994791108940953
T3_paired_pilot_window_retrieval,leave_one_view_out,top1,0.02702702702702703,0.02702702702702703,0.02702702702702703,0.02702702702702703
T3_paired_pilot_window_retrieval,leave_one_view_out,top3,0.0945945945945946,0.0945945945945946,0.0945945945945946,0.0945945945945946
T3_paired_pilot_window_retrieval,leave_one_view_out,top5,0.14864864864864866,0.14864864864864866,0.14864864864864866,0.14864864864864866
