check_id,passed,actual,expected
all_variant_seed_consumers,True,12,12
all_consumers_complete,True,"['resumed', 'resumed', 'resumed', 'resumed', 'resumed', 'resumed', 'resumed', 'resumed', 'resumed', 'resumed', 'resumed', 'resumed']",completed_or_resumed
validation_hyperparameter_selection,True,True,True
formal_metric_scope,True,768,>0 formal rows
full_ablation_metric_deltas,True,384,>0
paired_trajectory_statistics,True,72,>0 with 48 units
