seed,method,consumer,status,elapsed_s,smoke_only
17,chronaris_no_continuous_evolution,linear,resumed,0.0,True
17,chronaris_no_continuous_evolution,minirocket,resumed,0.0,True
17,chronaris_no_continuous_evolution,causal_tcn,resumed,0.0,True
17,chronaris_no_continuous_evolution,all_consumers,resumed,0.0010346337221562862,True
17,chronaris_no_physics,linear,resumed,0.0,True
17,chronaris_no_physics,minirocket,resumed,0.0,True
17,chronaris_no_physics,causal_tcn,resumed,0.0,True
17,chronaris_no_physics,all_consumers,resumed,0.0008866572752594948,True
17,chronaris_no_causal_mask,linear,resumed,0.0,True
17,chronaris_no_causal_mask,minirocket,resumed,0.0,True
17,chronaris_no_causal_mask,causal_tcn,resumed,0.0,True
17,chronaris_no_causal_mask,all_consumers,resumed,0.0009182477369904518,True
17,chronaris_single_scale_lag,linear,resumed,0.0,True
17,chronaris_single_scale_lag,minirocket,resumed,0.0,True
17,chronaris_single_scale_lag,causal_tcn,resumed,0.0,True
17,chronaris_single_scale_lag,all_consumers,resumed,0.0009497590363025665,True
29,chronaris_no_continuous_evolution,linear,resumed,0.0,True
29,chronaris_no_continuous_evolution,minirocket,resumed,0.0,True
29,chronaris_no_continuous_evolution,causal_tcn,resumed,0.0,True
29,chronaris_no_continuous_evolution,all_consumers,resumed,0.0010431869886815548,True
29,chronaris_no_physics,linear,resumed,0.0,True
29,chronaris_no_physics,minirocket,resumed,0.0,True
29,chronaris_no_physics,causal_tcn,resumed,0.0,True
29,chronaris_no_physics,all_consumers,resumed,0.0009783199056982994,True
29,chronaris_no_causal_mask,linear,resumed,0.0,True
29,chronaris_no_causal_mask,minirocket,resumed,0.0,True
29,chronaris_no_causal_mask,causal_tcn,resumed,0.0,True
29,chronaris_no_causal_mask,all_consumers,resumed,0.0009041652083396912,True
29,chronaris_single_scale_lag,linear,resumed,0.0,True
29,chronaris_single_scale_lag,minirocket,resumed,0.0,True
29,chronaris_single_scale_lag,causal_tcn,resumed,0.0,True
29,chronaris_single_scale_lag,all_consumers,resumed,0.0009667607955634594,True
43,chronaris_no_continuous_evolution,linear,resumed,0.0,True
43,chronaris_no_continuous_evolution,minirocket,resumed,0.0,True
43,chronaris_no_continuous_evolution,causal_tcn,resumed,0.0,True
43,chronaris_no_continuous_evolution,all_consumers,resumed,0.0008978433907032013,True
43,chronaris_no_physics,linear,resumed,0.0,True
43,chronaris_no_physics,minirocket,resumed,0.0,True
43,chronaris_no_physics,causal_tcn,resumed,0.0,True
43,chronaris_no_physics,all_consumers,resumed,0.0009275362826883793,True
43,chronaris_no_causal_mask,linear,resumed,0.0,True
43,chronaris_no_causal_mask,minirocket,resumed,0.0,True
43,chronaris_no_causal_mask,causal_tcn,resumed,0.0,True
43,chronaris_no_causal_mask,all_consumers,resumed,0.0009607509709894657,True
43,chronaris_single_scale_lag,linear,resumed,0.0,True
43,chronaris_single_scale_lag,minirocket,resumed,0.0,True
43,chronaris_single_scale_lag,causal_tcn,resumed,0.0,True
43,chronaris_single_scale_lag,all_consumers,resumed,0.0009178300388157368,True
