evidence_quadrant,dataset_role,task,split_protocol,metric,row_count,numeric_row_count,mean_value,best_value,mean_delta_positive_is_better,improved_row_count,non_improved_row_count,source_stages,source_files,claim_boundaries
private_model_comparison,private_real_dual_stream,T1_maneuver_intensity_class,leave_one_view_out,balanced_accuracy,6,6,0.34852801519468185,0.356125356125356,-0.0199430199430199,0,3,P30_via_P32; P37,/home/wangminan/projects/chronaris/docs/artifacts/assets/stage_i_cross_evidence_matrix/20260702T-stage-i-cross-evidence-matrix-gpuopt-r1/cross_evidence_matrix.csv; /home/wangminan/projects/chronaris/docs/artifacts/assets/stage_i_optimized_final_polish/20260702T-stage-i-optimized-final-polish-r1/t1_calibration_metrics.csv,T1/T2/T3 proxy tasks on private real dual-stream Stage H data; P37 T1 calibration is accepted only under fixed P34 reference.
private_model_comparison,private_real_dual_stream,T1_maneuver_intensity_class,leave_one_view_out,macro_f1,6,6,0.2000194387321973,0.211837227644681,-0.0349516053609118,0,3,P30_via_P32; P37,/home/wangminan/projects/chronaris/docs/artifacts/assets/stage_i_cross_evidence_matrix/20260702T-stage-i-cross-evidence-matrix-gpuopt-r1/cross_evidence_matrix.csv; /home/wangminan/projects/chronaris/docs/artifacts/assets/stage_i_optimized_final_polish/20260702T-stage-i-optimized-final-polish-r1/t1_calibration_metrics.csv,T1/T2/T3 proxy tasks on private real dual-stream Stage H data; P37 T1 calibration is accepted only under fixed P34 reference.
private_model_comparison,private_real_dual_stream,T2_next_window_physiology_response,leave_one_sortie_out,mae,4,4,2548.5602227601826,8571.043220355687,2074.7151464734493,1,2,P30_via_P32,/home/wangminan/projects/chronaris/docs/artifacts/assets/stage_i_cross_evidence_matrix/20260702T-stage-i-cross-evidence-matrix-gpuopt-r1/cross_evidence_matrix.csv,T1/T2/T3 proxy tasks on private real dual-stream Stage H data
private_model_comparison,private_real_dual_stream,T2_next_window_physiology_response,leave_one_sortie_out,nrmse,4,4,39.2169046618197,141.462445537937,37.200757311974925,1,2,P30_via_P32,/home/wangminan/projects/chronaris/docs/artifacts/assets/stage_i_cross_evidence_matrix/20260702T-stage-i-cross-evidence-matrix-gpuopt-r1/cross_evidence_matrix.csv,T1/T2/T3 proxy tasks on private real dual-stream Stage H data
private_model_comparison,private_real_dual_stream,T2_next_window_physiology_response,leave_one_sortie_out,rmse,4,4,3305.9991991427887,11284.299174723108,2925.3603437280003,1,2,P30_via_P32,/home/wangminan/projects/chronaris/docs/artifacts/assets/stage_i_cross_evidence_matrix/20260702T-stage-i-cross-evidence-matrix-gpuopt-r1/cross_evidence_matrix.csv,T1/T2/T3 proxy tasks on private real dual-stream Stage H data
private_model_comparison,private_real_dual_stream,T2_next_window_physiology_response,leave_one_view_out,mae,4,4,417.6096620436342,762.5578999733825,-459.93098390633116,0,3,P30_via_P32,/home/wangminan/projects/chronaris/docs/artifacts/assets/stage_i_cross_evidence_matrix/20260702T-stage-i-cross-evidence-matrix-gpuopt-r1/cross_evidence_matrix.csv,T1/T2/T3 proxy tasks on private real dual-stream Stage H data
private_model_comparison,private_real_dual_stream,T2_next_window_physiology_response,leave_one_view_out,nrmse,4,4,4.34160839159137,8.780987018657159,-5.919171502754385,0,3,P30_via_P32,/home/wangminan/projects/chronaris/docs/artifacts/assets/stage_i_cross_evidence_matrix/20260702T-stage-i-cross-evidence-matrix-gpuopt-r1/cross_evidence_matrix.csv,T1/T2/T3 proxy tasks on private real dual-stream Stage H data
private_model_comparison,private_real_dual_stream,T2_next_window_physiology_response,leave_one_view_out,rmse,4,4,497.47044078548663,838.121039184215,-454.2007978649711,0,3,P30_via_P32,/home/wangminan/projects/chronaris/docs/artifacts/assets/stage_i_cross_evidence_matrix/20260702T-stage-i-cross-evidence-matrix-gpuopt-r1/cross_evidence_matrix.csv,T1/T2/T3 proxy tasks on private real dual-stream Stage H data
private_model_comparison,private_real_dual_stream,T3_paired_pilot_window_retrieval,leave_one_sortie_out,mrr,3,3,0.12882126320600482,0.1529594941009925,-0.013310028174893051,1,1,P30_via_P32,/home/wangminan/projects/chronaris/docs/artifacts/assets/stage_i_cross_evidence_matrix/20260702T-stage-i-cross-evidence-matrix-gpuopt-r1/cross_evidence_matrix.csv,T1/T2/T3 proxy tasks on private real dual-stream Stage H data
private_model_comparison,private_real_dual_stream,T3_paired_pilot_window_retrieval,leave_one_sortie_out,top1,3,3,0.0405405405405405,0.0675675675675675,-0.02027027027027025,0,2,P30_via_P32,/home/wangminan/projects/chronaris/docs/artifacts/assets/stage_i_cross_evidence_matrix/20260702T-stage-i-cross-evidence-matrix-gpuopt-r1/cross_evidence_matrix.csv,T1/T2/T3 proxy tasks on private real dual-stream Stage H data
private_model_comparison,private_real_dual_stream,T3_paired_pilot_window_retrieval,leave_one_sortie_out,top3,3,3,0.09909909909909903,0.1216216216216216,-0.00675675675675675,1,1,P30_via_P32,/home/wangminan/projects/chronaris/docs/artifacts/assets/stage_i_cross_evidence_matrix/20260702T-stage-i-cross-evidence-matrix-gpuopt-r1/cross_evidence_matrix.csv,T1/T2/T3 proxy tasks on private real dual-stream Stage H data
private_model_comparison,private_real_dual_stream,T3_paired_pilot_window_retrieval,leave_one_sortie_out,top5,3,3,0.15315315315315312,0.1756756756756756,-0.00675675675675675,1,1,P30_via_P32,/home/wangminan/projects/chronaris/docs/artifacts/assets/stage_i_cross_evidence_matrix/20260702T-stage-i-cross-evidence-matrix-gpuopt-r1/cross_evidence_matrix.csv,T1/T2/T3 proxy tasks on private real dual-stream Stage H data
private_model_comparison,private_real_dual_stream,T3_paired_pilot_window_retrieval,leave_one_view_out,mrr,6,6,0.12298453845036116,0.1529594941009925,-0.00404570593759784,3,2,P30_via_P32; P37,/home/wangminan/projects/chronaris/docs/artifacts/assets/stage_i_cross_evidence_matrix/20260702T-stage-i-cross-evidence-matrix-gpuopt-r1/cross_evidence_matrix.csv; /home/wangminan/projects/chronaris/docs/artifacts/assets/stage_i_optimized_final_polish/20260702T-stage-i-optimized-final-polish-r1/t3_final_polish_metrics.csv,T1/T2/T3 proxy tasks on private real dual-stream Stage H data; P37 T3 is rejected and keeps P34 retrieval.
private_model_comparison,private_real_dual_stream,T3_paired_pilot_window_retrieval,leave_one_view_out,top1,6,6,0.0345345345345345,0.0675675675675675,-0.0081081081081081,0,5,P30_via_P32; P37,/home/wangminan/projects/chronaris/docs/artifacts/assets/stage_i_cross_evidence_matrix/20260702T-stage-i-cross-evidence-matrix-gpuopt-r1/cross_evidence_matrix.csv; /home/wangminan/projects/chronaris/docs/artifacts/assets/stage_i_optimized_final_polish/20260702T-stage-i-optimized-final-polish-r1/t3_final_polish_metrics.csv,T1/T2/T3 proxy tasks on private real dual-stream Stage H data; P37 T3 is rejected and keeps P34 retrieval.
private_model_comparison,private_real_dual_stream,T3_paired_pilot_window_retrieval,leave_one_view_out,top3,6,6,0.09309309309309306,0.1216216216216216,-4.0245584642661923e-17,3,2,P30_via_P32; P37,/home/wangminan/projects/chronaris/docs/artifacts/assets/stage_i_cross_evidence_matrix/20260702T-stage-i-cross-evidence-matrix-gpuopt-r1/cross_evidence_matrix.csv; /home/wangminan/projects/chronaris/docs/artifacts/assets/stage_i_optimized_final_polish/20260702T-stage-i-optimized-final-polish-r1/t3_final_polish_metrics.csv,T1/T2/T3 proxy tasks on private real dual-stream Stage H data; P37 T3 is rejected and keeps P34 retrieval.
private_model_comparison,private_real_dual_stream,T3_paired_pilot_window_retrieval,leave_one_view_out,top5,6,6,0.14714714714714708,0.1756756756756756,0.0,3,2,P30_via_P32; P37,/home/wangminan/projects/chronaris/docs/artifacts/assets/stage_i_cross_evidence_matrix/20260702T-stage-i-cross-evidence-matrix-gpuopt-r1/cross_evidence_matrix.csv; /home/wangminan/projects/chronaris/docs/artifacts/assets/stage_i_optimized_final_polish/20260702T-stage-i-optimized-final-polish-r1/t3_final_polish_metrics.csv,T1/T2/T3 proxy tasks on private real dual-stream Stage H data; P37 T3 is rejected and keeps P34 retrieval.
public_component_ablation,public_context_proxy,benchmark_only,LOSO,benchmark_only_macro_f1,8,8,0.30251654705894815,0.3025505716798592,3.402462091108699e-05,3,5,P31_via_P32,/home/wangminan/projects/chronaris/docs/artifacts/assets/stage_i_cross_evidence_matrix/20260702T-stage-i-cross-evidence-matrix-gpuopt-r1/cross_evidence_matrix.csv,public adapter context-proxy mechanism check
public_component_ablation,public_context_proxy,combined,LOSO,combined_balanced_accuracy,8,8,0.34624094202898553,0.3858695652173913,-0.00022644927536228797,3,5,P31_via_P32,/home/wangminan/projects/chronaris/docs/artifacts/assets/stage_i_cross_evidence_matrix/20260702T-stage-i-cross-evidence-matrix-gpuopt-r1/cross_evidence_matrix.csv,public adapter context-proxy mechanism check
public_component_ablation,public_context_proxy,combined,LOSO,combined_macro_f1,8,8,0.326238710716604,0.3941030062837564,0.0009529435875162999,3,5,P31_via_P32,/home/wangminan/projects/chronaris/docs/artifacts/assets/stage_i_cross_evidence_matrix/20260702T-stage-i-cross-evidence-matrix-gpuopt-r1/cross_evidence_matrix.csv,public adapter context-proxy mechanism check
public_component_ablation,public_context_proxy,combined,LOSO/fixed_public_split,combined_macro_f1,7,7,0.3978451333842371,0.4622019139053777,-0.014022128362126867,1,2,P35,/home/wangminan/projects/chronaris/docs/artifacts/assets/stage_i_stream_role_fusion/20260702T-stage-i-stream-role-fusion-r4-v3-confirm20/public_metrics.csv,P35 public rows are route checks on public context-proxy data.
public_component_ablation,public_context_proxy,heat_the_chair,LOSO,heat_the_chair_mae,8,8,1.1637796509791822,1.1847933916046338,-0.0018587738713797123,1,7,P31_via_P32,/home/wangminan/projects/chronaris/docs/artifacts/assets/stage_i_cross_evidence_matrix/20260702T-stage-i-cross-evidence-matrix-gpuopt-r1/cross_evidence_matrix.csv,public adapter context-proxy mechanism check
public_component_ablation,public_context_proxy,heat_the_chair,LOSO,heat_the_chair_rmse,8,8,1.46292867891269,1.473079488461215,0.0004953760631165624,3,5,P31_via_P32,/home/wangminan/projects/chronaris/docs/artifacts/assets/stage_i_cross_evidence_matrix/20260702T-stage-i-cross-evidence-matrix-gpuopt-r1/cross_evidence_matrix.csv,public adapter context-proxy mechanism check
public_component_ablation,public_context_proxy,heat_the_chair_balanced,LOSO,heat_the_chair_balanced_accuracy,8,8,0.534941326023204,0.5418798652222008,-0.00046196407695798755,3,5,P31_via_P32,/home/wangminan/projects/chronaris/docs/artifacts/assets/stage_i_cross_evidence_matrix/20260702T-stage-i-cross-evidence-matrix-gpuopt-r1/cross_evidence_matrix.csv,public adapter context-proxy mechanism check
public_component_ablation,public_context_proxy,heat_the_chair_macro,LOSO,heat_the_chair_macro_f1,8,8,0.5066223728568832,0.5299135774836304,0.000641501588493187,1,7,P31_via_P32,/home/wangminan/projects/chronaris/docs/artifacts/assets/stage_i_cross_evidence_matrix/20260702T-stage-i-cross-evidence-matrix-gpuopt-r1/cross_evidence_matrix.csv,public adapter context-proxy mechanism check
public_component_ablation,public_context_proxy,loft_only,LOSO,loft_only_macro_f1,8,8,0.44634276059628786,0.5267141812865498,0.050579885724494865,3,5,P31_via_P32,/home/wangminan/projects/chronaris/docs/artifacts/assets/stage_i_cross_evidence_matrix/20260702T-stage-i-cross-evidence-matrix-gpuopt-r1/cross_evidence_matrix.csv,public adapter context-proxy mechanism check
public_component_ablation,public_context_proxy,n_back,LOSO,n_back_mae,8,8,4.048940087472188,4.223455458063551,0.028907996661717675,4,4,P31_via_P32,/home/wangminan/projects/chronaris/docs/artifacts/assets/stage_i_cross_evidence_matrix/20260702T-stage-i-cross-evidence-matrix-gpuopt-r1/cross_evidence_matrix.csv,public adapter context-proxy mechanism check
public_component_ablation,public_context_proxy,n_back,LOSO,n_back_rmse,8,8,5.107401151810749,5.399251492917774,0.011654806774727623,4,4,P31_via_P32,/home/wangminan/projects/chronaris/docs/artifacts/assets/stage_i_cross_evidence_matrix/20260702T-stage-i-cross-evidence-matrix-gpuopt-r1/cross_evidence_matrix.csv,public adapter context-proxy mechanism check
