ablation_group,candidate_count,candidate_pool_policy,component,delta_vs_full,display_name_cn,evidence_layer,feature_family,leakage_safe,metric_definition,metric_direction,mrr,negative_similarity_mean,positive_similarity_mean,primary_metric_name,primary_metric_std,primary_metric_value,protocol,relative_delta_percent,seed_count,source_variant,split_strategy,task_name,task_type,top1_accuracy,top3_accuracy,top5_accuracy,valid_fold_count,valid_query_count,variant_name
model_backbone,,,continuous_state_backbone,-0.10327122153209106,双流连续表示,private_proxy_leakage_safe,dual_projection,True,Macro-F1 and balanced accuracy; higher is better.,higher_is_better,,,,macro_f1,0.0,0.2766045548654244,leakage_safe_v1,-59.57955088389869,5,f_full,leave_one_view_out,T1_maneuver_intensity_class,classification,,,,15,,continuous_dual_state
model_backbone,,,continuous_state_backbone,-364.03175625623663,双流连续表示,private_proxy_leakage_safe,dual_projection,True,RMSE/MAE/NRMSE with target_range normalization and persistence baseline; lower RMSE is better.,lower_is_better,,,,rmse,6.355287432313019e-14,498.66241860168594,leakage_safe_v1,-42.19708059535572,5,f_full,leave_one_view_out,T2_next_window_physiology_response,regression,,,,15,,continuous_dual_state
model_backbone,2738,same_sortie_cross_pilot,continuous_state_backbone,-0.04054054054054054,双流连续表示,private_proxy_leakage_safe,dual_projection,True,Top-k and MRR over leakage-safe candidate vectors; higher is better.,higher_is_better,0.15295949410099255,0.15552171116608107,0.16309382826895327,top1_accuracy,0.0,0.06756756756756757,leakage_safe_v1,-150.0,5,f_full,candidate_pool,T3_paired_pilot_window_retrieval,retrieval,0.06756756756756757,0.12162162162162163,0.17567567567567569,5,74,continuous_dual_state
model_backbone,,,full_model,0.0,完整方案,private_proxy_leakage_safe,full_safe,True,Macro-F1 and balanced accuracy; higher is better.,higher_is_better,,,,macro_f1,0.0,0.17333333333333334,leakage_safe_v1,0.0,5,chronaris_opt,leave_one_view_out,T1_maneuver_intensity_class,classification,,,,15,,full_model
model_backbone,,,full_model,0.0,完整方案,private_proxy_leakage_safe,full_safe,True,RMSE/MAE/NRMSE with target_range normalization and persistence baseline; lower RMSE is better.,lower_is_better,,,,rmse,0.0,862.6941748579226,leakage_safe_v1,0.0,5,chronaris_opt,leave_one_view_out,T2_next_window_physiology_response,regression,,,,15,,full_model
model_backbone,2738,same_sortie_cross_pilot,full_model,0.0,完整方案,private_proxy_leakage_safe,full_safe,True,Top-k and MRR over leakage-safe candidate vectors; higher is better.,higher_is_better,0.11994791108940953,0.10147719862157698,0.10666953993810188,top1_accuracy,0.0,0.02702702702702703,leakage_safe_v1,0.0,5,chronaris_opt,candidate_pool,T3_paired_pilot_window_retrieval,retrieval,0.02702702702702703,0.0945945945945946,0.14864864864864866,5,74,full_model
model_backbone,,,naive_time_sync,-0.10327122153209106,朴素时间同步,private_proxy_leakage_safe,dual_projection,True,Macro-F1 and balanced accuracy; higher is better.,higher_is_better,,,,macro_f1,0.0,0.2766045548654244,leakage_safe_v1,-59.57955088389869,5,f_full,leave_one_view_out,T1_maneuver_intensity_class,classification,,,,15,,naive_time_sync
model_backbone,,,naive_time_sync,-364.03175625623663,朴素时间同步,private_proxy_leakage_safe,dual_projection,True,RMSE/MAE/NRMSE with target_range normalization and persistence baseline; lower RMSE is better.,lower_is_better,,,,rmse,6.355287432313019e-14,498.66241860168594,leakage_safe_v1,-42.19708059535572,5,f_full,leave_one_view_out,T2_next_window_physiology_response,regression,,,,15,,naive_time_sync
model_backbone,2738,same_sortie_cross_pilot,naive_time_sync,-0.04054054054054054,朴素时间同步,private_proxy_leakage_safe,dual_projection,True,Top-k and MRR over leakage-safe candidate vectors; higher is better.,higher_is_better,0.15295949410099255,0.15552171116608107,0.16309382826895327,top1_accuracy,0.0,0.06756756756756757,leakage_safe_v1,-150.0,5,f_full,candidate_pool,T3_paired_pilot_window_retrieval,retrieval,0.06756756756756757,0.12162162162162163,0.17567567567567569,5,74,naive_time_sync
model_backbone,,,remove_causal_mask,0.0,移除因果掩码,private_proxy_leakage_safe,full_safe,True,Macro-F1 and balanced accuracy; higher is better.,higher_is_better,,,,macro_f1,0.0,0.17333333333333334,leakage_safe_v1,0.0,5,chronaris_opt_no_causal_mask,leave_one_view_out,T1_maneuver_intensity_class,classification,,,,15,,remove_causal_mask
