task_name,model_name,split_strategy,seed,fold_index,test_group,sample_count,status,macro_f1,balanced_accuracy,fold_skipped_reason,rmse,mae,nrmse,top1,top3,top5,mrr
T1_maneuver_intensity_class,mult,leave_one_view_out,43,1,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,37,completed,0.21783181357649442,0.358974358974359,,,,,,,,
T1_maneuver_intensity_class,mult,leave_one_view_out,43,2,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035,37,completed,0.2591016548463357,0.3846153846153846,,,,,,,,
T1_maneuver_intensity_class,mult,leave_one_view_out,43,3,20251005_四01_ACT-4_云_J20_22#01__pilot_10033,37,completed,0.16326530612244897,0.3333333333333333,,,,,,,,
T1_maneuver_intensity_class,mult,leave_one_sortie_out,17,1,20251002_单01_ACT-8_翼云_J16_12#01,74,completed,0.17333333333333334,0.3333333333333333,,,,,,,,
T1_maneuver_intensity_class,mult,leave_one_sortie_out,17,2,20251005_四01_ACT-4_云_J20_22#01,37,completed,0.21428571428571427,0.358974358974359,,,,,,,,
T1_maneuver_intensity_class,mult,leave_one_sortie_out,29,1,20251002_单01_ACT-8_翼云_J16_12#01,74,completed,0.28931683642819056,0.3461538461538461,,,,,,,,
T1_maneuver_intensity_class,mult,leave_one_sortie_out,29,2,20251005_四01_ACT-4_云_J20_22#01,37,completed,0.1702127659574468,0.3333333333333333,,,,,,,,
T1_maneuver_intensity_class,mult,leave_one_sortie_out,43,1,20251002_单01_ACT-8_翼云_J16_12#01,74,completed,0.2687136785497441,0.3333333333333333,,,,,,,,
T1_maneuver_intensity_class,mult,leave_one_sortie_out,43,2,20251005_四01_ACT-4_云_J20_22#01,37,completed,0.16326530612244897,0.3333333333333333,,,,,,,,
T1_maneuver_intensity_class,contiformer,leave_one_view_out,17,1,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,37,completed,0.17333333333333334,0.3333333333333333,,,,,,,,
T1_maneuver_intensity_class,contiformer,leave_one_view_out,17,2,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035,37,completed,0.2591016548463357,0.3846153846153846,,,,,,,,
T1_maneuver_intensity_class,contiformer,leave_one_view_out,17,3,20251005_四01_ACT-4_云_J20_22#01__pilot_10033,37,completed,0.1702127659574468,0.3333333333333333,,,,,,,,
T1_maneuver_intensity_class,contiformer,leave_one_view_out,29,1,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,37,completed,0.21428571428571427,0.358974358974359,,,,,,,,
T1_maneuver_intensity_class,contiformer,leave_one_view_out,29,2,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035,37,completed,0.17333333333333334,0.3333333333333333,,,,,,,,
T1_maneuver_intensity_class,contiformer,leave_one_view_out,29,3,20251005_四01_ACT-4_云_J20_22#01__pilot_10033,37,completed,0.16326530612244897,0.3333333333333333,,,,,,,,
T1_maneuver_intensity_class,contiformer,leave_one_view_out,43,1,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,37,completed,0.2591016548463357,0.3846153846153846,,,,,,,,
T1_maneuver_intensity_class,contiformer,leave_one_view_out,43,2,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035,37,completed,0.2591016548463357,0.3846153846153846,,,,,,,,
T1_maneuver_intensity_class,contiformer,leave_one_view_out,43,3,20251005_四01_ACT-4_云_J20_22#01__pilot_10033,37,completed,0.21428571428571427,0.358974358974359,,,,,,,,
T1_maneuver_intensity_class,contiformer,leave_one_sortie_out,17,1,20251002_单01_ACT-8_翼云_J16_12#01,74,completed,0.26257734732311006,0.3333333333333333,,,,,,,,
T1_maneuver_intensity_class,contiformer,leave_one_sortie_out,17,2,20251005_四01_ACT-4_云_J20_22#01,37,completed,0.21783181357649442,0.358974358974359,,,,,,,,
T1_maneuver_intensity_class,contiformer,leave_one_sortie_out,29,1,20251002_单01_ACT-8_翼云_J16_12#01,74,completed,0.2687136785497441,0.3333333333333333,,,,,,,,
T1_maneuver_intensity_class,contiformer,leave_one_sortie_out,29,2,20251005_四01_ACT-4_云_J20_22#01,37,completed,0.16326530612244897,0.3333333333333333,,,,,,,,
T1_maneuver_intensity_class,contiformer,leave_one_sortie_out,43,1,20251002_单01_ACT-8_翼云_J16_12#01,74,completed,0.26229508196721313,0.3333333333333333,,,,,,,,
T1_maneuver_intensity_class,contiformer,leave_one_sortie_out,43,2,20251005_四01_ACT-4_云_J20_22#01,37,completed,0.16326530612244897,0.3333333333333333,,,,,,,,
T1_maneuver_intensity_class,naive_time_sync,leave_one_view_out,17,1,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,0,skipped,,,no_safe_feature_columns,,,,,,,
T1_maneuver_intensity_class,naive_time_sync,leave_one_view_out,17,2,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035,0,skipped,,,no_safe_feature_columns,,,,,,,
T1_maneuver_intensity_class,naive_time_sync,leave_one_view_out,17,3,20251005_四01_ACT-4_云_J20_22#01__pilot_10033,0,skipped,,,no_safe_feature_columns,,,,,,,
T1_maneuver_intensity_class,naive_time_sync,leave_one_view_out,29,1,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,0,skipped,,,no_safe_feature_columns,,,,,,,
T1_maneuver_intensity_class,naive_time_sync,leave_one_view_out,29,2,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035,0,skipped,,,no_safe_feature_columns,,,,,,,
T1_maneuver_intensity_class,naive_time_sync,leave_one_view_out,29,3,20251005_四01_ACT-4_云_J20_22#01__pilot_10033,0,skipped,,,no_safe_feature_columns,,,,,,,
T1_maneuver_intensity_class,naive_time_sync,leave_one_view_out,43,1,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,0,skipped,,,no_safe_feature_columns,,,,,,,
T1_maneuver_intensity_class,naive_time_sync,leave_one_view_out,43,2,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035,0,skipped,,,no_safe_feature_columns,,,,,,,
T1_maneuver_intensity_class,naive_time_sync,leave_one_view_out,43,3,20251005_四01_ACT-4_云_J20_22#01__pilot_10033,0,skipped,,,no_safe_feature_columns,,,,,,,
T1_maneuver_intensity_class,naive_time_sync,leave_one_sortie_out,17,1,20251002_单01_ACT-8_翼云_J16_12#01,0,skipped,,,no_safe_feature_columns,,,,,,,
T1_maneuver_intensity_class,naive_time_sync,leave_one_sortie_out,17,2,20251005_四01_ACT-4_云_J20_22#01,0,skipped,,,no_safe_feature_columns,,,,,,,
T1_maneuver_intensity_class,naive_time_sync,leave_one_sortie_out,29,1,20251002_单01_ACT-8_翼云_J16_12#01,0,skipped,,,no_safe_feature_columns,,,,,,,
T1_maneuver_intensity_class,naive_time_sync,leave_one_sortie_out,29,2,20251005_四01_ACT-4_云_J20_22#01,0,skipped,,,no_safe_feature_columns,,,,,,,
T1_maneuver_intensity_class,naive_time_sync,leave_one_sortie_out,43,1,20251002_单01_ACT-8_翼云_J16_12#01,0,skipped,,,no_safe_feature_columns,,,,,,,
T1_maneuver_intensity_class,naive_time_sync,leave_one_sortie_out,43,2,20251005_四01_ACT-4_云_J20_22#01,0,skipped,,,no_safe_feature_columns,,,,,,,
T1_maneuver_intensity_class,classical_baseline,leave_one_view_out,17,1,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,37,completed,0.17333333333333334,0.3333333333333333,,,,,,,,
T1_maneuver_intensity_class,classical_baseline,leave_one_view_out,17,2,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035,37,completed,0.29891304347826086,0.4102564102564103,,,,,,,,
T1_maneuver_intensity_class,classical_baseline,leave_one_view_out,17,3,20251005_四01_ACT-4_云_J20_22#01__pilot_10033,37,completed,0.16326530612244897,0.3076923076923077,,,,,,,,
T1_maneuver_intensity_class,classical_baseline,leave_one_view_out,29,1,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,37,completed,0.17333333333333334,0.3333333333333333,,,,,,,,
T1_maneuver_intensity_class,classical_baseline,leave_one_view_out,29,2,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035,37,completed,0.29891304347826086,0.4102564102564103,,,,,,,,
T1_maneuver_intensity_class,classical_baseline,leave_one_view_out,29,3,20251005_四01_ACT-4_云_J20_22#01__pilot_10033,37,completed,0.16326530612244897,0.3076923076923077,,,,,,,,
T1_maneuver_intensity_class,classical_baseline,leave_one_view_out,43,1,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,37,completed,0.17333333333333334,0.3333333333333333,,,,,,,,
T1_maneuver_intensity_class,classical_baseline,leave_one_view_out,43,2,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035,37,completed,0.29891304347826086,0.4102564102564103,,,,,,,,
T1_maneuver_intensity_class,classical_baseline,leave_one_view_out,43,3,20251005_四01_ACT-4_云_J20_22#01__pilot_10033,37,completed,0.16326530612244897,0.3076923076923077,,,,,,,,
T1_maneuver_intensity_class,classical_baseline,leave_one_sortie_out,17,1,20251002_单01_ACT-8_翼云_J16_12#01,74,completed,0.21428571428571427,0.358974358974359,,,,,,,,
T1_maneuver_intensity_class,classical_baseline,leave_one_sortie_out,17,2,20251005_四01_ACT-4_云_J20_22#01,37,completed,0.16326530612244897,0.3076923076923077,,,,,,,,
T1_maneuver_intensity_class,classical_baseline,leave_one_sortie_out,29,1,20251002_单01_ACT-8_翼云_J16_12#01,74,completed,0.21428571428571427,0.358974358974359,,,,,,,,
T1_maneuver_intensity_class,classical_baseline,leave_one_sortie_out,29,2,20251005_四01_ACT-4_云_J20_22#01,37,completed,0.16326530612244897,0.3076923076923077,,,,,,,,
T1_maneuver_intensity_class,classical_baseline,leave_one_sortie_out,43,1,20251002_单01_ACT-8_翼云_J16_12#01,74,completed,0.21428571428571427,0.358974358974359,,,,,,,,
T1_maneuver_intensity_class,classical_baseline,leave_one_sortie_out,43,2,20251005_四01_ACT-4_云_J20_22#01,37,completed,0.16326530612244897,0.3076923076923077,,,,,,,,
T2_next_window_physiology_response,chronaris_full,leave_one_view_out,17,1,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,36,completed,,,,952.4442173461154,946.0095677781062,12.168658276944782,,,,
T2_next_window_physiology_response,chronaris_full,leave_one_view_out,17,2,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035,36,completed,,,,1010.9359765512205,1000.3955387130029,12.915963176088928,,,,
T2_next_window_physiology_response,chronaris_full,leave_one_view_out,17,3,20251005_四01_ACT-4_云_J20_22#01__pilot_10033,36,completed,,,,550.9829236553088,341.26859342903833,1.2583396029377678,,,,
T2_next_window_physiology_response,chronaris_full,leave_one_view_out,29,1,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,36,completed,,,,952.4442173461154,946.0095677781062,12.168658276944782,,,,
T2_next_window_physiology_response,chronaris_full,leave_one_view_out,29,2,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035,36,completed,,,,1010.9359765512205,1000.3955387130029,12.915963176088928,,,,
T2_next_window_physiology_response,chronaris_full,leave_one_view_out,29,3,20251005_四01_ACT-4_云_J20_22#01__pilot_10033,36,completed,,,,550.9829236553088,341.26859342903833,1.2583396029377678,,,,
T2_next_window_physiology_response,chronaris_full,leave_one_view_out,43,1,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,36,completed,,,,952.4442173461154,946.0095677781062,12.168658276944782,,,,
T2_next_window_physiology_response,chronaris_full,leave_one_view_out,43,2,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035,36,completed,,,,1010.9359765512205,1000.3955387130029,12.915963176088928,,,,
T2_next_window_physiology_response,chronaris_full,leave_one_view_out,43,3,20251005_四01_ACT-4_云_J20_22#01__pilot_10033,36,completed,,,,550.9829236553088,341.26859342903833,1.2583396029377678,,,,
T2_next_window_physiology_response,chronaris_full,leave_one_sortie_out,17,1,20251002_单01_ACT-8_翼云_J16_12#01,72,completed,,,,1672.9749590382673,1643.7791323811525,21.374333752739226,,,,
T2_next_window_physiology_response,chronaris_full,leave_one_sortie_out,17,2,20251005_四01_ACT-4_云_J20_22#01,36,completed,,,,550.9829236553088,341.26859342903833,1.2583396029377678,,,,
T2_next_window_physiology_response,chronaris_full,leave_one_sortie_out,29,1,20251002_单01_ACT-8_翼云_J16_12#01,72,completed,,,,1672.9749590382673,1643.7791323811525,21.374333752739226,,,,
T2_next_window_physiology_response,chronaris_full,leave_one_sortie_out,29,2,20251005_四01_ACT-4_云_J20_22#01,36,completed,,,,550.9829236553088,341.26859342903833,1.2583396029377678,,,,
T2_next_window_physiology_response,chronaris_full,leave_one_sortie_out,43,1,20251002_单01_ACT-8_翼云_J16_12#01,72,completed,,,,1672.9749590382673,1643.7791323811525,21.374333752739226,,,,
T2_next_window_physiology_response,chronaris_full,leave_one_sortie_out,43,2,20251005_四01_ACT-4_云_J20_22#01,36,completed,,,,550.9829236553088,341.26859342903833,1.2583396029377678,,,,
T2_next_window_physiology_response,mult,leave_one_view_out,17,1,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,36,completed,,,,206.13991380249485,190.68902587890625,2.6336934566497803,,,,
T2_next_window_physiology_response,mult,leave_one_view_out,17,2,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035,36,completed,,,,209.16261616264032,193.95355224609375,2.6723122596740723,,,,
T2_next_window_physiology_response,mult,leave_one_view_out,17,3,20251005_四01_ACT-4_云_J20_22#01__pilot_10033,36,completed,,,,617.9389381241483,435.9408264160156,1.4112544059753418,,,,
T2_next_window_physiology_response,mult,leave_one_view_out,29,1,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,36,completed,,,,207.93532084821473,192.650390625,2.6566321849823,,,,
T2_next_window_physiology_response,mult,leave_one_view_out,29,2,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035,36,completed,,,,208.2028945824241,192.91514587402344,2.660050868988037,,,,
T2_next_window_physiology_response,mult,leave_one_view_out,29,3,20251005_四01_ACT-4_云_J20_22#01__pilot_10033,36,completed,,,,617.9376738393606,435.9403991699219,1.411251425743103,,,,
T2_next_window_physiology_response,mult,leave_one_view_out,43,1,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,36,completed,,,,207.24932147054184,191.87652587890625,2.6478676795959473,,,,
T2_next_window_physiology_response,mult,leave_one_view_out,43,2,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035,36,completed,,,,206.4302810575522,190.9680938720703,2.6374034881591797,,,,
T2_next_window_physiology_response,mult,leave_one_view_out,43,3,20251005_四01_ACT-4_云_J20_22#01__pilot_10033,36,completed,,,,617.6038121239214,435.5028991699219,1.4104889631271362,,,,
T2_next_window_physiology_response,mult,leave_one_sortie_out,17,1,20251002_单01_ACT-8_翼云_J16_12#01,72,completed,,,,209.21068178991243,194.002197265625,2.672926187515259,,,,
T2_next_window_physiology_response,mult,leave_one_sortie_out,17,2,20251005_四01_ACT-4_云_J20_22#01,36,completed,,,,617.1151634824735,434.762451171875,1.4093729257583618,,,,
T2_next_window_physiology_response,mult,leave_one_sortie_out,29,1,20251002_单01_ACT-8_翼云_J16_12#01,72,completed,,,,209.3101765323416,194.11512756347656,2.6741974353790283,,,,
T2_next_window_physiology_response,mult,leave_one_sortie_out,29,2,20251005_四01_ACT-4_云_J20_22#01,36,completed,,,,618.8886965763714,437.3280029296875,1.4134232997894287,,,,
T2_next_window_physiology_response,mult,leave_one_sortie_out,43,1,20251002_单01_ACT-8_翼云_J16_12#01,72,completed,,,,209.56414963561875,194.39952087402344,2.6774423122406006,,,,
T2_next_window_physiology_response,mult,leave_one_sortie_out,43,2,20251005_四01_ACT-4_云_J20_22#01,36,completed,,,,616.4897099708965,433.864013671875,1.4079444408416748,,,,
T2_next_window_physiology_response,contiformer,leave_one_view_out,17,1,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,36,completed,,,,206.7736061946737,191.38693237304688,2.6417899131774902,,,,
T2_next_window_physiology_response,contiformer,leave_one_view_out,17,2,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035,36,completed,,,,207.22206536708393,191.85438537597656,2.64751935005188,,,,
T2_next_window_physiology_response,contiformer,leave_one_view_out,17,3,20251005_四01_ACT-4_云_J20_22#01__pilot_10033,36,completed,,,,618.9196737057241,437.39874267578125,1.4134941101074219,,,,
T2_next_window_physiology_response,contiformer,leave_one_view_out,29,1,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,36,completed,,,,207.26411667845449,191.91775512695312,2.648056745529175,,,,
T2_next_window_physiology_response,contiformer,leave_one_view_out,29,2,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035,36,completed,,,,207.6581005372774,192.32443237304688,2.653090238571167,,,,
T2_next_window_physiology_response,contiformer,leave_one_view_out,29,3,20251005_四01_ACT-4_云_J20_22#01__pilot_10033,36,completed,,,,618.2774205403267,436.46600341796875,1.4120272397994995,,,,
T2_next_window_physiology_response,contiformer,leave_one_view_out,43,1,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,36,completed,,,,207.25715269623387,191.90733337402344,2.64796781539917,,,,
T2_next_window_physiology_response,contiformer,leave_one_view_out,43,2,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035,36,completed,,,,207.30881629226482,191.9420623779297,2.648627996444702,,,,
T2_next_window_physiology_response,contiformer,leave_one_view_out,43,3,20251005_四01_ACT-4_云_J20_22#01__pilot_10033,36,completed,,,,618.3350376211913,436.571044921875,1.4121588468551636,,,,
T2_next_window_physiology_response,contiformer,leave_one_sortie_out,17,1,20251002_单01_ACT-8_翼云_J16_12#01,72,completed,,,,209.43030985867352,194.2447052001953,2.675732374191284,,,,
T2_next_window_physiology_response,contiformer,leave_one_sortie_out,17,2,20251005_四01_ACT-4_云_J20_22#01,36,completed,,,,618.6980281203424,437.0601806640625,1.4129878282546997,,,,
T2_next_window_physiology_response,contiformer,leave_one_sortie_out,29,1,20251002_单01_ACT-8_翼云_J16_12#01,72,completed,,,,210.24588469515876,195.1312713623047,2.686152219772339,,,,
T2_next_window_physiology_response,contiformer,leave_one_sortie_out,29,2,20251005_四01_ACT-4_云_J20_22#01,36,completed,,,,619.1067658328408,437.6639404296875,1.4139213562011719,,,,
T2_next_window_physiology_response,contiformer,leave_one_sortie_out,43,1,20251002_单01_ACT-8_翼云_J16_12#01,72,completed,,,,209.42216819441538,194.24066162109375,2.675628185272217,,,,
T2_next_window_physiology_response,contiformer,leave_one_sortie_out,43,2,20251005_四01_ACT-4_云_J20_22#01,36,completed,,,,618.8303483185032,437.23077392578125,1.413290023803711,,,,
T2_next_window_physiology_response,naive_time_sync,leave_one_view_out,17,1,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,0,skipped,,,no_safe_feature_columns,,,,,,,
T2_next_window_physiology_response,naive_time_sync,leave_one_view_out,17,2,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035,0,skipped,,,no_safe_feature_columns,,,,,,,
T2_next_window_physiology_response,naive_time_sync,leave_one_view_out,17,3,20251005_四01_ACT-4_云_J20_22#01__pilot_10033,0,skipped,,,no_safe_feature_columns,,,,,,,
T2_next_window_physiology_response,naive_time_sync,leave_one_view_out,29,1,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,0,skipped,,,no_safe_feature_columns,,,,,,,
T2_next_window_physiology_response,naive_time_sync,leave_one_view_out,29,2,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035,0,skipped,,,no_safe_feature_columns,,,,,,,
T2_next_window_physiology_response,naive_time_sync,leave_one_view_out,29,3,20251005_四01_ACT-4_云_J20_22#01__pilot_10033,0,skipped,,,no_safe_feature_columns,,,,,,,
T2_next_window_physiology_response,naive_time_sync,leave_one_view_out,43,1,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,0,skipped,,,no_safe_feature_columns,,,,,,,
T2_next_window_physiology_response,naive_time_sync,leave_one_view_out,43,2,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035,0,skipped,,,no_safe_feature_columns,,,,,,,
T2_next_window_physiology_response,naive_time_sync,leave_one_view_out,43,3,20251005_四01_ACT-4_云_J20_22#01__pilot_10033,0,skipped,,,no_safe_feature_columns,,,,,,,
T2_next_window_physiology_response,naive_time_sync,leave_one_sortie_out,17,1,20251002_单01_ACT-8_翼云_J16_12#01,0,skipped,,,no_safe_feature_columns,,,,,,,
T2_next_window_physiology_response,naive_time_sync,leave_one_sortie_out,17,2,20251005_四01_ACT-4_云_J20_22#01,0,skipped,,,no_safe_feature_columns,,,,,,,
T2_next_window_physiology_response,naive_time_sync,leave_one_sortie_out,29,1,20251002_单01_ACT-8_翼云_J16_12#01,0,skipped,,,no_safe_feature_columns,,,,,,,
T2_next_window_physiology_response,naive_time_sync,leave_one_sortie_out,29,2,20251005_四01_ACT-4_云_J20_22#01,0,skipped,,,no_safe_feature_columns,,,,,,,
T2_next_window_physiology_response,naive_time_sync,leave_one_sortie_out,43,1,20251002_单01_ACT-8_翼云_J16_12#01,0,skipped,,,no_safe_feature_columns,,,,,,,
T2_next_window_physiology_response,naive_time_sync,leave_one_sortie_out,43,2,20251005_四01_ACT-4_云_J20_22#01,0,skipped,,,no_safe_feature_columns,,,,,,,
T2_next_window_physiology_response,classical_baseline,leave_one_view_out,17,1,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,36,completed,,,,658.2313032249232,648.462540620059,8.409722743081527,,,,
T2_next_window_physiology_response,classical_baseline,leave_one_view_out,17,2,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035,36,completed,,,,214.90239473708058,150.87886670157312,2.745645106376157,,,,
T2_next_window_physiology_response,classical_baseline,leave_one_view_out,17,3,20251005_四01_ACT-4_云_J20_22#01__pilot_10033,36,completed,,,,516.2762200296816,283.56565356601027,1.1790761307237505,,,,
T2_next_window_physiology_response,classical_baseline,leave_one_view_out,29,1,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,36,completed,,,,658.2313032249232,648.462540620059,8.409722743081527,,,,
T2_next_window_physiology_response,classical_baseline,leave_one_view_out,29,2,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035,36,completed,,,,214.90239473708058,150.87886670157312,2.745645106376157,,,,
T2_next_window_physiology_response,classical_baseline,leave_one_view_out,29,3,20251005_四01_ACT-4_云_J20_22#01__pilot_10033,36,completed,,,,516.2762200296816,283.56565356601027,1.1790761307237505,,,,
T2_next_window_physiology_response,classical_baseline,leave_one_view_out,43,1,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,36,completed,,,,658.2313032249232,648.462540620059,8.409722743081527,,,,
T2_next_window_physiology_response,classical_baseline,leave_one_view_out,43,2,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035,36,completed,,,,214.90239473708058,150.87886670157312,2.745645106376157,,,,
T2_next_window_physiology_response,classical_baseline,leave_one_view_out,43,3,20251005_四01_ACT-4_云_J20_22#01__pilot_10033,36,completed,,,,516.2762200296816,283.56565356601027,1.1790761307237505,,,,
T2_next_window_physiology_response,classical_baseline,leave_one_sortie_out,17,1,20251002_单01_ACT-8_翼云_J16_12#01,72,completed,,,,22052.322129416534,16858.520787145364,281.74581494515024,,,,
T2_next_window_physiology_response,classical_baseline,leave_one_sortie_out,17,2,20251005_四01_ACT-4_云_J20_22#01,36,completed,,,,516.2762200296816,283.56565356601027,1.1790761307237505,,,,
T2_next_window_physiology_response,classical_baseline,leave_one_sortie_out,29,1,20251002_单01_ACT-8_翼云_J16_12#01,72,completed,,,,22052.322129416534,16858.520787145364,281.74581494515024,,,,
T2_next_window_physiology_response,classical_baseline,leave_one_sortie_out,29,2,20251005_四01_ACT-4_云_J20_22#01,36,completed,,,,516.2762200296816,283.56565356601027,1.1790761307237505,,,,
T2_next_window_physiology_response,classical_baseline,leave_one_sortie_out,43,1,20251002_单01_ACT-8_翼云_J16_12#01,72,completed,,,,22052.322129416534,16858.520787145364,281.74581494515024,,,,
