seed,variant,method_name,role,status,sample_count,checkpoint_sha256,representation_sha256,output_root
17,no_physics,chronaris_no_physics,train,completed,384,a8ac2309961c1da56211df2ef4eeac3a86bc48b9bb641b3d7ce828e9fe8fd39b,d044270dbb46caca9dace7dde53b92c3bceec65bb7c186645657d686899a0838,artifacts/application_evaluation/2026-07-12_simulation-chronaris-ablation-representations-smoke/representations/seed_17/chronaris_no_physics/train
17,no_physics,chronaris_no_physics,validation,completed,96,a8ac2309961c1da56211df2ef4eeac3a86bc48b9bb641b3d7ce828e9fe8fd39b,d264d9da646de11aca73d6778b89d7ba0719a6d3f23d1dc774bd98c5dd29e3d8,artifacts/application_evaluation/2026-07-12_simulation-chronaris-ablation-representations-smoke/representations/seed_17/chronaris_no_physics/validation
17,no_physics,chronaris_no_physics,held_out,completed,192,a8ac2309961c1da56211df2ef4eeac3a86bc48b9bb641b3d7ce828e9fe8fd39b,1390903c613473994e76d1cc609dcff7f0793da1c8a4df886906eb452f3b2d7b,artifacts/application_evaluation/2026-07-12_simulation-chronaris-ablation-representations-smoke/representations/seed_17/chronaris_no_physics/held_out
