seed,role,reference_method,comparison_method,consumer,unit_metric,difference_semantics,mean_difference,bootstrap_lower,bootstrap_upper,permutation_p_value,independent_unit_count,smoke_only
29,held_out,chronaris,naive_time_sync,end_to_end_tcn_duration,frame_accuracy,positive_favors_reference,0.21348741319444445,0.1696940104166667,0.2601467556423611,9.999000099990002e-05,48,False
29,held_out,chronaris,physiology_only,end_to_end_tcn_duration,frame_accuracy,positive_favors_reference,0.09461805555555554,0.04902886284722223,0.14562581380208328,0.0006999300069993001,48,False
29,held_out,chronaris,vehicle_only,end_to_end_tcn_duration,frame_accuracy,positive_favors_reference,0.15771484374999997,0.12851969401041666,0.18788384331597222,9.999000099990002e-05,48,False
29,held_out,chronaris,contiformer,end_to_end_tcn_raw,frame_accuracy,positive_favors_reference,0.045681423611111105,0.003900824652777773,0.08355170355902776,0.022497750224977502,48,False
29,held_out,chronaris,mult,end_to_end_tcn_raw,frame_accuracy,positive_favors_reference,-0.04535590277777777,-0.08735487196180555,-0.0037339952256944765,0.045295470452954706,48,False
29,held_out,chronaris,naive_time_sync,end_to_end_tcn_raw,frame_accuracy,positive_favors_reference,0.17979600694444445,0.13253445095486108,0.22775743272569446,9.999000099990002e-05,48,False
29,held_out,chronaris,physiology_only,end_to_end_tcn_raw,frame_accuracy,positive_favors_reference,0.06971571180555557,0.023484971788194465,0.11794704861111112,0.007999200079992,48,False
29,held_out,chronaris,vehicle_only,end_to_end_tcn_raw,frame_accuracy,positive_favors_reference,0.14767795138888887,0.1160983615451389,0.17816975911458333,9.999000099990002e-05,48,False
43,held_out,chronaris,contiformer,end_to_end_linear,classification_correct,positive_favors_reference,0.057291666666666664,-0.020833333333333332,0.13541666666666666,0.21157884211578842,48,False
43,held_out,chronaris,mult,end_to_end_linear,classification_correct,positive_favors_reference,0.06770833333333333,-0.015625,0.15625,0.15348465153484653,48,False
43,held_out,chronaris,naive_time_sync,end_to_end_linear,classification_correct,positive_favors_reference,0.15625,0.06770833333333333,0.24479166666666666,0.0020997900209979003,48,False
43,held_out,chronaris,physiology_only,end_to_end_linear,classification_correct,positive_favors_reference,-0.036458333333333336,-0.13541666666666666,0.057291666666666664,0.531946805319468,48,False
43,held_out,chronaris,vehicle_only,end_to_end_linear,classification_correct,positive_favors_reference,0.046875,-0.052083333333333336,0.14583333333333334,0.3935606439356064,48,False
43,held_out,chronaris,contiformer,end_to_end_linear,regression_absolute_error,positive_favors_reference,-0.010413195006549358,-0.019231445117232703,-0.001740044021668536,0.022297770222977704,48,False
43,held_out,chronaris,mult,end_to_end_linear,regression_absolute_error,positive_favors_reference,0.0010334905236959457,-0.003064723910453419,0.0049378048706178864,0.6335366463353664,48,False
43,held_out,chronaris,naive_time_sync,end_to_end_linear,regression_absolute_error,positive_favors_reference,0.1508509044845899,0.1311131487367675,0.1713935585770135,9.999000099990002e-05,48,False
43,held_out,chronaris,physiology_only,end_to_end_linear,regression_absolute_error,positive_favors_reference,0.016665237334867317,0.008990930245878796,0.02406142412219196,0.00019998000199980003,48,False
43,held_out,chronaris,vehicle_only,end_to_end_linear,regression_absolute_error,positive_favors_reference,0.011035739133755365,-0.0014286030394335587,0.023284107609651983,0.09549045095490451,48,False
43,held_out,chronaris,contiformer,end_to_end_tcn_duration,frame_accuracy,positive_favors_reference,0.07953559027777778,0.03976779513888889,0.12370198567708333,0.0006999300069993001,48,False
43,held_out,chronaris,mult,end_to_end_tcn_duration,frame_accuracy,positive_favors_reference,-0.04969618055555555,-0.08035074869791665,-0.019638400607638894,0.0029997000299970002,48,False
43,held_out,chronaris,naive_time_sync,end_to_end_tcn_duration,frame_accuracy,positive_favors_reference,0.04454210069444444,0.013505045572916657,0.07595621744791665,0.0086991300869913,48,False
43,held_out,chronaris,physiology_only,end_to_end_tcn_duration,frame_accuracy,positive_favors_reference,0.12977430555555555,0.08603922526041666,0.1777913411458333,9.999000099990002e-05,48,False
43,held_out,chronaris,vehicle_only,end_to_end_tcn_duration,frame_accuracy,positive_favors_reference,0.18343098958333334,0.14707031249999997,0.22189941406249997,9.999000099990002e-05,48,False
43,held_out,chronaris,contiformer,end_to_end_tcn_raw,frame_accuracy,positive_favors_reference,0.05891927083333332,0.02132161458333333,0.10004340277777779,0.0058994100589941,48,False
43,held_out,chronaris,mult,end_to_end_tcn_raw,frame_accuracy,positive_favors_reference,-0.07503255208333333,-0.10558132595486112,-0.046058485243055565,9.999000099990002e-05,48,False
43,held_out,chronaris,naive_time_sync,end_to_end_tcn_raw,frame_accuracy,positive_favors_reference,0.029676649305555552,-0.00721842447916667,0.06673583984374998,0.13958604139586042,48,False
43,held_out,chronaris,physiology_only,end_to_end_tcn_raw,frame_accuracy,positive_favors_reference,0.11295572916666667,0.07128770616319445,0.15793321397569446,9.999000099990002e-05,48,False
43,held_out,chronaris,vehicle_only,end_to_end_tcn_raw,frame_accuracy,positive_favors_reference,0.17306857638888892,0.13617485894097223,0.21153564453125004,9.999000099990002e-05,48,False
