dataset,task,consumer,method,seed,fold,role,metric,value,direction,status,reason,smoke_only,representation_family
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_raw,contiformer,17,simulation_g1_to_g2_end_to_end__seed_17,held_out,frame_macro_f1,0.3153226110441281,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_raw,contiformer,17,simulation_g1_to_g2_end_to_end__seed_17,held_out,segmental_f1_iou_0.10,0.3878902693990736,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_raw,contiformer,17,simulation_g1_to_g2_end_to_end__seed_17,held_out,segmental_f1_iou_0.25,0.2912068799936447,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_raw,contiformer,17,simulation_g1_to_g2_end_to_end__seed_17,held_out,segmental_f1_iou_0.50,0.16753512946068094,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_raw,contiformer,17,simulation_g1_to_g2_end_to_end__seed_17,held_out,boundary_f1_1s,0.21552159033776683,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_raw,contiformer,17,simulation_g1_to_g2_end_to_end__seed_17,held_out,boundary_f1_2s,0.2822648773475979,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_raw,contiformer,17,simulation_g1_to_g2_end_to_end__seed_17,held_out,edit_score,0.3792617747006534,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_raw,contiformer,17,simulation_g1_to_g2_end_to_end__seed_17,held_out,boundary_detection_delay_s,4.556664156626506,lower,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_duration,contiformer,17,simulation_g1_to_g2_end_to_end__seed_17,held_out,frame_macro_f1,0.3374936020785516,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_duration,contiformer,17,simulation_g1_to_g2_end_to_end__seed_17,held_out,segmental_f1_iou_0.10,0.4393067751145365,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_duration,contiformer,17,simulation_g1_to_g2_end_to_end__seed_17,held_out,segmental_f1_iou_0.25,0.3485354943306047,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_duration,contiformer,17,simulation_g1_to_g2_end_to_end__seed_17,held_out,segmental_f1_iou_0.50,0.236961193165395,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_duration,contiformer,17,simulation_g1_to_g2_end_to_end__seed_17,held_out,boundary_f1_1s,0.156591464903906,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_duration,contiformer,17,simulation_g1_to_g2_end_to_end__seed_17,held_out,boundary_f1_2s,0.2269400082594153,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_duration,contiformer,17,simulation_g1_to_g2_end_to_end__seed_17,held_out,edit_score,0.5122908775252526,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_duration,contiformer,17,simulation_g1_to_g2_end_to_end__seed_17,held_out,boundary_detection_delay_s,3.515358361774744,lower,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_future_workload_classification,end_to_end_linear,chronaris,17,simulation_g1_to_g2_end_to_end__seed_17,validation,macro_f1,0.4610722960959608,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_future_workload_classification,end_to_end_linear,chronaris,17,simulation_g1_to_g2_end_to_end__seed_17,validation,balanced_accuracy,0.46265985206271165,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_future_workload_classification,end_to_end_linear,chronaris,17,simulation_g1_to_g2_end_to_end__seed_17,validation,macro_auprc,0.4562750158995663,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_future_workload_classification,end_to_end_linear,chronaris,17,simulation_g1_to_g2_end_to_end__seed_17,validation,brier_score,0.6217418439284419,lower,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_future_workload_classification,end_to_end_linear,chronaris,17,simulation_g1_to_g2_end_to_end__seed_17,validation,ece_10_bins,0.06888471605877083,lower,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_future_workload_regression,end_to_end_linear,chronaris,17,simulation_g1_to_g2_end_to_end__seed_17,validation,mae,0.1622222432245811,lower,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_future_workload_regression,end_to_end_linear,chronaris,17,simulation_g1_to_g2_end_to_end__seed_17,validation,rmse,0.1873926683616016,lower,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_future_workload_regression,end_to_end_linear,chronaris,17,simulation_g1_to_g2_end_to_end__seed_17,validation,spearman,0.3564975583288117,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_raw,chronaris,17,simulation_g1_to_g2_end_to_end__seed_17,validation,frame_macro_f1,0.5280652545365125,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_raw,chronaris,17,simulation_g1_to_g2_end_to_end__seed_17,validation,segmental_f1_iou_0.10,0.523122611956931,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_raw,chronaris,17,simulation_g1_to_g2_end_to_end__seed_17,validation,segmental_f1_iou_0.25,0.4268417939749461,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_raw,chronaris,17,simulation_g1_to_g2_end_to_end__seed_17,validation,segmental_f1_iou_0.50,0.29558993668368666,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_raw,chronaris,17,simulation_g1_to_g2_end_to_end__seed_17,validation,boundary_f1_1s,0.15245446925045036,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_raw,chronaris,17,simulation_g1_to_g2_end_to_end__seed_17,validation,boundary_f1_2s,0.26232245578283914,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_raw,chronaris,17,simulation_g1_to_g2_end_to_end__seed_17,validation,edit_score,0.43808626390379485,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_raw,chronaris,17,simulation_g1_to_g2_end_to_end__seed_17,validation,boundary_detection_delay_s,3.8069661458333335,lower,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_duration,chronaris,17,simulation_g1_to_g2_end_to_end__seed_17,validation,frame_macro_f1,0.5715642978607599,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_duration,chronaris,17,simulation_g1_to_g2_end_to_end__seed_17,validation,segmental_f1_iou_0.10,0.6757664180361548,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_duration,chronaris,17,simulation_g1_to_g2_end_to_end__seed_17,validation,segmental_f1_iou_0.25,0.5857360886554965,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_duration,chronaris,17,simulation_g1_to_g2_end_to_end__seed_17,validation,segmental_f1_iou_0.50,0.41974747657313455,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_duration,chronaris,17,simulation_g1_to_g2_end_to_end__seed_17,validation,boundary_f1_1s,0.18482790017716488,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_duration,chronaris,17,simulation_g1_to_g2_end_to_end__seed_17,validation,boundary_f1_2s,0.28929738902165375,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_duration,chronaris,17,simulation_g1_to_g2_end_to_end__seed_17,validation,edit_score,0.7000529852092351,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_duration,chronaris,17,simulation_g1_to_g2_end_to_end__seed_17,validation,boundary_detection_delay_s,3.9337225274725274,lower,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_future_workload_classification,end_to_end_linear,chronaris,17,simulation_g1_to_g2_end_to_end__seed_17,held_out,macro_f1,0.2893607828952657,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_future_workload_classification,end_to_end_linear,chronaris,17,simulation_g1_to_g2_end_to_end__seed_17,held_out,balanced_accuracy,0.3728262574118106,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_future_workload_classification,end_to_end_linear,chronaris,17,simulation_g1_to_g2_end_to_end__seed_17,held_out,macro_auprc,0.41150228260262106,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_future_workload_classification,end_to_end_linear,chronaris,17,simulation_g1_to_g2_end_to_end__seed_17,held_out,brier_score,0.7514469378249373,lower,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_future_workload_classification,end_to_end_linear,chronaris,17,simulation_g1_to_g2_end_to_end__seed_17,held_out,ece_10_bins,0.14808911845708883,lower,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_future_workload_regression,end_to_end_linear,chronaris,17,simulation_g1_to_g2_end_to_end__seed_17,held_out,mae,0.23586581942314902,lower,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_future_workload_regression,end_to_end_linear,chronaris,17,simulation_g1_to_g2_end_to_end__seed_17,held_out,rmse,0.2714376354654394,lower,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_future_workload_regression,end_to_end_linear,chronaris,17,simulation_g1_to_g2_end_to_end__seed_17,held_out,spearman,0.27121210258768963,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_raw,chronaris,17,simulation_g1_to_g2_end_to_end__seed_17,held_out,frame_macro_f1,0.3162907033302183,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_raw,chronaris,17,simulation_g1_to_g2_end_to_end__seed_17,held_out,segmental_f1_iou_0.10,0.3662506359988356,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_raw,chronaris,17,simulation_g1_to_g2_end_to_end__seed_17,held_out,segmental_f1_iou_0.25,0.2901493654352489,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_raw,chronaris,17,simulation_g1_to_g2_end_to_end__seed_17,held_out,segmental_f1_iou_0.50,0.18136775375431527,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_raw,chronaris,17,simulation_g1_to_g2_end_to_end__seed_17,held_out,boundary_f1_1s,0.1731574067934846,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_raw,chronaris,17,simulation_g1_to_g2_end_to_end__seed_17,held_out,boundary_f1_2s,0.25322180853757387,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_raw,chronaris,17,simulation_g1_to_g2_end_to_end__seed_17,held_out,edit_score,0.35397833383103733,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_raw,chronaris,17,simulation_g1_to_g2_end_to_end__seed_17,held_out,boundary_detection_delay_s,4.416415662650603,lower,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_duration,chronaris,17,simulation_g1_to_g2_end_to_end__seed_17,held_out,frame_macro_f1,0.3508589971157627,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_duration,chronaris,17,simulation_g1_to_g2_end_to_end__seed_17,held_out,segmental_f1_iou_0.10,0.48480803863752026,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_duration,chronaris,17,simulation_g1_to_g2_end_to_end__seed_17,held_out,segmental_f1_iou_0.25,0.39451168632459854,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_duration,chronaris,17,simulation_g1_to_g2_end_to_end__seed_17,held_out,segmental_f1_iou_0.50,0.28496849088985904,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_duration,chronaris,17,simulation_g1_to_g2_end_to_end__seed_17,held_out,boundary_f1_1s,0.14835650518820992,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_duration,chronaris,17,simulation_g1_to_g2_end_to_end__seed_17,held_out,boundary_f1_2s,0.23383865795582126,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_duration,chronaris,17,simulation_g1_to_g2_end_to_end__seed_17,held_out,edit_score,0.5250125814355207,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_duration,chronaris,17,simulation_g1_to_g2_end_to_end__seed_17,held_out,boundary_detection_delay_s,4.159128289473684,lower,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_future_workload_classification,end_to_end_linear,physiology_only,29,simulation_g1_to_g2_end_to_end__seed_29,validation,macro_f1,0.40362490149724195,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_future_workload_classification,end_to_end_linear,physiology_only,29,simulation_g1_to_g2_end_to_end__seed_29,validation,balanced_accuracy,0.4132431907873455,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_future_workload_classification,end_to_end_linear,physiology_only,29,simulation_g1_to_g2_end_to_end__seed_29,validation,macro_auprc,0.47497500765420303,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_future_workload_classification,end_to_end_linear,physiology_only,29,simulation_g1_to_g2_end_to_end__seed_29,validation,brier_score,0.6400752543692444,lower,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_future_workload_classification,end_to_end_linear,physiology_only,29,simulation_g1_to_g2_end_to_end__seed_29,validation,ece_10_bins,0.05200004639724889,lower,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_future_workload_regression,end_to_end_linear,physiology_only,29,simulation_g1_to_g2_end_to_end__seed_29,validation,mae,0.1733657612154881,lower,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_future_workload_regression,end_to_end_linear,physiology_only,29,simulation_g1_to_g2_end_to_end__seed_29,validation,rmse,0.19512030564434496,lower,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_future_workload_regression,end_to_end_linear,physiology_only,29,simulation_g1_to_g2_end_to_end__seed_29,validation,spearman,0.2542186652197504,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_raw,physiology_only,29,simulation_g1_to_g2_end_to_end__seed_29,validation,frame_macro_f1,0.2689035296660389,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_raw,physiology_only,29,simulation_g1_to_g2_end_to_end__seed_29,validation,segmental_f1_iou_0.10,0.35963854364589665,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_raw,physiology_only,29,simulation_g1_to_g2_end_to_end__seed_29,validation,segmental_f1_iou_0.25,0.2405807121799769,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_raw,physiology_only,29,simulation_g1_to_g2_end_to_end__seed_29,validation,segmental_f1_iou_0.50,0.12400161453470278,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_raw,physiology_only,29,simulation_g1_to_g2_end_to_end__seed_29,validation,boundary_f1_1s,0.17157738095238095,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_raw,physiology_only,29,simulation_g1_to_g2_end_to_end__seed_29,validation,boundary_f1_2s,0.260515873015873,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_raw,physiology_only,29,simulation_g1_to_g2_end_to_end__seed_29,validation,edit_score,0.4073867394179895,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_raw,physiology_only,29,simulation_g1_to_g2_end_to_end__seed_29,validation,boundary_detection_delay_s,6.012185534591195,lower,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_duration,physiology_only,29,simulation_g1_to_g2_end_to_end__seed_29,validation,frame_macro_f1,0.29615722482876167,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_duration,physiology_only,29,simulation_g1_to_g2_end_to_end__seed_29,validation,segmental_f1_iou_0.10,0.3543511431379079,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_duration,physiology_only,29,simulation_g1_to_g2_end_to_end__seed_29,validation,segmental_f1_iou_0.25,0.27526901883519533,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_duration,physiology_only,29,simulation_g1_to_g2_end_to_end__seed_29,validation,segmental_f1_iou_0.50,0.14114662230471053,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_duration,physiology_only,29,simulation_g1_to_g2_end_to_end__seed_29,validation,boundary_f1_1s,0.1122067747067747,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_duration,physiology_only,29,simulation_g1_to_g2_end_to_end__seed_29,validation,boundary_f1_2s,0.17496201714951712,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_duration,physiology_only,29,simulation_g1_to_g2_end_to_end__seed_29,validation,edit_score,0.4621791981166981,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_duration,physiology_only,29,simulation_g1_to_g2_end_to_end__seed_29,validation,boundary_detection_delay_s,5.844370860927152,lower,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_future_workload_classification,end_to_end_linear,physiology_only,29,simulation_g1_to_g2_end_to_end__seed_29,held_out,macro_f1,0.3324233418573041,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_future_workload_classification,end_to_end_linear,physiology_only,29,simulation_g1_to_g2_end_to_end__seed_29,held_out,balanced_accuracy,0.35451023772892376,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_future_workload_classification,end_to_end_linear,physiology_only,29,simulation_g1_to_g2_end_to_end__seed_29,held_out,macro_auprc,0.36589857743042714,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_future_workload_classification,end_to_end_linear,physiology_only,29,simulation_g1_to_g2_end_to_end__seed_29,held_out,brier_score,0.6629560611927364,lower,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_future_workload_classification,end_to_end_linear,physiology_only,29,simulation_g1_to_g2_end_to_end__seed_29,held_out,ece_10_bins,0.13887709549938643,lower,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_future_workload_regression,end_to_end_linear,physiology_only,29,simulation_g1_to_g2_end_to_end__seed_29,held_out,mae,0.24024757789447904,lower,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_future_workload_regression,end_to_end_linear,physiology_only,29,simulation_g1_to_g2_end_to_end__seed_29,held_out,rmse,0.2731032145472355,lower,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_future_workload_regression,end_to_end_linear,physiology_only,29,simulation_g1_to_g2_end_to_end__seed_29,held_out,spearman,0.1065991418390241,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_raw,physiology_only,29,simulation_g1_to_g2_end_to_end__seed_29,held_out,frame_macro_f1,0.30282736618352574,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_raw,physiology_only,29,simulation_g1_to_g2_end_to_end__seed_29,held_out,segmental_f1_iou_0.10,0.40564630149334097,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_raw,physiology_only,29,simulation_g1_to_g2_end_to_end__seed_29,held_out,segmental_f1_iou_0.25,0.3009120889466284,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_raw,physiology_only,29,simulation_g1_to_g2_end_to_end__seed_29,held_out,segmental_f1_iou_0.50,0.1391433797683798,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_raw,physiology_only,29,simulation_g1_to_g2_end_to_end__seed_29,held_out,boundary_f1_1s,0.1661114433632816,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_raw,physiology_only,29,simulation_g1_to_g2_end_to_end__seed_29,held_out,boundary_f1_2s,0.2545339872545755,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_raw,physiology_only,29,simulation_g1_to_g2_end_to_end__seed_29,held_out,edit_score,0.4102830762987013,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_raw,physiology_only,29,simulation_g1_to_g2_end_to_end__seed_29,held_out,boundary_detection_delay_s,6.825,lower,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_duration,physiology_only,29,simulation_g1_to_g2_end_to_end__seed_29,held_out,frame_macro_f1,0.3178393036322144,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_duration,physiology_only,29,simulation_g1_to_g2_end_to_end__seed_29,held_out,segmental_f1_iou_0.10,0.41624732708203105,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_duration,physiology_only,29,simulation_g1_to_g2_end_to_end__seed_29,held_out,segmental_f1_iou_0.25,0.30102441874645824,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_duration,physiology_only,29,simulation_g1_to_g2_end_to_end__seed_29,held_out,segmental_f1_iou_0.50,0.15788182638511586,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_duration,physiology_only,29,simulation_g1_to_g2_end_to_end__seed_29,held_out,boundary_f1_1s,0.152275563265066,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_duration,physiology_only,29,simulation_g1_to_g2_end_to_end__seed_29,held_out,boundary_f1_2s,0.21991457826766458,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_duration,physiology_only,29,simulation_g1_to_g2_end_to_end__seed_29,held_out,edit_score,0.551968770523458,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_duration,physiology_only,29,simulation_g1_to_g2_end_to_end__seed_29,held_out,boundary_detection_delay_s,5.911367595818815,lower,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_future_workload_classification,end_to_end_linear,vehicle_only,29,simulation_g1_to_g2_end_to_end__seed_29,validation,macro_f1,0.37120708748615727,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_future_workload_classification,end_to_end_linear,vehicle_only,29,simulation_g1_to_g2_end_to_end__seed_29,validation,balanced_accuracy,0.3795475620538699,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_future_workload_classification,end_to_end_linear,vehicle_only,29,simulation_g1_to_g2_end_to_end__seed_29,validation,macro_auprc,0.37769196995752913,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_future_workload_classification,end_to_end_linear,vehicle_only,29,simulation_g1_to_g2_end_to_end__seed_29,validation,brier_score,0.6584593068032513,lower,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_future_workload_classification,end_to_end_linear,vehicle_only,29,simulation_g1_to_g2_end_to_end__seed_29,validation,ece_10_bins,0.06484618938217564,lower,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_future_workload_regression,end_to_end_linear,vehicle_only,29,simulation_g1_to_g2_end_to_end__seed_29,validation,mae,0.16164141334593296,lower,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_future_workload_regression,end_to_end_linear,vehicle_only,29,simulation_g1_to_g2_end_to_end__seed_29,validation,rmse,0.18282601877133214,lower,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_future_workload_regression,end_to_end_linear,vehicle_only,29,simulation_g1_to_g2_end_to_end__seed_29,validation,spearman,0.5057921866521975,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_raw,vehicle_only,29,simulation_g1_to_g2_end_to_end__seed_29,validation,frame_macro_f1,0.4420081568780092,higher,available,,False,end_to_end_finetuned_v1
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,end_to_end_tcn_raw,vehicle_only,29,simulation_g1_to_g2_end_to_end__seed_29,validation,segmental_f1_iou_0.10,0.5024886571761572,higher,available,,False,end_to_end_finetuned_v1
