all_folds_completed,all_paired_no_harm_passed,candidate_id,completed_fold_count,development_gate_passed,mean_direct_high_response_auprc,mean_direct_maneuver_macro_f1,mean_direct_response_rmse,mean_high_response_auprc,mean_maneuver_macro_f1,mean_response_rmse,method_name,required_fold_count,selection_score,worst_direct_high_response_auprc,worst_direct_maneuver_macro_f1,worst_direct_response_rmse,worst_high_response_auprc,worst_maneuver_macro_f1,worst_response_rmse
True,True,chronaris-c01,3,False,0.486548290266239,0.4632172288086267,0.9235245582787864,0.486548290266239,0.4632172288086267,0.9233154479302477,chronaris,3,1.9735499288553817,0.44648910206602516,0.35555555555555557,1.1093525951433374,0.44648910206602516,0.35555555555555557,1.1093321778535175
True,True,contiformer-c01,3,False,,,,0.5807381313804822,0.38797979797979804,0.8845096470581146,contiformer,3,1.9157917176978345,,,,0.48139041039410696,0.24444444444444446,1.0218481287791692
True,True,mult-c01,3,False,,,,0.5902962561076776,0.4231870525988173,0.9268174179001686,mult,3,1.9133341091936735,,,,0.48664393078186174,0.3473389355742296,1.1350406700779572
True,True,physiology_only-c01,3,False,,,,0.5233525971950029,0.22696578845487703,0.9192579575258719,physiology_only,3,2.168939571875992,,,,0.47150070389892784,0.16260162601626016,1.122871345402812
True,True,vehicle_only-c01,3,False,,,,0.5738468721425066,0.46341937897493457,0.8961286623628082,vehicle_only,3,1.8588624112453669,,,,0.47275572664148613,0.24444444444444446,1.0869012302350656
