model_name,epoch,train_loss,p37_focal_gamma,p37_label_smoothing,p37_target_vehicle_contribution,p37_gate_mean
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,15,0.4714960753917694,2.0,0.1,0.85,0.8814400434494019
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,16,0.4715593457221985,2.0,0.1,0.85,0.8833404183387756
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,17,0.4718299508094787,2.0,0.1,0.85,0.8798564672470093
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,18,0.4719519913196563,2.0,0.1,0.85,0.8817039728164673
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,19,0.4717088341712951,2.0,0.1,0.85,0.8817039728164673
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,20,0.4714677035808563,2.0,0.1,0.85,0.8818095922470093
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,1,0.5588670969009399,2.0,0.1,0.85,0.87109375
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,2,0.4973877668380737,2.0,0.1,0.85,0.8273860216140747
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,3,0.4853383600711822,2.0,0.1,0.85,0.783255934715271
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,4,0.4855770468711853,2.0,0.1,0.85,0.75390625
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,5,0.4837835431098938,2.0,0.1,0.85,0.7538006901741028
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,6,0.4808590710163116,2.0,0.1,0.85,0.7649915814399719
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,7,0.478549599647522,2.0,0.1,0.85,0.7799831032752991
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,8,0.4773151576519012,2.0,0.1,0.85,0.7985641956329346
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,9,0.476711094379425,2.0,0.1,0.85,0.8130279183387756
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,10,0.4761994779109955,2.0,0.1,0.85,0.8237964510917664
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,11,0.475286066532135,2.0,0.1,0.85,0.8271748423576355
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,12,0.4742395281791687,2.0,0.1,0.85,0.8304476737976074
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,13,0.4732400476932525,2.0,0.1,0.85,0.8263302445411682
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,14,0.4726119041442871,2.0,0.1,0.85,0.8258023858070374
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,15,0.4722960293292999,2.0,0.1,0.85,0.8214738368988037
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,16,0.472195953130722,2.0,0.1,0.85,0.8209459781646729
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,17,0.4720423221588135,2.0,0.1,0.85,0.8205236792564392
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,18,0.4718070328235626,2.0,0.1,0.85,0.8239020705223083
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,19,0.471570611000061,2.0,0.1,0.85,0.8274915814399719
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,20,0.4714899361133575,2.0,0.1,0.85,0.8308699727058411
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,1,0.5062904953956604,2.0,0.1,0.85,0.8464421629905701
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,2,0.4929890930652618,2.0,0.1,0.85,0.7945523858070374
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,3,0.4918511509895324,2.0,0.1,0.85,0.7800887227058411
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,4,0.4869726598262787,2.0,0.1,0.85,0.7880067825317383
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,5,0.4816734194755554,2.0,0.1,0.85,0.7959776520729065
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,6,0.4782631695270538,2.0,0.1,0.85,0.7962415814399719
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,7,0.4766104519367218,2.0,0.1,0.85,0.7962151765823364
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,8,0.4755961000919342,2.0,0.1,0.85,0.7962415814399719
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,9,0.4742580652236938,2.0,0.1,0.85,0.7983530759811401
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,10,0.4729598462581634,2.0,0.1,0.85,0.8024968504905701
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,11,0.4722703397274017,2.0,0.1,0.85,0.8085541725158691
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,12,0.4721567630767822,2.0,0.1,0.85,0.8168285489082336
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,13,0.4722163677215576,2.0,0.1,0.85,0.8234269618988037
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,14,0.4721195697784424,2.0,0.1,0.85,0.8339580297470093
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,15,0.471784383058548,2.0,0.1,0.85,0.8464817404747009
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,16,0.4716246426105499,2.0,0.1,0.85,0.8556139469146729
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,17,0.4716686010360718,2.0,0.1,0.85,0.8629777431488037
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,18,0.4716991186141968,2.0,0.1,0.85,0.866804838180542
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,19,0.4716092646121979,2.0,0.1,0.85,0.8725718259811401
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,20,0.4713753461837768,2.0,0.1,0.85,0.8748284578323364
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,1,0.5234121680259705,2.0,0.1,0.85,0.8596917390823364
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,2,0.4858013093471527,2.0,0.1,0.85,0.8239020705223083
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,3,0.4837763607501983,2.0,0.1,0.85,0.7913851737976074
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,4,0.4842475950717926,2.0,0.1,0.85,0.7922297716140747
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,5,0.4791218042373657,2.0,0.1,0.85,0.8044763803482056
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,6,0.4735974669456482,2.0,0.1,0.85,0.8169341683387756
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,7,0.4716021418571472,2.0,0.1,0.85,0.8255912065505981
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,8,0.4730499684810638,2.0,0.1,0.85,0.8343539237976074
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,9,0.4746558368206024,2.0,0.1,0.85,0.8401076793670654
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,10,0.4746831953525543,2.0,0.1,0.85,0.8468116521835327
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,11,0.4734241366386413,2.0,0.1,0.85,0.8540435433387756
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,12,0.4722487926483154,2.0,0.1,0.85,0.8654983043670654
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,13,0.4721060693264007,2.0,0.1,0.85,0.8737859129905701
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,14,0.4725661873817444,2.0,0.1,0.85,0.8785895705223083
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,15,0.4728423058986664,2.0,0.1,0.85,0.8836570978164673
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,16,0.472541481256485,2.0,0.1,0.85,0.8849239945411682
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,17,0.4719321429729461,2.0,0.1,0.85,0.8862964510917664
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,18,0.4714368283748626,2.0,0.1,0.85,0.8875633478164673
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,19,0.4711554646492004,2.0,0.1,0.85,0.888724684715271
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,20,0.471157431602478,2.0,0.1,0.85,0.8859797716140747
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,1,0.4956230521202087,2.0,0.1,0.85,0.8540435433387756
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,2,0.484402984380722,2.0,0.1,0.85,0.8392631411552429
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,3,0.4845831990242004,2.0,0.1,0.85,0.8435388803482056
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,4,0.4803977906703949,2.0,0.1,0.85,0.8591110706329346
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,5,0.4768851101398468,2.0,0.1,0.85,0.8726245760917664
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,6,0.4757081866264343,2.0,0.1,0.85,0.8803315162658691
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,7,0.4752913415431976,2.0,0.1,0.85,0.8842905759811401
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,8,0.4740840196609497,2.0,0.1,0.85,0.8843961358070374
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,9,0.4726066887378692,2.0,0.1,0.85,0.8845016956329346
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,10,0.4720015227794647,2.0,0.1,0.85,0.8826541304588318
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,11,0.4720215201377868,2.0,0.1,0.85,0.8807538151741028
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,12,0.4720214605331421,2.0,0.1,0.85,0.878959059715271
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,13,0.4717146158218384,2.0,0.1,0.85,0.8752639293670654
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,14,0.4713999629020691,2.0,0.1,0.85,0.8732580542564392
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,15,0.4713183641433716,2.0,0.1,0.85,0.8713576793670654
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,16,0.4715366959571838,2.0,0.1,0.85,0.8676097989082336
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,17,0.4717456400394439,2.0,0.1,0.85,0.8675570487976074
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,18,0.471568763256073,2.0,0.1,0.85,0.8639147281646729
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,19,0.4713172316551208,2.0,0.1,0.85,0.8603252172470093
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,20,0.471395879983902,2.0,0.1,0.85,0.8567356467247009
p37_t1_focal_gamma1_gate0p65_ls0p05,1,0.7390761375427246,1.0,0.05,0.65,0.6236275434494019
p37_t1_focal_gamma1_gate0p65_ls0p05,2,0.7335877418518066,1.0,0.05,0.65,0.5516258478164673
p37_t1_focal_gamma1_gate0p65_ls0p05,3,0.7254070043563843,1.0,0.05,0.65,0.5931693315505981
p37_t1_focal_gamma1_gate0p65_ls0p05,4,0.7187155485153198,1.0,0.05,0.65,0.6385663151741028
p37_t1_focal_gamma1_gate0p65_ls0p05,5,0.7150870561599731,1.0,0.05,0.65,0.6721917390823364
p37_t1_focal_gamma1_gate0p65_ls0p05,6,0.7116900682449341,1.0,0.05,0.65,0.6830394864082336
p37_t1_focal_gamma1_gate0p65_ls0p05,7,0.7080267667770386,1.0,0.05,0.65,0.6802945733070374
p37_t1_focal_gamma1_gate0p65_ls0p05,8,0.7050700783729553,1.0,0.05,0.65,0.6663455367088318
p37_t1_focal_gamma1_gate0p65_ls0p05,9,0.7036601305007935,1.0,0.05,0.65,0.6488993763923645
p37_t1_focal_gamma1_gate0p65_ls0p05,10,0.7030436396598816,1.0,0.05,0.65,0.6393185257911682
p37_t1_focal_gamma1_gate0p65_ls0p05,11,0.7020769119262695,1.0,0.05,0.65,0.6450327634811401
p37_t1_focal_gamma1_gate0p65_ls0p05,12,0.701387345790863,1.0,0.05,0.65,0.6547324061393738
p37_t1_focal_gamma1_gate0p65_ls0p05,13,0.7015013694763184,1.0,0.05,0.65,0.660941481590271
p37_t1_focal_gamma1_gate0p65_ls0p05,14,0.7017999291419983,1.0,0.05,0.65,0.6581107378005981
p37_t1_focal_gamma1_gate0p65_ls0p05,15,0.7017076015472412,1.0,0.05,0.65,0.6479228138923645
p37_t1_focal_gamma1_gate0p65_ls0p05,16,0.7013625502586365,1.0,0.05,0.65,0.6415619850158691
p37_t1_focal_gamma1_gate0p65_ls0p05,17,0.7016802430152893,1.0,0.05,0.65,0.6353462934494019
p37_t1_focal_gamma1_gate0p65_ls0p05,18,0.7018678188323975,1.0,0.05,0.65,0.6313014626502991
p37_t1_focal_gamma1_gate0p65_ls0p05,19,0.70152348279953,1.0,0.05,0.65,0.6329642534255981
p37_t1_focal_gamma1_gate0p65_ls0p05,20,0.7014017701148987,1.0,0.05,0.65,0.6421228647232056
p37_t1_focal_gamma1_gate0p65_ls0p05,1,0.7501020431518555,1.0,0.05,0.65,0.548828125
p37_t1_focal_gamma1_gate0p65_ls0p05,2,0.7261744737625122,1.0,0.05,0.65,0.5667493939399719
p37_t1_focal_gamma1_gate0p65_ls0p05,3,0.7231568694114685,1.0,0.05,0.65,0.557669997215271
p37_t1_focal_gamma1_gate0p65_ls0p05,4,0.7214350700378418,1.0,0.05,0.65,0.5806059837341309
p37_t1_focal_gamma1_gate0p65_ls0p05,5,0.7165630459785461,1.0,0.05,0.65,0.6262668967247009
p37_t1_focal_gamma1_gate0p65_ls0p05,6,0.7124341130256653,1.0,0.05,0.65,0.6640625
p37_t1_focal_gamma1_gate0p65_ls0p05,7,0.7101405262947083,1.0,0.05,0.65,0.6737225651741028
p37_t1_focal_gamma1_gate0p65_ls0p05,8,0.7092019319534302,1.0,0.05,0.65,0.6737225651741028
p37_t1_focal_gamma1_gate0p65_ls0p05,9,0.7080224752426147,1.0,0.05,0.65,0.6737225651741028
p37_t1_focal_gamma1_gate0p65_ls0p05,10,0.7062320709228516,1.0,0.05,0.65,0.6642736792564392
p37_t1_focal_gamma1_gate0p65_ls0p05,11,0.704291045665741,1.0,0.05,0.65,0.6511296629905701
p37_t1_focal_gamma1_gate0p65_ls0p05,12,0.7030735611915588,1.0,0.05,0.65,0.6470914483070374
p37_t1_focal_gamma1_gate0p65_ls0p05,13,0.702664315700531,1.0,0.05,0.65,0.6413112282752991
p37_t1_focal_gamma1_gate0p65_ls0p05,14,0.7025728225708008,1.0,0.05,0.65,0.6336570978164673
p37_t1_focal_gamma1_gate0p65_ls0p05,15,0.7021106481552124,1.0,0.05,0.65,0.6242610216140747
p37_t1_focal_gamma1_gate0p65_ls0p05,16,0.7013887166976929,1.0,0.05,0.65,0.6278769373893738
p37_t1_focal_gamma1_gate0p65_ls0p05,17,0.7007541060447693,1.0,0.05,0.65,0.6222022771835327
p37_t1_focal_gamma1_gate0p65_ls0p05,18,0.7006520628929138,1.0,0.05,0.65,0.6203283667564392
p37_t1_focal_gamma1_gate0p65_ls0p05,19,0.7008756995201111,1.0,0.05,0.65,0.6333140134811401
p37_t1_focal_gamma1_gate0p65_ls0p05,20,0.7008532881736755,1.0,0.05,0.65,0.6185599565505981
p37_t1_focal_gamma1_gate0p65_ls0p05,1,0.7669833898544312,1.0,0.05,0.65,0.6488070487976074
p37_t1_focal_gamma1_gate0p65_ls0p05,2,0.731907844543457,1.0,0.05,0.65,0.5739020705223083
p37_t1_focal_gamma1_gate0p65_ls0p05,3,0.7293190956115723,1.0,0.05,0.65,0.5195048451423645
p37_t1_focal_gamma1_gate0p65_ls0p05,4,0.7285777926445007,1.0,0.05,0.65,0.5072846412658691
p37_t1_focal_gamma1_gate0p65_ls0p05,5,0.7235596179962158,1.0,0.05,0.65,0.5217747092247009
p37_t1_focal_gamma1_gate0p65_ls0p05,6,0.7178953886032104,1.0,0.05,0.65,0.5495407581329346
p37_t1_focal_gamma1_gate0p65_ls0p05,7,0.7146443128585815,1.0,0.05,0.65,0.5846178531646729
p37_t1_focal_gamma1_gate0p65_ls0p05,8,0.7135974168777466,1.0,0.05,0.65,0.6154983043670654
p37_t1_focal_gamma1_gate0p65_ls0p05,9,0.71299147605896,1.0,0.05,0.65,0.63671875
p37_t1_focal_gamma1_gate0p65_ls0p05,10,0.7114064693450928,1.0,0.05,0.65,0.6466427445411682
p37_t1_focal_gamma1_gate0p65_ls0p05,11,0.7090862989425659,1.0,0.05,0.65,0.6506545543670654
p37_t1_focal_gamma1_gate0p65_ls0p05,12,0.7067223191261292,1.0,0.05,0.65,0.6452174782752991
p37_t1_focal_gamma1_gate0p65_ls0p05,13,0.7051724791526794,1.0,0.05,0.65,0.6378800868988037
p37_t1_focal_gamma1_gate0p65_ls0p05,14,0.7044591307640076,1.0,0.05,0.65,0.6305954456329346
p37_t1_focal_gamma1_gate0p65_ls0p05,15,0.7038475275039673,1.0,0.05,0.65,0.6287478804588318
p37_t1_focal_gamma1_gate0p65_ls0p05,16,0.702991783618927,1.0,0.05,0.65,0.6288006901741028
p37_t1_focal_gamma1_gate0p65_ls0p05,17,0.7020577788352966,1.0,0.05,0.65,0.6345016956329346
p37_t1_focal_gamma1_gate0p65_ls0p05,18,0.701500654220581,1.0,0.05,0.65,0.6401499509811401
p37_t1_focal_gamma1_gate0p65_ls0p05,19,0.7013978362083435,1.0,0.05,0.65,0.6476457118988037
p37_t1_focal_gamma1_gate0p65_ls0p05,20,0.7011575102806091,1.0,0.05,0.65,0.6514991521835327
p37_t1_focal_gamma1_gate0p65_ls0p05,1,0.7405974268913269,1.0,0.05,0.65,0.681746244430542
p37_t1_focal_gamma1_gate0p65_ls0p05,2,0.7281270027160645,1.0,0.05,0.65,0.6234691739082336
p37_t1_focal_gamma1_gate0p65_ls0p05,3,0.7267926335334778,1.0,0.05,0.65,0.6112225651741028
p37_t1_focal_gamma1_gate0p65_ls0p05,4,0.7207043170928955,1.0,0.05,0.65,0.62890625
p37_t1_focal_gamma1_gate0p65_ls0p05,5,0.7159920930862427,1.0,0.05,0.65,0.6557749509811401
p37_t1_focal_gamma1_gate0p65_ls0p05,6,0.7134433388710022,1.0,0.05,0.65,0.6767314076423645
p37_t1_focal_gamma1_gate0p65_ls0p05,7,0.7114785313606262,1.0,0.05,0.65,0.6898754239082336
p37_t1_focal_gamma1_gate0p65_ls0p05,8,0.708875298500061,1.0,0.05,0.65,0.6932538151741028
p37_t1_focal_gamma1_gate0p65_ls0p05,9,0.7062600255012512,1.0,0.05,0.65,0.6890836358070374
p37_t1_focal_gamma1_gate0p65_ls0p05,10,0.7046160697937012,1.0,0.05,0.65,0.6774968504905701
p37_t1_focal_gamma1_gate0p65_ls0p05,11,0.7036322355270386,1.0,0.05,0.65,0.6694995760917664
p37_t1_focal_gamma1_gate0p65_ls0p05,12,0.7028917670249939,1.0,0.05,0.65,0.6634290814399719
p37_t1_focal_gamma1_gate0p65_ls0p05,13,0.7021244168281555,1.0,0.05,0.65,0.6611592173576355
p37_t1_focal_gamma1_gate0p65_ls0p05,14,0.7016668319702148,1.0,0.05,0.65,0.6590213179588318
p37_t1_focal_gamma1_gate0p65_ls0p05,15,0.7012041211128235,1.0,0.05,0.65,0.6530563831329346
p37_t1_focal_gamma1_gate0p65_ls0p05,16,0.7010225057601929,1.0,0.05,0.65,0.6453494429588318
p37_t1_focal_gamma1_gate0p65_ls0p05,17,0.7010237574577332,1.0,0.05,0.65,0.6415224075317383
p37_t1_focal_gamma1_gate0p65_ls0p05,18,0.7010689973831177,1.0,0.05,0.65,0.6451119184494019
p37_t1_focal_gamma1_gate0p65_ls0p05,19,0.7009562253952026,1.0,0.05,0.65,0.6488333940505981
p37_t1_focal_gamma1_gate0p65_ls0p05,20,0.7006421089172363,1.0,0.05,0.65,0.6450855135917664
p37_t1_focal_gamma1_gate0p65_ls0p05,1,0.7449786067008972,1.0,0.05,0.65,0.6192989945411682
p37_t1_focal_gamma1_gate0p65_ls0p05,2,0.7382361888885498,1.0,0.05,0.65,0.5945418477058411
p37_t1_focal_gamma1_gate0p65_ls0p05,3,0.7307916283607483,1.0,0.05,0.65,0.6341322064399719
p37_t1_focal_gamma1_gate0p65_ls0p05,4,0.7251209020614624,1.0,0.05,0.65,0.642578125
p37_t1_focal_gamma1_gate0p65_ls0p05,5,0.7208667397499084,1.0,0.05,0.65,0.6353991031646729
p37_t1_focal_gamma1_gate0p65_ls0p05,6,0.7170630693435669,1.0,0.05,0.65,0.6260029673576355
p37_t1_focal_gamma1_gate0p65_ls0p05,7,0.7131706476211548,1.0,0.05,0.65,0.6090583205223083
p37_t1_focal_gamma1_gate0p65_ls0p05,8,0.7102363109588623,1.0,0.05,0.65,0.593802809715271
p37_t1_focal_gamma1_gate0p65_ls0p05,9,0.7083407044410706,1.0,0.05,0.65,0.5786528587341309
p37_t1_focal_gamma1_gate0p65_ls0p05,10,0.7063316702842712,1.0,0.05,0.65,0.5729386806488037
p37_t1_focal_gamma1_gate0p65_ls0p05,11,0.7046433091163635,1.0,0.05,0.65,0.5748918056488037
p37_t1_focal_gamma1_gate0p65_ls0p05,12,0.703609824180603,1.0,0.05,0.65,0.5863333940505981
p37_t1_focal_gamma1_gate0p65_ls0p05,13,0.7028775215148926,1.0,0.05,0.65,0.601615309715271
p37_t1_focal_gamma1_gate0p65_ls0p05,14,0.702236533164978,1.0,0.05,0.65,0.6150826215744019
p37_t1_focal_gamma1_gate0p65_ls0p05,15,0.7015988230705261,1.0,0.05,0.65,0.6230930685997009
p37_t1_focal_gamma1_gate0p65_ls0p05,16,0.7012947797775269,1.0,0.05,0.65,0.631156325340271
p37_t1_focal_gamma1_gate0p65_ls0p05,17,0.7012141346931458,1.0,0.05,0.65,0.6412848830223083
p37_t1_focal_gamma1_gate0p65_ls0p05,18,0.7010824680328369,1.0,0.05,0.65,0.6570286154747009
p37_t1_focal_gamma1_gate0p65_ls0p05,19,0.7008252739906311,1.0,0.05,0.65,0.6692026853561401
p37_t1_focal_gamma1_gate0p65_ls0p05,20,0.7008573412895203,1.0,0.05,0.65,0.675886869430542
p37_t1_focal_gamma1_gate0p65_ls0p05,1,0.7507025003433228,1.0,0.05,0.65,0.6452702879905701
p37_t1_focal_gamma1_gate0p65_ls0p05,2,0.729764461517334,1.0,0.05,0.65,0.6365076303482056
p37_t1_focal_gamma1_gate0p65_ls0p05,3,0.7272872924804688,1.0,0.05,0.65,0.621146559715271
p37_t1_focal_gamma1_gate0p65_ls0p05,4,0.7241435647010803,1.0,0.05,0.65,0.6321526765823364
p37_t1_focal_gamma1_gate0p65_ls0p05,5,0.7174059748649597,1.0,0.05,0.65,0.6431059837341309
p37_t1_focal_gamma1_gate0p65_ls0p05,6,0.7119178175926208,1.0,0.05,0.65,0.642683744430542
p37_t1_focal_gamma1_gate0p65_ls0p05,7,0.7086929678916931,1.0,0.05,0.65,0.6325221657752991
p37_t1_focal_gamma1_gate0p65_ls0p05,8,0.7066726088523865,1.0,0.05,0.65,0.6156830787658691
p37_t1_focal_gamma1_gate0p65_ls0p05,9,0.7052688002586365,1.0,0.05,0.65,0.5943042635917664
p37_t1_focal_gamma1_gate0p65_ls0p05,10,0.7041434645652771,1.0,0.05,0.65,0.5760267376899719
p37_t1_focal_gamma1_gate0p65_ls0p05,11,0.7024999856948853,1.0,0.05,0.65,0.5767789483070374
p37_t1_focal_gamma1_gate0p65_ls0p05,12,0.7014715075492859,1.0,0.05,0.65,0.5872703790664673
p37_t1_focal_gamma1_gate0p65_ls0p05,13,0.7016467452049255,1.0,0.05,0.65,0.600882887840271
p37_t1_focal_gamma1_gate0p65_ls0p05,14,0.7022156119346619,1.0,0.05,0.65,0.6138949394226074
p37_t1_focal_gamma1_gate0p65_ls0p05,15,0.7025699019432068,1.0,0.05,0.65,0.6305492520332336
p37_t1_focal_gamma1_gate0p65_ls0p05,16,0.7024016380310059,1.0,0.05,0.65,0.6411792635917664
p37_t1_focal_gamma1_gate0p65_ls0p05,17,0.7021017074584961,1.0,0.05,0.65,0.6481537818908691
p37_t1_focal_gamma1_gate0p65_ls0p05,18,0.7018911242485046,1.0,0.05,0.65,0.6497572064399719
p37_t1_focal_gamma1_gate0p65_ls0p05,19,0.7017923593521118,1.0,0.05,0.65,0.6534060835838318
p37_t1_focal_gamma1_gate0p65_ls0p05,20,0.7018175721168518,1.0,0.05,0.65,0.6590741276741028
p37_t1_focal_gamma1_gate0p65_ls0p05,1,0.7407312989234924,1.0,0.05,0.65,0.6346072554588318
p37_t1_focal_gamma1_gate0p65_ls0p05,2,0.7299178838729858,1.0,0.05,0.65,0.6704497337341309
p37_t1_focal_gamma1_gate0p65_ls0p05,3,0.7232040762901306,1.0,0.05,0.65,0.6667282581329346
p37_t1_focal_gamma1_gate0p65_ls0p05,4,0.7147051692008972,1.0,0.05,0.65,0.6464579701423645
p37_t1_focal_gamma1_gate0p65_ls0p05,5,0.7101017832756042,1.0,0.05,0.65,0.6207770705223083
p37_t1_focal_gamma1_gate0p65_ls0p05,6,0.708272397518158,1.0,0.05,0.65,0.6010478138923645
p37_t1_focal_gamma1_gate0p65_ls0p05,7,0.7055837512016296,1.0,0.05,0.65,0.6021959781646729
p37_t1_focal_gamma1_gate0p65_ls0p05,8,0.7029730677604675,1.0,0.05,0.65,0.6149968504905701
p37_t1_focal_gamma1_gate0p65_ls0p05,9,0.7021940350532532,1.0,0.05,0.65,0.6298168301582336
p37_t1_focal_gamma1_gate0p65_ls0p05,10,0.7022696733474731,1.0,0.05,0.65,0.633841872215271
p37_t1_focal_gamma1_gate0p65_ls0p05,11,0.7019870281219482,1.0,0.05,0.65,0.6306812167167664
p37_t1_focal_gamma1_gate0p65_ls0p05,12,0.7016642689704895,1.0,0.05,0.65,0.6257786154747009
p37_t1_focal_gamma1_gate0p65_ls0p05,13,0.7017948031425476,1.0,0.05,0.65,0.6267551779747009
p37_t1_focal_gamma1_gate0p65_ls0p05,14,0.7018709778785706,1.0,0.05,0.65,0.6390743851661682
p37_t1_focal_gamma1_gate0p65_ls0p05,15,0.701945960521698,1.0,0.05,0.65,0.6533929109573364
p37_t1_focal_gamma1_gate0p65_ls0p05,16,0.7021645903587341,1.0,0.05,0.65,0.6622941493988037
p37_t1_focal_gamma1_gate0p65_ls0p05,17,0.7020083069801331,1.0,0.05,0.65,0.675048828125
p37_t1_focal_gamma1_gate0p65_ls0p05,18,0.7017716765403748,1.0,0.05,0.65,0.6748839020729065
p37_t1_focal_gamma1_gate0p65_ls0p05,19,0.701617956161499,1.0,0.05,0.65,0.6655669212341309
p37_t1_focal_gamma1_gate0p65_ls0p05,20,0.7016342282295227,1.0,0.05,0.65,0.6617398858070374
p37_t1_focal_gamma1_gate0p65_ls0p05,1,0.7345985770225525,1.0,0.05,0.65,0.6436866521835327
p37_t1_focal_gamma1_gate0p65_ls0p05,2,0.7268150448799133,1.0,0.05,0.65,0.5784417390823364
p37_t1_focal_gamma1_gate0p65_ls0p05,3,0.7218481302261353,1.0,0.05,0.65,0.5991870760917664
p37_t1_focal_gamma1_gate0p65_ls0p05,4,0.7169538736343384,1.0,0.05,0.65,0.6395164728164673
p37_t1_focal_gamma1_gate0p65_ls0p05,5,0.7142271995544434,1.0,0.05,0.65,0.6749894618988037
