model_name,epoch,train_loss,p37_focal_gamma,p37_label_smoothing,p37_target_vehicle_contribution,p37_gate_mean
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,3,0.4867349863052368,2.0,0.1,0.85,0.8133445978164673
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,4,0.4855118691921234,2.0,0.1,0.85,0.8192039728164673
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,5,0.4811301529407501,2.0,0.1,0.85,0.8325591683387756
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,6,0.4774464666843414,2.0,0.1,0.85,0.849714994430542
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,7,0.475831925868988,2.0,0.1,0.85,0.8648120760917664
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,8,0.4755861163139343,2.0,0.1,0.85,0.8742082118988037
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,9,0.4752433598041534,2.0,0.1,0.85,0.8815984129905701
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,10,0.4739833176136017,2.0,0.1,0.85,0.8832347989082336
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,11,0.4725202023983001,2.0,0.1,0.85,0.8829708695411682
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,12,0.471738189458847,2.0,0.1,0.85,0.8825485706329346
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,13,0.4717366993427276,2.0,0.1,0.85,0.8803315162658691
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,14,0.4719847738742828,2.0,0.1,0.85,0.8799092173576355
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,15,0.4719433188438415,2.0,0.1,0.85,0.8796452879905701
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,16,0.4716372489929199,2.0,0.1,0.85,0.8811761140823364
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,17,0.4712623357772827,2.0,0.1,0.85,0.8791174292564392
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,18,0.4711995124816894,2.0,0.1,0.85,0.878959059715271
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,19,0.471432626247406,2.0,0.1,0.85,0.8772698640823364
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,20,0.4716386198997497,2.0,0.1,0.85,0.8757390379905701
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,1,0.5033956170082092,2.0,0.1,0.85,0.832136869430542
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,2,0.4959819316864013,2.0,0.1,0.85,0.779402494430542
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,3,0.4928292632102966,2.0,0.1,0.85,0.7850506901741028
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,4,0.4873828291893005,2.0,0.1,0.85,0.8093327879905701
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,5,0.4836195707321167,2.0,0.1,0.85,0.8296030759811401
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,6,0.481378823518753,2.0,0.1,0.85,0.8402660489082336
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,7,0.4793964624404907,2.0,0.1,0.85,0.8412690162658691
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,8,0.4775232970714569,2.0,0.1,0.85,0.8382073640823364
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,9,0.4756658375263214,2.0,0.1,0.85,0.8332453966140747
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,10,0.4741337597370147,2.0,0.1,0.85,0.8225295543670654
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,11,0.473289281129837,2.0,0.1,0.85,0.8153505325317383
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,12,0.4728735983371734,2.0,0.1,0.85,0.8080658912658691
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,13,0.47235769033432,2.0,0.1,0.85,0.8029455542564392
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,14,0.4718945920467376,2.0,0.1,0.85,0.8033942580223083
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,15,0.471630334854126,2.0,0.1,0.85,0.8079075217247009
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,16,0.4716275036334991,2.0,0.1,0.85,0.8162478804588318
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,17,0.4717980027198791,2.0,0.1,0.85,0.8211835026741028
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,18,0.4717337191104889,2.0,0.1,0.85,0.828125
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,19,0.4715324640274048,2.0,0.1,0.85,0.8317409157752991
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,20,0.4715019166469574,2.0,0.1,0.85,0.8354624509811401
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,1,0.5109093189239502,2.0,0.1,0.85,0.8480257987976074
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,2,0.4885092377662658,2.0,0.1,0.85,0.8055849075317383
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,3,0.4887112975120544,2.0,0.1,0.85,0.7927048206329346
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,4,0.4875477850437164,2.0,0.1,0.85,0.8103357553482056
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,5,0.4825756847858429,2.0,0.1,0.85,0.8280722498893738
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,6,0.4779479503631592,2.0,0.1,0.85,0.839896559715271
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,7,0.4760886132717132,2.0,0.1,0.85,0.8458614945411682
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,8,0.4757396280765533,2.0,0.1,0.85,0.845755934715271
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,9,0.4751069843769073,2.0,0.1,0.85,0.8397381901741028
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,10,0.4742065966129303,2.0,0.1,0.85,0.8315562009811401
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,11,0.4732875227928161,2.0,0.1,0.85,0.8217641711235046
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,12,0.4727354645729065,2.0,0.1,0.85,0.8160631656646729
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,13,0.4724842309951782,2.0,0.1,0.85,0.8184913396835327
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,14,0.4724153578281402,2.0,0.1,0.85,0.8253272771835327
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,15,0.4726334512233734,2.0,0.1,0.85,0.8326383233070374
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,16,0.4727969169616699,2.0,0.1,0.85,0.8386560678482056
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,17,0.4727154970169067,2.0,0.1,0.85,0.8449641466140747
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,18,0.472474455833435,2.0,0.1,0.85,0.8496357798576355
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,19,0.4719569683074951,2.0,0.1,0.85,0.8545714020729065
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,20,0.471446692943573,2.0,0.1,0.85,0.8594542145729065
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,1,0.4986757636070251,2.0,0.1,0.85,0.8408995270729065
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,2,0.4916222691535949,2.0,0.1,0.85,0.8401604890823364
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,3,0.4857827723026275,2.0,0.1,0.85,0.8374683260917664
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,4,0.4789838194847107,2.0,0.1,0.85,0.8347234129905701
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,5,0.4765472412109375,2.0,0.1,0.85,0.828125
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,6,0.4753822088241577,2.0,0.1,0.85,0.821341872215271
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,7,0.4734795391559601,2.0,0.1,0.85,0.8225559592247009
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,8,0.4722775816917419,2.0,0.1,0.85,0.8259871602058411
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,9,0.4725013375282287,2.0,0.1,0.85,0.8277291059494019
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,10,0.4728893637657165,2.0,0.1,0.85,0.8298670053482056
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,11,0.4724373519420624,2.0,0.1,0.85,0.8344066739082336
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,12,0.4720657765865326,2.0,0.1,0.85,0.8395270705223083
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,13,0.4722131490707397,2.0,0.1,0.85,0.8452808260917664
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,14,0.4723557531833648,2.0,0.1,0.85,0.8552312254905701
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,15,0.4722433686256408,2.0,0.1,0.85,0.8672667145729065
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,16,0.471820056438446,2.0,0.1,0.85,0.8759502172470093
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,17,0.4715426564216614,2.0,0.1,0.85,0.882918119430542
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,18,0.4715926945209503,2.0,0.1,0.85,0.8880384564399719
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,19,0.4716391265392303,2.0,0.1,0.85,0.8928948640823364
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,20,0.471464991569519,2.0,0.1,0.85,0.8941089510917664
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,1,0.4935061931610107,2.0,0.1,0.85,0.8452280759811401
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,2,0.4844076037406921,2.0,0.1,0.85,0.7991448640823364
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,3,0.4843048751354217,2.0,0.1,0.85,0.7963999509811401
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,4,0.4806403219699859,2.0,0.1,0.85,0.8193623423576355
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,5,0.4779419600963592,2.0,0.1,0.85,0.8475506901741028
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,6,0.4769453108310699,2.0,0.1,0.85,0.8642314672470093
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,7,0.4759997129440307,2.0,0.1,0.85,0.8715688586235046
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,8,0.474541962146759,2.0,0.1,0.85,0.8749472498893738
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,9,0.4735682606697082,2.0,0.1,0.85,0.8724134564399719
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,10,0.4731013774871826,2.0,0.1,0.85,0.8698796629905701
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,11,0.4726332426071167,2.0,0.1,0.85,0.8635451793670654
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,12,0.4719257950782776,2.0,0.1,0.85,0.8590055108070374
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,13,0.4715127050876617,2.0,0.1,0.85,0.8545185923576355
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,14,0.4717945158481598,2.0,0.1,0.85,0.8538323640823364
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,15,0.4720550179481506,2.0,0.1,0.85,0.849714994430542
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,16,0.4717245399951935,2.0,0.1,0.85,0.8514041304588318
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,17,0.4713405966758728,2.0,0.1,0.85,0.851615309715271
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,18,0.4714465737342834,2.0,0.1,0.85,0.855574369430542
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,19,0.4716845154762268,2.0,0.1,0.85,0.8579497933387756
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,20,0.4714532792568207,2.0,0.1,0.85,0.8622783422470093
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,1,0.5009871125221252,2.0,0.1,0.85,0.8368349075317383
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,2,0.4861065447330475,2.0,0.1,0.85,0.7836254239082336
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,3,0.489302396774292,2.0,0.1,0.85,0.7810388803482056
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,4,0.4842008650302887,2.0,0.1,0.85,0.816459059715271
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,5,0.4794992804527282,2.0,0.1,0.85,0.8464421629905701
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,6,0.477352112531662,2.0,0.1,0.85,0.8706714510917664
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,7,0.4767448306083679,2.0,0.1,0.85,0.8836043477058411
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,8,0.4761845171451568,2.0,0.1,0.85,0.8889358043670654
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,9,0.4751120805740356,2.0,0.1,0.85,0.8938978314399719
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,10,0.4737459719181061,2.0,0.1,0.85,0.8950591683387756
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,11,0.4726372957229614,2.0,0.1,0.85,0.8924197554588318
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,12,0.4721828997135162,2.0,0.1,0.85,0.8895164728164673
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,13,0.4721184074878692,2.0,0.1,0.85,0.8901499509811401
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,14,0.4719670414924621,2.0,0.1,0.85,0.8854518532752991
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,15,0.471729964017868,2.0,0.1,0.85,0.8825485706329346
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,16,0.4714070856571197,2.0,0.1,0.85,0.8815456032752991
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,17,0.4712725877761841,2.0,0.1,0.85,0.8788006901741028
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,18,0.4714149236679077,2.0,0.1,0.85,0.8781936168670654
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,19,0.4716391563415527,2.0,0.1,0.85,0.8757654428482056
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,20,0.4717749953269958,2.0,0.1,0.85,0.8735219836235046
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,1,0.4991108477115631,2.0,0.1,0.85,0.8546241521835327
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,2,0.4945746958255768,2.0,0.1,0.85,0.8046875
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,3,0.4875205159187317,2.0,0.1,0.85,0.8249577879905701
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,4,0.4814757108688354,2.0,0.1,0.85,0.8414273858070374
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,5,0.4782101809978485,2.0,0.1,0.85,0.8466005325317383
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,6,0.4759452939033508,2.0,0.1,0.85,0.8471283912658691
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,7,0.4739750325679779,2.0,0.1,0.85,0.839949369430542
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,8,0.4724425673484802,2.0,0.1,0.85,0.8327174782752991
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,9,0.4720852971076965,2.0,0.1,0.85,0.8294974565505981
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,10,0.4728460907936096,2.0,0.1,0.85,0.8236380815505981
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,11,0.4734196364879608,2.0,0.1,0.85,0.8260663151741028
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,12,0.4733306765556335,2.0,0.1,0.85,0.8329814672470093
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,13,0.4728356897830963,2.0,0.1,0.85,0.8406883478164673
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,14,0.4725147485733032,2.0,0.1,0.85,0.8489231467247009
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,15,0.472278356552124,2.0,0.1,0.85,0.8538851737976074
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,16,0.4718926846981048,2.0,0.1,0.85,0.855574369430542
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,17,0.4713532030582428,2.0,0.1,0.85,0.8647065162658691
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,18,0.470994085073471,2.0,0.1,0.85,0.8701435923576355
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,19,0.4709505140781402,2.0,0.1,0.85,0.8720439672470093
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,20,0.4710196256637573,2.0,0.1,0.85,0.8772170543670654
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,1,0.5113739371299744,2.0,0.1,0.85,0.8001478314399719
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,2,0.4841318726539612,2.0,0.1,0.85,0.7384924292564392
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,3,0.4837874174118042,2.0,0.1,0.85,0.707136869430542
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,4,0.4834102094173431,2.0,0.1,0.85,0.7281989455223083
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,5,0.4814558625221252,2.0,0.1,0.85,0.7608214020729065
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,6,0.4790031909942627,2.0,0.1,0.85,0.7931271195411682
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,7,0.4760068356990814,2.0,0.1,0.85,0.8160895705223083
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,8,0.4736558198928833,2.0,0.1,0.85,0.8315033912658691
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,9,0.4734155237674713,2.0,0.1,0.85,0.8411634564399719
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,10,0.4741176068782806,2.0,0.1,0.85,0.8469700217247009
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,11,0.4737330079078674,2.0,0.1,0.85,0.8565245270729065
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,12,0.4727074205875397,2.0,0.1,0.85,0.8660789728164673
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,13,0.4721223413944244,2.0,0.1,0.85,0.8718855977058411
p37_t1_focal_gamma2_gate0p85_ls0p10_collapse0p10,14,0.4717636406421661,2.0,0.1,0.85,0.8793285489082336
