seed,method,task,consumer,metric,stress_factor,source_direction,direction_normalized,level_count,minimum_level,maximum_level,baseline_score,maximum_stress_score,maximum_stress_change,degradation_slope
17,chronaris,simulated_future_workload_classification,linear,macro_f1,contiguous_gap_s,higher,higher_is_better,4,0.0,30.0,0.421441303794245,0.3797795771479982,-0.04166172664624679,-0.05129232694568558
17,chronaris,simulated_future_workload_classification,linear,macro_f1,random_missing_rate,higher,higher_is_better,4,0.0,0.5,0.421441303794245,0.4022227680622977,-0.019218535731947317,-0.026553619194082848
17,chronaris,simulated_future_workload_classification,linear,macro_f1,snr_degradation_db,higher,higher_is_better,4,0.0,25.0,0.421441303794245,0.45898465021651197,0.03754334642226698,0.029830990952364307
17,chronaris,simulated_future_workload_classification,linear,macro_f1,timestamp_jitter_ms,higher,higher_is_better,4,0.0,100.0,0.421441303794245,0.5218899841217438,0.10044868032749882,0.07278922446723461
17,chronaris,simulated_future_workload_classification,minirocket,balanced_accuracy,absolute_clock_drift_ppm,higher,higher_is_better,4,0.0,250.0,0.407512077294686,0.38781099033816424,-0.019701086956521785,-0.014072204968944171
17,chronaris,simulated_future_workload_classification,minirocket,balanced_accuracy,absolute_clock_offset_s,higher,higher_is_better,4,0.0,3.0,0.407512077294686,0.4239039855072464,0.01639190821256037,0.02066207389263124
17,chronaris,simulated_future_workload_classification,minirocket,balanced_accuracy,additional_physiology_lag_s,higher,higher_is_better,4,2.0,30.0,0.411286231884058,0.3817210144927536,-0.02956521739130441,-0.018647140864714258
17,chronaris,simulated_future_workload_classification,minirocket,balanced_accuracy,contiguous_gap_s,higher,higher_is_better,4,0.0,30.0,0.407512077294686,0.3810929951690822,-0.026419082125603843,-0.02907867494823985
17,chronaris,simulated_future_workload_classification,minirocket,balanced_accuracy,random_missing_rate,higher,higher_is_better,4,0.0,0.5,0.407512077294686,0.4937983091787439,0.08628623188405787,0.0785090682060098
17,chronaris,simulated_future_workload_classification,minirocket,balanced_accuracy,snr_degradation_db,higher,higher_is_better,4,0.0,25.0,0.407512077294686,0.4736171497584541,0.06610507246376807,0.11019559076393992
17,chronaris,simulated_future_workload_classification,minirocket,balanced_accuracy,timestamp_jitter_ms,higher,higher_is_better,4,0.0,100.0,0.407512077294686,0.5145471014492754,0.10703502415458938,0.11104966055885433
17,chronaris,simulated_future_workload_classification,minirocket,brier_score,absolute_clock_drift_ppm,lower,higher_is_better,4,0.0,250.0,-1.085014705076322,-1.1387271750844095,-0.05371247000808754,-0.03890115528261777
17,chronaris,simulated_future_workload_classification,minirocket,brier_score,absolute_clock_offset_s,lower,higher_is_better,4,0.0,3.0,-1.085014705076322,-1.0882895654000775,-0.0032748603237555685,0.004702089039872779
