seed,scenario_id,method_name,metric_count,consumer_refit,source_model_protocol_sha256,prediction_sha256
17,timestamp_jitter_000ms,physiology_only,32,False,e996beaa48430996cc1a319121fd7f11b67f995191303e63a0da63289d1d13b5,02db874ca60bd450d44a5a7c1997cc259e26a6dd0a9ec9c31b824b0a65bef502
17,timestamp_jitter_000ms,vehicle_only,32,False,48d313444d8d5000b7301dfd216afda6f2980f54d053f5d151d52bc0370f1b34,a29f0164c2e8994775605ec166ef200b466229f345bab65a2389b78e3cd1d01b
17,timestamp_jitter_000ms,naive_time_sync,32,False,2d3abb7242e2e3f728e0fd154759a49218190c53c057e782297483f29baa75b8,beaa4569e0f662e6dc769f8826c0a79aa511efdd16c1bafc31d7f0a49eef0cbf
17,timestamp_jitter_000ms,mult,32,False,83e2d08657ee9836cf83bade4f347a2132b8ee7fb8b299fdc904d6137d50a36a,518e4efed5246518c6ec0d22c9c90d24221ac231d285668400f2cdccd107dc6f
17,timestamp_jitter_000ms,contiformer,32,False,e752a6d0917d11639cf5e7f66e9ebdb6d2c828d19282b2440255588de5aec2f7,a3049ad1acf78e8363555bb439a172cd81d8baea7b075c350316a737248a522f
17,timestamp_jitter_000ms,chronaris,32,False,f4572bf2e6756cf1dda1c4758fb34db4b295a4ec268ccc5b9a2d42a9e24b3bb8,c87955929375d622a3494db9e86d0b939cc436a65fda1cf971e356ab84807671
29,timestamp_jitter_000ms,physiology_only,32,False,d4ecd075f7097ff477353645018085023a10154a9005f15e1b234952583574a4,dc814d9c7b6d75caf77c03957e3e6ab6c8b3d5a3d90ea6dd3a81decb24a2b191
29,timestamp_jitter_000ms,vehicle_only,32,False,0604b27201e636197e9eca0d2bbb06128147cba53c0c4f5470c0f0ec6a366efd,423383edad1c8a344ba7012a044f4b5d3d47a086bdcd74236821c00d691f6267
29,timestamp_jitter_000ms,naive_time_sync,32,False,867552c8b21e7e6b3e6e6007f57c40327052579ed74f92f7c9032e4a08335abc,99fd15aa975ad932df7723e823c7e7aab7341036a609a0adf94c4761d775dae1
29,timestamp_jitter_000ms,mult,32,False,7439cb3ce40e7b2843b19c835c88f4893449c3fb3ad6cbde7677fa101271be54,ad415c86f4cafa135dfa7444307081e5ee61250f4b5cf3e393ef0436f31035c0
29,timestamp_jitter_000ms,contiformer,32,False,b08f7e93e91dba44868f92c4f4062050b57fdf96d51fe5012a336aca01415ddc,2071fd82efafdbe958edf902285b98ff291cb97125f35f44da18c1a28b593790
29,timestamp_jitter_000ms,chronaris,32,False,e5e495c602872f1c60e53b6e7840b0875ffa9705ed4f4408536df90f5a3f2814,93bab3c1d982a565aa78184cf6375125b639b86c4d90c899e1b87b9ee4083a0c
43,timestamp_jitter_000ms,physiology_only,32,False,2b7fe277f7d9a77cf877bab4098c6baca6ea50cda1c8873044b2d650cf449017,c38b991b9f77823d74b201754e55e9504d2cf788e68487f0c10e183d65b18c2b
43,timestamp_jitter_000ms,vehicle_only,32,False,c36d0aac933a05fab506b6df9601676dfd2734583d26637654ca12ebc662f8b0,74785e2c68300c11b623d8db3178c3f471cf2cc0f19bfa4bfd5cc480340fd2f7
43,timestamp_jitter_000ms,naive_time_sync,32,False,37221d2353e7f2686289bdf1dc5e2534de5ba49a1c19be419a2cb0bf4539d523,453f18056fb0badb25d89900efae8602f17cbeb9740e6eeb305cf42f9c7bcaaf
43,timestamp_jitter_000ms,mult,32,False,4c36bfab4dce74b50057ffda28bec98e8f417a42e19489ba40eab5a77d23d0bb,f35499693dba7b7119645e081bae33b2a5a09bce8515b40133c2183952a31b7b
43,timestamp_jitter_000ms,contiformer,32,False,4c1c62b798e300a213df91815d481d97c5831fb8bdd05415940be6ad8ad574f5,2fb754e2b4090965e55cf601c0ada4ba3336c4f956af25312dc42c6534a0245d
43,timestamp_jitter_000ms,chronaris,32,False,41545d743f6083d132ca7e5f66d14bdd85545abb4b60c80e64952749274f279f,c111ca39052cb30780f147a1e9637803fcb21e657287fa86d670481e3e2c17d1
17,timestamp_jitter_020ms,physiology_only,32,False,e996beaa48430996cc1a319121fd7f11b67f995191303e63a0da63289d1d13b5,778991cd896261d2468ac009cedc511e1d662e44b07c3a73c3e3ba13185e22d6
17,timestamp_jitter_020ms,vehicle_only,32,False,48d313444d8d5000b7301dfd216afda6f2980f54d053f5d151d52bc0370f1b34,42e83d86c734b7653f45739386240412494893a1877d5904a0da835eba978808
17,timestamp_jitter_020ms,naive_time_sync,32,False,2d3abb7242e2e3f728e0fd154759a49218190c53c057e782297483f29baa75b8,9422b9d128b856d71e94c811797636449193efcd10e3cf00de44c6ac7a53288d
17,timestamp_jitter_020ms,mult,32,False,83e2d08657ee9836cf83bade4f347a2132b8ee7fb8b299fdc904d6137d50a36a,c924e515c573789c3838ced27fd3130fab98faf2b271433681493926b9343ee4
17,timestamp_jitter_020ms,contiformer,32,False,e752a6d0917d11639cf5e7f66e9ebdb6d2c828d19282b2440255588de5aec2f7,6e7ae5fd050d27f23cdd2d7b667a2bcbebf4cffd6391026ea3a8c077a2b285e6
17,timestamp_jitter_020ms,chronaris,32,False,f4572bf2e6756cf1dda1c4758fb34db4b295a4ec268ccc5b9a2d42a9e24b3bb8,be5e60265e752fabd320a860ff55e8087f5466e4d8f83febc3e3c0cdab178ad1
29,timestamp_jitter_020ms,physiology_only,32,False,d4ecd075f7097ff477353645018085023a10154a9005f15e1b234952583574a4,23fa85ec01c654a2edcaf03a5f602fca8a507c42034f5baf486390af30a0260f
29,timestamp_jitter_020ms,vehicle_only,32,False,0604b27201e636197e9eca0d2bbb06128147cba53c0c4f5470c0f0ec6a366efd,958be54f2f3074daee237ecabac852f5013ae09dc4638a56ea6c464155e3b826
29,timestamp_jitter_020ms,naive_time_sync,32,False,867552c8b21e7e6b3e6e6007f57c40327052579ed74f92f7c9032e4a08335abc,56584e41bb24a5e9f4ba1c57b0ef90282f99229afde8a03d0c62d7005c4a332a
29,timestamp_jitter_020ms,mult,32,False,7439cb3ce40e7b2843b19c835c88f4893449c3fb3ad6cbde7677fa101271be54,efbe7edfbd4b9b12f344eb6af2a5f7c7c44c48ece1cbca4288e2e400c6e54346
29,timestamp_jitter_020ms,contiformer,32,False,b08f7e93e91dba44868f92c4f4062050b57fdf96d51fe5012a336aca01415ddc,188d8fc9d777ef4009b86d18764115e4d31546577ea64799efb1eae0c1bc5134
29,timestamp_jitter_020ms,chronaris,32,False,e5e495c602872f1c60e53b6e7840b0875ffa9705ed4f4408536df90f5a3f2814,262fba841b1b9abf5cd5e2bd325341aaf23da1414e474813f467e926c6242cd0
43,timestamp_jitter_020ms,physiology_only,32,False,2b7fe277f7d9a77cf877bab4098c6baca6ea50cda1c8873044b2d650cf449017,2585b006e44193ef266b45c8772797aee7ae7c7bc776d62271f8122ef323a603
43,timestamp_jitter_020ms,vehicle_only,32,False,c36d0aac933a05fab506b6df9601676dfd2734583d26637654ca12ebc662f8b0,c0244e67bac7d72cb8792983f457139b9bf8a97f82e0b9acd6879ba1020e17f7
43,timestamp_jitter_020ms,naive_time_sync,32,False,37221d2353e7f2686289bdf1dc5e2534de5ba49a1c19be419a2cb0bf4539d523,4c6283f0aba5ec2ec2d88b3a74a1b50a76948546226263dc9749a79fe5b26e7f
43,timestamp_jitter_020ms,mult,32,False,4c36bfab4dce74b50057ffda28bec98e8f417a42e19489ba40eab5a77d23d0bb,00dee8f7dcc86217d4c24b246c490ac599c09b2cb8fe5aaefea59f2a23be55d3
43,timestamp_jitter_020ms,contiformer,32,False,4c1c62b798e300a213df91815d481d97c5831fb8bdd05415940be6ad8ad574f5,42cdea0b1d1cba1b4874b52f4f75b68302416debd3177b040decf5aa7b3000aa
43,timestamp_jitter_020ms,chronaris,32,False,41545d743f6083d132ca7e5f66d14bdd85545abb4b60c80e64952749274f279f,271bb204cf0d1dc343d8498279e1b24e0d2bcba71a9ee6506adb0d65f78ef603
17,timestamp_jitter_050ms,physiology_only,32,False,e996beaa48430996cc1a319121fd7f11b67f995191303e63a0da63289d1d13b5,a1f8413325c4326d0290d7434370c733ab537b93c69a4c10a36a3109ac8fb4a0
17,timestamp_jitter_050ms,vehicle_only,32,False,48d313444d8d5000b7301dfd216afda6f2980f54d053f5d151d52bc0370f1b34,50c96c3c9f6f033aa1d8b0aa9448b0f0eced3b814b74a2abf4dbad5ead7cb601
17,timestamp_jitter_050ms,naive_time_sync,32,False,2d3abb7242e2e3f728e0fd154759a49218190c53c057e782297483f29baa75b8,dcc157a528773a4e010d221fc28509056597868171545b8773013667bcc4d952
17,timestamp_jitter_050ms,mult,32,False,83e2d08657ee9836cf83bade4f347a2132b8ee7fb8b299fdc904d6137d50a36a,4596f171dd1f19110a50e412c5681031f19e61e5de862a21d43873f865197e76
17,timestamp_jitter_050ms,contiformer,32,False,e752a6d0917d11639cf5e7f66e9ebdb6d2c828d19282b2440255588de5aec2f7,d90476156a8708d679f33096237b3cddfab6e4112ccf67abc2fb3f88d2576b82
17,timestamp_jitter_050ms,chronaris,32,False,f4572bf2e6756cf1dda1c4758fb34db4b295a4ec268ccc5b9a2d42a9e24b3bb8,5b5207568d915dc949fe13b4e9067d23b0019eca88bb45ecb4d82abacc3a6c99
29,timestamp_jitter_050ms,physiology_only,32,False,d4ecd075f7097ff477353645018085023a10154a9005f15e1b234952583574a4,b2361a5bfb058dcf2d23733d16c9c911c8db2a0f276a6ced7529beb5762e52bf
29,timestamp_jitter_050ms,vehicle_only,32,False,0604b27201e636197e9eca0d2bbb06128147cba53c0c4f5470c0f0ec6a366efd,f1d6dce265aaddaca10e89ec58be68e2392b222588aad2c285a3ad2c35041736
29,timestamp_jitter_050ms,naive_time_sync,32,False,867552c8b21e7e6b3e6e6007f57c40327052579ed74f92f7c9032e4a08335abc,db8843063d0e55f6bcbdb8797256832121627da13913a8e3c1f99233f3e1b424
29,timestamp_jitter_050ms,mult,32,False,7439cb3ce40e7b2843b19c835c88f4893449c3fb3ad6cbde7677fa101271be54,44161c70bfec0d1d4c1c59f490cfc1e4304865c644f7323f5c8eaf099a0baeb6
29,timestamp_jitter_050ms,contiformer,32,False,b08f7e93e91dba44868f92c4f4062050b57fdf96d51fe5012a336aca01415ddc,b40aa00657ddb0fdc1d4e0f5cccfb09bb7621c04dc9f683bb1ff92bb01cfe5b4
29,timestamp_jitter_050ms,chronaris,32,False,e5e495c602872f1c60e53b6e7840b0875ffa9705ed4f4408536df90f5a3f2814,6df538e96e71755e741c53a7493cf43f6f2baec4a16764da3fa10bfff74bf447
43,timestamp_jitter_050ms,physiology_only,32,False,2b7fe277f7d9a77cf877bab4098c6baca6ea50cda1c8873044b2d650cf449017,101287de6622bd26a609fcec9d5e59790f85003b37dbd8e0de9f1bd3adc19ff5
43,timestamp_jitter_050ms,vehicle_only,32,False,c36d0aac933a05fab506b6df9601676dfd2734583d26637654ca12ebc662f8b0,b072d5fa7921b1a49073e2eb60ede01d5edd8d7e15eb5e34fa01cf57d75a076e
43,timestamp_jitter_050ms,naive_time_sync,32,False,37221d2353e7f2686289bdf1dc5e2534de5ba49a1c19be419a2cb0bf4539d523,11878382efa33534f56762c550edd9e4bccfbd52b90376b8118b87afd6c5d08b
43,timestamp_jitter_050ms,mult,32,False,4c36bfab4dce74b50057ffda28bec98e8f417a42e19489ba40eab5a77d23d0bb,e1fe3806088a647a60fca954ab534b4fbe87d335de30f596713cdf9eeed0037e
43,timestamp_jitter_050ms,contiformer,32,False,4c1c62b798e300a213df91815d481d97c5831fb8bdd05415940be6ad8ad574f5,0ff26fb8de6b08e3378b8656bca3158af6f7bbacb3400391cffd50b8572291f5
