dataset_id,variant_id,fused_dim,second_stream_role,second_stream_is_real_vehicle,evidence_role,fusion_route,lag_policy,causal_policy,lag_gate_mean,context_gate_mean,vehicle_gate_mean,causal_gate_mean,source_stage,status,task_name,model_name,split_strategy,seed,fold_index,test_group,sample_count,macro_f1,balanced_accuracy,rmse,mae,nrmse,top1,top3,top5,mrr,fold_skipped_reason,stage,track,evaluation_group,split_group
nasa_csm,v3_no_role_gate,,,,,,,,,,,,P35_public_v3_confirm,,,,,29.0,,,80.0,0.3087248322147651,0.3333333333333333,,,,,,,,,confirm,objective,loft_only,subject_12
nasa_csm,v3_no_role_gate,,,,,,,,,,,,P35_public_v3_confirm,,,,,29.0,,,78.0,0.5291766586730615,0.5,,,,,,,,,confirm,objective,loft_only,subject_13
nasa_csm,v3_no_role_gate,,,,,,,,,,,,P35_public_v3_confirm,,,,,29.0,,,78.0,0.5291766586730615,0.5,,,,,,,,,confirm,objective,loft_only,subject_14
nasa_csm,v3_no_role_gate,,,,,,,,,,,,P35_public_v3_confirm,,,,,29.0,,,64.0,0.5225225225225225,0.5,,,,,,,,,confirm,objective,loft_only,subject_17
nasa_csm,v3_no_role_gate,,,,,,,,,,,,P35_public_v3_confirm,,,,,29.0,,,64.0,0.3902233459755583,0.3888888888888889,,,,,,,,,confirm,objective,loft_only,subject_18
nasa_csm,v3_no_role_gate,,,,,,,,,,,,P35_public_v3_confirm,,,,,29.0,,,94.0,0.5341130604288499,0.5,,,,,,,,,confirm,objective,loft_only,subject_19
nasa_csm,v3_no_role_gate,,,,,,,,,,,,P35_public_v3_confirm,,,,,29.0,,,91.0,0.5333333333333333,0.5,,,,,,,,,confirm,objective,loft_only,subject_21
nasa_csm,v3_no_role_gate,,,,,,,,,,,,P35_public_v3_confirm,,,,,29.0,,,91.0,0.5130081300813009,0.5,,,,,,,,,confirm,objective,loft_only,subject_22
nasa_csm,v3_no_role_gate,,,,,,,,,,,,P35_public_v3_confirm,,,,,29.0,,,69.0,0.5252525252525252,0.5,,,,,,,,,confirm,objective,loft_only,subject_23
nasa_csm,v3_no_role_gate,,,,,,,,,,,,P35_public_v3_confirm,,,,,29.0,,,69.0,0.5252525252525252,0.5,,,,,,,,,confirm,objective,loft_only,subject_24
nasa_csm,v3_no_role_gate,,,,,,,,,,,,P35_public_v3_confirm,,,,,29.0,,,52.0,0.561631139944393,0.6111111111111112,,,,,,,,,confirm,objective,loft_only,subject_25
nasa_csm,v3_no_role_gate,,,,,,,,,,,,P35_public_v3_confirm,,,,,29.0,,,51.0,0.4790069368382621,0.5,,,,,,,,,confirm,objective,loft_only,subject_26
nasa_csm,v3_no_role_gate,,,,,,,,,,,,P35_public_v3_confirm,,,,,29.0,,,99.0,0.5352977286678944,0.5,,,,,,,,,confirm,objective,loft_only,subject_5
nasa_csm,v3_no_role_gate,,,,,,,,,,,,P35_public_v3_confirm,,,,,29.0,,,99.0,0.5352977286678944,0.5,,,,,,,,,confirm,objective,loft_only,subject_6
nasa_csm,v3_no_role_gate,,,,,,,,,,,,P35_public_v3_confirm,,,,,29.0,,,100.0,0.3082437275985663,0.3333333333333333,,,,,,,,,confirm,objective,loft_only,subject_9
nasa_csm,v3_no_role_gate,,,,,,,,,,,,P35_public_v3_confirm,,,,,29.0,,,187.0,0.3473545588349214,0.3398796886058032,,,,,,,,,confirm,objective,combined,subject_10
nasa_csm,v3_no_role_gate,,,,,,,,,,,,P35_public_v3_confirm,,,,,29.0,,,165.0,0.3833943833943833,0.5285714285714286,,,,,,,,,confirm,objective,combined,subject_11
nasa_csm,v3_no_role_gate,,,,,,,,,,,,P35_public_v3_confirm,,,,,29.0,,,166.0,0.3038251366120219,0.3309523809523809,,,,,,,,,confirm,objective,combined,subject_12
nasa_csm,v3_no_role_gate,,,,,,,,,,,,P35_public_v3_confirm,,,,,29.0,,,164.0,0.4373873873873874,0.4166666666666667,,,,,,,,,confirm,objective,combined,subject_13
nasa_csm,v3_no_role_gate,,,,,,,,,,,,P35_public_v3_confirm,,,,,29.0,,,165.0,0.5176935512843542,0.5,,,,,,,,,confirm,objective,combined,subject_14
nasa_csm,v3_no_role_gate,,,,,,,,,,,,P35_public_v3_confirm,,,,,29.0,,,150.0,0.3898839137645107,0.3888888888888889,,,,,,,,,confirm,objective,combined,subject_17
nasa_csm,v3_no_role_gate,,,,,,,,,,,,P35_public_v3_confirm,,,,,29.0,,,149.0,0.2987654320987654,0.3333333333333333,,,,,,,,,confirm,objective,combined,subject_18
nasa_csm,v3_no_role_gate,,,,,,,,,,,,P35_public_v3_confirm,,,,,29.0,,,178.0,0.3172727272727272,0.4562913907284767,,,,,,,,,confirm,objective,combined,subject_19
nasa_csm,v3_no_role_gate,,,,,,,,,,,,P35_public_v3_confirm,,,,,29.0,,,177.0,0.3280597670841573,0.3626126126126126,,,,,,,,,confirm,objective,combined,subject_21
nasa_csm,v3_no_role_gate,,,,,,,,,,,,P35_public_v3_confirm,,,,,29.0,,,178.0,0.4334406159283099,0.4834834834834835,,,,,,,,,confirm,objective,combined,subject_22
nasa_csm,v3_no_role_gate,,,,,,,,,,,,P35_public_v3_confirm,,,,,29.0,,,155.0,0.298932384341637,0.3333333333333333,,,,,,,,,confirm,objective,combined,subject_23
nasa_csm,v3_no_role_gate,,,,,,,,,,,,P35_public_v3_confirm,,,,,29.0,,,154.0,0.446106240330067,0.4242424242424242,,,,,,,,,confirm,objective,combined,subject_24
nasa_csm,v3_no_role_gate,,,,,,,,,,,,P35_public_v3_confirm,,,,,29.0,,,138.0,0.4496695865990472,0.4444444444444444,,,,,,,,,confirm,objective,combined,subject_25
nasa_csm,v3_no_role_gate,,,,,,,,,,,,P35_public_v3_confirm,,,,,29.0,,,137.0,0.4237551867219917,0.4166666666666667,,,,,,,,,confirm,objective,combined,subject_26
nasa_csm,v3_no_role_gate,,,,,,,,,,,,P35_public_v3_confirm,,,,,29.0,,,180.0,0.4324571011317999,0.4166666666666667,,,,,,,,,confirm,objective,combined,subject_5
nasa_csm,v3_no_role_gate,,,,,,,,,,,,P35_public_v3_confirm,,,,,29.0,,,180.0,0.5294322535701846,0.5013142174432498,,,,,,,,,confirm,objective,combined,subject_6
nasa_csm,v3_no_role_gate,,,,,,,,,,,,P35_public_v3_confirm,,,,,29.0,,,187.0,0.4035714285714285,0.4081740976645435,,,,,,,,,confirm,objective,combined,subject_9
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,42.0,,,87.0,0.2995780590717299,0.3333333333333333,,,,,,,,,confirm,objective,benchmark_only,subject_10
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,42.0,,,85.0,0.3034188034188034,0.3333333333333333,,,,,,,,,confirm,objective,benchmark_only,subject_11
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,42.0,,,86.0,0.3014861995753715,0.3333333333333333,,,,,,,,,confirm,objective,benchmark_only,subject_12
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,42.0,,,86.0,0.3014861995753715,0.3333333333333333,,,,,,,,,confirm,objective,benchmark_only,subject_13
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,42.0,,,87.0,0.2995780590717299,0.3333333333333333,,,,,,,,,confirm,objective,benchmark_only,subject_14
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,42.0,,,86.0,0.3014861995753715,0.3333333333333333,,,,,,,,,confirm,objective,benchmark_only,subject_17
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,42.0,,,85.0,0.3034188034188034,0.3333333333333333,,,,,,,,,confirm,objective,benchmark_only,subject_18
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,42.0,,,84.0,0.3053763440860215,0.3333333333333333,,,,,,,,,confirm,objective,benchmark_only,subject_19
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,42.0,,,86.0,0.3014861995753715,0.3333333333333333,,,,,,,,,confirm,objective,benchmark_only,subject_21
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,42.0,,,87.0,0.2995780590717299,0.3333333333333333,,,,,,,,,confirm,objective,benchmark_only,subject_22
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,42.0,,,86.0,0.3014861995753715,0.3333333333333333,,,,,,,,,confirm,objective,benchmark_only,subject_23
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,42.0,,,85.0,0.3034188034188034,0.3333333333333333,,,,,,,,,confirm,objective,benchmark_only,subject_24
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,42.0,,,86.0,0.3014861995753715,0.3333333333333333,,,,,,,,,confirm,objective,benchmark_only,subject_25
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,42.0,,,86.0,0.3014861995753715,0.3333333333333333,,,,,,,,,confirm,objective,benchmark_only,subject_26
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,42.0,,,81.0,0.3090507726269315,0.3333333333333333,,,,,,,,,confirm,objective,benchmark_only,subject_5
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,42.0,,,81.0,0.3090507726269315,0.3333333333333333,,,,,,,,,confirm,objective,benchmark_only,subject_6
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,42.0,,,87.0,0.2995780590717299,0.3333333333333333,,,,,,,,,confirm,objective,benchmark_only,subject_9
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,42.0,,,100.0,0.3082437275985663,0.3333333333333333,,,,,,,,,confirm,objective,loft_only,subject_10
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,42.0,,,80.0,0.3087248322147651,0.3333333333333333,,,,,,,,,confirm,objective,loft_only,subject_11
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,42.0,,,80.0,0.3087248322147651,0.3333333333333333,,,,,,,,,confirm,objective,loft_only,subject_12
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,42.0,,,78.0,0.5291766586730615,0.5,,,,,,,,,confirm,objective,loft_only,subject_13
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,42.0,,,78.0,0.5291766586730615,0.5,,,,,,,,,confirm,objective,loft_only,subject_14
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,42.0,,,64.0,0.5225225225225225,0.5,,,,,,,,,confirm,objective,loft_only,subject_17
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,42.0,,,64.0,0.4642857142857142,0.4444444444444444,,,,,,,,,confirm,objective,loft_only,subject_18
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,42.0,,,94.0,0.5341130604288499,0.5,,,,,,,,,confirm,objective,loft_only,subject_19
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,42.0,,,91.0,0.5333333333333333,0.5,,,,,,,,,confirm,objective,loft_only,subject_21
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,42.0,,,91.0,0.5333333333333333,0.5,,,,,,,,,confirm,objective,loft_only,subject_22
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,42.0,,,69.0,0.5252525252525252,0.5,,,,,,,,,confirm,objective,loft_only,subject_23
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,42.0,,,69.0,0.5252525252525252,0.5,,,,,,,,,confirm,objective,loft_only,subject_24
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,42.0,,,52.0,0.5134099616858238,0.5,,,,,,,,,confirm,objective,loft_only,subject_25
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,42.0,,,51.0,0.4936507936507937,0.5,,,,,,,,,confirm,objective,loft_only,subject_26
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,42.0,,,99.0,0.5352977286678944,0.5,,,,,,,,,confirm,objective,loft_only,subject_5
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,42.0,,,99.0,0.5352977286678944,0.5,,,,,,,,,confirm,objective,loft_only,subject_6
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,42.0,,,100.0,0.3082437275985663,0.3333333333333333,,,,,,,,,confirm,objective,loft_only,subject_9
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,42.0,,,187.0,0.4402737047898338,0.4166666666666667,,,,,,,,,confirm,objective,combined,subject_10
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,42.0,,,165.0,0.4702994599901816,0.5619047619047619,,,,,,,,,confirm,objective,combined,subject_11
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,42.0,,,166.0,0.4735099337748344,0.4559523809523809,,,,,,,,,confirm,objective,combined,subject_12
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,42.0,,,164.0,0.4237695078031212,0.4166666666666667,,,,,,,,,confirm,objective,combined,subject_13
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,42.0,,,165.0,0.514317235845745,0.5277777777777778,,,,,,,,,confirm,objective,combined,subject_14
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,42.0,,,150.0,0.4343283582089552,0.4166666666666667,,,,,,,,,confirm,objective,combined,subject_17
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,42.0,,,149.0,0.4831523252575884,0.4438502673796791,,,,,,,,,confirm,objective,combined,subject_18
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,42.0,,,178.0,0.4626396098788737,0.4333333333333333,,,,,,,,,confirm,objective,combined,subject_19
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,42.0,,,177.0,0.3897681351826619,0.3621268327150679,,,,,,,,,confirm,objective,combined,subject_21
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,42.0,,,178.0,0.4388028895768834,0.4166666666666667,,,,,,,,,confirm,objective,combined,subject_22
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,42.0,,,155.0,0.3,0.3333333333333333,,,,,,,,,confirm,objective,combined,subject_23
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,42.0,,,154.0,0.5137878787878788,0.4848484848484848,,,,,,,,,confirm,objective,combined,subject_24
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,42.0,,,138.0,0.4782163742690058,0.4722222222222222,,,,,,,,,confirm,objective,combined,subject_25
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,42.0,,,137.0,0.4400707651481645,0.441358024691358,,,,,,,,,confirm,objective,combined,subject_26
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,42.0,,,180.0,0.5997973657548125,0.5833333333333334,,,,,,,,,confirm,objective,combined,subject_5
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,42.0,,,180.0,0.5327812284334024,0.5448028673835125,,,,,,,,,confirm,objective,combined,subject_6
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,42.0,,,187.0,0.4224651512522413,0.4124203821656051,,,,,,,,,confirm,objective,combined,subject_9
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,17.0,,,87.0,0.2995780590717299,0.3333333333333333,,,,,,,,,confirm,objective,benchmark_only,subject_10
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,17.0,,,85.0,0.3010752688172043,0.3286384976525822,,,,,,,,,confirm,objective,benchmark_only,subject_11
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,17.0,,,86.0,0.3014861995753715,0.3333333333333333,,,,,,,,,confirm,objective,benchmark_only,subject_12
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,17.0,,,86.0,0.3014861995753715,0.3333333333333333,,,,,,,,,confirm,objective,benchmark_only,subject_13
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,17.0,,,87.0,0.2995780590717299,0.3333333333333333,,,,,,,,,confirm,objective,benchmark_only,subject_14
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,17.0,,,86.0,0.3014861995753715,0.3333333333333333,,,,,,,,,confirm,objective,benchmark_only,subject_17
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,17.0,,,85.0,0.3034188034188034,0.3333333333333333,,,,,,,,,confirm,objective,benchmark_only,subject_18
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,17.0,,,84.0,0.3053763440860215,0.3333333333333333,,,,,,,,,confirm,objective,benchmark_only,subject_19
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,17.0,,,86.0,0.3014861995753715,0.3333333333333333,,,,,,,,,confirm,objective,benchmark_only,subject_21
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,17.0,,,87.0,0.2995780590717299,0.3333333333333333,,,,,,,,,confirm,objective,benchmark_only,subject_22
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,17.0,,,86.0,0.3014861995753715,0.3333333333333333,,,,,,,,,confirm,objective,benchmark_only,subject_23
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,17.0,,,85.0,0.3034188034188034,0.3333333333333333,,,,,,,,,confirm,objective,benchmark_only,subject_24
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,17.0,,,86.0,0.3014861995753715,0.3333333333333333,,,,,,,,,confirm,objective,benchmark_only,subject_25
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,17.0,,,86.0,0.3014861995753715,0.3333333333333333,,,,,,,,,confirm,objective,benchmark_only,subject_26
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,17.0,,,81.0,0.3090507726269315,0.3333333333333333,,,,,,,,,confirm,objective,benchmark_only,subject_5
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,17.0,,,81.0,0.3090507726269315,0.3333333333333333,,,,,,,,,confirm,objective,benchmark_only,subject_6
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,17.0,,,87.0,0.2995780590717299,0.3333333333333333,,,,,,,,,confirm,objective,benchmark_only,subject_9
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,17.0,,,100.0,0.3082437275985663,0.3333333333333333,,,,,,,,,confirm,objective,loft_only,subject_10
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,17.0,,,80.0,0.3087248322147651,0.3333333333333333,,,,,,,,,confirm,objective,loft_only,subject_11
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,17.0,,,80.0,0.3087248322147651,0.3333333333333333,,,,,,,,,confirm,objective,loft_only,subject_12
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,17.0,,,78.0,0.5291766586730615,0.5,,,,,,,,,confirm,objective,loft_only,subject_13
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,17.0,,,78.0,0.6041222459132907,0.6666666666666666,,,,,,,,,confirm,objective,loft_only,subject_14
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,17.0,,,64.0,0.5225225225225225,0.5,,,,,,,,,confirm,objective,loft_only,subject_17
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,17.0,,,64.0,0.5225225225225225,0.5,,,,,,,,,confirm,objective,loft_only,subject_18
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,17.0,,,94.0,0.5341130604288499,0.5,,,,,,,,,confirm,objective,loft_only,subject_19
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,17.0,,,91.0,0.5333333333333333,0.5,,,,,,,,,confirm,objective,loft_only,subject_21
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,17.0,,,91.0,0.5130081300813009,0.5,,,,,,,,,confirm,objective,loft_only,subject_22
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,17.0,,,69.0,0.5252525252525252,0.5,,,,,,,,,confirm,objective,loft_only,subject_23
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,17.0,,,69.0,0.5252525252525252,0.5,,,,,,,,,confirm,objective,loft_only,subject_24
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,17.0,,,52.0,0.561631139944393,0.6111111111111112,,,,,,,,,confirm,objective,loft_only,subject_25
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,17.0,,,51.0,0.4790069368382621,0.5,,,,,,,,,confirm,objective,loft_only,subject_26
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,17.0,,,99.0,0.5814814814814815,0.5555555555555555,,,,,,,,,confirm,objective,loft_only,subject_5
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,17.0,,,99.0,0.5352977286678944,0.5,,,,,,,,,confirm,objective,loft_only,subject_6
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,17.0,,,100.0,0.3082437275985663,0.3333333333333333,,,,,,,,,confirm,objective,loft_only,subject_9
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,17.0,,,187.0,0.4402737047898338,0.4166666666666667,,,,,,,,,confirm,objective,combined,subject_10
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,17.0,,,165.0,0.4363929146537842,0.6357142857142857,,,,,,,,,confirm,objective,combined,subject_11
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,17.0,,,166.0,0.4735099337748344,0.4559523809523809,,,,,,,,,confirm,objective,combined,subject_12
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,17.0,,,164.0,0.5092783505154639,0.5,,,,,,,,,confirm,objective,combined,subject_13
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,17.0,,,165.0,0.5082191780821917,0.5,,,,,,,,,confirm,objective,combined,subject_14
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,17.0,,,150.0,0.4857773133635203,0.4944903581267217,,,,,,,,,confirm,objective,combined,subject_17
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,17.0,,,149.0,0.4747728860936409,0.4438502673796791,,,,,,,,,confirm,objective,combined,subject_18
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,17.0,,,178.0,0.5616615067079463,0.5333333333333333,,,,,,,,,confirm,objective,combined,subject_19
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,17.0,,,177.0,0.4651960784313725,0.4444444444444444,,,,,,,,,confirm,objective,combined,subject_21
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,17.0,,,178.0,0.5002837977296181,0.4629629629629629,,,,,,,,,confirm,objective,combined,subject_22
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,17.0,,,155.0,0.3512820512820513,0.3611111111111111,,,,,,,,,confirm,objective,combined,subject_23
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,17.0,,,154.0,0.5137878787878788,0.4848484848484848,,,,,,,,,confirm,objective,combined,subject_24
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,17.0,,,138.0,0.4496695865990472,0.4444444444444444,,,,,,,,,confirm,objective,combined,subject_25
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,17.0,,,137.0,0.4779596048945894,0.4722222222222222,,,,,,,,,confirm,objective,combined,subject_26
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,17.0,,,180.0,0.5695415695415695,0.5416666666666666,,,,,,,,,confirm,objective,combined,subject_5
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,17.0,,,180.0,0.5817073170731707,0.5555555555555555,,,,,,,,,confirm,objective,combined,subject_6
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,17.0,,,187.0,0.4224651512522413,0.4124203821656051,,,,,,,,,confirm,objective,combined,subject_9
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,29.0,,,87.0,0.2995780590717299,0.3333333333333333,,,,,,,,,confirm,objective,benchmark_only,subject_10
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,29.0,,,85.0,0.3034188034188034,0.3333333333333333,,,,,,,,,confirm,objective,benchmark_only,subject_11
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,29.0,,,86.0,0.3014861995753715,0.3333333333333333,,,,,,,,,confirm,objective,benchmark_only,subject_12
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,29.0,,,86.0,0.3014861995753715,0.3333333333333333,,,,,,,,,confirm,objective,benchmark_only,subject_13
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,29.0,,,87.0,0.2995780590717299,0.3333333333333333,,,,,,,,,confirm,objective,benchmark_only,subject_14
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,29.0,,,86.0,0.3014861995753715,0.3333333333333333,,,,,,,,,confirm,objective,benchmark_only,subject_17
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,29.0,,,85.0,0.3034188034188034,0.3333333333333333,,,,,,,,,confirm,objective,benchmark_only,subject_18
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,29.0,,,84.0,0.3053763440860215,0.3333333333333333,,,,,,,,,confirm,objective,benchmark_only,subject_19
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,29.0,,,86.0,0.4141414141414141,0.4027125717266562,,,,,,,,,confirm,objective,benchmark_only,subject_21
nasa_csm,v3_force_private_causal,,,,,,,,,,,,P35_public_v3_confirm,,,,,29.0,,,87.0,0.4025018395879323,0.4209702660406886,,,,,,,,,confirm,objective,benchmark_only,subject_22
