split_id,outer_pool_id,split_kind,main_selection,method,task,metric,value,representation_variant,time_baseline_value,standardized_gain,status,fit_role,evaluation_role,outer_test_opened
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,naive_time_sync,physiology_residual,rmse_ratio,2.5810477900613367,train_phase_residualized_pooled_64d,0.2825606216030745,-3.073292613651144,completed,inner_train,inner_validation,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,naive_time_sync,physiology_residual,response_skill,-5.661807694580511,train_phase_residualized_pooled_64d,0.2825606216030745,-3.073292613651144,completed,inner_train,inner_validation,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,naive_time_sync,physiology_residual,spearman,0.7132867132867133,train_phase_residualized_pooled_64d,0.2825606216030745,-3.073292613651144,completed,inner_train,inner_validation,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,naive_time_sync,high_residual_response,normalized_ap,0.2962962962962963,train_phase_residualized_pooled_64d,0.5555555555555557,-0.5833333333333338,completed,inner_train,inner_validation,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,naive_time_sync,high_residual_response,normalized_ap,0.14814814814814814,raw_pooled_64d_diagnostic,0.5555555555555557,-0.9166666666666673,completed,inner_train,inner_validation,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,naive_time_sync,high_residual_response,auprc,0.4722222222222222,train_phase_residualized_pooled_64d,0.5555555555555557,-0.5833333333333338,completed,inner_train,inner_validation,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,naive_time_sync,high_residual_response,prevalence,0.25,train_phase_residualized_pooled_64d,0.5555555555555557,-0.5833333333333338,completed,inner_train,inner_validation,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,mult,future_maneuver_score,spearman,-0.7832167832167832,train_phase_residualized_pooled_64d,0.7622377622377624,-6.500000000000005,completed,inner_train,inner_validation,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,mult,future_maneuver_score,spearman,-0.7972027972027973,raw_pooled_64d_diagnostic,0.7622377622377624,-6.55882352941177,completed,inner_train,inner_validation,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,mult,future_maneuver_trend,macro_f1,0.4666666666666666,train_phase_residualized_pooled_64d,0.7388888888888889,-1.0425531914893622,completed,inner_train,inner_validation,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,mult,future_maneuver_trend,macro_f1,0.4962962962962963,raw_pooled_64d_diagnostic,0.7388888888888889,-0.9290780141843975,completed,inner_train,inner_validation,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,mult,physiology_residual,rmse,1.2620952343043308,train_phase_residualized_pooled_64d,0.2825606216030745,-3.4666352556275597,completed,inner_train,inner_validation,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,mult,physiology_residual,rmse,0.5144794322389541,raw_pooled_64d_diagnostic,0.2825606216030745,-0.8207754120872026,completed,inner_train,inner_validation,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,mult,physiology_residual,rmse_ratio,2.8302899273454774,train_phase_residualized_pooled_64d,0.2825606216030745,-3.4666352556275597,completed,inner_train,inner_validation,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,mult,physiology_residual,response_skill,-7.010541072833268,train_phase_residualized_pooled_64d,0.2825606216030745,-3.4666352556275597,completed,inner_train,inner_validation,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,mult,physiology_residual,spearman,0.37762237762237766,train_phase_residualized_pooled_64d,0.2825606216030745,-3.4666352556275597,completed,inner_train,inner_validation,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,mult,high_residual_response,normalized_ap,-0.059964726631393295,train_phase_residualized_pooled_64d,0.5555555555555557,-1.3849206349206356,completed,inner_train,inner_validation,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,mult,high_residual_response,normalized_ap,-0.04761904761904764,raw_pooled_64d_diagnostic,0.5555555555555557,-1.3571428571428579,completed,inner_train,inner_validation,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,mult,high_residual_response,auprc,0.20502645502645503,train_phase_residualized_pooled_64d,0.5555555555555557,-1.3849206349206356,completed,inner_train,inner_validation,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,mult,high_residual_response,prevalence,0.25,train_phase_residualized_pooled_64d,0.5555555555555557,-1.3849206349206356,completed,inner_train,inner_validation,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,contiformer,future_maneuver_score,spearman,0.6503496503496504,train_phase_residualized_pooled_64d,0.7622377622377624,-0.47058823529411836,completed,inner_train,inner_validation,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,contiformer,future_maneuver_score,spearman,0.6223776223776225,raw_pooled_64d_diagnostic,0.7622377622377624,-0.5882352941176476,completed,inner_train,inner_validation,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,contiformer,future_maneuver_trend,macro_f1,0.6476190476190476,train_phase_residualized_pooled_64d,0.7388888888888889,-0.34954407294832834,completed,inner_train,inner_validation,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,contiformer,future_maneuver_trend,macro_f1,0.6722222222222222,raw_pooled_64d_diagnostic,0.7388888888888889,-0.25531914893617064,completed,inner_train,inner_validation,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,contiformer,physiology_residual,rmse,0.5465914843295406,train_phase_residualized_pooled_64d,0.2825606216030745,-0.9344220055452811,completed,inner_train,inner_validation,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,contiformer,physiology_residual,rmse,0.49623001579701537,raw_pooled_64d_diagnostic,0.2825606216030745,-0.7561895673279336,completed,inner_train,inner_validation,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,contiformer,physiology_residual,rmse_ratio,1.2257493178186576,train_phase_residualized_pooled_64d,0.2825606216030745,-0.9344220055452811,completed,inner_train,inner_validation,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,contiformer,physiology_residual,response_skill,-0.5024613901329045,train_phase_residualized_pooled_64d,0.2825606216030745,-0.9344220055452811,completed,inner_train,inner_validation,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,contiformer,physiology_residual,spearman,0.34965034965034975,train_phase_residualized_pooled_64d,0.2825606216030745,-0.9344220055452811,completed,inner_train,inner_validation,False
