stage,dataset_id,candidate_id,seed,summary_path,artifact_root,hidden_dim,layers,num_heads,dropout,fusion_event_bias_weight,fusion_lag_window_points,fusion_normalize_states,learning_rate,batch_size,regression_loss,huber_delta,target_transform,weight_decay,gradient_clip_max_norm,primary_metric,selection_score,secondary_score,combined_macro_f1,combined_balanced_accuracy,benchmark_only_macro_f1,loft_only_macro_f1,sample_count,fold_count,mean_rmse,mean_mae,n_back_rmse,n_back_mae,heat_the_chair_rmse,heat_the_chair_mae,n_back_macro_f1,heat_the_chair_macro_f1
screen,nasa_csm,fusion_h96_l2_hd4_do0p1_bias0_lagnone_lr0p001_bs128_mse_td1_none_wd0,17,/home/wangminan/projects/chronaris/artifacts/application_evaluation/2026-07-13_chronaris-v2-public-adapter-confirmation/screen/nasa_csm/fusion_h96_l2_hd4_do0p1_bias0_lagnone_lr0p001_bs128_mse_td1_none_wd0__seed17/deep_baseline_summary.json,/home/wangminan/projects/chronaris/artifacts/application_evaluation/2026-07-13_chronaris-v2-public-adapter-confirmation/screen/nasa_csm/fusion_h96_l2_hd4_do0p1_bias0_lagnone_lr0p001_bs128_mse_td1_none_wd0__seed17,96,2,4,0.1,0.0,,True,0.001,128,mse,1.0,none,0.0,1.0,combined_macro_f1,0.46793157076205283,0.4385964912280702,0.46793157076205283,0.4385964912280702,0.6859621859621859,0.5512981951190262,352,2,,,,,,,,
screen,uab_workload_dataset,fusion_h96_l2_hd4_do0p1_bias0_lagnone_lr0p001_bs128_mse_td1_none_wd0,17,/home/wangminan/projects/chronaris/artifacts/application_evaluation/2026-07-13_chronaris-v2-public-adapter-confirmation/screen/uab_workload_dataset/fusion_h96_l2_hd4_do0p1_bias0_lagnone_lr0p001_bs128_mse_td1_none_wd0__seed17/deep_baseline_summary.json,/home/wangminan/projects/chronaris/artifacts/application_evaluation/2026-07-13_chronaris-v2-public-adapter-confirmation/screen/uab_workload_dataset/fusion_h96_l2_hd4_do0p1_bias0_lagnone_lr0p001_bs128_mse_td1_none_wd0__seed17,96,2,4,0.1,0.0,,True,0.001,128,mse,1.0,none,0.0,1.0,mean_rmse,3.9932212828262807,3.5204839698093138,,,,,4402,2,3.9932212828262807,3.5204839698093138,6.059280750681581,5.446308498301491,1.9271618149709804,1.5946594413171367,0.3207892557580316,0.49676506218009986
