ablation_group,balanced_accuracy,component,confusion_matrix,display_name_cn,feature_family,leakage_safe,mae,metric_direction,model_mode,nrmse,nrmse_normalization,per_class_f1,per_class_precision,per_class_recall,persistence_improvement_rate,persistence_rmse,primary_metric_name,primary_metric_value,protocol,seed,skipped_fold_count,skipped_reason,source_variant,split_strategy,status,task_name,task_type,valid_fold_count,variant_name
model_backbone,0.3162393162393162,remove_physics_constraint,"[[37, 0, 2], [36, 0, 0], [36, 0, 0]]",移除物理约束,dual_projection,True,,higher_is_better,learned,,,"{""low"": 0.5, ""medium"": 0.0, ""high"": 0.0}","{""low"": 0.3394495412844037, ""medium"": 0.0, ""high"": 0.0}","{""low"": 0.9487179487179487, ""medium"": 0.0, ""high"": 0.0}",,,macro_f1,0.16666666666666666,leakage_safe_v1,43,0,,e_baseline,leave_one_sortie_out,completed,T1_maneuver_intensity_class,classification,2,remove_physics_constraint
model_backbone,0.3162393162393162,remove_physics_constraint,"[[37, 0, 2], [36, 0, 0], [36, 0, 0]]",移除物理约束,dual_projection,True,,higher_is_better,learned,,,"{""low"": 0.5, ""medium"": 0.0, ""high"": 0.0}","{""low"": 0.3394495412844037, ""medium"": 0.0, ""high"": 0.0}","{""low"": 0.9487179487179487, ""medium"": 0.0, ""high"": 0.0}",,,macro_f1,0.16666666666666666,leakage_safe_v1,71,0,,e_baseline,leave_one_sortie_out,completed,T1_maneuver_intensity_class,classification,2,remove_physics_constraint
model_backbone,0.3162393162393162,remove_physics_constraint,"[[37, 0, 2], [36, 0, 0], [36, 0, 0]]",移除物理约束,dual_projection,True,,higher_is_better,learned,,,"{""low"": 0.5, ""medium"": 0.0, ""high"": 0.0}","{""low"": 0.3394495412844037, ""medium"": 0.0, ""high"": 0.0}","{""low"": 0.9487179487179487, ""medium"": 0.0, ""high"": 0.0}",,,macro_f1,0.16666666666666666,leakage_safe_v1,97,0,,e_baseline,leave_one_sortie_out,completed,T1_maneuver_intensity_class,classification,2,remove_physics_constraint
model_backbone,,remove_physics_constraint,,移除物理约束,dual_projection,True,1611.1595195493132,lower_is_better,learned,1.0138966059755978,target_range,,,,-10.748125453244738,201.4895651832178,rmse,2367.1246892921754,leakage_safe_v1,17,0,,e_baseline,leave_one_sortie_out,completed,T2_next_window_physiology_response,regression,2,remove_physics_constraint
model_backbone,,remove_physics_constraint,,移除物理约束,dual_projection,True,1611.1595195493132,lower_is_better,learned,1.0138966059755978,target_range,,,,-10.748125453244738,201.4895651832178,rmse,2367.1246892921754,leakage_safe_v1,29,0,,e_baseline,leave_one_sortie_out,completed,T2_next_window_physiology_response,regression,2,remove_physics_constraint
model_backbone,,remove_physics_constraint,,移除物理约束,dual_projection,True,1611.1595195493132,lower_is_better,learned,1.0138966059755978,target_range,,,,-10.748125453244738,201.4895651832178,rmse,2367.1246892921754,leakage_safe_v1,43,0,,e_baseline,leave_one_sortie_out,completed,T2_next_window_physiology_response,regression,2,remove_physics_constraint
model_backbone,,remove_physics_constraint,,移除物理约束,dual_projection,True,1611.1595195493132,lower_is_better,learned,1.0138966059755978,target_range,,,,-10.748125453244738,201.4895651832178,rmse,2367.1246892921754,leakage_safe_v1,71,0,,e_baseline,leave_one_sortie_out,completed,T2_next_window_physiology_response,regression,2,remove_physics_constraint
model_backbone,,remove_physics_constraint,,移除物理约束,dual_projection,True,1611.1595195493132,lower_is_better,learned,1.0138966059755978,target_range,,,,-10.748125453244738,201.4895651832178,rmse,2367.1246892921754,leakage_safe_v1,97,0,,e_baseline,leave_one_sortie_out,completed,T2_next_window_physiology_response,regression,2,remove_physics_constraint
model_backbone,0.3333333333333333,remove_causal_mask,"[[39, 0, 0], [36, 0, 0], [36, 0, 0]]",移除因果掩码,full_safe,True,,higher_is_better,learned,,,"{""low"": 0.52, ""medium"": 0.0, ""high"": 0.0}","{""low"": 0.35135135135135137, ""medium"": 0.0, ""high"": 0.0}","{""low"": 1.0, ""medium"": 0.0, ""high"": 0.0}",,,macro_f1,0.17333333333333334,leakage_safe_v1,17,0,,chronaris_opt_no_causal_mask,leave_one_sortie_out,completed,T1_maneuver_intensity_class,classification,2,remove_causal_mask
model_backbone,0.3333333333333333,remove_causal_mask,"[[39, 0, 0], [36, 0, 0], [36, 0, 0]]",移除因果掩码,full_safe,True,,higher_is_better,learned,,,"{""low"": 0.52, ""medium"": 0.0, ""high"": 0.0}","{""low"": 0.35135135135135137, ""medium"": 0.0, ""high"": 0.0}","{""low"": 1.0, ""medium"": 0.0, ""high"": 0.0}",,,macro_f1,0.17333333333333334,leakage_safe_v1,29,0,,chronaris_opt_no_causal_mask,leave_one_sortie_out,completed,T1_maneuver_intensity_class,classification,2,remove_causal_mask
model_backbone,0.3333333333333333,remove_causal_mask,"[[39, 0, 0], [36, 0, 0], [36, 0, 0]]",移除因果掩码,full_safe,True,,higher_is_better,learned,,,"{""low"": 0.52, ""medium"": 0.0, ""high"": 0.0}","{""low"": 0.35135135135135137, ""medium"": 0.0, ""high"": 0.0}","{""low"": 1.0, ""medium"": 0.0, ""high"": 0.0}",,,macro_f1,0.17333333333333334,leakage_safe_v1,43,0,,chronaris_opt_no_causal_mask,leave_one_sortie_out,completed,T1_maneuver_intensity_class,classification,2,remove_causal_mask
model_backbone,0.3333333333333333,remove_causal_mask,"[[39, 0, 0], [36, 0, 0], [36, 0, 0]]",移除因果掩码,full_safe,True,,higher_is_better,learned,,,"{""low"": 0.52, ""medium"": 0.0, ""high"": 0.0}","{""low"": 0.35135135135135137, ""medium"": 0.0, ""high"": 0.0}","{""low"": 1.0, ""medium"": 0.0, ""high"": 0.0}",,,macro_f1,0.17333333333333334,leakage_safe_v1,71,0,,chronaris_opt_no_causal_mask,leave_one_sortie_out,completed,T1_maneuver_intensity_class,classification,2,remove_causal_mask
model_backbone,0.3333333333333333,remove_causal_mask,"[[39, 0, 0], [36, 0, 0], [36, 0, 0]]",移除因果掩码,full_safe,True,,higher_is_better,learned,,,"{""low"": 0.52, ""medium"": 0.0, ""high"": 0.0}","{""low"": 0.35135135135135137, ""medium"": 0.0, ""high"": 0.0}","{""low"": 1.0, ""medium"": 0.0, ""high"": 0.0}",,,macro_f1,0.17333333333333334,leakage_safe_v1,97,0,,chronaris_opt_no_causal_mask,leave_one_sortie_out,completed,T1_maneuver_intensity_class,classification,2,remove_causal_mask
model_backbone,,remove_causal_mask,,移除因果掩码,full_safe,True,2724.913504115169,lower_is_better,learned,1.3901100510916926,target_range,,,,-15.10734978082638,201.4895651832178,rmse,3245.4629035927055,leakage_safe_v1,17,0,,chronaris_opt_no_causal_mask,leave_one_sortie_out,completed,T2_next_window_physiology_response,regression,2,remove_causal_mask
model_backbone,,remove_causal_mask,,移除因果掩码,full_safe,True,2724.913504115169,lower_is_better,learned,1.3901100510916926,target_range,,,,-15.10734978082638,201.4895651832178,rmse,3245.4629035927055,leakage_safe_v1,29,0,,chronaris_opt_no_causal_mask,leave_one_sortie_out,completed,T2_next_window_physiology_response,regression,2,remove_causal_mask
model_backbone,,remove_causal_mask,,移除因果掩码,full_safe,True,2724.913504115169,lower_is_better,learned,1.3901100510916926,target_range,,,,-15.10734978082638,201.4895651832178,rmse,3245.4629035927055,leakage_safe_v1,43,0,,chronaris_opt_no_causal_mask,leave_one_sortie_out,completed,T2_next_window_physiology_response,regression,2,remove_causal_mask
model_backbone,,remove_causal_mask,,移除因果掩码,full_safe,True,2724.913504115169,lower_is_better,learned,1.3901100510916926,target_range,,,,-15.10734978082638,201.4895651832178,rmse,3245.4629035927055,leakage_safe_v1,71,0,,chronaris_opt_no_causal_mask,leave_one_sortie_out,completed,T2_next_window_physiology_response,regression,2,remove_causal_mask
model_backbone,,remove_causal_mask,,移除因果掩码,full_safe,True,2724.913504115169,lower_is_better,learned,1.3901100510916926,target_range,,,,-15.10734978082638,201.4895651832178,rmse,3245.4629035927055,leakage_safe_v1,97,0,,chronaris_opt_no_causal_mask,leave_one_sortie_out,completed,T2_next_window_physiology_response,regression,2,remove_causal_mask
