stage,dataset_id,variant_id,seed,track,evaluation_group,split_group,sample_count,macro_f1,balanced_accuracy
confirm,nasa_csm,event_bias_0p5,42,objective,benchmark_only,subject_10,87,0.5653092006033184,0.6658841940532082
confirm,nasa_csm,event_bias_0p5,42,objective,benchmark_only,subject_11,85,0.6765958208100759,0.7551643192488263
confirm,nasa_csm,event_bias_0p5,42,objective,benchmark_only,subject_12,86,0.7619718309859156,0.7619718309859156
confirm,nasa_csm,event_bias_0p5,42,objective,benchmark_only,subject_13,86,0.7295220810647308,0.6943140323422013
confirm,nasa_csm,event_bias_0p5,42,objective,benchmark_only,subject_14,87,0.7677653730285309,0.741471048513302
confirm,nasa_csm,event_bias_0p5,42,objective,benchmark_only,subject_17,86,0.547779022023143,0.6293688054251435
confirm,nasa_csm,event_bias_0p5,42,objective,benchmark_only,subject_18,85,0.5915989159891599,0.6752217005738133
confirm,nasa_csm,event_bias_0p5,42,objective,benchmark_only,subject_19,84,0.6490464679022293,0.5971570161711007
confirm,nasa_csm,event_bias_0p5,42,objective,benchmark_only,subject_21,86,0.9093857832988267,0.9812206572769954
confirm,nasa_csm,event_bias_0p5,42,objective,benchmark_only,subject_22,87,0.41751236013531096,0.5241001564945227
confirm,nasa_csm,event_bias_0p5,42,objective,benchmark_only,subject_23,86,0.5546642899584077,0.6199791340636411
confirm,nasa_csm,event_bias_0p5,42,objective,benchmark_only,subject_24,85,0.559368191721133,0.5333333333333333
confirm,nasa_csm,event_bias_0p5,42,objective,benchmark_only,subject_25,86,0.5444444444444444,0.5323422013562858
confirm,nasa_csm,event_bias_0p5,42,objective,benchmark_only,subject_26,86,0.7070982602897496,0.7404799165362546
confirm,nasa_csm,event_bias_0p5,42,objective,benchmark_only,subject_5,81,0.555857078245138,0.5962962962962962
confirm,nasa_csm,event_bias_0p5,42,objective,benchmark_only,subject_6,81,0.3474747474747475,0.3511904761904762
confirm,nasa_csm,event_bias_0p5,42,objective,benchmark_only,subject_9,87,0.6712962962962964,0.6572769953051644
confirm,nasa_csm,event_bias_0p5,42,objective,loft_only,subject_10,100,0.5515135143247339,0.5862403100775194
confirm,nasa_csm,event_bias_0p5,42,objective,loft_only,subject_11,80,0.6987480438184663,0.6938405797101449
confirm,nasa_csm,event_bias_0p5,42,objective,loft_only,subject_12,80,0.6484018264840182,0.6666666666666666
confirm,nasa_csm,event_bias_0p5,42,objective,loft_only,subject_13,78,0.6041222459132907,0.6666666666666666
confirm,nasa_csm,event_bias_0p5,42,objective,loft_only,subject_14,78,0.6041222459132907,0.6666666666666666
confirm,nasa_csm,event_bias_0p5,42,objective,loft_only,subject_17,64,0.5421245421245421,0.5577777777777778
confirm,nasa_csm,event_bias_0p5,42,objective,loft_only,subject_18,64,0.3977987421383648,0.4166666666666667
confirm,nasa_csm,event_bias_0p5,42,objective,loft_only,subject_19,94,0.6356107660455487,0.6375000000000001
confirm,nasa_csm,event_bias_0p5,42,objective,loft_only,subject_21,91,0.6883286647992529,0.7283549783549783
confirm,nasa_csm,event_bias_0p5,42,objective,loft_only,subject_22,91,0.6930172552814063,0.704004329004329
confirm,nasa_csm,event_bias_0p5,42,objective,loft_only,subject_23,69,0.7827586206896552,0.75
confirm,nasa_csm,event_bias_0p5,42,objective,loft_only,subject_24,69,0.7827586206896552,0.75
confirm,nasa_csm,event_bias_0p5,42,objective,loft_only,subject_25,52,0.8061771561771561,0.7916666666666666
confirm,nasa_csm,event_bias_0p5,42,objective,loft_only,subject_26,51,0.43414634146341463,0.4444444444444444
confirm,nasa_csm,event_bias_0p5,42,objective,loft_only,subject_5,99,0.6516853932584269,0.6666666666666666
confirm,nasa_csm,event_bias_0p5,42,objective,loft_only,subject_6,99,0.6516853932584269,0.6666666666666666
confirm,nasa_csm,event_bias_0p5,42,objective,loft_only,subject_9,100,0.6499068901303537,0.5794573643410853
confirm,nasa_csm,event_bias_0p5,42,objective,combined,subject_10,187,0.5053157281823396,0.5460603916017929
confirm,nasa_csm,event_bias_0p5,42,objective,combined,subject_11,165,0.5406643757159221,0.6642857142857143
confirm,nasa_csm,event_bias_0p5,42,objective,combined,subject_12,166,0.4826781719399169,0.46970899470899474
confirm,nasa_csm,event_bias_0p5,42,objective,combined,subject_13,164,0.5324074074074074,0.5253086419753087
confirm,nasa_csm,event_bias_0p5,42,objective,combined,subject_14,165,0.5766899766899768,0.6061728395061728
confirm,nasa_csm,event_bias_0p5,42,objective,combined,subject_17,150,0.44097222222222227,0.45844811753902664
confirm,nasa_csm,event_bias_0p5,42,objective,combined,subject_18,149,0.5669056152927121,0.5357316480311133
confirm,nasa_csm,event_bias_0p5,42,objective,combined,subject_19,178,0.6163421153111875,0.6438384625373329
confirm,nasa_csm,event_bias_0p5,42,objective,combined,subject_21,177,0.565254288658544,0.6554495672142732
confirm,nasa_csm,event_bias_0p5,42,objective,combined,subject_22,178,0.58533744433025,0.6338838838838838
confirm,nasa_csm,event_bias_0p5,42,objective,combined,subject_23,155,0.590343379817064,0.5473856209150327
confirm,nasa_csm,event_bias_0p5,42,objective,combined,subject_24,154,0.5805404762511576,0.6529723000311236
confirm,nasa_csm,event_bias_0p5,42,objective,combined,subject_25,138,0.5687791697371654,0.5833333333333334
confirm,nasa_csm,event_bias_0p5,42,objective,combined,subject_26,137,0.4913876758854925,0.5092592592592592
confirm,nasa_csm,event_bias_0p5,42,objective,combined,subject_5,180,0.6538155203960823,0.6225490196078431
confirm,nasa_csm,event_bias_0p5,42,objective,combined,subject_6,180,0.5817073170731707,0.5555555555555555
confirm,nasa_csm,event_bias_0p5,42,objective,combined,subject_9,187,0.47452586206896546,0.48802783675395145
