seed,method,task,consumer,metric,direction,fold_count,available_fold_count,mean,std,minimum,maximum,worst_fold_value,statistical_unit,window_level_p_value_reported,representation_family
17,chronaris,high_physiology_response_classification,linear,balanced_accuracy,higher,3,3,0.7310606060606061,0.16338452141052806,0.5,0.8465909090909092,0.5,view_fold,False,frozen_task_agnostic_v1
17,chronaris,high_physiology_response_classification,linear,brier_score,lower,3,3,0.6082216980859567,0.5127276987752799,0.24438385260315812,1.3333266444720349,1.3333266444720349,view_fold,False,frozen_task_agnostic_v1
17,chronaris,high_physiology_response_classification,linear,ece_10_bins,lower,3,3,0.2697278775912381,0.2806863201525925,0.06836338977374906,0.6666641894310503,0.6666641894310503,view_fold,False,frozen_task_agnostic_v1
17,chronaris,high_physiology_response_classification,linear,high_response_recall,higher,3,3,0.5833333333333334,0.41247895569215276,0.0,0.875,0.0,view_fold,False,frozen_task_agnostic_v1
17,chronaris,high_physiology_response_classification,linear,macro_auprc,higher,3,3,0.8036280696479974,0.1367220638495803,0.6102865479216899,0.9022161456521505,0.6102865479216899,view_fold,False,frozen_task_agnostic_v1
17,chronaris,high_physiology_response_classification,linear,macro_f1,higher,3,3,0.6216302952503209,0.2627823018658607,0.25,0.8074454428754814,0.25,view_fold,False,frozen_task_agnostic_v1
17,chronaris,high_physiology_response_classification,minirocket,balanced_accuracy,higher,3,3,0.8333333333333334,0.23570226039551584,0.5,1.0,0.5,view_fold,False,frozen_task_agnostic_v1
17,chronaris,high_physiology_response_classification,minirocket,brier_score,lower,3,3,0.4249100599804784,0.6006362896643639,0.0001757377438786795,1.2743380465529281,1.2743380465529281,view_fold,False,frozen_task_agnostic_v1
17,chronaris,high_physiology_response_classification,minirocket,ece_10_bins,lower,3,3,0.22094994074925053,0.3016641436158671,0.007357480427189866,0.6475673381044151,0.6475673381044151,view_fold,False,frozen_task_agnostic_v1
17,chronaris,high_physiology_response_classification,minirocket,high_response_recall,higher,3,3,0.6666666666666666,0.4714045207910317,0.0,1.0,0.0,view_fold,False,frozen_task_agnostic_v1
17,chronaris,high_physiology_response_classification,minirocket,macro_auprc,higher,3,3,0.9115064267088261,0.12514881153123553,0.7345192801264784,0.9999999999999999,0.7345192801264784,view_fold,False,frozen_task_agnostic_v1
17,chronaris,high_physiology_response_classification,minirocket,macro_f1,higher,3,3,0.75,0.3535533905932738,0.25,1.0,0.25,view_fold,False,frozen_task_agnostic_v1
