seed,fold_id,method,consumer,status,elapsed_s,smoke_only
29,leave_one_sortie_out__fold02,vehicle_only,linear,completed,0.027717750053852797,False
29,leave_one_sortie_out__fold02,vehicle_only,minirocket,completed,0.34991820994764566,False
29,leave_one_sortie_out__fold02,naive_time_sync,linear,completed,0.020908817648887634,False
29,leave_one_sortie_out__fold02,naive_time_sync,minirocket,completed,0.3784397370181978,False
29,leave_one_sortie_out__fold02,mult,linear,completed,0.024411733727902174,False
29,leave_one_sortie_out__fold02,mult,minirocket,completed,0.3608657061122358,False
29,leave_one_sortie_out__fold02,contiformer,linear,completed,0.025927266106009483,False
29,leave_one_sortie_out__fold02,contiformer,minirocket,completed,0.38079184060916305,False
29,leave_one_sortie_out__fold02,chronaris,linear,completed,0.02807179093360901,False
29,leave_one_sortie_out__fold02,chronaris,minirocket,completed,0.3918183548375964,False
43,leave_one_view_out__fold01,physiology_only,linear,completed,0.028319598641246557,False
43,leave_one_view_out__fold01,physiology_only,minirocket,completed,0.40173070691525936,False
43,leave_one_view_out__fold01,vehicle_only,linear,completed,0.02791347075253725,False
43,leave_one_view_out__fold01,vehicle_only,minirocket,completed,0.4193889107555151,False
43,leave_one_view_out__fold01,naive_time_sync,linear,completed,0.021818708162754774,False
43,leave_one_view_out__fold01,naive_time_sync,minirocket,completed,0.4034284595400095,False
43,leave_one_view_out__fold01,mult,linear,completed,0.028734565246850252,False
43,leave_one_view_out__fold01,mult,minirocket,completed,0.391107939183712,False
43,leave_one_view_out__fold01,contiformer,linear,completed,0.029608915094286203,False
43,leave_one_view_out__fold01,contiformer,minirocket,completed,0.4245774960145354,False
43,leave_one_view_out__fold01,chronaris,linear,completed,0.02894958108663559,False
43,leave_one_view_out__fold01,chronaris,minirocket,completed,0.41219188505783677,False
43,leave_one_view_out__fold02,physiology_only,linear,completed,0.02978934906423092,False
43,leave_one_view_out__fold02,physiology_only,minirocket,completed,0.413137461990118,False
43,leave_one_view_out__fold02,vehicle_only,linear,completed,0.029133576899766922,False
43,leave_one_view_out__fold02,vehicle_only,minirocket,completed,0.4118231190368533,False
43,leave_one_view_out__fold02,naive_time_sync,linear,completed,0.022301421035081148,False
