check_id,passed,actual,expected
all_seed_folds,True,6,6
six_checkpoints_per_seed_fold,True,"[6, 6, 6, 6, 6, 6]",6
two_complete_catalogs_per_method,True,72,72
ninety_contexts_per_seed_fold,True,"[90, 90, 90, 90, 90, 90]",90
future_prediction_schema,True,"['dingxin_future_prediction_common_observed.v1', 'dingxin_future_prediction_common_observed.v1', 'dingxin_future_prediction_common_observed.v1', 'dingxin_future_prediction_common_observed.v1', 'dingxin_future_prediction_common_observed.v1', 'dingxin_future_prediction_common_observed.v1']",dingxin_future_prediction_common_observed.v1
