view_id,sortie_id,pilot_id,projection_diagnostics_verdict,sample_count,representation_stability,mean_attention_entropy,top_event_concentration,event_mask_interference
20251005_四01_ACT-4_云_J20_22#01__pilot_10033,20251005_四01_ACT-4_云_J20_22#01,10033,PASS,8,0.9998231358517053,2.7360392212867737,0.0800868347287178,0.1235748901963234
20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035,20251002_单01_ACT-8_翼云_J16_12#01,10035,PASS,8,0.9527341616243332,2.72572124004364,0.11711434926837683,0.058188438415527344
20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033,20251002_单01_ACT-8_翼云_J16_12#01,10033,WARN,8,0.9726219969753294,2.75015527009964,0.10435506328940392,0.15091662853956223
