task_name,task_type,variant_name,display_name_cn,source_variant,component,ablation_group,feature_family,protocol,leakage_safe,primary_metric_name,primary_metric_value,primary_metric_std,metric_direction,delta_vs_full,relative_delta_percent,seed_count,valid_fold_count,split_strategy,evidence_layer,metric_definition,task_name_cn,direction,normalized_delta_vs_full,display_variant,display_variant_cn,report_protocol_cn,task_adapter_note_cn,variant_role,source_path,top1_accuracy,top3_accuracy,top5_accuracy,mrr,positive_similarity_mean,negative_similarity_mean,valid_query_count,candidate_count,candidate_pool_policy
T2_next_window_physiology_response,regression,naive_time_sync,朴素时间同步,f_full,naive_time_sync,model_backbone,dual_projection,leakage_safe_v1,True,rmse,498.66241860168594,6.355287432313019e-14,lower_is_better,-364.03175625623663,-42.19708059535572,5,15,leave_one_view_out,private_proxy_leakage_safe,RMSE/MAE/NRMSE with target_range normalization and persistence baseline; lower RMSE is better.,工作负荷预测,lower_is_better,-0.15047072424369567,朴素时间同步,朴素时间同步,严格评价协议,,reference_baseline,docs/artifacts/assets/stage_i_private_leakage_safe_ablation/20260619T-stage-i-leakage-safe-ablation-r2/ablation_summary.json,,,,,,,,,
T3_paired_pilot_window_retrieval,retrieval,naive_time_sync,朴素时间同步,f_full,naive_time_sync,model_backbone,dual_projection,leakage_safe_v1,True,top1_accuracy,0.06756756756756757,0.0,higher_is_better,-0.04054054054054054,-150.0,5,5,candidate_pool,private_proxy_leakage_safe,Top-k and MRR over leakage-safe candidate vectors; higher is better.,事件复盘,higher_is_better,-1.0,朴素时间同步,朴素时间同步,严格评价协议,,reference_baseline,docs/artifacts/assets/stage_i_private_leakage_safe_ablation/20260619T-stage-i-leakage-safe-ablation-r2/ablation_summary.json,0.06756756756756757,0.12162162162162163,0.17567567567567569,0.15295949410099255,0.16309382826895327,0.15552171116608107,74.0,2738.0,same_sortie_cross_pilot
T1_maneuver_intensity_class,classification,only_fused_latent,仅融合潜态,chronaris_opt,fused_latent_only,task_adapter,fused_only,leakage_safe_v1,True,macro_f1,0.17333333333333334,0.0,higher_is_better,0.0,0.0,5,15,leave_one_view_out,private_proxy_leakage_safe,Macro-F1 and balanced accuracy; higher is better.,风险预测,higher_is_better,0.0,仅融合潜态,仅融合潜态,严格评价协议,事件复盘：当前配置下无区分度,component_removed,docs/artifacts/assets/stage_i_private_leakage_safe_ablation/20260619T-stage-i-leakage-safe-ablation-r2/ablation_summary.json,,,,,,,,,
T2_next_window_physiology_response,regression,only_fused_latent,仅融合潜态,chronaris_opt,fused_latent_only,task_adapter,fused_only,leakage_safe_v1,True,rmse,1047.354460097737,0.0,lower_is_better,184.66028523981447,21.405069214733743,5,15,leave_one_view_out,private_proxy_leakage_safe,RMSE/MAE/NRMSE with target_range normalization and persistence baseline; lower RMSE is better.,工作负荷预测,lower_is_better,0.07632841470985342,仅融合潜态,仅融合潜态,严格评价协议,事件复盘：当前配置下无区分度,component_removed,docs/artifacts/assets/stage_i_private_leakage_safe_ablation/20260619T-stage-i-leakage-safe-ablation-r2/ablation_summary.json,,,,,,,,,
T3_paired_pilot_window_retrieval,retrieval,only_fused_latent,仅融合潜态,chronaris_opt,fused_latent_only,task_adapter,fused_only,leakage_safe_v1,True,top1_accuracy,0.02702702702702703,0.0,higher_is_better,0.0,0.0,5,5,candidate_pool,private_proxy_leakage_safe,Top-k and MRR over leakage-safe candidate vectors; higher is better.,事件复盘,higher_is_better,0.0,仅融合潜态,仅融合潜态,严格评价协议,事件复盘：当前配置下无区分度,component_removed,docs/artifacts/assets/stage_i_private_leakage_safe_ablation/20260619T-stage-i-leakage-safe-ablation-r2/ablation_summary.json,0.02702702702702703,0.08108108108108109,0.13513513513513514,0.1135563844276126,0.07854317833442946,0.08071146547506275,74.0,2738.0,same_sortie_cross_pilot
T1_maneuver_intensity_class,classification,remove_causal_mask,移除因果掩码,chronaris_opt_no_causal_mask,remove_causal_mask,model_backbone,full_safe,leakage_safe_v1,True,macro_f1,0.17333333333333334,0.0,higher_is_better,0.0,0.0,5,15,leave_one_view_out,private_proxy_leakage_safe,Macro-F1 and balanced accuracy; higher is better.,风险预测,higher_is_better,0.0,移除因果掩码,移除因果掩码,严格评价协议,,component_removed,docs/artifacts/assets/stage_i_private_leakage_safe_ablation/20260619T-stage-i-leakage-safe-ablation-r2/ablation_summary.json,,,,,,,,,
T2_next_window_physiology_response,regression,remove_causal_mask,移除因果掩码,chronaris_opt_no_causal_mask,remove_causal_mask,model_backbone,full_safe,leakage_safe_v1,True,rmse,862.823711858931,1.2710574864626038e-13,lower_is_better,0.1295370010084298,0.015015402304039353,5,15,leave_one_view_out,private_proxy_leakage_safe,RMSE/MAE/NRMSE with target_range normalization and persistence baseline; lower RMSE is better.,工作负荷预测,lower_is_better,5.354347807056417e-05,移除因果掩码,移除因果掩码,严格评价协议,,component_removed,docs/artifacts/assets/stage_i_private_leakage_safe_ablation/20260619T-stage-i-leakage-safe-ablation-r2/ablation_summary.json,,,,,,,,,
T3_paired_pilot_window_retrieval,retrieval,remove_causal_mask,移除因果掩码,chronaris_opt_no_causal_mask,remove_causal_mask,model_backbone,full_safe,leakage_safe_v1,True,top1_accuracy,0.02702702702702703,0.0,higher_is_better,0.0,0.0,5,5,candidate_pool,private_proxy_leakage_safe,Top-k and MRR over leakage-safe candidate vectors; higher is better.,事件复盘,higher_is_better,0.0,移除因果掩码,移除因果掩码,严格评价协议,,component_removed,docs/artifacts/assets/stage_i_private_leakage_safe_ablation/20260619T-stage-i-leakage-safe-ablation-r2/ablation_summary.json,0.02702702702702703,0.10810810810810811,0.16216216216216217,0.12408718549895421,0.11244195337231093,0.10621945581793249,74.0,2738.0,same_sortie_cross_pilot
T1_maneuver_intensity_class,classification,remove_physics_constraint,移除物理约束,e_baseline,remove_physics_constraint,model_backbone,dual_projection,leakage_safe_v1,True,macro_f1,0.17002237136465326,0.0,higher_is_better,0.0033109619686800817,1.9101703665462009,5,15,leave_one_view_out,private_proxy_leakage_safe,Macro-F1 and balanced accuracy; higher is better.,风险预测,higher_is_better,0.032060838630161986,移除物理约束,移除物理约束,严格评价协议,,component_removed,docs/artifacts/assets/stage_i_private_leakage_safe_ablation/20260619T-stage-i-leakage-safe-ablation-r2/ablation_summary.json,,,,,,,,,
T2_next_window_physiology_response,regression,remove_physics_constraint,移除物理约束,e_baseline,remove_physics_constraint,model_backbone,dual_projection,leakage_safe_v1,True,rmse,3281.98043858765,5.084229945850415e-13,lower_is_better,2419.2862637297276,280.43382397106836,5,15,leave_one_view_out,private_proxy_leakage_safe,RMSE/MAE/NRMSE with target_range normalization and persistence baseline; lower RMSE is better.,工作负荷预测,lower_is_better,1.0,移除物理约束,移除物理约束,严格评价协议,,component_removed,docs/artifacts/assets/stage_i_private_leakage_safe_ablation/20260619T-stage-i-leakage-safe-ablation-r2/ablation_summary.json,,,,,,,,,
T3_paired_pilot_window_retrieval,retrieval,remove_physics_constraint,移除物理约束,e_baseline,remove_physics_constraint,model_backbone,dual_projection,leakage_safe_v1,True,top1_accuracy,0.02702702702702703,0.0,higher_is_better,0.0,0.0,5,5,candidate_pool,private_proxy_leakage_safe,Top-k and MRR over leakage-safe candidate vectors; higher is better.,事件复盘,higher_is_better,0.0,移除物理约束,移除物理约束,严格评价协议,,component_removed,docs/artifacts/assets/stage_i_private_leakage_safe_ablation/20260619T-stage-i-leakage-safe-ablation-r2/ablation_summary.json,0.02702702702702703,0.08108108108108109,0.13513513513513514,0.11354623914719704,0.20987407420132614,0.21042717932849317,74.0,2738.0,same_sortie_cross_pilot
T1_maneuver_intensity_class,classification,remove_raw_window_stats_residual,移除原始窗口统计残差,chronaris_opt,remove_raw_window_stats_residual,task_adapter,full_safe,leakage_safe_v1,True,macro_f1,0.17333333333333334,0.0,higher_is_better,0.0,0.0,5,15,leave_one_view_out,private_proxy_leakage_safe,Macro-F1 and balanced accuracy; higher is better.,风险预测,higher_is_better,0.0,移除原始窗口统计残差,移除原始窗口统计残差,严格评价协议,事件复盘：当前配置下无区分度,component_removed,docs/artifacts/assets/stage_i_private_leakage_safe_ablation/20260619T-stage-i-leakage-safe-ablation-r2/ablation_summary.json,,,,,,,,,
T2_next_window_physiology_response,regression,remove_raw_window_stats_residual,移除原始窗口统计残差,chronaris_opt,remove_raw_window_stats_residual,task_adapter,full_safe,leakage_safe_v1,True,rmse,862.6941748579226,0.0,lower_is_better,0.0,0.0,5,15,leave_one_view_out,private_proxy_leakage_safe,RMSE/MAE/NRMSE with target_range normalization and persistence baseline; lower RMSE is better.,工作负荷预测,lower_is_better,0.0,移除原始窗口统计残差,移除原始窗口统计残差,严格评价协议,事件复盘：当前配置下无区分度,component_removed,docs/artifacts/assets/stage_i_private_leakage_safe_ablation/20260619T-stage-i-leakage-safe-ablation-r2/ablation_summary.json,,,,,,,,,
T3_paired_pilot_window_retrieval,retrieval,remove_raw_window_stats_residual,移除原始窗口统计残差,chronaris_opt,remove_raw_window_stats_residual,task_adapter,full_safe,leakage_safe_v1,True,top1_accuracy,0.02702702702702703,0.0,higher_is_better,0.0,0.0,5,5,candidate_pool,private_proxy_leakage_safe,Top-k and MRR over leakage-safe candidate vectors; higher is better.,事件复盘,higher_is_better,0.0,移除原始窗口统计残差,移除原始窗口统计残差,严格评价协议,事件复盘：当前配置下无区分度,component_removed,docs/artifacts/assets/stage_i_private_leakage_safe_ablation/20260619T-stage-i-leakage-safe-ablation-r2/ablation_summary.json,0.02702702702702703,0.0945945945945946,0.14864864864864866,0.11994791108940953,0.10666953993810188,0.10147719862157698,74.0,2738.0,same_sortie_cross_pilot
T1_maneuver_intensity_class,classification,remove_semantic_event_fusion,移除语义事件融合,g_min,remove_semantic_event_fusion,model_backbone,fused_only,leakage_safe_v1,True,macro_f1,0.17333333333333334,0.0,higher_is_better,0.0,0.0,5,15,leave_one_view_out,private_proxy_leakage_safe,Macro-F1 and balanced accuracy; higher is better.,风险预测,higher_is_better,0.0,移除语义事件融合,移除语义事件融合,严格评价协议,,component_removed,docs/artifacts/assets/stage_i_private_leakage_safe_ablation/20260619T-stage-i-leakage-safe-ablation-r2/ablation_summary.json,,,,,,,,,
T2_next_window_physiology_response,regression,remove_semantic_event_fusion,移除语义事件融合,g_min,remove_semantic_event_fusion,model_backbone,fused_only,leakage_safe_v1,True,rmse,821.8289266229178,1.2710574864626038e-13,lower_is_better,-40.86524823500474,-4.736933368274436,5,15,leave_one_view_out,private_proxy_leakage_safe,RMSE/MAE/NRMSE with target_range normalization and persistence baseline; lower RMSE is better.,工作负荷预测,lower_is_better,-0.016891448047162572,移除语义事件融合,移除语义事件融合,严格评价协议,,component_removed,docs/artifacts/assets/stage_i_private_leakage_safe_ablation/20260619T-stage-i-leakage-safe-ablation-r2/ablation_summary.json,,,,,,,,,
T3_paired_pilot_window_retrieval,retrieval,remove_semantic_event_fusion,移除语义事件融合,g_min,remove_semantic_event_fusion,model_backbone,fused_only,leakage_safe_v1,True,top1_accuracy,0.02702702702702703,0.0,higher_is_better,0.0,0.0,5,5,candidate_pool,private_proxy_leakage_safe,Top-k and MRR over leakage-safe candidate vectors; higher is better.,事件复盘,higher_is_better,0.0,移除语义事件融合,移除语义事件融合,严格评价协议,,component_removed,docs/artifacts/assets/stage_i_private_leakage_safe_ablation/20260619T-stage-i-leakage-safe-ablation-r2/ablation_summary.json,0.02702702702702703,0.06756756756756757,0.12162162162162163,0.10717500304623122,0.10829564425590876,0.10881166911597277,74.0,2738.0,same_sortie_cross_pilot
T1_maneuver_intensity_class,classification,remove_task_head,移除任务头,chronaris_opt,remove_task_head,task_adapter,full_safe,leakage_safe_v1,True,macro_f1,0.17333333333333334,0.0,higher_is_better,0.0,0.0,5,15,leave_one_view_out,private_proxy_leakage_safe,Macro-F1 and balanced accuracy; higher is better.,风险预测,higher_is_better,0.0,移除任务头,移除任务头,严格评价协议,事件复盘：当前配置下无区分度,component_removed,docs/artifacts/assets/stage_i_private_leakage_safe_ablation/20260619T-stage-i-leakage-safe-ablation-r2/ablation_summary.json,,,,,,,,,
T2_next_window_physiology_response,regression,remove_task_head,移除任务头,chronaris_opt,remove_task_head,task_adapter,full_safe,leakage_safe_v1,True,rmse,201.4895651832178,0.0,lower_is_better,-661.2046096747048,-76.64414910227009,5,15,leave_one_view_out,private_proxy_leakage_safe,RMSE/MAE/NRMSE with target_range normalization and persistence baseline; lower RMSE is better.,工作负荷预测,lower_is_better,-0.2733056519964484,移除任务头,移除任务头,严格评价协议,事件复盘：当前配置下无区分度,component_removed,docs/artifacts/assets/stage_i_private_leakage_safe_ablation/20260619T-stage-i-leakage-safe-ablation-r2/ablation_summary.json,,,,,,,,,
T3_paired_pilot_window_retrieval,retrieval,remove_task_head,移除任务头,chronaris_opt,remove_task_head,task_adapter,full_safe,leakage_safe_v1,True,top1_accuracy,0.02702702702702703,0.0,higher_is_better,0.0,0.0,5,5,candidate_pool,private_proxy_leakage_safe,Top-k and MRR over leakage-safe candidate vectors; higher is better.,事件复盘,higher_is_better,0.0,移除任务头,移除任务头,严格评价协议,事件复盘：当前配置下无区分度,component_removed,docs/artifacts/assets/stage_i_private_leakage_safe_ablation/20260619T-stage-i-leakage-safe-ablation-r2/ablation_summary.json,0.02702702702702703,0.0945945945945946,0.14864864864864866,0.11994791108940953,0.10666953993810188,0.10147719862157698,74.0,2738.0,same_sortie_cross_pilot
T1_maneuver_intensity_class,classification,remove_temporal_position_features,移除时间位置特征,chronaris_opt,remove_temporal_position_features,task_adapter,full_safe,leakage_safe_v1,True,macro_f1,0.17333333333333334,0.0,higher_is_better,0.0,0.0,5,15,leave_one_view_out,private_proxy_leakage_safe,Macro-F1 and balanced accuracy; higher is better.,风险预测,higher_is_better,0.0,移除时间位置特征,移除时间位置特征,严格评价协议,事件复盘：当前配置下无区分度,component_removed,docs/artifacts/assets/stage_i_private_leakage_safe_ablation/20260619T-stage-i-leakage-safe-ablation-r2/ablation_summary.json,,,,,,,,,
T2_next_window_physiology_response,regression,remove_temporal_position_features,移除时间位置特征,chronaris_opt,remove_temporal_position_features,task_adapter,full_safe,leakage_safe_v1,True,rmse,862.6941748579226,0.0,lower_is_better,0.0,0.0,5,15,leave_one_view_out,private_proxy_leakage_safe,RMSE/MAE/NRMSE with target_range normalization and persistence baseline; lower RMSE is better.,工作负荷预测,lower_is_better,0.0,移除时间位置特征,移除时间位置特征,严格评价协议,事件复盘：当前配置下无区分度,component_removed,docs/artifacts/assets/stage_i_private_leakage_safe_ablation/20260619T-stage-i-leakage-safe-ablation-r2/ablation_summary.json,,,,,,,,,
T3_paired_pilot_window_retrieval,retrieval,remove_temporal_position_features,移除时间位置特征,chronaris_opt,remove_temporal_position_features,task_adapter,full_safe,leakage_safe_v1,True,top1_accuracy,0.02702702702702703,0.0,higher_is_better,0.0,0.0,5,5,candidate_pool,private_proxy_leakage_safe,Top-k and MRR over leakage-safe candidate vectors; higher is better.,事件复盘,higher_is_better,0.0,移除时间位置特征,移除时间位置特征,严格评价协议,事件复盘：当前配置下无区分度,component_removed,docs/artifacts/assets/stage_i_private_leakage_safe_ablation/20260619T-stage-i-leakage-safe-ablation-r2/ablation_summary.json,0.02702702702702703,0.0945945945945946,0.14864864864864866,0.11994791108940953,0.10666953993810188,0.10147719862157698,74.0,2738.0,same_sortie_cross_pilot
T1_maneuver_intensity_class,classification,single_modality_only,仅单模态表示,f_full,single_modality_only,task_adapter,physiology_only,leakage_safe_v1,True,macro_f1,0.26298137147937123,0.0,higher_is_better,-0.08964803814603789,-51.72002200732955,5,15,leave_one_view_out,private_proxy_leakage_safe,Macro-F1 and balanced accuracy; higher is better.,风险预测,higher_is_better,-0.868083448767769,仅单模态表示,仅单模态表示,严格评价协议,事件复盘：当前配置下无区分度,component_removed,docs/artifacts/assets/stage_i_private_leakage_safe_ablation/20260619T-stage-i-leakage-safe-ablation-r2/ablation_summary.json,,,,,,,,,
T2_next_window_physiology_response,regression,single_modality_only,仅单模态表示,f_full,single_modality_only,task_adapter,physiology_only,leakage_safe_v1,True,rmse,665.1616146261251,0.0,lower_is_better,-197.53256023179745,-22.89717097769081,5,15,leave_one_view_out,private_proxy_leakage_safe,RMSE/MAE/NRMSE with target_range normalization and persistence baseline; lower RMSE is better.,工作负荷预测,lower_is_better,-0.08164910585127223,仅单模态表示,仅单模态表示,严格评价协议,事件复盘：当前配置下无区分度,component_removed,docs/artifacts/assets/stage_i_private_leakage_safe_ablation/20260619T-stage-i-leakage-safe-ablation-r2/ablation_summary.json,,,,,,,,,
T3_paired_pilot_window_retrieval,retrieval,single_modality_only,仅单模态表示,f_full,single_modality_only,task_adapter,physiology_only,leakage_safe_v1,True,top1_accuracy,0.02702702702702703,0.0,higher_is_better,0.0,0.0,5,5,candidate_pool,private_proxy_leakage_safe,Top-k and MRR over leakage-safe candidate vectors; higher is better.,事件复盘,higher_is_better,0.0,仅单模态表示,仅单模态表示,严格评价协议,事件复盘：当前配置下无区分度,component_removed,docs/artifacts/assets/stage_i_private_leakage_safe_ablation/20260619T-stage-i-leakage-safe-ablation-r2/ablation_summary.json,0.02702702702702703,0.0945945945945946,0.14864864864864866,0.11994791108940954,0.04547633452189935,0.042748885735444296,74.0,2738.0,same_sortie_cross_pilot
