fold_id,candidate_id,status,best_epoch,completed_epochs,public_self_supervised_validation_loss,checkpoint_path,checkpoint_role,checkpoint_sha256
leave_one_view_out__fold01,v2_h96_continuous_basis_euler_lr1e3,completed,50,50,1.6253859847784042,artifacts/application_evaluation/2026-07-12_chronaris-v2-dingxin-inner-confirmation-r3/checkpoints/leave_one_view_out__fold01/v2_h96_continuous_basis_euler_lr1e3/last.pt,final_task_independent_training_state,cba8d74de65bc555e69c5310e771e51bde3dc30eaf231e467899eaf09cb17b0c
leave_one_view_out__fold01,v2_h96_continuous_basis_rk4_lr1e3,completed,50,50,1.6261398792266846,artifacts/application_evaluation/2026-07-12_chronaris-v2-dingxin-inner-confirmation-r3/checkpoints/leave_one_view_out__fold01/v2_h96_continuous_basis_rk4_lr1e3/last.pt,final_task_independent_training_state,4a415a024fd7d3fd2b27d0449184b518b9913adaa90624b5700c2ce6dec491ac
leave_one_view_out__fold01,v2_h96_fixed_five_rk4_lr1e3,completed,50,50,1.6259236633777618,artifacts/application_evaluation/2026-07-12_chronaris-v2-dingxin-inner-confirmation-r3/checkpoints/leave_one_view_out__fold01/v2_h96_fixed_five_rk4_lr1e3/last.pt,final_task_independent_training_state,3e5ed15517cf5eebcab4c979ae17ffc2a1b24da03c1a4e7c444a2ff84fdbb5f9
leave_one_view_out__fold02,v2_h96_continuous_basis_euler_lr1e3,completed,50,50,1.6241389214992523,artifacts/application_evaluation/2026-07-12_chronaris-v2-dingxin-inner-confirmation-r3/checkpoints/leave_one_view_out__fold02/v2_h96_continuous_basis_euler_lr1e3/last.pt,final_task_independent_training_state,1413a8d9fd8eb38181b82473ea58dcbce837148f786fc5073e91fc19e1284756
leave_one_view_out__fold02,v2_h96_continuous_basis_rk4_lr1e3,completed,50,50,1.6235855370759964,artifacts/application_evaluation/2026-07-12_chronaris-v2-dingxin-inner-confirmation-r3/checkpoints/leave_one_view_out__fold02/v2_h96_continuous_basis_rk4_lr1e3/last.pt,final_task_independent_training_state,b0084635fcf776857384d4df2ec90a95600460b1014d340c0a266ce880fb878c
leave_one_view_out__fold02,v2_h96_fixed_five_rk4_lr1e3,completed,50,50,1.6234772503376007,artifacts/application_evaluation/2026-07-12_chronaris-v2-dingxin-inner-confirmation-r3/checkpoints/leave_one_view_out__fold02/v2_h96_fixed_five_rk4_lr1e3/last.pt,final_task_independent_training_state,74279c6c090a0916083755e5167721cbb365561756675ca4e5f88078544914cf
leave_one_view_out__fold03,v2_h96_continuous_basis_euler_lr1e3,completed,48,50,2.4202200025320053,artifacts/application_evaluation/2026-07-12_chronaris-v2-dingxin-inner-confirmation-r3/checkpoints/leave_one_view_out__fold03/v2_h96_continuous_basis_euler_lr1e3/last.pt,final_task_independent_training_state,8250cda9561d7d1095d465b811cef817400a1a555c51eb3d3594fec33b9707e1
leave_one_view_out__fold03,v2_h96_continuous_basis_rk4_lr1e3,completed,48,50,2.421315014362335,artifacts/application_evaluation/2026-07-12_chronaris-v2-dingxin-inner-confirmation-r3/checkpoints/leave_one_view_out__fold03/v2_h96_continuous_basis_rk4_lr1e3/last.pt,final_task_independent_training_state,6c043129be667ffeae6ce2107469118ee666b88192287724f5915c1cea0a3756
leave_one_view_out__fold03,v2_h96_fixed_five_rk4_lr1e3,completed,48,50,2.4208756387233734,artifacts/application_evaluation/2026-07-12_chronaris-v2-dingxin-inner-confirmation-r3/checkpoints/leave_one_view_out__fold03/v2_h96_fixed_five_rk4_lr1e3/last.pt,final_task_independent_training_state,fb7fabea95cf10f07335dafc0c4d5dd56430db2bdc2237ac05bab2a215cd0a27
