candidate_id,fold_count,mean_public_self_supervised_validation_loss,worst_fold_fidelity_ratio,parameter_count,three_fold_gate_passed,rank,locked
v2_h96_continuous_basis_euler_lr1e3,3,1.8899149696032207,0.004820717505771361,443767,False,,False
v2_h96_continuous_basis_rk4_lr1e3,3,1.890346810221672,0.004757208039890669,443767,False,,False
v2_h96_fixed_five_rk4_lr1e3,3,1.8900921841462452,0.004832576213735483,443767,False,,False
