seed,method,consumer,status,elapsed_s,smoke_only
17,physiology_only,linear,completed,0.08892409689724445,True
17,physiology_only,minirocket,completed,11.392246570903808,True
17,physiology_only,causal_tcn,completed,6.862788071855903,True
17,physiology_only,all_consumers,completed,18.358192306011915,True
17,vehicle_only,linear,completed,0.0516899130307138,True
17,vehicle_only,minirocket,completed,9.294252749998122,True
17,vehicle_only,causal_tcn,completed,0.3079594671726227,True
17,vehicle_only,all_consumers,completed,9.659594402182847,True
17,naive_time_sync,linear,completed,0.035343491937965155,True
17,naive_time_sync,minirocket,completed,8.168062024749815,True
17,naive_time_sync,causal_tcn,completed,0.34567652037367225,True
17,naive_time_sync,all_consumers,completed,8.555156387388706,True
17,mult,linear,completed,0.05393328657373786,True
17,mult,minirocket,completed,9.220137177966535,True
17,mult,causal_tcn,completed,0.32885049376636744,True
17,mult,all_consumers,completed,9.614085392095149,True
17,contiformer,linear,completed,0.05331394309177995,True
17,contiformer,minirocket,completed,9.184375358745456,True
17,contiformer,causal_tcn,completed,0.4006755230948329,True
17,contiformer,all_consumers,completed,9.644298633560538,True
17,chronaris,linear,completed,0.06470883032307029,True
17,chronaris,minirocket,completed,9.899019207805395,True
17,chronaris,causal_tcn,completed,0.39362050918862224,True
17,chronaris,all_consumers,completed,10.363612493965775,True
29,physiology_only,linear,completed,0.07321902364492416,True
29,physiology_only,minirocket,completed,11.200742396060377,True
29,physiology_only,causal_tcn,completed,0.16431445442140102,True
29,physiology_only,all_consumers,completed,11.443990058265626,True
29,vehicle_only,linear,completed,0.053708144929260015,True
29,vehicle_only,minirocket,completed,8.845784523058683,True
29,vehicle_only,causal_tcn,completed,0.3250780450180173,True
29,vehicle_only,all_consumers,completed,9.233474228996783,True
29,naive_time_sync,linear,completed,0.04256552318111062,True
29,naive_time_sync,minirocket,completed,8.629083982203156,True
29,naive_time_sync,causal_tcn,completed,0.405018825083971,True
29,naive_time_sync,all_consumers,completed,9.082515484653413,True
29,mult,linear,completed,0.06179800070822239,True
29,mult,minirocket,completed,9.758506674785167,True
29,mult,causal_tcn,completed,0.3338561109267175,True
29,mult,all_consumers,completed,10.164679534733295,True
29,contiformer,linear,completed,0.057518275920301676,True
29,contiformer,minirocket,completed,8.913715779781342,True
29,contiformer,causal_tcn,completed,0.3344866568222642,True
29,contiformer,all_consumers,completed,9.311638214159757,True
29,chronaris,linear,completed,0.06179006164893508,True
29,chronaris,minirocket,completed,9.5037467549555,True
29,chronaris,causal_tcn,completed,0.316570736002177,True
29,chronaris,all_consumers,completed,9.88841667631641,True
43,physiology_only,linear,completed,0.058914896100759506,True
43,physiology_only,minirocket,completed,11.437522174790502,True
43,physiology_only,causal_tcn,completed,0.307542341761291,True
43,physiology_only,all_consumers,completed,11.810446853283793,True
43,vehicle_only,linear,completed,0.049105433747172356,True
43,vehicle_only,minirocket,completed,9.809625423979014,True
43,vehicle_only,causal_tcn,completed,0.30349916173145175,True
43,vehicle_only,all_consumers,completed,10.176649454049766,True
43,naive_time_sync,linear,completed,0.0474630962125957,True
43,naive_time_sync,minirocket,completed,9.054490854032338,True
43,naive_time_sync,causal_tcn,completed,0.33210982428863645,True
43,naive_time_sync,all_consumers,completed,9.44173015281558,True
43,mult,linear,completed,0.07178593380376697,True
43,mult,minirocket,completed,9.496321395970881,True
43,mult,causal_tcn,completed,0.3701519649475813,True
43,mult,all_consumers,completed,9.945280256681144,True
43,contiformer,linear,completed,0.07441336987540126,True
43,contiformer,minirocket,completed,8.67971457913518,True
43,contiformer,causal_tcn,completed,0.355359953828156,True
43,contiformer,all_consumers,completed,9.114852140191942,True
43,chronaris,linear,completed,0.06790144508704543,True
43,chronaris,minirocket,completed,8.911951599176973,True
43,chronaris,causal_tcn,completed,0.29592477111145854,True
43,chronaris,all_consumers,completed,9.281780672259629,True
