candidate_id,direction,evaluation_role,fit_role,fold_id,head_variant,metric,outer_test_accessed,status,task,value
summary_vehicle_5s_linear,higher,inner_validation,inner_train,leave_one_view_out__fold02,balanced_bce,auprc,False,completed,high_response,0.6237909863415936
summary_vehicle_5s_linear,higher,inner_validation,inner_train,leave_one_view_out__fold02,continuous_regression_threshold,auprc,False,completed,high_response,0.611220152396623
summary_vehicle_5s_linear,higher,inner_validation,inner_train,leave_one_view_out__fold02,joint_regression_risk,auprc,False,completed,high_response,0.6866664242131306
summary_vehicle_30s_linear,higher,inner_validation,inner_train,leave_one_view_out__fold02,balanced_logistic,macro_f1,False,completed,maneuver,1.0
summary_vehicle_30s_linear,higher,inner_validation,inner_train,leave_one_view_out__fold02,linear_svm,macro_f1,False,completed,maneuver,1.0
summary_vehicle_30s_linear,higher,inner_validation,inner_train,leave_one_view_out__fold02,ordinal_cumulative,macro_f1,False,completed,maneuver,0.8268619700844765
summary_vehicle_30s_linear,higher,inner_validation,inner_train,leave_one_view_out__fold02,continuous_score_then_bucket,macro_f1,False,completed,maneuver,0.5079365079365079
summary_vehicle_30s_linear,lower,inner_validation,inner_train,leave_one_view_out__fold02,ridge_alpha=0.1;target=raw,rmse,False,completed,response,0.8266308338842078
summary_vehicle_30s_linear,lower,inner_validation,inner_train,leave_one_view_out__fold02,ridge_alpha=0.1;target=log1p,rmse,False,completed,response,0.8531686099358726
summary_vehicle_30s_linear,lower,inner_validation,inner_train,leave_one_view_out__fold02,ridge_alpha=1;target=raw,rmse,False,completed,response,0.830204834212245
summary_vehicle_30s_linear,lower,inner_validation,inner_train,leave_one_view_out__fold02,ridge_alpha=1;target=log1p,rmse,False,completed,response,0.8570301478021558
summary_vehicle_30s_linear,lower,inner_validation,inner_train,leave_one_view_out__fold02,ridge_alpha=10;target=raw,rmse,False,completed,response,0.8305960094250212
summary_vehicle_30s_linear,lower,inner_validation,inner_train,leave_one_view_out__fold02,ridge_alpha=10;target=log1p,rmse,False,completed,response,0.8477151988526036
summary_vehicle_30s_linear,lower,inner_validation,inner_train,leave_one_view_out__fold02,ridge_alpha=100;target=raw,rmse,False,completed,response,0.7913962910001965
summary_vehicle_30s_linear,lower,inner_validation,inner_train,leave_one_view_out__fold02,ridge_alpha=100;target=log1p,rmse,False,completed,response,0.8123176371354925
summary_vehicle_30s_linear,lower,inner_validation,inner_train,leave_one_view_out__fold02,pls_components=2,rmse,False,completed,response,0.851849343729397
summary_vehicle_30s_linear,lower,inner_validation,inner_train,leave_one_view_out__fold02,pls_components=4,rmse,False,completed,response,0.8516095597335208
summary_vehicle_30s_linear,lower,inner_validation,inner_train,leave_one_view_out__fold02,huber,rmse,False,completed,response,0.941274331304591
summary_vehicle_30s_linear,lower,inner_validation,inner_train,leave_one_view_out__fold02,kernel_ridge_rbf,rmse,False,completed,response,0.8821728091768299
summary_vehicle_30s_linear,higher,inner_validation,inner_train,leave_one_view_out__fold02,bce,auprc,False,completed,high_response,0.5562714725670191
summary_vehicle_30s_linear,higher,inner_validation,inner_train,leave_one_view_out__fold02,balanced_bce,auprc,False,completed,high_response,0.5579971496359456
summary_vehicle_30s_linear,higher,inner_validation,inner_train,leave_one_view_out__fold02,continuous_regression_threshold,auprc,False,completed,high_response,0.6171219378911685
summary_vehicle_30s_linear,higher,inner_validation,inner_train,leave_one_view_out__fold02,joint_regression_risk,auprc,False,completed,high_response,0.6114540918800733
summary_dual_30s_linear,higher,inner_validation,inner_train,leave_one_view_out__fold02,balanced_logistic,macro_f1,False,completed,maneuver,0.17460317460317462
summary_dual_30s_linear,higher,inner_validation,inner_train,leave_one_view_out__fold02,linear_svm,macro_f1,False,completed,maneuver,0.17460317460317462
summary_dual_30s_linear,higher,inner_validation,inner_train,leave_one_view_out__fold02,ordinal_cumulative,macro_f1,False,completed,maneuver,0.49603174603174605
summary_dual_30s_linear,higher,inner_validation,inner_train,leave_one_view_out__fold02,continuous_score_then_bucket,macro_f1,False,completed,maneuver,0.5079365079365079
summary_dual_30s_linear,lower,inner_validation,inner_train,leave_one_view_out__fold02,ridge_alpha=0.1;target=raw,rmse,False,completed,response,1.4701900633774305
summary_dual_30s_linear,lower,inner_validation,inner_train,leave_one_view_out__fold02,ridge_alpha=0.1;target=log1p,rmse,False,completed,response,1.119623827166909
summary_dual_30s_linear,lower,inner_validation,inner_train,leave_one_view_out__fold02,ridge_alpha=1;target=raw,rmse,False,completed,response,1.1418351795296275
summary_dual_30s_linear,lower,inner_validation,inner_train,leave_one_view_out__fold02,ridge_alpha=1;target=log1p,rmse,False,completed,response,0.9307032869193891
summary_dual_30s_linear,lower,inner_validation,inner_train,leave_one_view_out__fold02,ridge_alpha=10;target=raw,rmse,False,completed,response,0.8660794323428642
summary_dual_30s_linear,lower,inner_validation,inner_train,leave_one_view_out__fold02,ridge_alpha=10;target=log1p,rmse,False,completed,response,0.8774146148128382
summary_dual_30s_linear,lower,inner_validation,inner_train,leave_one_view_out__fold02,ridge_alpha=100;target=raw,rmse,False,completed,response,0.7754005136260458
summary_dual_30s_linear,lower,inner_validation,inner_train,leave_one_view_out__fold02,ridge_alpha=100;target=log1p,rmse,False,completed,response,0.7871185140099277
summary_dual_30s_linear,lower,inner_validation,inner_train,leave_one_view_out__fold02,pls_components=2,rmse,False,completed,response,0.8430451649990338
summary_dual_30s_linear,lower,inner_validation,inner_train,leave_one_view_out__fold02,pls_components=4,rmse,False,completed,response,0.9150394967341126
summary_dual_30s_linear,lower,inner_validation,inner_train,leave_one_view_out__fold02,huber,rmse,False,completed,response,2.014181455719252
summary_dual_30s_linear,lower,inner_validation,inner_train,leave_one_view_out__fold02,kernel_ridge_rbf,rmse,False,completed,response,1.2595331058513055
summary_dual_30s_linear,higher,inner_validation,inner_train,leave_one_view_out__fold02,bce,auprc,False,completed,high_response,0.5455475043671331
summary_dual_30s_linear,higher,inner_validation,inner_train,leave_one_view_out__fold02,balanced_bce,auprc,False,completed,high_response,0.6080017168213454
summary_dual_30s_linear,higher,inner_validation,inner_train,leave_one_view_out__fold02,continuous_regression_threshold,auprc,False,completed,high_response,0.6243105825798134
summary_dual_30s_linear,higher,inner_validation,inner_train,leave_one_view_out__fold02,joint_regression_risk,auprc,False,completed,high_response,0.6166038983505251
summary_physiology_30s_linear,higher,inner_validation,inner_train,leave_one_view_out__fold02,balanced_logistic,macro_f1,False,completed,maneuver,0.16260162601626016
summary_physiology_30s_linear,higher,inner_validation,inner_train,leave_one_view_out__fold02,linear_svm,macro_f1,False,completed,maneuver,0.16260162601626016
summary_physiology_30s_linear,higher,inner_validation,inner_train,leave_one_view_out__fold02,ordinal_cumulative,macro_f1,False,completed,maneuver,0.16260162601626016
summary_physiology_30s_linear,higher,inner_validation,inner_train,leave_one_view_out__fold02,continuous_score_then_bucket,macro_f1,False,completed,maneuver,0.16260162601626016
summary_physiology_30s_linear,lower,inner_validation,inner_train,leave_one_view_out__fold02,ridge_alpha=0.1;target=raw,rmse,False,completed,response,1.5016696533039933
summary_physiology_30s_linear,lower,inner_validation,inner_train,leave_one_view_out__fold02,ridge_alpha=0.1;target=log1p,rmse,False,completed,response,1.5016696533039933
summary_physiology_30s_linear,lower,inner_validation,inner_train,leave_one_view_out__fold02,ridge_alpha=1;target=raw,rmse,False,completed,response,1.5016696533039933
summary_physiology_30s_linear,lower,inner_validation,inner_train,leave_one_view_out__fold02,ridge_alpha=1;target=log1p,rmse,False,completed,response,1.5016696533039933
summary_physiology_30s_linear,lower,inner_validation,inner_train,leave_one_view_out__fold02,ridge_alpha=10;target=raw,rmse,False,completed,response,1.5016696533039933
summary_physiology_30s_linear,lower,inner_validation,inner_train,leave_one_view_out__fold02,ridge_alpha=10;target=log1p,rmse,False,completed,response,1.5016696533039933
summary_physiology_30s_linear,lower,inner_validation,inner_train,leave_one_view_out__fold02,ridge_alpha=100;target=raw,rmse,False,completed,response,1.5016696533039933
summary_physiology_30s_linear,lower,inner_validation,inner_train,leave_one_view_out__fold02,ridge_alpha=100;target=log1p,rmse,False,completed,response,1.5016696533039933
summary_physiology_30s_linear,lower,inner_validation,inner_train,leave_one_view_out__fold02,pls_components=2,rmse,False,completed,response,3.4104228367002336
summary_physiology_30s_linear,lower,inner_validation,inner_train,leave_one_view_out__fold02,pls_components=4,rmse,False,completed,response,12.12873046094328
summary_physiology_30s_linear,lower,inner_validation,inner_train,leave_one_view_out__fold02,huber,rmse,False,completed,response,34.47433513285518
summary_physiology_30s_linear,lower,inner_validation,inner_train,leave_one_view_out__fold02,kernel_ridge_rbf,rmse,False,completed,response,1.5016696533039933
summary_physiology_30s_linear,higher,inner_validation,inner_train,leave_one_view_out__fold02,bce,auprc,False,completed,high_response,0.320216087131691
summary_physiology_30s_linear,higher,inner_validation,inner_train,leave_one_view_out__fold02,balanced_bce,auprc,False,completed,high_response,0.321347308851148
summary_physiology_30s_linear,higher,inner_validation,inner_train,leave_one_view_out__fold02,continuous_regression_threshold,auprc,False,completed,high_response,0.3508919922908065
summary_physiology_30s_linear,higher,inner_validation,inner_train,leave_one_view_out__fold02,joint_regression_risk,auprc,False,completed,high_response,0.321347308851148
summary_vehicle_30s_histgb,higher,inner_validation,inner_train,leave_one_view_out__fold02,hist_gradient_boosting,macro_f1,False,completed,maneuver,0.17460317460317462
summary_vehicle_30s_histgb,lower,inner_validation,inner_train,leave_one_view_out__fold02,hist_gradient_boosting,rmse,False,completed,response,0.7923679961974973
summary_vehicle_30s_histgb,higher,inner_validation,inner_train,leave_one_view_out__fold02,bce,auprc,False,completed,high_response,0.5562714725670191
summary_vehicle_30s_histgb,higher,inner_validation,inner_train,leave_one_view_out__fold02,balanced_bce,auprc,False,completed,high_response,0.5579971496359456
summary_vehicle_30s_histgb,higher,inner_validation,inner_train,leave_one_view_out__fold02,continuous_regression_threshold,auprc,False,completed,high_response,0.6171219378911685
summary_vehicle_30s_histgb,higher,inner_validation,inner_train,leave_one_view_out__fold02,joint_regression_risk,auprc,False,completed,high_response,0.6114540918800733
summary_dual_30s_histgb,higher,inner_validation,inner_train,leave_one_view_out__fold02,hist_gradient_boosting,macro_f1,False,completed,maneuver,0.17460317460317462
summary_dual_30s_histgb,lower,inner_validation,inner_train,leave_one_view_out__fold02,hist_gradient_boosting,rmse,False,completed,response,0.7923679961974973
summary_dual_30s_histgb,higher,inner_validation,inner_train,leave_one_view_out__fold02,bce,auprc,False,completed,high_response,0.5455475043671331
summary_dual_30s_histgb,higher,inner_validation,inner_train,leave_one_view_out__fold02,balanced_bce,auprc,False,completed,high_response,0.6080017168213454
summary_dual_30s_histgb,higher,inner_validation,inner_train,leave_one_view_out__fold02,continuous_regression_threshold,auprc,False,completed,high_response,0.6243105825798134
summary_dual_30s_histgb,higher,inner_validation,inner_train,leave_one_view_out__fold02,joint_regression_risk,auprc,False,completed,high_response,0.6166038983505251
sequence_minirocket_1000,higher,inner_validation,inner_train,leave_one_view_out__fold02,balanced_logistic,macro_f1,False,completed,maneuver,1.0
sequence_minirocket_1000,higher,inner_validation,inner_train,leave_one_view_out__fold02,linear_svm,macro_f1,False,completed,maneuver,1.0
sequence_minirocket_1000,higher,inner_validation,inner_train,leave_one_view_out__fold02,ordinal_cumulative,macro_f1,False,completed,maneuver,1.0
sequence_minirocket_1000,higher,inner_validation,inner_train,leave_one_view_out__fold02,continuous_score_then_bucket,macro_f1,False,completed,maneuver,0.4844932844932845
sequence_minirocket_1000,lower,inner_validation,inner_train,leave_one_view_out__fold02,ridge_alpha=0.1;target=raw,rmse,False,completed,response,1.0482884353165987
sequence_minirocket_1000,lower,inner_validation,inner_train,leave_one_view_out__fold02,ridge_alpha=0.1;target=log1p,rmse,False,completed,response,0.9065124106228126
sequence_minirocket_1000,lower,inner_validation,inner_train,leave_one_view_out__fold02,ridge_alpha=1;target=raw,rmse,False,completed,response,0.9000736984366173
sequence_minirocket_1000,lower,inner_validation,inner_train,leave_one_view_out__fold02,ridge_alpha=1;target=log1p,rmse,False,completed,response,0.9183877244519366
sequence_minirocket_1000,lower,inner_validation,inner_train,leave_one_view_out__fold02,ridge_alpha=10;target=raw,rmse,False,completed,response,0.8832926830688957
sequence_minirocket_1000,lower,inner_validation,inner_train,leave_one_view_out__fold02,ridge_alpha=10;target=log1p,rmse,False,completed,response,0.9042785641206472
sequence_minirocket_1000,lower,inner_validation,inner_train,leave_one_view_out__fold02,ridge_alpha=100;target=raw,rmse,False,completed,response,0.8330127714310925
sequence_minirocket_1000,lower,inner_validation,inner_train,leave_one_view_out__fold02,ridge_alpha=100;target=log1p,rmse,False,completed,response,0.8297316043184675
sequence_minirocket_1000,lower,inner_validation,inner_train,leave_one_view_out__fold02,pls_components=2,rmse,False,completed,response,0.9199979364940662
sequence_minirocket_1000,lower,inner_validation,inner_train,leave_one_view_out__fold02,pls_components=4,rmse,False,completed,response,0.9068121563735231
sequence_minirocket_1000,lower,inner_validation,inner_train,leave_one_view_out__fold02,huber,rmse,False,completed,response,0.8472681342695577
sequence_minirocket_1000,lower,inner_validation,inner_train,leave_one_view_out__fold02,kernel_ridge_rbf,rmse,False,completed,response,1.0246441349225004
sequence_minirocket_1000,higher,inner_validation,inner_train,leave_one_view_out__fold02,bce,auprc,False,completed,high_response,0.6421228771228771
sequence_minirocket_1000,higher,inner_validation,inner_train,leave_one_view_out__fold02,balanced_bce,auprc,False,completed,high_response,0.6211202764271817
sequence_minirocket_1000,higher,inner_validation,inner_train,leave_one_view_out__fold02,continuous_regression_threshold,auprc,False,completed,high_response,0.5925542406311637
sequence_minirocket_1000,higher,inner_validation,inner_train,leave_one_view_out__fold02,joint_regression_risk,auprc,False,completed,high_response,0.6107216529591315
sequence_minirocket_5000,higher,inner_validation,inner_train,leave_one_view_out__fold02,balanced_logistic,macro_f1,False,completed,maneuver,1.0
sequence_minirocket_5000,higher,inner_validation,inner_train,leave_one_view_out__fold02,linear_svm,macro_f1,False,completed,maneuver,1.0
sequence_minirocket_5000,higher,inner_validation,inner_train,leave_one_view_out__fold02,ordinal_cumulative,macro_f1,False,completed,maneuver,1.0
sequence_minirocket_5000,higher,inner_validation,inner_train,leave_one_view_out__fold02,continuous_score_then_bucket,macro_f1,False,completed,maneuver,0.6988304093567251
sequence_minirocket_5000,lower,inner_validation,inner_train,leave_one_view_out__fold02,ridge_alpha=0.1;target=raw,rmse,False,completed,response,1.4731858030777907
sequence_minirocket_5000,lower,inner_validation,inner_train,leave_one_view_out__fold02,ridge_alpha=0.1;target=log1p,rmse,False,completed,response,1.3675397544392434
sequence_minirocket_5000,lower,inner_validation,inner_train,leave_one_view_out__fold02,ridge_alpha=1;target=raw,rmse,False,completed,response,1.5016696533039933
sequence_minirocket_5000,lower,inner_validation,inner_train,leave_one_view_out__fold02,ridge_alpha=1;target=log1p,rmse,False,completed,response,1.4887209584972836
sequence_minirocket_5000,lower,inner_validation,inner_train,leave_one_view_out__fold02,ridge_alpha=10;target=raw,rmse,False,completed,response,1.3518471019251899
sequence_minirocket_5000,lower,inner_validation,inner_train,leave_one_view_out__fold02,ridge_alpha=10;target=log1p,rmse,False,completed,response,1.3492000831226547
sequence_minirocket_5000,lower,inner_validation,inner_train,leave_one_view_out__fold02,ridge_alpha=100;target=raw,rmse,False,completed,response,1.0847628839095949
sequence_minirocket_5000,lower,inner_validation,inner_train,leave_one_view_out__fold02,ridge_alpha=100;target=log1p,rmse,False,completed,response,1.0193691537745722
sequence_minirocket_5000,lower,inner_validation,inner_train,leave_one_view_out__fold02,pls_components=2,rmse,False,completed,response,1.2912341872419149
sequence_minirocket_5000,lower,inner_validation,inner_train,leave_one_view_out__fold02,pls_components=4,rmse,False,completed,response,2.233474318248503
sequence_minirocket_5000,lower,inner_validation,inner_train,leave_one_view_out__fold02,huber,rmse,False,completed,response,3.9687438090483282
sequence_minirocket_5000,lower,inner_validation,inner_train,leave_one_view_out__fold02,kernel_ridge_rbf,rmse,False,completed,response,1.5012210532252102
sequence_minirocket_5000,higher,inner_validation,inner_train,leave_one_view_out__fold02,bce,auprc,False,completed,high_response,0.7188134088134088
sequence_minirocket_5000,higher,inner_validation,inner_train,leave_one_view_out__fold02,balanced_bce,auprc,False,completed,high_response,0.7112223156959998
sequence_minirocket_5000,higher,inner_validation,inner_train,leave_one_view_out__fold02,continuous_regression_threshold,auprc,False,completed,high_response,0.7007150576116092
sequence_minirocket_5000,higher,inner_validation,inner_train,leave_one_view_out__fold02,joint_regression_risk,auprc,False,completed,high_response,0.7229485601726404
sequence_multirocket,higher,inner_validation,inner_train,leave_one_view_out__fold02,balanced_logistic,macro_f1,False,completed,maneuver,1.0
sequence_multirocket,higher,inner_validation,inner_train,leave_one_view_out__fold02,linear_svm,macro_f1,False,completed,maneuver,1.0
sequence_multirocket,higher,inner_validation,inner_train,leave_one_view_out__fold02,ordinal_cumulative,macro_f1,False,completed,maneuver,1.0
sequence_multirocket,higher,inner_validation,inner_train,leave_one_view_out__fold02,continuous_score_then_bucket,macro_f1,False,completed,maneuver,0.611111111111111
sequence_multirocket,lower,inner_validation,inner_train,leave_one_view_out__fold02,ridge_alpha=0.1;target=raw,rmse,False,completed,response,1.0079557819237621
sequence_multirocket,lower,inner_validation,inner_train,leave_one_view_out__fold02,ridge_alpha=0.1;target=log1p,rmse,False,completed,response,1.2505717257851832
sequence_multirocket,lower,inner_validation,inner_train,leave_one_view_out__fold02,ridge_alpha=1;target=raw,rmse,False,completed,response,0.9865051506143553
sequence_multirocket,lower,inner_validation,inner_train,leave_one_view_out__fold02,ridge_alpha=1;target=log1p,rmse,False,completed,response,1.2156081935061074
sequence_multirocket,lower,inner_validation,inner_train,leave_one_view_out__fold02,ridge_alpha=10;target=raw,rmse,False,completed,response,0.9893651907494734
sequence_multirocket,lower,inner_validation,inner_train,leave_one_view_out__fold02,ridge_alpha=10;target=log1p,rmse,False,completed,response,1.0872369500067547
sequence_multirocket,lower,inner_validation,inner_train,leave_one_view_out__fold02,ridge_alpha=100;target=raw,rmse,False,completed,response,0.8889867923455179
sequence_multirocket,lower,inner_validation,inner_train,leave_one_view_out__fold02,ridge_alpha=100;target=log1p,rmse,False,completed,response,0.9016935319777903
sequence_multirocket,lower,inner_validation,inner_train,leave_one_view_out__fold02,pls_components=2,rmse,False,completed,response,0.9908925349917351
sequence_multirocket,lower,inner_validation,inner_train,leave_one_view_out__fold02,pls_components=4,rmse,False,completed,response,1.1004565794988708
sequence_multirocket,lower,inner_validation,inner_train,leave_one_view_out__fold02,huber,rmse,False,completed,response,1.2276649272156341
sequence_multirocket,lower,inner_validation,inner_train,leave_one_view_out__fold02,kernel_ridge_rbf,rmse,False,completed,response,1.1939456995810196
sequence_multirocket,higher,inner_validation,inner_train,leave_one_view_out__fold02,bce,auprc,False,completed,high_response,0.6597553031763557
sequence_multirocket,higher,inner_validation,inner_train,leave_one_view_out__fold02,balanced_bce,auprc,False,completed,high_response,0.6464876884381527
sequence_multirocket,higher,inner_validation,inner_train,leave_one_view_out__fold02,continuous_regression_threshold,auprc,False,completed,high_response,0.6853280190285715
sequence_multirocket,higher,inner_validation,inner_train,leave_one_view_out__fold02,joint_regression_risk,auprc,False,completed,high_response,0.7205866597170945
sequence_hydra,higher,inner_validation,inner_train,leave_one_view_out__fold02,balanced_logistic,macro_f1,False,completed,maneuver,1.0
sequence_hydra,higher,inner_validation,inner_train,leave_one_view_out__fold02,linear_svm,macro_f1,False,completed,maneuver,1.0
sequence_hydra,higher,inner_validation,inner_train,leave_one_view_out__fold02,ordinal_cumulative,macro_f1,False,completed,maneuver,1.0
sequence_hydra,higher,inner_validation,inner_train,leave_one_view_out__fold02,continuous_score_then_bucket,macro_f1,False,completed,maneuver,0.557142857142857
sequence_hydra,lower,inner_validation,inner_train,leave_one_view_out__fold02,ridge_alpha=0.1;target=raw,rmse,False,completed,response,1.2551137819499123
sequence_hydra,lower,inner_validation,inner_train,leave_one_view_out__fold02,ridge_alpha=0.1;target=log1p,rmse,False,completed,response,1.2582675555655654
sequence_hydra,lower,inner_validation,inner_train,leave_one_view_out__fold02,ridge_alpha=1;target=raw,rmse,False,completed,response,0.9989255259536546
sequence_hydra,lower,inner_validation,inner_train,leave_one_view_out__fold02,ridge_alpha=1;target=log1p,rmse,False,completed,response,1.1654388972094276
sequence_hydra,lower,inner_validation,inner_train,leave_one_view_out__fold02,ridge_alpha=10;target=raw,rmse,False,completed,response,0.9012776156018133
sequence_hydra,lower,inner_validation,inner_train,leave_one_view_out__fold02,ridge_alpha=10;target=log1p,rmse,False,completed,response,0.9998263790820386
sequence_hydra,lower,inner_validation,inner_train,leave_one_view_out__fold02,ridge_alpha=100;target=raw,rmse,False,completed,response,0.8961494806459851
sequence_hydra,lower,inner_validation,inner_train,leave_one_view_out__fold02,ridge_alpha=100;target=log1p,rmse,False,completed,response,0.8982572763012345
sequence_hydra,lower,inner_validation,inner_train,leave_one_view_out__fold02,pls_components=2,rmse,False,completed,response,0.9752274871628046
sequence_hydra,lower,inner_validation,inner_train,leave_one_view_out__fold02,pls_components=4,rmse,False,completed,response,0.9813343549578339
sequence_hydra,lower,inner_validation,inner_train,leave_one_view_out__fold02,huber,rmse,False,completed,response,1.1592738037442583
sequence_hydra,lower,inner_validation,inner_train,leave_one_view_out__fold02,kernel_ridge_rbf,rmse,False,completed,response,1.2345038494209049
sequence_hydra,higher,inner_validation,inner_train,leave_one_view_out__fold02,bce,auprc,False,completed,high_response,0.5192137101427875
sequence_hydra,higher,inner_validation,inner_train,leave_one_view_out__fold02,balanced_bce,auprc,False,completed,high_response,0.533224504253916
sequence_hydra,higher,inner_validation,inner_train,leave_one_view_out__fold02,continuous_regression_threshold,auprc,False,completed,high_response,0.5652528578335858
sequence_hydra,higher,inner_validation,inner_train,leave_one_view_out__fold02,joint_regression_risk,auprc,False,completed,high_response,0.5106647911762635
fieldwise_physiology_30s,lower,inner_validation,inner_train,leave_one_view_out__fold02,fieldwise_ridge_alpha=0.1,rmse,False,completed,response,0.8571517534595594
fieldwise_physiology_30s,lower,inner_validation,inner_train,leave_one_view_out__fold02,fieldwise_ridge_alpha=1,rmse,False,completed,response,0.8572574750413954
fieldwise_physiology_30s,lower,inner_validation,inner_train,leave_one_view_out__fold02,fieldwise_ridge_alpha=10,rmse,False,completed,response,1.1306961926885017
fieldwise_physiology_30s,lower,inner_validation,inner_train,leave_one_view_out__fold02,fieldwise_ridge_alpha=100,rmse,False,completed,response,1.2054336956080702
summary_vehicle_5s_linear,higher,inner_validation,inner_train,leave_one_view_out__fold03,balanced_logistic,macro_f1,False,completed,maneuver,0.19999999999999998
summary_vehicle_5s_linear,higher,inner_validation,inner_train,leave_one_view_out__fold03,linear_svm,macro_f1,False,completed,maneuver,0.19999999999999998
summary_vehicle_5s_linear,higher,inner_validation,inner_train,leave_one_view_out__fold03,ordinal_cumulative,macro_f1,False,completed,maneuver,0.14814814814814814
summary_vehicle_5s_linear,higher,inner_validation,inner_train,leave_one_view_out__fold03,continuous_score_then_bucket,macro_f1,False,completed,maneuver,0.19999999999999998
summary_vehicle_5s_linear,lower,inner_validation,inner_train,leave_one_view_out__fold03,ridge_alpha=0.1;target=raw,rmse,False,completed,response,1.2876836003380872
summary_vehicle_5s_linear,lower,inner_validation,inner_train,leave_one_view_out__fold03,ridge_alpha=0.1;target=log1p,rmse,False,completed,response,1.566277491118831
summary_vehicle_5s_linear,lower,inner_validation,inner_train,leave_one_view_out__fold03,ridge_alpha=1;target=raw,rmse,False,completed,response,1.1424110165356918
summary_vehicle_5s_linear,lower,inner_validation,inner_train,leave_one_view_out__fold03,ridge_alpha=1;target=log1p,rmse,False,completed,response,1.286473841241133
summary_vehicle_5s_linear,lower,inner_validation,inner_train,leave_one_view_out__fold03,ridge_alpha=10;target=raw,rmse,False,completed,response,1.171924765976824
summary_vehicle_5s_linear,lower,inner_validation,inner_train,leave_one_view_out__fold03,ridge_alpha=10;target=log1p,rmse,False,completed,response,1.1266379057227613
summary_vehicle_5s_linear,lower,inner_validation,inner_train,leave_one_view_out__fold03,ridge_alpha=100;target=raw,rmse,False,completed,response,1.159690535380517
summary_vehicle_5s_linear,lower,inner_validation,inner_train,leave_one_view_out__fold03,ridge_alpha=100;target=log1p,rmse,False,completed,response,1.1644949354258565
summary_vehicle_5s_linear,lower,inner_validation,inner_train,leave_one_view_out__fold03,pls_components=2,rmse,False,completed,response,1.2054247718269593
summary_vehicle_5s_linear,lower,inner_validation,inner_train,leave_one_view_out__fold03,pls_components=4,rmse,False,completed,response,1.259370850259393
summary_vehicle_5s_linear,lower,inner_validation,inner_train,leave_one_view_out__fold03,huber,rmse,False,completed,response,1.2882919766385132
summary_vehicle_5s_linear,lower,inner_validation,inner_train,leave_one_view_out__fold03,kernel_ridge_rbf,rmse,False,completed,response,1.6657647145434165
summary_vehicle_5s_linear,higher,inner_validation,inner_train,leave_one_view_out__fold03,bce,auprc,False,completed,high_response,0.8041666666666667
summary_vehicle_5s_linear,higher,inner_validation,inner_train,leave_one_view_out__fold03,balanced_bce,auprc,False,completed,high_response,0.8041666666666667
summary_vehicle_5s_linear,higher,inner_validation,inner_train,leave_one_view_out__fold03,continuous_regression_threshold,auprc,False,completed,high_response,0.6458333333333333
summary_vehicle_5s_linear,higher,inner_validation,inner_train,leave_one_view_out__fold03,joint_regression_risk,auprc,False,completed,high_response,0.6458333333333333
summary_vehicle_30s_linear,higher,inner_validation,inner_train,leave_one_view_out__fold03,balanced_logistic,macro_f1,False,completed,maneuver,0.0
summary_vehicle_30s_linear,higher,inner_validation,inner_train,leave_one_view_out__fold03,linear_svm,macro_f1,False,completed,maneuver,0.0
summary_vehicle_30s_linear,higher,inner_validation,inner_train,leave_one_view_out__fold03,ordinal_cumulative,macro_f1,False,completed,maneuver,0.43333333333333335
summary_vehicle_30s_linear,higher,inner_validation,inner_train,leave_one_view_out__fold03,continuous_score_then_bucket,macro_f1,False,completed,maneuver,0.47222222222222215
summary_vehicle_30s_linear,lower,inner_validation,inner_train,leave_one_view_out__fold03,ridge_alpha=0.1;target=raw,rmse,False,completed,response,1.126710347005643
summary_vehicle_30s_linear,lower,inner_validation,inner_train,leave_one_view_out__fold03,ridge_alpha=0.1;target=log1p,rmse,False,completed,response,0.969400293857857
summary_vehicle_30s_linear,lower,inner_validation,inner_train,leave_one_view_out__fold03,ridge_alpha=1;target=raw,rmse,False,completed,response,1.1509535103919932
summary_vehicle_30s_linear,lower,inner_validation,inner_train,leave_one_view_out__fold03,ridge_alpha=1;target=log1p,rmse,False,completed,response,0.9691697287015756
summary_vehicle_30s_linear,lower,inner_validation,inner_train,leave_one_view_out__fold03,ridge_alpha=10;target=raw,rmse,False,completed,response,1.0897680776516208
summary_vehicle_30s_linear,lower,inner_validation,inner_train,leave_one_view_out__fold03,ridge_alpha=10;target=log1p,rmse,False,completed,response,0.9596973371888414
summary_vehicle_30s_linear,lower,inner_validation,inner_train,leave_one_view_out__fold03,ridge_alpha=100;target=raw,rmse,False,completed,response,1.0201607462462046
summary_vehicle_30s_linear,lower,inner_validation,inner_train,leave_one_view_out__fold03,ridge_alpha=100;target=log1p,rmse,False,completed,response,1.0487290197567332
summary_vehicle_30s_linear,lower,inner_validation,inner_train,leave_one_view_out__fold03,pls_components=2,rmse,False,completed,response,0.997151243313249
summary_vehicle_30s_linear,lower,inner_validation,inner_train,leave_one_view_out__fold03,pls_components=4,rmse,False,completed,response,1.0259934779434248
summary_vehicle_30s_linear,lower,inner_validation,inner_train,leave_one_view_out__fold03,huber,rmse,False,completed,response,1.1629647541588457
summary_vehicle_30s_linear,lower,inner_validation,inner_train,leave_one_view_out__fold03,kernel_ridge_rbf,rmse,False,completed,response,1.6017136439600976
summary_vehicle_30s_linear,higher,inner_validation,inner_train,leave_one_view_out__fold03,bce,auprc,False,completed,high_response,0.8875
