representation_route,optimizer_update,dataset,task,consumer,method,seed,fold,role,metric,value,direction,status,reason,smoke_only
self_supervised,500,model_independent_aviation_simulation,simulated_future_workload_regression,linear,physiology_only,17,v4_simulation_g1_development_g2_confirmation,validation,rmse,0.1793937847847741,lower,available,,False
self_supervised,500,model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,physiology_only,17,v4_simulation_g1_development_g2_confirmation,validation,frame_macro_f1,0.3507374653921547,higher,available,,False
self_supervised,500,model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,physiology_only,17,v4_simulation_g1_development_g2_confirmation,validation,segmental_f1_iou_0.50,0.244841836701901,higher,available,,False
self_supervised,500,model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,physiology_only,17,v4_simulation_g1_development_g2_confirmation,validation,boundary_f1_1s,0.1337698466260047,higher,available,,False
self_supervised,500,model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,physiology_only,17,v4_simulation_g1_development_g2_confirmation,validation,boundary_detection_delay_s,5.198304157549234,lower,available,,False
task_guided,50,model_independent_aviation_simulation,simulated_future_workload_classification,linear,physiology_only,17,v4_simulation_g1_development_g2_confirmation,validation,macro_f1,0.5352016858040954,higher,available,,False
task_guided,50,model_independent_aviation_simulation,simulated_future_workload_regression,linear,physiology_only,17,v4_simulation_g1_development_g2_confirmation,validation,rmse,0.1794549876767287,lower,available,,False
task_guided,50,model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,physiology_only,17,v4_simulation_g1_development_g2_confirmation,validation,frame_macro_f1,0.3550049121740278,higher,available,,False
task_guided,50,model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,physiology_only,17,v4_simulation_g1_development_g2_confirmation,validation,segmental_f1_iou_0.50,0.239233382655947,higher,available,,False
task_guided,50,model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,physiology_only,17,v4_simulation_g1_development_g2_confirmation,validation,boundary_f1_1s,0.1523301243027805,higher,available,,False
task_guided,50,model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,physiology_only,17,v4_simulation_g1_development_g2_confirmation,validation,boundary_detection_delay_s,5.230373051224944,lower,available,,False
task_guided,200,model_independent_aviation_simulation,simulated_future_workload_classification,linear,physiology_only,17,v4_simulation_g1_development_g2_confirmation,validation,macro_f1,0.5203256270579751,higher,available,,False
task_guided,200,model_independent_aviation_simulation,simulated_future_workload_regression,linear,physiology_only,17,v4_simulation_g1_development_g2_confirmation,validation,rmse,0.1808187276055693,lower,available,,False
task_guided,200,model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,physiology_only,17,v4_simulation_g1_development_g2_confirmation,validation,frame_macro_f1,0.3567727363694865,higher,available,,False
task_guided,200,model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,physiology_only,17,v4_simulation_g1_development_g2_confirmation,validation,segmental_f1_iou_0.50,0.2413902355411401,higher,available,,False
task_guided,200,model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,physiology_only,17,v4_simulation_g1_development_g2_confirmation,validation,boundary_f1_1s,0.1686324297960811,higher,available,,False
task_guided,200,model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,physiology_only,17,v4_simulation_g1_development_g2_confirmation,validation,boundary_detection_delay_s,5.150188577586207,lower,available,,False
task_guided,500,model_independent_aviation_simulation,simulated_future_workload_classification,linear,physiology_only,17,v4_simulation_g1_development_g2_confirmation,validation,macro_f1,0.5259688121105769,higher,available,,False
task_guided,500,model_independent_aviation_simulation,simulated_future_workload_regression,linear,physiology_only,17,v4_simulation_g1_development_g2_confirmation,validation,rmse,0.1820077911396417,lower,available,,False
task_guided,500,model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,physiology_only,17,v4_simulation_g1_development_g2_confirmation,validation,frame_macro_f1,0.353876569816898,higher,available,,False
task_guided,500,model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,physiology_only,17,v4_simulation_g1_development_g2_confirmation,validation,segmental_f1_iou_0.50,0.2523487395213039,higher,available,,False
task_guided,500,model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,physiology_only,17,v4_simulation_g1_development_g2_confirmation,validation,boundary_f1_1s,0.1579749741169778,higher,available,,False
task_guided,500,model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,physiology_only,17,v4_simulation_g1_development_g2_confirmation,validation,boundary_detection_delay_s,4.946563852813853,lower,available,,False
self_supervised,50,model_independent_aviation_simulation,simulated_future_workload_classification,linear,vehicle_only,17,v4_simulation_g1_development_g2_confirmation,validation,macro_f1,0.526464978871396,higher,available,,False
self_supervised,50,model_independent_aviation_simulation,simulated_future_workload_regression,linear,vehicle_only,17,v4_simulation_g1_development_g2_confirmation,validation,rmse,0.170218088481006,lower,available,,False
self_supervised,50,model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,vehicle_only,17,v4_simulation_g1_development_g2_confirmation,validation,frame_macro_f1,0.6206710254005829,higher,available,,False
self_supervised,50,model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,vehicle_only,17,v4_simulation_g1_development_g2_confirmation,validation,segmental_f1_iou_0.50,0.5592307712712123,higher,available,,False
self_supervised,50,model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,vehicle_only,17,v4_simulation_g1_development_g2_confirmation,validation,boundary_f1_1s,0.3220303122955261,higher,available,,False
self_supervised,50,model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,vehicle_only,17,v4_simulation_g1_development_g2_confirmation,validation,boundary_detection_delay_s,2.931608606557377,lower,available,,False
self_supervised,200,model_independent_aviation_simulation,simulated_future_workload_classification,linear,vehicle_only,17,v4_simulation_g1_development_g2_confirmation,validation,macro_f1,0.577509729061768,higher,available,,False
self_supervised,200,model_independent_aviation_simulation,simulated_future_workload_regression,linear,vehicle_only,17,v4_simulation_g1_development_g2_confirmation,validation,rmse,0.1521335888632646,lower,available,,False
self_supervised,200,model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,vehicle_only,17,v4_simulation_g1_development_g2_confirmation,validation,frame_macro_f1,0.7570569855138177,higher,available,,False
self_supervised,200,model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,vehicle_only,17,v4_simulation_g1_development_g2_confirmation,validation,segmental_f1_iou_0.50,0.7233740976905039,higher,available,,False
self_supervised,200,model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,vehicle_only,17,v4_simulation_g1_development_g2_confirmation,validation,boundary_f1_1s,0.4026368596681097,higher,available,,False
self_supervised,200,model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,vehicle_only,17,v4_simulation_g1_development_g2_confirmation,validation,boundary_detection_delay_s,2.3086977186311786,lower,available,,False
self_supervised,500,model_independent_aviation_simulation,simulated_future_workload_classification,linear,vehicle_only,17,v4_simulation_g1_development_g2_confirmation,validation,macro_f1,0.5341542733498121,higher,available,,False
self_supervised,500,model_independent_aviation_simulation,simulated_future_workload_regression,linear,vehicle_only,17,v4_simulation_g1_development_g2_confirmation,validation,rmse,0.1560622474558873,lower,available,,False
self_supervised,500,model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,vehicle_only,17,v4_simulation_g1_development_g2_confirmation,validation,frame_macro_f1,0.7894761107757586,higher,available,,False
self_supervised,500,model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,vehicle_only,17,v4_simulation_g1_development_g2_confirmation,validation,segmental_f1_iou_0.50,0.7653286600552226,higher,available,,False
self_supervised,500,model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,vehicle_only,17,v4_simulation_g1_development_g2_confirmation,validation,boundary_f1_1s,0.4466588316197691,higher,available,,False
self_supervised,500,model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,vehicle_only,17,v4_simulation_g1_development_g2_confirmation,validation,boundary_detection_delay_s,2.173125,lower,available,,False
task_guided,50,model_independent_aviation_simulation,simulated_future_workload_classification,linear,vehicle_only,17,v4_simulation_g1_development_g2_confirmation,validation,macro_f1,0.5384980611805257,higher,available,,False
task_guided,50,model_independent_aviation_simulation,simulated_future_workload_regression,linear,vehicle_only,17,v4_simulation_g1_development_g2_confirmation,validation,rmse,0.155646588269058,lower,available,,False
task_guided,50,model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,vehicle_only,17,v4_simulation_g1_development_g2_confirmation,validation,frame_macro_f1,0.7874772891442985,higher,available,,False
task_guided,50,model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,vehicle_only,17,v4_simulation_g1_development_g2_confirmation,validation,segmental_f1_iou_0.50,0.7543625211593962,higher,available,,False
task_guided,50,model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,vehicle_only,17,v4_simulation_g1_development_g2_confirmation,validation,boundary_f1_1s,0.4385918335137085,higher,available,,False
task_guided,50,model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,vehicle_only,17,v4_simulation_g1_development_g2_confirmation,validation,boundary_detection_delay_s,2.2175,lower,available,,False
task_guided,200,model_independent_aviation_simulation,simulated_future_workload_classification,linear,vehicle_only,17,v4_simulation_g1_development_g2_confirmation,validation,macro_f1,0.6036768782302341,higher,available,,False
task_guided,200,model_independent_aviation_simulation,simulated_future_workload_regression,linear,vehicle_only,17,v4_simulation_g1_development_g2_confirmation,validation,rmse,0.1524703871632557,lower,available,,False
task_guided,200,model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,vehicle_only,17,v4_simulation_g1_development_g2_confirmation,validation,frame_macro_f1,0.7919084617103653,higher,available,,False
task_guided,200,model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,vehicle_only,17,v4_simulation_g1_development_g2_confirmation,validation,segmental_f1_iou_0.50,0.7669069428835054,higher,available,,False
task_guided,200,model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,vehicle_only,17,v4_simulation_g1_development_g2_confirmation,validation,boundary_f1_1s,0.4482805172258297,higher,available,,False
task_guided,200,model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,vehicle_only,17,v4_simulation_g1_development_g2_confirmation,validation,boundary_detection_delay_s,2.137376237623762,lower,available,,False
task_guided,500,model_independent_aviation_simulation,simulated_future_workload_classification,linear,vehicle_only,17,v4_simulation_g1_development_g2_confirmation,validation,macro_f1,0.5968824016708086,higher,available,,False
task_guided,500,model_independent_aviation_simulation,simulated_future_workload_regression,linear,vehicle_only,17,v4_simulation_g1_development_g2_confirmation,validation,rmse,0.1471285425209922,lower,available,,False
task_guided,500,model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,vehicle_only,17,v4_simulation_g1_development_g2_confirmation,validation,frame_macro_f1,0.8056715477676644,higher,available,,False
task_guided,500,model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,vehicle_only,17,v4_simulation_g1_development_g2_confirmation,validation,segmental_f1_iou_0.50,0.7907639452561327,higher,available,,False
task_guided,500,model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,vehicle_only,17,v4_simulation_g1_development_g2_confirmation,validation,boundary_f1_1s,0.4597253224206349,higher,available,,False
task_guided,500,model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,vehicle_only,17,v4_simulation_g1_development_g2_confirmation,validation,boundary_detection_delay_s,2.068600597609562,lower,available,,False
self_supervised,50,model_independent_aviation_simulation,simulated_future_workload_classification,linear,mult,17,v4_simulation_g1_development_g2_confirmation,validation,macro_f1,0.5946725229562241,higher,available,,False
self_supervised,50,model_independent_aviation_simulation,simulated_future_workload_regression,linear,mult,17,v4_simulation_g1_development_g2_confirmation,validation,rmse,0.13319862656637,lower,available,,False
self_supervised,50,model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,mult,17,v4_simulation_g1_development_g2_confirmation,validation,frame_macro_f1,0.665441596904488,higher,available,,False
self_supervised,50,model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,mult,17,v4_simulation_g1_development_g2_confirmation,validation,segmental_f1_iou_0.50,0.568698250534188,higher,available,,False
self_supervised,50,model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,mult,17,v4_simulation_g1_development_g2_confirmation,validation,boundary_f1_1s,0.3123883915818659,higher,available,,False
self_supervised,50,model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,mult,17,v4_simulation_g1_development_g2_confirmation,validation,boundary_detection_delay_s,2.9205322265625,lower,available,,False
self_supervised,200,model_independent_aviation_simulation,simulated_future_workload_classification,linear,mult,17,v4_simulation_g1_development_g2_confirmation,validation,macro_f1,0.6042956770352678,higher,available,,False
self_supervised,200,model_independent_aviation_simulation,simulated_future_workload_regression,linear,mult,17,v4_simulation_g1_development_g2_confirmation,validation,rmse,0.136267590399203,lower,available,,False
self_supervised,200,model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,mult,17,v4_simulation_g1_development_g2_confirmation,validation,frame_macro_f1,0.7523158378043348,higher,available,,False
self_supervised,200,model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,mult,17,v4_simulation_g1_development_g2_confirmation,validation,segmental_f1_iou_0.50,0.7124635551335919,higher,available,,False
self_supervised,200,model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,mult,17,v4_simulation_g1_development_g2_confirmation,validation,boundary_f1_1s,0.3955386193667444,higher,available,,False
self_supervised,200,model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,mult,17,v4_simulation_g1_development_g2_confirmation,validation,boundary_detection_delay_s,2.356770833333333,lower,available,,False
self_supervised,500,model_independent_aviation_simulation,simulated_future_workload_classification,linear,mult,17,v4_simulation_g1_development_g2_confirmation,validation,macro_f1,0.5658399256487008,higher,available,,False
self_supervised,500,model_independent_aviation_simulation,simulated_future_workload_regression,linear,mult,17,v4_simulation_g1_development_g2_confirmation,validation,rmse,0.1464147481944906,lower,available,,False
self_supervised,500,model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,mult,17,v4_simulation_g1_development_g2_confirmation,validation,frame_macro_f1,0.7595977135272589,higher,available,,False
self_supervised,500,model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,mult,17,v4_simulation_g1_development_g2_confirmation,validation,segmental_f1_iou_0.50,0.6958671753593628,higher,available,,False
self_supervised,500,model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,mult,17,v4_simulation_g1_development_g2_confirmation,validation,boundary_f1_1s,0.4258979301948052,higher,available,,False
self_supervised,500,model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,mult,17,v4_simulation_g1_development_g2_confirmation,validation,boundary_detection_delay_s,2.4674607072691552,lower,available,,False
task_guided,50,model_independent_aviation_simulation,simulated_future_workload_classification,linear,mult,17,v4_simulation_g1_development_g2_confirmation,validation,macro_f1,0.5739690525029428,higher,available,,False
task_guided,50,model_independent_aviation_simulation,simulated_future_workload_regression,linear,mult,17,v4_simulation_g1_development_g2_confirmation,validation,rmse,0.146001264288941,lower,available,,False
task_guided,50,model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,mult,17,v4_simulation_g1_development_g2_confirmation,validation,frame_macro_f1,0.7753018567365578,higher,available,,False
task_guided,50,model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,mult,17,v4_simulation_g1_development_g2_confirmation,validation,segmental_f1_iou_0.50,0.7231821347055722,higher,available,,False
task_guided,50,model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,mult,17,v4_simulation_g1_development_g2_confirmation,validation,boundary_f1_1s,0.439683667027417,higher,available,,False
task_guided,50,model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,mult,17,v4_simulation_g1_development_g2_confirmation,validation,boundary_detection_delay_s,2.30175395256917,lower,available,,False
task_guided,200,model_independent_aviation_simulation,simulated_future_workload_classification,linear,mult,17,v4_simulation_g1_development_g2_confirmation,validation,macro_f1,0.6011163092917479,higher,available,,False
task_guided,200,model_independent_aviation_simulation,simulated_future_workload_regression,linear,mult,17,v4_simulation_g1_development_g2_confirmation,validation,rmse,0.1439346983257013,lower,available,,False
task_guided,200,model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,mult,17,v4_simulation_g1_development_g2_confirmation,validation,frame_macro_f1,0.7994588932520624,higher,available,,False
task_guided,200,model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,mult,17,v4_simulation_g1_development_g2_confirmation,validation,segmental_f1_iou_0.50,0.7644191962551339,higher,available,,False
task_guided,200,model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,mult,17,v4_simulation_g1_development_g2_confirmation,validation,boundary_f1_1s,0.4585385101010101,higher,available,,False
task_guided,200,model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,mult,17,v4_simulation_g1_development_g2_confirmation,validation,boundary_detection_delay_s,2.271326429980276,lower,available,,False
task_guided,500,model_independent_aviation_simulation,simulated_future_workload_classification,linear,mult,17,v4_simulation_g1_development_g2_confirmation,validation,macro_f1,0.6195574491478834,higher,available,,False
task_guided,500,model_independent_aviation_simulation,simulated_future_workload_regression,linear,mult,17,v4_simulation_g1_development_g2_confirmation,validation,rmse,0.1388097219254506,lower,available,,False
