best_epoch,candidate_id,epoch,epoch_count,gate_high_response,gate_maneuver,gate_response,gradient_norm_before_clip,improved,outer_test_opened,safety_passed,split_id,train_maneuver_loss,train_response_loss,train_risk_loss,train_score_loss,train_total_loss,validation_safe,validation_selection_score
0,partial_ratio_0.02,4,6,0.04702099412679672,0.047134265303611755,0.046790726482868195,0.1509908139705658,False,False,True,leave_one_view_out__fold01__candidate_353,2.7811169624328613,0.8387184143066406,1.7094005346298218,0.543106198310852,5.439732074737549,True,1.865330782914683
0,partial_ratio_0.02,5,6,0.047170381993055344,0.047295454889535904,0.046844977885484695,0.15815559029579163,False,False,True,leave_one_view_out__fold01__candidate_353,2.778061866760254,0.8386369943618774,1.7073386907577515,0.542387843132019,5.434390068054199,True,1.8660170611084248
0,partial_ratio_0.02,6,6,0.04733889922499657,0.047472357749938965,0.04696817323565483,0.20854218304157257,False,False,True,leave_one_view_out__fold01__candidate_353,2.773772716522217,0.8377315402030945,1.7041574716567993,0.5423445701599121,5.426007270812988,True,1.8670439853179195
5,partial_ratio_0.05,1,11,0.04720057174563408,0.04720057174563408,0.04720057174563408,0.044578831642866135,False,False,True,leave_one_view_out__fold01__candidate_353,2.785257339477539,0.8396846652030945,1.711816430091858,0.5440264940261841,5.447460651397705,True,1.8647602414485998
5,partial_ratio_0.05,2,11,0.04703708738088608,0.04707366228103638,0.046975988894701004,0.06329452991485596,False,False,True,leave_one_view_out__fold01__candidate_353,2.7847208976745605,0.8397426605224609,1.7113827466964722,0.5440589785575867,5.4465460777282715,True,1.864359560463442
5,partial_ratio_0.05,3,11,0.047036875039339066,0.04719426855444908,0.04675494506955147,0.09555895626544952,True,False,True,leave_one_view_out__fold01__candidate_353,2.782465696334839,0.8396242260932922,1.7109167575836182,0.5434198379516602,5.443571090698242,True,1.8639991868086745
5,partial_ratio_0.05,4,11,0.04716482385993004,0.047356393188238144,0.04669997841119766,0.13258926570415497,True,False,True,leave_one_view_out__fold01__candidate_353,2.780277729034424,0.8385181427001953,1.7080854177474976,0.5431255102157593,5.437383651733398,True,1.8634268698601857
5,partial_ratio_0.05,5,11,0.047327373176813126,0.04752819240093231,0.046671122312545776,0.16947628557682037,True,False,True,leave_one_view_out__fold01__candidate_353,2.7744696140289307,0.8390535712242126,1.7063318490982056,0.541992723941803,5.430131435394287,True,1.8633811826045013
5,partial_ratio_0.05,6,11,0.04749675095081329,0.0477047860622406,0.04673629254102707,0.25485286116600037,False,False,True,leave_one_view_out__fold01__candidate_353,2.76422119140625,0.8381151556968689,1.6994189023971558,0.5404918193817139,5.411732196807861,True,1.8634299030742145
5,partial_ratio_0.05,7,11,0.04768001288175583,0.04789687693119049,0.04674963653087616,0.26818299293518066,False,False,True,leave_one_view_out__fold01__candidate_353,2.761934995651245,0.8397722244262695,1.6944725513458252,0.54081130027771,5.406223297119141,True,1.863622453609212
5,partial_ratio_0.05,8,11,0.047876082360744476,0.048094555735588074,0.04677805304527283,0.32877540588378906,False,False,True,leave_one_view_out__fold01__candidate_353,2.745218515396118,0.8389325141906738,1.6899782419204712,0.5408049821853638,5.384174346923828,True,1.8639388218662378
5,partial_ratio_0.05,9,11,0.04808332771062851,0.04830309376120567,0.04684092476963997,0.29469034075737,False,False,True,leave_one_view_out__fold01__candidate_353,2.742018222808838,0.838548481464386,1.6858723163604736,0.5404021143913269,5.376405715942383,False,1.8836111728662468
5,partial_ratio_0.05,10,11,0.04829976707696915,0.04851795732975006,0.04695738106966019,0.3858315348625183,False,False,True,leave_one_view_out__fold01__candidate_353,2.719538688659668,0.8373351097106934,1.6788095235824585,0.5398836135864258,5.345549583435059,False,1.8853908479123178
5,partial_ratio_0.05,11,11,0.04851152002811432,0.0487411729991436,0.04710762947797775,0.4070175290107727,False,False,True,leave_one_view_out__fold01__candidate_353,2.710632801055908,0.8367196321487427,1.6834112405776978,0.5409299731254578,5.3408427238464355,False,1.8886560860666157
3,partial_ratio_0.02,1,9,0.053792763501405716,0.05392572283744812,0.052950210869312286,28.259902954101562,False,False,True,leave_one_view_out__fold02__candidate_328,1.443657636642456,0.7283540964126587,0.5442692041397095,0.36514952778816223,2.7913873195648193,False,2.140330267935588
3,partial_ratio_0.02,2,9,0.05404605343937874,0.05417218431830406,0.053201910108327866,26.71904754638672,False,False,True,leave_one_view_out__fold02__candidate_328,1.338929295539856,0.6953485012054443,0.5177927017211914,0.42402327060699463,2.6389613151550293,False,2.149825302734182
3,partial_ratio_0.02,3,9,0.05429587885737419,0.05441094562411308,0.05345289781689644,38.04251480102539,True,False,True,leave_one_view_out__fold02__candidate_328,1.3271510601043701,0.6904006600379944,0.5805390477180481,0.4393863379955292,2.6880626678466797,True,2.11363721343277
3,partial_ratio_0.02,4,9,0.05454951524734497,0.054657988250255585,0.05367789417505264,21.432842254638672,False,False,True,leave_one_view_out__fold02__candidate_328,1.218268632888794,0.6199995875358582,0.43862441182136536,0.3246934711933136,2.3439340591430664,False,2.2255179754306162
