dataset,task,consumer,method,seed,fold,role,metric,value,direction,status,reason,smoke_only
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,chronaris_no_missingness_curriculum,17,simulation_g1_to_g2_ablation__seed_17,validation,edit_score,0.6990038029100529,higher,available,,False
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,chronaris_no_missingness_curriculum,17,simulation_g1_to_g2_ablation__seed_17,validation,boundary_detection_delay_s,3.7415994623655915,lower,available,,False
model_independent_aviation_simulation,simulated_future_workload_classification,linear,chronaris_no_missingness_curriculum,17,simulation_g1_to_g2_ablation__seed_17,held_out,macro_f1,0.4335268483875295,higher,available,,False
model_independent_aviation_simulation,simulated_future_workload_classification,linear,chronaris_no_missingness_curriculum,17,simulation_g1_to_g2_ablation__seed_17,held_out,balanced_accuracy,0.42927257238038324,higher,available,,False
model_independent_aviation_simulation,simulated_future_workload_classification,linear,chronaris_no_missingness_curriculum,17,simulation_g1_to_g2_ablation__seed_17,held_out,macro_auprc,0.5074983278648827,higher,available,,False
model_independent_aviation_simulation,simulated_future_workload_classification,linear,chronaris_no_missingness_curriculum,17,simulation_g1_to_g2_ablation__seed_17,held_out,brier_score,0.5998298569661147,lower,available,,False
model_independent_aviation_simulation,simulated_future_workload_classification,linear,chronaris_no_missingness_curriculum,17,simulation_g1_to_g2_ablation__seed_17,held_out,ece_10_bins,0.24399872491408767,lower,available,,False
model_independent_aviation_simulation,simulated_future_workload_regression,linear,chronaris_no_missingness_curriculum,17,simulation_g1_to_g2_ablation__seed_17,held_out,mae,0.16749095590785146,lower,available,,False
model_independent_aviation_simulation,simulated_future_workload_regression,linear,chronaris_no_missingness_curriculum,17,simulation_g1_to_g2_ablation__seed_17,held_out,rmse,0.21580276741513493,lower,available,,False
model_independent_aviation_simulation,simulated_future_workload_regression,linear,chronaris_no_missingness_curriculum,17,simulation_g1_to_g2_ablation__seed_17,held_out,spearman,0.5079612806037679,higher,available,,False
model_independent_aviation_simulation,simulated_future_workload_classification,minirocket,chronaris_no_missingness_curriculum,17,simulation_g1_to_g2_ablation__seed_17,held_out,macro_f1,0.21612664259076864,higher,available,,False
model_independent_aviation_simulation,simulated_future_workload_classification,minirocket,chronaris_no_missingness_curriculum,17,simulation_g1_to_g2_ablation__seed_17,held_out,balanced_accuracy,0.3909960540982704,higher,available,,False
model_independent_aviation_simulation,simulated_future_workload_classification,minirocket,chronaris_no_missingness_curriculum,17,simulation_g1_to_g2_ablation__seed_17,held_out,macro_auprc,0.5425004313421705,higher,available,,False
model_independent_aviation_simulation,simulated_future_workload_classification,minirocket,chronaris_no_missingness_curriculum,17,simulation_g1_to_g2_ablation__seed_17,held_out,brier_score,1.1835650176033492,lower,available,,False
model_independent_aviation_simulation,simulated_future_workload_classification,minirocket,chronaris_no_missingness_curriculum,17,simulation_g1_to_g2_ablation__seed_17,held_out,ece_10_bins,0.6021212361311956,lower,available,,False
model_independent_aviation_simulation,simulated_future_workload_regression,minirocket,chronaris_no_missingness_curriculum,17,simulation_g1_to_g2_ablation__seed_17,held_out,mae,0.2607509836864968,lower,available,,False
model_independent_aviation_simulation,simulated_future_workload_regression,minirocket,chronaris_no_missingness_curriculum,17,simulation_g1_to_g2_ablation__seed_17,held_out,rmse,0.30993285496716205,lower,available,,False
model_independent_aviation_simulation,simulated_future_workload_regression,minirocket,chronaris_no_missingness_curriculum,17,simulation_g1_to_g2_ablation__seed_17,held_out,spearman,0.45785851406670114,higher,available,,False
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_raw,chronaris_no_missingness_curriculum,17,simulation_g1_to_g2_ablation__seed_17,held_out,frame_macro_f1,0.31777967675183116,higher,available,,False
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_raw,chronaris_no_missingness_curriculum,17,simulation_g1_to_g2_ablation__seed_17,held_out,segmental_f1_iou_0.10,0.43787329519358353,higher,available,,False
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_raw,chronaris_no_missingness_curriculum,17,simulation_g1_to_g2_ablation__seed_17,held_out,segmental_f1_iou_0.25,0.28930203353577966,higher,available,,False
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_raw,chronaris_no_missingness_curriculum,17,simulation_g1_to_g2_ablation__seed_17,held_out,segmental_f1_iou_0.50,0.16028030447293218,higher,available,,False
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_raw,chronaris_no_missingness_curriculum,17,simulation_g1_to_g2_ablation__seed_17,held_out,boundary_f1_1s,0.19991179884392926,higher,available,,False
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_raw,chronaris_no_missingness_curriculum,17,simulation_g1_to_g2_ablation__seed_17,held_out,boundary_f1_2s,0.27705047642523456,higher,available,,False
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_raw,chronaris_no_missingness_curriculum,17,simulation_g1_to_g2_ablation__seed_17,held_out,edit_score,0.40092999448468203,higher,available,,False
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_raw,chronaris_no_missingness_curriculum,17,simulation_g1_to_g2_ablation__seed_17,held_out,boundary_detection_delay_s,4.9928977272727275,lower,available,,False
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,chronaris_no_missingness_curriculum,17,simulation_g1_to_g2_ablation__seed_17,held_out,frame_macro_f1,0.3508951888254432,higher,available,,False
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,chronaris_no_missingness_curriculum,17,simulation_g1_to_g2_ablation__seed_17,held_out,segmental_f1_iou_0.10,0.563726208154662,higher,available,,False
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,chronaris_no_missingness_curriculum,17,simulation_g1_to_g2_ablation__seed_17,held_out,segmental_f1_iou_0.25,0.4300434176873322,higher,available,,False
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,chronaris_no_missingness_curriculum,17,simulation_g1_to_g2_ablation__seed_17,held_out,segmental_f1_iou_0.50,0.2731736001267251,higher,available,,False
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,chronaris_no_missingness_curriculum,17,simulation_g1_to_g2_ablation__seed_17,held_out,boundary_f1_1s,0.21442238742330652,higher,available,,False
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,chronaris_no_missingness_curriculum,17,simulation_g1_to_g2_ablation__seed_17,held_out,boundary_f1_2s,0.3041684342006033,higher,available,,False
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,chronaris_no_missingness_curriculum,17,simulation_g1_to_g2_ablation__seed_17,held_out,edit_score,0.52586899500962,higher,available,,False
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,chronaris_no_missingness_curriculum,17,simulation_g1_to_g2_ablation__seed_17,held_out,boundary_detection_delay_s,5.242851906158358,lower,available,,False
model_independent_aviation_simulation,simulated_future_workload_classification,linear,chronaris_no_corrected_physics,29,simulation_g1_to_g2_ablation__seed_29,validation,macro_f1,0.5684295020221667,higher,available,,False
model_independent_aviation_simulation,simulated_future_workload_classification,linear,chronaris_no_corrected_physics,29,simulation_g1_to_g2_ablation__seed_29,validation,balanced_accuracy,0.5660326497164175,higher,available,,False
model_independent_aviation_simulation,simulated_future_workload_classification,linear,chronaris_no_corrected_physics,29,simulation_g1_to_g2_ablation__seed_29,validation,macro_auprc,0.6038156881632911,higher,available,,False
model_independent_aviation_simulation,simulated_future_workload_classification,linear,chronaris_no_corrected_physics,29,simulation_g1_to_g2_ablation__seed_29,validation,brier_score,0.6218227977502792,lower,available,,False
model_independent_aviation_simulation,simulated_future_workload_classification,linear,chronaris_no_corrected_physics,29,simulation_g1_to_g2_ablation__seed_29,validation,ece_10_bins,0.19184527109624844,lower,available,,False
model_independent_aviation_simulation,simulated_future_workload_regression,linear,chronaris_no_corrected_physics,29,simulation_g1_to_g2_ablation__seed_29,validation,mae,0.12031858476499717,lower,available,,False
model_independent_aviation_simulation,simulated_future_workload_regression,linear,chronaris_no_corrected_physics,29,simulation_g1_to_g2_ablation__seed_29,validation,rmse,0.15396898590310107,lower,available,,False
model_independent_aviation_simulation,simulated_future_workload_regression,linear,chronaris_no_corrected_physics,29,simulation_g1_to_g2_ablation__seed_29,validation,spearman,0.6396364622897449,higher,available,,False
model_independent_aviation_simulation,simulated_future_workload_classification,minirocket,chronaris_no_corrected_physics,29,simulation_g1_to_g2_ablation__seed_29,validation,macro_f1,0.5945679012345679,higher,available,,False
model_independent_aviation_simulation,simulated_future_workload_classification,minirocket,chronaris_no_corrected_physics,29,simulation_g1_to_g2_ablation__seed_29,validation,balanced_accuracy,0.5972267149727201,higher,available,,False
