child_run_id,artifact_root,summary_path,checkpoint_path,task_manifest_path,evidence_layer,git_commit,source_manifests,physics_constraint_family,causal_weight,task_loss_weight,causal_lag_window_points,test_total,test_task_total,test_causal_total,validation_total
20260607T-stage-i-evidence-closure-r2-multitask-01-minimal-cw0p00-tlw0p50-lagnone,docs/artifacts/assets/stage_i_multitask_sweep/20260607T-stage-i-evidence-closure-r2-multitask/runs/20260607T-stage-i-evidence-closure-r2-multitask-01-minimal-cw0p00-tlw0p50-lagnone,docs/artifacts/assets/stage_i_multitask_sweep/20260607T-stage-i-evidence-closure-r2-multitask/runs/20260607T-stage-i-evidence-closure-r2-multitask-01-minimal-cw0p00-tlw0p50-lagnone/multitask_summary.json,docs/artifacts/assets/stage_i_multitask_sweep/20260607T-stage-i-evidence-closure-r2-multitask/runs/20260607T-stage-i-evidence-closure-r2-multitask-01-minimal-cw0p00-tlw0p50-lagnone/multitask_checkpoint.pt,docs/artifacts/assets/stage_i_multitask_sweep/20260607T-stage-i-evidence-closure-r2-multitask/runs/20260607T-stage-i-evidence-closure-r2-multitask-01-minimal-cw0p00-tlw0p50-lagnone/thesis_task_manifest.jsonl,thesis_weak_label,57ca739638d65d4f17845e2cc0cf6da6dffb0793,"{'e_run_manifest_path': 'docs/artifacts/assets/stage_h/20260502T092753Z-stage-h-e-allwindow-clean/run_manifest.json', 'f_run_manifest_path': 'docs/artifacts/assets/stage_h/20260502T092753Z-stage-h-f-allwindow-clean/run_manifest.json'}",minimal,0.0,0.5,,1024.8099895974865,2.9292924715125044,0.9343596334042756,1024.7279829545455
20260607T-stage-i-evidence-closure-r2-multitask-02-minimal-cw0p00-tlw0p50-lag3,docs/artifacts/assets/stage_i_multitask_sweep/20260607T-stage-i-evidence-closure-r2-multitask/runs/20260607T-stage-i-evidence-closure-r2-multitask-02-minimal-cw0p00-tlw0p50-lag3,docs/artifacts/assets/stage_i_multitask_sweep/20260607T-stage-i-evidence-closure-r2-multitask/runs/20260607T-stage-i-evidence-closure-r2-multitask-02-minimal-cw0p00-tlw0p50-lag3/multitask_summary.json,docs/artifacts/assets/stage_i_multitask_sweep/20260607T-stage-i-evidence-closure-r2-multitask/runs/20260607T-stage-i-evidence-closure-r2-multitask-02-minimal-cw0p00-tlw0p50-lag3/multitask_checkpoint.pt,docs/artifacts/assets/stage_i_multitask_sweep/20260607T-stage-i-evidence-closure-r2-multitask/runs/20260607T-stage-i-evidence-closure-r2-multitask-02-minimal-cw0p00-tlw0p50-lag3/thesis_task_manifest.jsonl,thesis_weak_label,57ca739638d65d4f17845e2cc0cf6da6dffb0793,"{'e_run_manifest_path': 'docs/artifacts/assets/stage_h/20260502T092753Z-stage-h-e-allwindow-clean/run_manifest.json', 'f_run_manifest_path': 'docs/artifacts/assets/stage_h/20260502T092753Z-stage-h-f-allwindow-clean/run_manifest.json'}",minimal,0.0,0.5,3.0,1025.0848388671875,2.957319394401882,0.9351752607718758,1025.0086780894887
