seed,method,task,consumer,metric,direction,fold_count,available_fold_count,mean,std,minimum,maximum,worst_fold_value,statistical_unit,window_level_p_value_reported,representation_family
17,physiology_only,high_physiology_response_classification,linear,high_response_recall,higher,3,3,0.5833333333333334,0.41247895569215276,0.0,0.875,0.0,view_fold,False,frozen_task_agnostic_v2
17,physiology_only,high_physiology_response_classification,linear,macro_auprc,higher,3,3,0.7081165687570595,0.12975375943719242,0.5246305592790127,0.8017884012472791,0.5246305592790127,view_fold,False,frozen_task_agnostic_v2
17,physiology_only,high_physiology_response_classification,linear,macro_f1,higher,3,3,0.5384841363102233,0.2039890890497032,0.25,0.6827262044653349,0.25,view_fold,False,frozen_task_agnostic_v2
17,physiology_only,high_physiology_response_classification,minirocket,balanced_accuracy,higher,3,3,0.8333333333333334,0.23570226039551584,0.5,1.0,0.5,view_fold,False,frozen_task_agnostic_v2
17,physiology_only,high_physiology_response_classification,minirocket,brier_score,lower,3,3,0.4446544931777836,0.6283901870110407,0.00031407773527024666,1.333332418109379,1.333332418109379,view_fold,False,frozen_task_agnostic_v2
17,physiology_only,high_physiology_response_classification,minirocket,ece_10_bins,lower,3,3,0.22873908625288789,0.3096612188117584,0.00977476696390922,0.6666661816365529,0.6666661816365529,view_fold,False,frozen_task_agnostic_v2
17,physiology_only,high_physiology_response_classification,minirocket,high_response_recall,higher,3,3,0.6666666666666666,0.4714045207910317,0.0,1.0,0.0,view_fold,False,frozen_task_agnostic_v2
17,physiology_only,high_physiology_response_classification,minirocket,macro_auprc,higher,3,3,0.81924819573897,0.2556216530093554,0.45774458721691036,0.9999999999999999,0.45774458721691036,view_fold,False,frozen_task_agnostic_v2
17,physiology_only,high_physiology_response_classification,minirocket,macro_f1,higher,3,3,0.75,0.3535533905932738,0.25,1.0,0.25,view_fold,False,frozen_task_agnostic_v2
17,physiology_only,maneuver_intensity_classification,linear,balanced_accuracy,higher,3,3,0.7111111111111111,0.2671292284482513,0.3333333333333333,0.9,0.3333333333333333,view_fold,False,frozen_task_agnostic_v2
17,physiology_only,maneuver_intensity_classification,linear,brier_score,lower,3,3,0.5977236297223645,0.4441230232370625,0.2823160971295629,1.2258064516129032,1.2258064516129032,view_fold,False,frozen_task_agnostic_v2
17,physiology_only,maneuver_intensity_classification,linear,ece_10_bins,lower,3,3,0.3594543425005585,0.17921676260215622,0.23188157329101816,0.6129032258064516,0.6129032258064516,view_fold,False,frozen_task_agnostic_v2
17,physiology_only,maneuver_intensity_classification,linear,macro_auprc,higher,3,3,0.7618927966166416,0.20745088069213186,0.46853152156669253,0.9114323807505627,0.46853152156669253,view_fold,False,frozen_task_agnostic_v2
17,physiology_only,maneuver_intensity_classification,linear,macro_f1,higher,3,3,0.6633800262931229,0.3375257651073825,0.18604651162790697,0.9020467836257309,0.18604651162790697,view_fold,False,frozen_task_agnostic_v2
17,physiology_only,maneuver_intensity_classification,minirocket,balanced_accuracy,higher,3,3,0.7870370370370371,0.30117511050538137,0.3611111111111111,1.0,0.3611111111111111,view_fold,False,frozen_task_agnostic_v2
17,physiology_only,maneuver_intensity_classification,minirocket,brier_score,lower,3,3,0.27027655823289903,0.3807396117859127,0.0010509460214062098,0.8087236809479963,0.8087236809479963,view_fold,False,frozen_task_agnostic_v2
17,physiology_only,maneuver_intensity_classification,minirocket,ece_10_bins,lower,3,3,0.09864112219848152,0.10671612347082556,0.02317572994727224,0.2495605111913975,0.2495605111913975,view_fold,False,frozen_task_agnostic_v2
17,physiology_only,maneuver_intensity_classification,minirocket,macro_auprc,higher,3,3,0.8113725706608906,0.26675946880694107,0.434117711982672,1.0,0.434117711982672,view_fold,False,frozen_task_agnostic_v2
17,physiology_only,maneuver_intensity_classification,minirocket,macro_f1,higher,3,3,0.7472527472527473,0.35743859268770534,0.24175824175824176,1.0,0.24175824175824176,view_fold,False,frozen_task_agnostic_v2
17,physiology_only,physiology_response_regression,linear,mae,lower,3,3,3.6757691515114312,4.6137447210721305,0.41319887188929944,10.200589506759922,10.200589506759922,view_fold,False,frozen_task_agnostic_v2
17,physiology_only,physiology_response_regression,linear,rmse,lower,3,3,3.8075318446314124,4.572280746376065,0.5740201804056679,10.27371326886434,10.27371326886434,view_fold,False,frozen_task_agnostic_v2
17,physiology_only,physiology_response_regression,linear,spearman,higher,3,3,0.32977382276603634,0.1916966412160365,0.058954393770856504,0.4758620689655172,0.058954393770856504,view_fold,False,frozen_task_agnostic_v2
17,physiology_only,physiology_response_regression,minirocket,mae,lower,3,3,0.705715349069416,0.9733010484854989,0.01736425409872992,2.082170884743017,2.082170884743017,view_fold,False,frozen_task_agnostic_v2
