dataset,task,consumer,method,seed,fold,role,metric,value,direction,status,reason,sample_count,threshold_scope,smoke_only,representation_family
dingxin_existing_dual_stream,maneuver_intensity_classification,minirocket,contiformer,29,leave_one_sortie_out__fold02,validation,macro_auprc,0.6860119047619048,higher,available,,14,inner_train_nested,False,frozen_task_agnostic_v2
dingxin_existing_dual_stream,maneuver_intensity_classification,minirocket,contiformer,29,leave_one_sortie_out__fold02,validation,brier_score,1.1847138422569305,lower,available,,14,inner_train_nested,False,frozen_task_agnostic_v2
dingxin_existing_dual_stream,maneuver_intensity_classification,minirocket,contiformer,29,leave_one_sortie_out__fold02,validation,ece_10_bins,0.6575928664220237,lower,available,,14,inner_train_nested,False,frozen_task_agnostic_v2
dingxin_existing_dual_stream,physiology_response_regression,minirocket,contiformer,29,leave_one_sortie_out__fold02,validation,mae,0.8275432013260423,lower,available,,12,inner_train_nested,False,frozen_task_agnostic_v2
dingxin_existing_dual_stream,physiology_response_regression,minirocket,contiformer,29,leave_one_sortie_out__fold02,validation,rmse,1.2034804947529627,lower,available,,12,inner_train_nested,False,frozen_task_agnostic_v2
dingxin_existing_dual_stream,physiology_response_regression,minirocket,contiformer,29,leave_one_sortie_out__fold02,validation,spearman,-0.2566848997764746,higher,available,,12,inner_train_nested,False,frozen_task_agnostic_v2
dingxin_existing_dual_stream,high_physiology_response_classification,minirocket,contiformer,29,leave_one_sortie_out__fold02,validation,macro_f1,0.25,higher,available,,12,inner_train_nested,False,frozen_task_agnostic_v2
dingxin_existing_dual_stream,high_physiology_response_classification,minirocket,contiformer,29,leave_one_sortie_out__fold02,validation,balanced_accuracy,0.5,higher,available,,12,inner_train_nested,False,frozen_task_agnostic_v2
dingxin_existing_dual_stream,high_physiology_response_classification,minirocket,contiformer,29,leave_one_sortie_out__fold02,validation,macro_auprc,0.60625,higher,available,,12,inner_train_nested,False,frozen_task_agnostic_v2
dingxin_existing_dual_stream,high_physiology_response_classification,minirocket,contiformer,29,leave_one_sortie_out__fold02,validation,brier_score,1.3269356955888905,lower,available,,12,inner_train_nested,False,frozen_task_agnostic_v2
dingxin_existing_dual_stream,high_physiology_response_classification,minirocket,contiformer,29,leave_one_sortie_out__fold02,validation,ece_10_bins,0.6641454660551986,lower,available,,12,inner_train_nested,False,frozen_task_agnostic_v2
dingxin_existing_dual_stream,high_physiology_response_classification,minirocket,contiformer,29,leave_one_sortie_out__fold02,validation,high_response_recall,0.0,higher,available,,12,inner_train_nested,False,frozen_task_agnostic_v2
dingxin_existing_dual_stream,maneuver_intensity_classification,linear,contiformer,29,leave_one_sortie_out__fold02,held_out,macro_f1,0.18604651162790697,higher,available,,31,inner_train_nested,False,frozen_task_agnostic_v2
dingxin_existing_dual_stream,maneuver_intensity_classification,linear,contiformer,29,leave_one_sortie_out__fold02,held_out,balanced_accuracy,0.3333333333333333,higher,available,,31,inner_train_nested,False,frozen_task_agnostic_v2
dingxin_existing_dual_stream,maneuver_intensity_classification,linear,contiformer,29,leave_one_sortie_out__fold02,held_out,macro_auprc,0.6285179539489884,higher,available,,31,inner_train_nested,False,frozen_task_agnostic_v2
dingxin_existing_dual_stream,maneuver_intensity_classification,linear,contiformer,29,leave_one_sortie_out__fold02,held_out,brier_score,1.2195481160064006,lower,available,,31,inner_train_nested,False,frozen_task_agnostic_v2
dingxin_existing_dual_stream,maneuver_intensity_classification,linear,contiformer,29,leave_one_sortie_out__fold02,held_out,ece_10_bins,0.6106974826385941,lower,available,,31,inner_train_nested,False,frozen_task_agnostic_v2
dingxin_existing_dual_stream,physiology_response_regression,linear,contiformer,29,leave_one_sortie_out__fold02,held_out,mae,0.6687537059716043,lower,available,,30,inner_train_nested,False,frozen_task_agnostic_v2
dingxin_existing_dual_stream,physiology_response_regression,linear,contiformer,29,leave_one_sortie_out__fold02,held_out,rmse,0.8864266469254801,lower,available,,30,inner_train_nested,False,frozen_task_agnostic_v2
dingxin_existing_dual_stream,physiology_response_regression,linear,contiformer,29,leave_one_sortie_out__fold02,held_out,spearman,0.3548387096774193,higher,available,,30,inner_train_nested,False,frozen_task_agnostic_v2
dingxin_existing_dual_stream,high_physiology_response_classification,linear,contiformer,29,leave_one_sortie_out__fold02,held_out,macro_f1,0.304029304029304,higher,available,,30,inner_train_nested,False,frozen_task_agnostic_v2
dingxin_existing_dual_stream,high_physiology_response_classification,linear,contiformer,29,leave_one_sortie_out__fold02,held_out,balanced_accuracy,0.525,higher,available,,30,inner_train_nested,False,frozen_task_agnostic_v2
