fold_id,method_name,task_name,metric_name,mean,std,seed_count
leave_one_sortie_out__fold02,physiology_only,future_physiology,positive_skill_field_ratio,0.0,0.0,3
leave_one_sortie_out__fold02,vehicle_only,future_physiology,positive_skill_field_ratio,0.0,0.0,3
leave_one_sortie_out__fold01,chronaris,future_physiology,rmse_ratio_vs_persistence,43.42842727027664,1.0249884849249173,3
leave_one_sortie_out__fold01,contiformer,future_physiology,rmse_ratio_vs_persistence,46.1542278876619,0.2688973942483871,3
leave_one_sortie_out__fold01,mult,future_physiology,rmse_ratio_vs_persistence,60.219994738487095,4.326354081292264,3
leave_one_sortie_out__fold01,naive_time_sync,future_physiology,rmse_ratio_vs_persistence,44.5205263759299,0.0,3
leave_one_sortie_out__fold01,physiology_only,future_physiology,rmse_ratio_vs_persistence,87.62824193148276,9.922376846661688,3
leave_one_sortie_out__fold01,vehicle_only,future_physiology,rmse_ratio_vs_persistence,46.01436834650509,0.00020037486641106734,3
leave_one_sortie_out__fold02,chronaris,future_physiology,rmse_ratio_vs_persistence,25.539237178883155,1.106641837378226,3
leave_one_sortie_out__fold02,contiformer,future_physiology,rmse_ratio_vs_persistence,20.94489297034103,0.297872895103838,3
leave_one_sortie_out__fold02,mult,future_physiology,rmse_ratio_vs_persistence,27.154444538781707,3.453334928572459,3
leave_one_sortie_out__fold02,naive_time_sync,future_physiology,rmse_ratio_vs_persistence,52.33832363243604,0.0,3
leave_one_sortie_out__fold02,physiology_only,future_physiology,rmse_ratio_vs_persistence,52.72977743073307,2.289256028025148,3
leave_one_sortie_out__fold02,vehicle_only,future_physiology,rmse_ratio_vs_persistence,20.91477452385885,0.0008690817581310322,3
leave_one_sortie_out__fold01,chronaris,future_physiology,standardized_mae_macro,9.414353315803957,0.4042580332757444,3
leave_one_sortie_out__fold01,contiformer,future_physiology,standardized_mae_macro,8.528062579591827,0.12881197967667213,3
leave_one_sortie_out__fold01,mult,future_physiology,standardized_mae_macro,16.592451662844734,1.6156319588859982,3
leave_one_sortie_out__fold01,naive_time_sync,future_physiology,standardized_mae_macro,10.380370925199855,0.0,3
leave_one_sortie_out__fold01,physiology_only,future_physiology,standardized_mae_macro,27.228370861348935,3.0359958170673,3
leave_one_sortie_out__fold01,vehicle_only,future_physiology,standardized_mae_macro,8.554224781078712,0.0013229411560410625,3
leave_one_sortie_out__fold02,chronaris,future_physiology,standardized_mae_macro,8.059645585745514,1.0339701481274808,3
leave_one_sortie_out__fold02,contiformer,future_physiology,standardized_mae_macro,5.638718074260246,0.048564713080232295,3
leave_one_sortie_out__fold02,mult,future_physiology,standardized_mae_macro,8.165739460626012,1.6750350052518033,3
leave_one_sortie_out__fold02,naive_time_sync,future_physiology,standardized_mae_macro,21.601274385450647,0.0,3
leave_one_sortie_out__fold02,physiology_only,future_physiology,standardized_mae_macro,15.975785633755445,0.796175635994041,3
leave_one_sortie_out__fold02,vehicle_only,future_physiology,standardized_mae_macro,5.227025794164847,0.0005396830906829915,3
leave_one_sortie_out__fold01,chronaris,future_physiology,standardized_rmse_macro,9.462590179412652,0.39405933093475576,3
leave_one_sortie_out__fold01,contiformer,future_physiology,standardized_rmse_macro,8.621316983772482,0.14166863177995268,3
leave_one_sortie_out__fold01,mult,future_physiology,standardized_rmse_macro,16.608845837482527,1.6180371248765877,3
leave_one_sortie_out__fold01,naive_time_sync,future_physiology,standardized_rmse_macro,10.43658926600587,0.0,3
leave_one_sortie_out__fold01,physiology_only,future_physiology,standardized_rmse_macro,27.240696838095218,3.036148998772233,3
leave_one_sortie_out__fold01,vehicle_only,future_physiology,standardized_rmse_macro,8.68522345234603,0.0007884026666562166,3
leave_one_sortie_out__fold02,chronaris,future_physiology,standardized_rmse_macro,8.317604566116623,1.0919319448896865,3
leave_one_sortie_out__fold02,contiformer,future_physiology,standardized_rmse_macro,5.832984448141893,0.054639605450484977,3
leave_one_sortie_out__fold02,mult,future_physiology,standardized_rmse_macro,8.344450090959151,1.641828802281988,3
leave_one_sortie_out__fold02,naive_time_sync,future_physiology,standardized_rmse_macro,21.661942874509844,0.0,3
leave_one_sortie_out__fold02,physiology_only,future_physiology,standardized_rmse_macro,16.176539403002742,0.7893655456475013,3
leave_one_sortie_out__fold02,vehicle_only,future_physiology,standardized_rmse_macro,5.482292781745895,0.0012491867690953692,3
